author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Ленинский,1.0,10.0,8.4,18.0,4090000.0,1.0,Спортивная ,36.8,Площадь Маркса,2012
real_estate_agent,Ленинский,3.0,6.0,10.0,18.0,4050000.0,1.0, 2-я Портовая,37.6,Площадь Маркса,2012
real_estate_agent,Октябрьский,8.0,10.0,12.0,17.0,4050000.0,1.0, Татьяны Снежиной,42.5,Золотая Нива,2011
real_estate_agent,Октябрьский,12.0,17.0,4.32,17.28,4050000.0,1.0,Закаменский мкр,21.6,Березовая Роща,2023
real_estate_agent,Заельцовский,1.0,5.0,6.0,18.0,4050000.0,1.0,Линейная ,30.2,Гагаринская,1967
real_estate_agent,Советский,1.0,10.0,8.1,18.1,4050000.0,1.0, Лесосечная,34.1,Октябрьская,1995
real_estate_agent,Кировский,2.0,9.0,8.0,25.4,4050000.0,1.0, Громова,33.4,Площадь Маркса,1991
real_estate_agent,Кировский,8.0,17.0,4.0,26.6,4100000.0,1.0, Зорге,30.6,Площадь Маркса,2022
real_estate_agent,Заельцовский,2.0,5.0,6.0,18.0,4100000.0,1.0, Жуковского,29.2,Заельцовская,1969
real_estate_agent,Калининский,5.0,5.0,6.0,19.3,4100000.0,1.0,Народная ,32.6,Заельцовская,1959
real_estate_agent,Кировский,5.0,10.0,8.6,19.1,4100000.0,1.0, Петухова,37.3,Студенческая,2014
real_estate_agent,Дзержинский,4.0,20.0,6.0,18.5,4100000.0,1.0,проспект Дзержинского,24.5,Березовая Роща,2020
real_estate_agent,Ленинский,3.0,3.0,8.4,16.1,4140000.0,1.0,Большая ,34.2,Площадь Маркса,2014
real_estate_agent,Заельцовский,10.0,25.0,4.0,21.8,4100000.0,1.0,Сухарная ,25.8,Площадь Гарина-Михайловского,2023
real_estate_agent,Октябрьский,8.0,10.0,11.8,18.0,4100000.0,1.0, В. Высоцкого,36.7,Золотая Нива,2010
real_estate_agent,Калининский,2.0,5.0,6.3,17.2,4100000.0,1.0,Народная ,31.7,Заельцовская,1960
real_estate_agent,Калининский,9.0,9.0,9.0,19.0,4100000.0,1.0, Курчатова,38.0,Заельцовская,2017
real_estate_agent,Кировский,7.0,12.0,7.0,16.0,4100000.0,1.0, Петухова,33.0,Студенческая,2018
real_estate_agent,Советский,4.0,9.0,5.0,12.0,4100000.0,1.0, Иванова,21.0,Студенческая,1994
real_estate_agent,Советский,2.0,9.0,9.0,19.0,4100000.0,1.0, Экваторная,39.0,Речной вокзал,1994
real_estate_agent,Заельцовский,5.0,5.0,4.6,29.9,4100000.0,1.0,Кубовая ,34.5,Заельцовская,1999
real_estate_agent,Ленинский,3.0,10.0,10.0,20.0,4100000.0,1.0, Титова,40.0,Площадь Маркса,2018
real_estate_agent,Октябрьский,9.0,10.0,12.1,16.5,4100000.0,1.0, Татьяны Снежиной,45.2,Золотая Нива,2020
real_estate_agent,Заельцовский,2.0,5.0,5.7,17.8,4100000.0,1.0, Дуси Ковальчук,29.7,Заельцовская,1965
real_estate_agent,Кировский,2.0,10.0,13.8,21.0,4100000.0,1.0, Николая Сотникова,48.1,Студенческая,2017
real_estate_agent,Октябрьский,4.0,10.0,12.0,17.0,4100000.0,1.0, Татьяны Снежиной,43.0,Золотая Нива,2020
real_estate_agent,Калининский,2.0,5.0,5.0,18.0,4100000.0,1.0,Народная ,31.0,Заельцовская,2017
real_estate_agent,Дзержинский,1.0,5.0,5.9,19.5,4100000.0,1.0, Есенина,30.0,Золотая Нива,2019
real_estate_agent,Октябрьский,7.0,10.0,9.0,16.0,4100000.0,1.0, В. Высоцкого,34.0,Золотая Нива,2008
realtor,Ленинский,4.0,9.0,6.800000000000001,27.200000000000003,4100000.0,1.0, Немировича-Данченко,34.0,Площадь Маркса,2015
realtor,Советский,1.0,4.0,6.0,17.0,4100000.0,1.0, Героев Труда,31.6,Речной вокзал,1961
realtor,Октябрьский,1.0,5.0,6.0,16.0,4100000.0,1.0,Выборная ,30.0,Речной вокзал,1988
realtor,Ленинский,10.0,12.0,10.4,17.7,4100000.0,1.0,Спортивная ,35.9,Площадь Маркса,2016
real_estate_agent,Калининский,3.0,10.0,9.0,19.0,4150000.0,1.0, Тюленина,37.2,Заельцовская,2017
real_estate_agent,Октябрьский,2.0,16.0,4.0600000000000005,16.240000000000002,4150000.0,1.0,Ипподромская ,20.3,Октябрьская,2023
real_estate_agent,Дзержинский,1.0,9.0,5.4,24.0,4150000.0,1.0,Республиканская ,29.4,Березовая Роща,2011
real_estate_agent,Ленинский,2.0,4.0,8.0,17.0,4150000.0,1.0,Большая ,34.5,Площадь Маркса,2016
real_estate_agent,Заельцовский,5.0,5.0,5.6,18.6,4150000.0,1.0, Жуковского,30.3,Гагаринская,1964
real_estate_agent,Ленинский,2.0,5.0,5.7,18.2,4150000.0,1.0,проспект Карла Маркса,30.9,Студенческая,1959
real_estate_agent,Ленинский,4.0,5.0,5.5,25.3,4199000.0,1.0, Блюхера,30.8,Студенческая,1965
real_estate_agent,Первомайский,1.0,17.0,3.0,30.6,4150000.0,1.0, Одоевского,43.8,Речной вокзал,2012
real_estate_agent,Октябрьский,7.0,11.0,12.3,16.6,4150000.0,1.0, В. Высоцкого,42.6,Золотая Нива,2012
real_estate_agent,Советский,7.0,9.0,7.5,17.5,4150000.0,1.0, Русская,29.6,Студенческая,1973
real_estate_agent,Кировский,5.0,9.0,8.0,17.0,4150000.0,1.0, Мира,41.3,Площадь Маркса,2017
real_estate_agent,Кировский,6.0,10.0,5.0,36.9,4150000.0,1.0, Виктора Шевелева,63.6,Студенческая,2015
real_estate_agent,Ленинский,6.0,17.0,11.5,13.0,4192000.0,1.0, Забалуева,36.83,Студенческая,2015
real_estate_agent,Кировский,7.0,9.0,5.6,19.3,4150000.0,1.0, Немировича-Данченко,32.3,Площадь Маркса,1975
realtor,Кировский,9.0,10.0,16.0,21.0,4150000.0,1.0, Виктора Шевелева,48.1,Студенческая,2017
real_estate_agent,Ленинский,3.0,10.0,8.5,19.0,4200000.0,1.0, Титова,40.0,Площадь Маркса,2015
real_estate_agent,Октябрьский,3.0,18.0,11.0,17.0,4240000.0,1.0, Виталия Потылицына,42.0,Золотая Нива,2016
real_estate_agent,Кировский,5.0,18.0,10.9,16.6,4200000.0,1.0, Александра Чистякова,40.2,Студенческая,2023
real_estate_agent,Ленинский,8.0,18.0,5.800000000000001,23.200000000000003,4200000.0,1.0,Спортивная ,29.0,Площадь Маркса,2023
real_estate_agent,Октябрьский,8.0,9.0,5.6,19.4,4200000.0,1.0,Выборная ,45.4,Речной вокзал,1994
real_estate_agent,Кировский,6.0,17.0,12.0,22.9,4200000.0,1.0, Александра Чистякова,42.0,Площадь Маркса,2022
real_estate_agent,Калининский,3.0,17.0,16.0,22.0,4200000.0,1.0, Фадеева,46.5,Заельцовская,2015
real_estate_agent,Кировский,7.0,10.0,9.0,12.0,4200000.0,1.0,Тульская ,32.0,Площадь Маркса,1987
real_estate_agent,Кировский,3.0,6.0,5.7,18.6,4200000.0,1.0, Сибиряков-Гвардейцев,31.0,Площадь Маркса,1964
real_estate_agent,Ленинский,17.0,17.0,12.0,16.0,4200000.0,1.0, Забалуева,36.9,Площадь Маркса,2019
real_estate_agent,Калининский,7.0,9.0,9.2,18.8,4200000.0,1.0, Объединения,37.3,Заельцовская,1996
real_estate_agent,Ленинский,4.0,7.0,8.0,12.0,4200000.0,1.0, Пархоменко,29.8,Площадь Маркса,2001
real_estate_agent,Кировский,13.0,14.0,5.0,18.9,4200000.0,1.0, Костычева,23.9,Площадь Маркса,2014
real_estate_agent,Ленинский,12.0,16.0,11.0,16.0,4200000.0,1.0, Титова,37.7,Площадь Маркса,2025
real_estate_agent,Калининский,7.0,9.0,9.0,19.0,4200000.0,1.0, Родники,37.8,Заельцовская,1997
real_estate_agent,Ленинский,1.0,6.0,10.0,17.3,4200000.0,1.0, Романтиков,43.0,Площадь Маркса,2015
real_estate_agent,Ленинский,2.0,5.0,5.8,19.1,4200000.0,1.0, Пермитина,30.9,Студенческая,1966
real_estate_agent,Ленинский,4.0,17.0,8.6,14.9,4200000.0,1.0,Рельефная ,31.9,Студенческая,2024
real_estate_agent,Калининский,1.0,18.0,10.9,14.0,4200000.0,1.0,Игарская ,36.1,Заельцовская,2026
real_estate_agent,Октябрьский,2.0,4.0,6.0,18.0,4200000.0,1.0, Бориса Богаткова,32.2,Золотая Нива,1961
real_estate_agent,Кировский,8.0,17.0,14.0,20.0,4200000.0,1.0,Бронная ,45.0,Площадь Маркса,2023
real_estate_agent,Ленинский,10.0,10.0,10.0,14.0,4200000.0,1.0, Титова,32.0,Площадь Маркса,2015
real_estate_agent,Советский,8.0,10.0,10.3,11.4,4200000.0,1.0, Вахтангова,36.3,Студенческая,2000
real_estate_agent,Дзержинский,2.0,5.0,6.0,17.0,4200000.0,1.0, Доватора,28.7,Золотая Нива,2019
real_estate_agent,Калининский,5.0,17.0,9.4,13.5,4200000.0,1.0,Тайгинская ,30.5,Заельцовская,2023
real_estate_agent,Кировский,4.0,17.0,11.0,18.0,4200000.0,1.0, Петухова,35.0,Площадь Маркса,2014
real_estate_agent,Октябрьский,9.0,16.0,9.5,15.3,4200000.0,1.0, Ключ-Камышенское плато,32.9,Речной вокзал,2011
real_estate_agent,Советский,2.0,9.0,9.0,19.0,4200000.0,1.0, Экваторная,37.0,Речной вокзал,1994
real_estate_agent,Октябрьский,1.0,10.0,9.0,18.0,4200000.0,1.0, В. Высоцкого,38.1,Золотая Нива,2020
real_estate_agent,Заельцовский,4.0,9.0,6.6000000000000005,26.400000000000002,4200000.0,1.0, Территория Горбольницы,33.0,Заельцовская,2022
realtor,Калининский,4.0,5.0,6.0,17.0,4200000.0,1.0,Народная ,29.0,Заельцовская,1959
real_estate_agent,Кировский,3.0,5.0,6.3,17.4,4250000.0,1.0, Немировича-Данченко,31.2,Площадь Маркса,1968
real_estate_agent,Октябрьский,10.0,11.0,12.3,16.2,4280000.0,1.0, Татьяны Снежиной,42.4,Золотая Нива,2011
real_estate_agent,Ленинский,14.0,18.0,5.0,21.1,4250000.0,1.0, Невельского,26.1,Площадь Маркса,2013
real_estate_agent,Октябрьский,9.0,10.0,8.0,15.0,4250000.0,1.0, Ключ-Камышенское плато,29.1,Речной вокзал,2016
real_estate_agent,Ленинский,8.0,14.0,10.6,15.6,4250000.0,1.0, Титова,36.0,Площадь Маркса,2025
real_estate_agent,Октябрьский,7.0,16.0,10.3,16.0,4250000.0,1.0, Ключ-Камышенское плато,39.8,Спортивная,2023
real_estate_agent,Ленинский,3.0,12.0,11.6,14.8,4250000.0,1.0, Романтиков,37.2,Площадь Маркса,2017
real_estate_agent,Ленинский,6.0,10.0,10.0,13.1,4250000.0,1.0,Спортивная ,36.9,Площадь Маркса,2017
real_estate_agent,Ленинский,16.0,18.0,8.0,27.0,4290000.0,1.0,Новосибирская ,43.7,Площадь Маркса,2016
real_estate_agent,Октябрьский,9.0,10.0,14.0,21.0,4280000.0,1.0, Плющихинская,49.0,Золотая Нива,2023
real_estate_agent,Кировский,3.0,6.0,10.8,16.0,4250000.0,1.0, Оловозаводская,34.4,Студенческая,1992
real_estate_agent,Октябрьский,1.0,9.0,8.5,17.0,4250000.0,1.0,Выборная ,36.7,Речной вокзал,2009
real_estate_agent,Кировский,2.0,28.0,15.0,18.0,4250000.0,1.0, Зорге,45.0,Площадь Маркса,2023
real_estate_agent,Ленинский,6.0,10.0,9.0,17.0,4300000.0,1.0,Вертковская ,32.5,Площадь Маркса,2018
real_estate_agent,Кировский,10.0,18.0,11.0,16.5,4300000.0,1.0, Николая Сотникова,40.0,Студенческая,2023
real_estate_agent,Ленинский,8.0,17.0,8.0,18.0,4300000.0,1.0,Междуреченская ,34.7,Красный Проспект,2021
real_estate_agent,Центральный,1.0,5.0,6.24,24.96,4320000.0,1.0,Советская ,31.2,Красный Проспект,1962
real_estate_agent,Октябрьский,1.0,9.0,5.0,17.0,4300000.0,1.0, Бориса Богаткова,29.4,Золотая Нива,1971
real_estate_agent,Калининский,2.0,17.0,5.0,26.0,4300000.0,1.0, Фадеева,31.0,Заельцовская,2014
real_estate_agent,Заельцовский,1.0,5.0,5.4,14.2,4300000.0,1.0, Тимирязева,28.0,Заельцовская,1968
real_estate_agent,Калининский,5.0,9.0,8.6,14.0,4300000.0,1.0, Михаила Востокова,32.4,Заельцовская,2023
real_estate_agent,Ленинский,8.0,9.0,8.8,18.1,4345000.0,1.0,Новосибирская ,40.3,Площадь Маркса,1986
real_estate_agent,Ленинский,2.0,10.0,8.5,18.9,4300000.0,1.0,Спортивная ,37.0,Площадь Маркса,2015
real_estate_agent,Кировский,2.0,9.0,8.0,22.0,4300000.0,1.0, Громова,41.0,Площадь Маркса,1991
real_estate_agent,Калининский,4.0,17.0,9.2,11.5,4300000.0,1.0,Игарская ,33.0,Заельцовская,2023
real_estate_agent,Калининский,3.0,5.0,6.0,18.7,4300000.0,1.0, Богдана Хмельницкого,31.5,Заельцовская,2017
real_estate_agent,Кировский,13.0,17.0,10.7,17.0,4305000.0,1.0, Петухова,39.7,Студенческая,2024
real_estate_agent,Дзержинский,3.0,5.0,6.4,15.4,4300000.0,1.0,проспект Дзержинского,39.7,Березовая Роща,1962
realtor,Кировский,2.0,18.0,10.6,15.0,4300000.0,1.0, Петухова,36.2,Площадь Маркса,2015
real_estate_agent,Октябрьский,2.0,10.0,14.0,21.0,4350000.0,1.0, Плющихинская,48.0,Золотая Нива,2020
real_estate_agent,Кировский,8.0,17.0,9.0,18.0,4350000.0,1.0, Александра Чистякова,42.8,Площадь Маркса,2017
realtor,Кировский,2.0,18.0,11.0,17.0,4380000.0,1.0, Петухова,41.0,Площадь Маркса,2014
real_estate_agent,Ленинский,4.0,9.0,10.2,15.1,4350000.0,1.0,Фасадная ,35.9,Площадь Маркса,2012
real_estate_agent,Октябрьский,11.0,16.0,5.0,27.700000000000003,4350000.0,1.0, В. Высоцкого,32.7,Золотая Нива,2016
real_estate_agent,Кировский,2.0,17.0,8.4,16.5,4350000.0,1.0, Сержанта Коротаева,34.3,Площадь Маркса,2013
real_estate_agent,Ленинский,5.0,11.0,10.0,16.1,4350000.0,1.0,Спортивная ,37.6,Площадь Маркса,2014
real_estate_agent,Первомайский,1.0,9.0,4.2,30.5,4395000.0,1.0, Радиостанция № 2,44.3,Речной вокзал,2013
real_estate_agent,Ленинский,1.0,5.0,5.7,18.9,4350000.0,1.0, Пермитина,30.4,Площадь Маркса,2015
real_estate_agent,Калининский,5.0,18.0,8.0,16.0,4350000.0,1.0, Имени генерал-майора А.Н. Рожкина,32.0,Заельцовская,2025
real_estate_agent,Первомайский,2.0,10.0,9.3,15.8,4350000.0,1.0, Ошанина,34.3,Речной вокзал,2020
realtor,Советский,4.0,5.0,6.0,18.0,4350000.0,1.0, Героев Труда,32.2,Речной вокзал,1963
real_estate_agent,Заельцовский,1.0,5.0,6.0,19.1,4400000.0,1.0, Дмитрия Донского,30.9,Заельцовская,2022
real_estate_agent,Ленинский,3.0,10.0,9.0,14.0,4440000.0,1.0,Спортивная ,30.0,Площадь Маркса,2015
real_estate_agent,Советский,3.0,5.0,6.0,17.1,4400000.0,1.0, Российская,30.0,Студенческая,1967
real_estate_agent,Первомайский,7.0,14.0,4.8,22.599999999999998,4400000.0,1.0, Заречная,27.4,Спортивная,2016
real_estate_agent,Ленинский,7.0,9.0,9.0,18.0,4400000.0,1.0,Троллейная ,38.0,Площадь Маркса,1987
real_estate_agent,Заельцовский,2.0,9.0,9.4,19.2,4400000.0,1.0, Лебедевского,37.7,Заельцовская,2004
real_estate_agent,Ленинский,9.0,9.0,6.9,17.4,4400000.0,1.0,Троллейная ,32.4,Площадь Маркса,1981
real_estate_agent,Кировский,13.0,17.0,10.3,16.7,4400000.0,1.0, Петухова,40.3,Площадь Маркса,2014
real_estate_agent,Ленинский,8.0,10.0,8.6,19.0,4400000.0,1.0, Титова,37.0,Площадь Маркса,2018
real_estate_agent,Октябрьский,5.0,11.0,4.5,14.1,4430000.0,1.0,Автогенная ,30.2,Речной вокзал,2024
real_estate_agent,Кировский,17.0,18.0,5.0,16.0,4400000.0,1.0,Пригородная ,32.6,Площадь Маркса,2020
real_estate_agent,Дзержинский,5.0,10.0,8.7,20.3,4400000.0,1.0, Коминтерна,40.4,Золотая Нива,1998
real_estate_agent,Ленинский,18.0,18.0,10.7,19.0,4400000.0,1.0, Ивана Севастьянова,36.4,Площадь Маркса,2015
real_estate_agent,Кировский,5.0,17.0,9.0,13.6,4400000.0,1.0,Бронная ,41.0,Площадь Маркса,2024
real_estate_agent,Ленинский,3.0,6.0,6.66,26.64,4400000.0,1.0, Связистов,33.3,Площадь Маркса,2014
real_estate_agent,Кировский,15.0,16.0,17.4,14.3,4400000.0,1.0, Зорге,47.2,Площадь Маркса,2011
realtor,Ленинский,2.0,5.0,5.9,16.1,4400000.0,1.0,Троллейная ,31.0,Площадь Маркса,1979
real_estate_agent,Калининский,1.0,7.0,3.0,16.0,4490000.0,1.0,Танковая ,27.7,Заельцовская,2017
real_estate_agent,Ленинский,6.0,11.0,10.0,16.0,4450000.0,1.0, Титова,38.0,Площадь Маркса,2013
real_estate_agent,Октябрьский,3.0,11.0,12.3,16.5,4490000.0,1.0, В. Высоцкого,42.4,Золотая Нива,2012
real_estate_agent,Ленинский,6.0,17.0,5.0,24.9,4450000.0,1.0, Связистов,34.9,Площадь Маркса,2025
real_estate_agent,Ленинский,8.0,17.0,8.6,17.8,4450000.0,1.0, Связистов,34.9,Площадь Маркса,2025
real_estate_agent,Ленинский,4.0,10.0,10.2,16.1,4450000.0,1.0,Киевская ,35.8,Площадь Маркса,2011
real_estate_agent,Ленинский,2.0,5.0,5.8,17.6,4450000.0,1.0,проспект Карла Маркса,31.7,Студенческая,1962
real_estate_agent,Ленинский,8.0,10.0,8.8,18.8,4490000.0,1.0,Пермская ,34.1,Площадь Маркса,2015
real_estate_agent,Кировский,10.0,10.0,11.6,17.8,4450000.0,1.0, Зорге,41.0,Площадь Маркса,2010
real_estate_agent,Калининский,5.0,9.0,6.5,16.7,4490000.0,1.0, Менделеева,31.5,Березовая Роща,1977
real_estate_agent,Октябрьский,5.0,5.0,5.7,18.8,4450000.0,1.0,Гурьевская ,30.2,Речной вокзал,1966
real_estate_agent,Калининский,2.0,21.0,13.0,12.5,4463000.0,1.0, Тюленина,34.5,Заельцовская,2024
real_estate_agent,Кировский,22.0,24.0,11.9,15.6,4490000.0,1.0, Бородина,41.5,Площадь Маркса,2024
real_estate_agent,Заельцовский,3.0,5.0,5.0,11.0,4500000.0,1.0,Дачная ,21.0,Заельцовская,2022
real_estate_agent,Советский,4.0,4.0,5.7,18.6,4500000.0,1.0,проспект Строителей,31.7,Речной вокзал,1957
real_estate_agent,Ленинский,12.0,27.0,4.0,26.0,4500000.0,1.0,Волховская ,35.0,Площадь Маркса,2016
real_estate_agent,Заельцовский,9.0,28.0,4.0,14.0,4500000.0,1.0,Сухарная ,25.42,Площадь Гарина-Михайловского,2026
real_estate_agent,Ленинский,4.0,10.0,8.7,18.8,4500000.0,1.0,Пермская ,34.3,Площадь Маркса,2002
real_estate_agent,Советский,4.0,4.0,6.0,19.0,4500000.0,1.0,бульвар Молодежи,32.0,Студенческая,1961
real_estate_agent,Дзержинский,6.0,9.0,5.9,20.0,4500000.0,1.0, Есенина,33.6,Золотая Нива,1967
real_estate_agent,Железнодорожный,4.0,17.0,5.2,20.8,4500000.0,1.0,Железнодорожная ,26.0,Гагаринская,2016
real_estate_agent,Октябрьский,7.0,10.0,8.6,19.1,4500000.0,1.0, Ключ-Камышенское плато,37.5,Речной вокзал,2012
real_estate_agent,Дзержинский,9.0,10.0,8.7,19.2,4500000.0,1.0,Волочаевская ,37.6,Золотая Нива,2014
real_estate_agent,Заельцовский,1.0,5.0,6.0,18.5,4500000.0,1.0, Кропоткина,29.5,Гагаринская,1969
real_estate_agent,Кировский,12.0,24.0,9.0,17.0,4500000.0,1.0, Бородина,35.0,Площадь Маркса,2017
real_estate_agent,Дзержинский,2.0,12.0,6.0,19.0,4500000.0,1.0, Есенина,31.0,Золотая Нива,1988
real_estate_agent,Калининский,4.0,17.0,8.0,20.0,4500000.0,1.0,Игарская ,40.0,Заельцовская,2024
real_estate_agent,Кировский,1.0,10.0,6.2,25.8,4500000.0,1.0, Зорге,41.0,Площадь Маркса,2008
real_estate_agent,Ленинский,5.0,17.0,9.9,18.7,4500000.0,1.0, Немировича-Данченко,40.1,Площадь Маркса,2024
real_estate_agent,Октябрьский,8.0,11.0,13.7,16.6,4530000.0,1.0, Татьяны Снежиной,42.5,Золотая Нива,2011
real_estate_agent,Ленинский,6.0,9.0,7.0,16.8,4500000.0,1.0, 9-й Гвардейской Дивизии,32.4,Площадь Маркса,1982
real_estate_agent,Октябрьский,4.0,11.0,6.0,17.0,4500000.0,1.0,Автогенная ,34.0,Речной вокзал,2024
real_estate_agent,Заельцовский,9.0,10.0,6.0,17.0,4500000.0,1.0, Жуковского,29.8,Заельцовская,1987
real_estate_agent,Кировский,7.0,19.0,12.0,15.0,4500000.0,1.0, Петухова,37.5,Площадь Маркса,2016
real_estate_agent,Кировский,6.0,10.0,9.2,18.7,4500000.0,1.0, Зорге,35.5,Площадь Маркса,2017
real_estate_agent,Кировский,6.0,10.0,11.2,16.6,4500000.0,1.0, Николая Сотникова,40.6,Студенческая,2018
real_estate_agent,Ленинский,10.0,17.0,8.7,17.8,4500000.0,1.0, Связистов,35.2,Площадь Маркса,2022
real_estate_agent,Советский,3.0,9.0,9.0,19.0,4500000.0,1.0, Вахтангова,39.0,Студенческая,1994
real_estate_agent,Советский,5.0,9.0,9.0,19.0,4500000.0,1.0, Иванова,34.0,Студенческая,1979
real_estate_agent,Ленинский,10.0,15.0,11.0,20.0,4500000.0,1.0, Немировича-Данченко,40.0,Студенческая,2015
realtor,Железнодорожный,8.0,9.0,5.5,20.0,4500000.0,1.0, Челюскинцев,31.0,Площадь Гарина-Михайловского,2002
real_estate_agent,Ленинский,4.0,5.0,6.0,18.0,4500000.0,1.0,Выставочная ,30.8,Площадь Маркса,1963
real_estate_agent,Ленинский,4.0,9.0,8.7,16.1,4500000.0,1.0, Романтиков,36.89,Площадь Маркса,2015
real_estate_agent,Советский,4.0,9.0,9.0,19.0,4500000.0,1.0, Русская,37.1,Студенческая,1990
realtor,Ленинский,9.0,10.0,9.0,17.0,4500000.0,1.0,Спортивная ,36.0,Площадь Маркса,2016
realtor,Кировский,16.0,22.0,9.4,37.6,4500000.0,1.0, Петухова,47.0,Площадь Маркса,2017
real_estate_agent,Ленинский,1.0,5.0,5.5,18.0,4500000.0,1.0, Римского-Корсакова,30.5,Площадь Маркса,2015
real_estate_agent,Октябрьский,7.0,18.0,11.0,17.0,4550000.0,1.0, Виталия Потылицына,40.0,Золотая Нива,2017
real_estate_agent,Ленинский,15.0,16.0,4.62,18.48,4550000.0,1.0,63/1,23.1,Студенческая,2004
real_estate_agent,Калининский,3.0,6.0,9.1,18.7,4590000.0,1.0, Дунаевского,38.8,Заельцовская,2007
real_estate_agent,Калининский,17.0,17.0,7.2,18.0,4570000.0,1.0, Гребенщикова,34.7,Заельцовская,2014
real_estate_agent,Ленинский,7.0,17.0,17.8,17.4,4550000.0,1.0, Невельского,42.1,Площадь Маркса,2024
real_estate_agent,Ленинский,13.0,18.0,16.0,20.799999999999997,4550000.0,1.0, Забалуева,36.8,Площадь Маркса,2019
real_estate_agent,Калининский,16.0,16.0,9.0,18.0,4580000.0,1.0,Тайгинская ,46.4,Заельцовская,2023
real_estate_agent,Центральный,1.0,5.0,6.5,19.0,4570000.0,1.0,Серебренниковская ,32.0,Речной вокзал,1960
real_estate_agent,Заельцовский,4.0,6.0,13.6,15.0,4550000.0,1.0,Кедровая ,35.4,Заельцовская,2014
real_estate_agent,Октябрьский,13.0,18.0,10.9,16.6,4590000.0,1.0, Виталия Потылицына,41.85,Золотая Нива,2014
real_estate_agent,Ленинский,3.0,17.0,10.4,15.4,4550000.0,1.0, Ивана Севастьянова,36.3,Площадь Маркса,2019
real_estate_agent,Октябрьский,6.0,10.0,14.0,21.0,4560000.0,1.0, Плющихинская,48.1,Золотая Нива,2018
real_estate_agent,Октябрьский,2.0,10.0,15.0,33.94,4599000.0,1.0, Плющихинская,48.94,Золотая Нива,2025
realtor,Калининский,7.0,10.0,7.9,13.9,4550000.0,1.0, Родники,35.3,Заельцовская,2000
real_estate_agent,Ленинский,7.0,17.0,8.7,17.8,4600000.0,1.0,Рельефная ,34.8,Площадь Маркса,2024
real_estate_agent,Ленинский,13.0,17.0,9.4,14.5,4620000.0,1.0, Ивана Севастьянова,32.4,Площадь Маркса,2019
real_estate_agent,Октябрьский,5.0,10.0,9.0,19.1,4600000.0,1.0,2-я Обская ,37.8,Спортивная,1995
real_estate_agent,Советский,5.0,6.0,9.1,15.2,4600000.0,1.0, Ивлева,41.0,Студенческая,2011
real_estate_agent,Первомайский,7.0,9.0,10.0,20.0,4600000.0,1.0,Первомайская ,37.0,Спортивная,2025
real_estate_agent,Калининский,7.0,9.0,6.7,16.5,4649000.0,1.0, Менделеева,31.2,Березовая Роща,1980
real_estate_agent,Кировский,12.0,18.0,10.0,27.0,4600000.0,1.0, Николая Сотникова,42.0,Студенческая,2022
real_estate_agent,Октябрьский,3.0,10.0,13.7,20.9,4600000.0,1.0, Плющихинская,48.2,Золотая Нива,2024
real_estate_agent,Ленинский,5.0,5.0,8.0,20.2,4600000.0,1.0, Титова,37.4,Площадь Маркса,1960
real_estate_agent,Октябрьский,9.0,10.0,8.7,17.3,4600000.0,1.0, В. Высоцкого,39.5,Золотая Нива,2020
real_estate_agent,Кировский,14.0,17.0,8.0,13.2,4600000.0,1.0, Сибиряков-Гвардейцев,34.2,Площадь Маркса,2023
real_estate_agent,Советский,5.0,5.0,6.0,17.0,4600000.0,1.0, Российская,30.0,Студенческая,1971
real_estate_agent,Ленинский,5.0,9.0,8.0,16.0,4600000.0,1.0, Романтиков,34.0,Площадь Маркса,2015
real_estate_agent,Советский,5.0,26.0,21.380000000000003,11.5,4600000.0,1.0,Приморская ,32.88,Студенческая,2025
realtor,Кировский,2.0,17.0,10.6,18.1,4600000.0,1.0, Петухова,42.1,Студенческая,2015
realtor,Кировский,12.0,17.0,7.0,25.0,4600000.0,1.0, Сибиряков-Гвардейцев,32.0,Площадь Маркса,2024
real_estate_agent,Октябрьский,25.0,25.0,7.6,16.2,4650000.0,1.0,Выборная ,37.0,Октябрьская,2020
real_estate_agent,Ленинский,7.0,17.0,10.2,20.0,4690000.0,1.0,Рельефная ,35.2,Площадь Маркса,2015
real_estate_agent,Калининский,10.0,17.0,8.5,14.2,4650000.0,1.0, Объединения,34.2,Заельцовская,2024
real_estate_agent,Ленинский,7.0,11.0,9.7,18.8,4650000.0,1.0,Троллейная ,37.2,Площадь Маркса,2015
real_estate_agent,Калининский,6.0,15.0,5.0,27.6,4650000.0,1.0, Объединения,32.6,Заельцовская,2025
real_estate_agent,Заельцовский,5.0,17.0,5.24,20.96,4650000.0,1.0, Аэропорт,26.2,Заельцовская,2024
real_estate_agent,Ленинский,1.0,5.0,5.9,16.9,4650000.0,1.0, Станиславского,30.9,Площадь Маркса,2015
real_estate_agent,Кировский,1.0,18.0,11.0,16.0,4650000.0,1.0, Петухова,37.2,Площадь Маркса,2014
real_estate_agent,Дзержинский,9.0,9.0,5.0,17.8,4660000.0,1.0, Селезнева,29.8,Березовая Роща,1986
real_estate_agent,Кировский,3.0,20.0,10.4,20.3,4650000.0,1.0, Обогатительная,43.2,Площадь Маркса,2017
real_estate_agent,Октябрьский,1.0,10.0,25.0,17.0,4650000.0,1.0, Плющихинская,58.0,Золотая Нива,2020
