author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Советский,4.0,9.0,15.0,46.0,12500000.0,3.0, Русская,82.0,Студенческая,1994
real_estate_agent,Заельцовский,12.0,17.0,13.0,66.3,12500000.0,3.0,Красный проспект,96.6,Заельцовская,2022
real_estate_agent,Первомайский,10.0,10.0,18.7,38.0,12500000.0,3.0, Заречная,62.5,Спортивная,2013
real_estate_agent,Первомайский,2.0,8.0,16.8,73.2,12600000.0,3.0,Первомайская ,90.0,Спортивная,2025
real_estate_agent,Заельцовский,3.0,25.0,14.4,54.2,12700000.0,3.0, Галущака,86.0,Гагаринская,2015
real_estate_agent,Заельцовский,14.0,17.0,9.0,41.0,12650000.0,3.0, Дуси Ковальчук,77.0,Заельцовская,2024
real_estate_agent,Железнодорожный,3.0,25.0,18.2,24.3,12800000.0,3.0,Железнодорожная ,62.3,Гагаринская,2024
real_estate_agent,Центральный,4.0,19.0,10.9,50.0,12850000.0,3.0, Николая Островского,78.0,Маршала Покрышкина,2016
real_estate_agent,Ленинский,6.0,9.0,22.2,64.9,12800000.0,3.0, Блюхера,111.0,Студенческая,2003
real_estate_agent,Центральный,5.0,6.0,12.2,36.2,12800000.0,3.0, Державина,64.4,Березовая Роща,2013
real_estate_agent,Заельцовский,4.0,4.0,18.0,63.2,12800000.0,3.0,1-е Мочищенское шоссе,104.5,Заельцовская,2022
real_estate_agent,Калининский,3.0,10.0,14.6,45.0,12800000.0,3.0,Народная ,79.4,Заельцовская,2017
real_estate_agent,Октябрьский,8.0,16.0,14.0,51.5,12800000.0,3.0,2-я Обская ,72.0,Речной вокзал,2020
real_estate_agent,Октябрьский,11.0,14.0,16.2,49.5,12985000.0,3.0,Обская ,90.6,Речной вокзал,2006
real_estate_agent,Заельцовский,4.0,7.0,10.0,79.0,12900000.0,3.0,Красный проспект,105.3,Заельцовская,2022
real_estate_agent,Октябрьский,12.0,20.0,11.3,35.5,12999000.0,3.0,Зыряновская ,71.1,Речной вокзал,2019
real_estate_agent,Ленинский,13.0,16.0,20.0,50.7,12999999.0,3.0, Забалуева,98.1,Студенческая,2011
real_estate_agent,Заельцовский,2.0,6.0,22.0,32.0,12990000.0,3.0, Аэропорт,90.0,Заельцовская,2024
real_estate_agent,Октябрьский,13.0,14.0,10.5,83.8,12900000.0,3.0, Федосеева,94.3,Золотая Нива,2003
real_estate_agent,Калининский,7.0,10.0,12.0,65.1,12950000.0,3.0,Ипподромская ,77.1,Маршала Покрышкина,2007
real_estate_agent,Октябрьский,8.0,9.0,27.2,28.2,12900000.0,3.0,Большевистская ,86.0,Речной вокзал,2024
real_estate_agent,Октябрьский,3.0,10.0,11.2,44.6,12990000.0,3.0,Большевистская ,80.5,Речной вокзал,2015
real_estate_agent,Заельцовский,7.0,16.0,25.0,45.0,12900000.0,3.0, Дуси Ковальчук,85.0,Заельцовская,2004
real_estate_agent,Центральный,8.0,13.0,10.0,42.4,12900000.0,3.0, Семьи Шамшиных,71.6,Площадь Ленина,2007
real_estate_agent,Калининский,10.0,11.0,9.0,64.5,12950000.0,3.0,Танковая ,78.5,Заельцовская,2016
real_estate_agent,Железнодорожный,4.0,24.0,23.0,24.0,12900000.0,3.0, Прибрежная,69.8,Площадь Гарина-Михайловского,2002
real_estate_agent,Заельцовский,12.0,17.0,5.0,68.0,12999999.0,3.0, Лобачевского,94.0,Заельцовская,2024
real_estate_agent,Заельцовский,7.0,10.0,13.0,54.5,13000000.0,3.0, Кропоткина,97.8,Гагаринская,2002
real_estate_agent,Железнодорожный,5.0,5.0,8.6,50.0,13000000.0,3.0, Щетинкина,74.3,Площадь Ленина,1968
real_estate_agent,Октябрьский,14.0,14.0,10.4,63.2,13000000.0,3.0, Федосеева,95.1,Золотая Нива,2007
real_estate_agent,Калининский,8.0,13.0,12.7,50.0,13000000.0,3.0, Мясниковой,85.6,Заельцовская,2017
real_estate_agent,Центральный,3.0,9.0,7.6,46.1,13000000.0,3.0, Орджоникидзе,68.1,Площадь Ленина,1962
real_estate_agent,Октябрьский,7.0,10.0,12.0,45.0,13000000.0,3.0,Большевистская ,75.0,Речной вокзал,2020
real_estate_agent,Калининский,6.0,10.0,20.0,40.0,13200000.0,3.0,Ипподромская ,75.0,Маршала Покрышкина,2017
real_estate_agent,Заельцовский,2.0,23.0,14.0,30.0,13150000.0,3.0, Дуси Ковальчук,58.0,Заельцовская,2022
real_estate_agent,Кировский,4.0,11.0,11.0,53.4,13300000.0,3.0, Сибиряков-Гвардейцев,100.0,Площадь Маркса,1998
real_estate_agent,Центральный,3.0,7.0,29.0,38.1,13300000.0,3.0,Советская ,72.2,Площадь Ленина,1954
real_estate_agent,Заельцовский,12.0,24.0,21.0,25.0,13500000.0,3.0, Дуси Ковальчук,64.7,Заельцовская,2022
real_estate_agent,Октябрьский,18.0,25.0,14.0,56.0,13400000.0,3.0,Покатная ,90.6,Октябрьская,2016
real_estate_agent,Заельцовский,23.0,25.0,15.1,65.2,13450000.0,3.0,Кавалерийская ,105.0,Заельцовская,2021
real_estate_agent,Октябрьский,16.0,25.0,24.5,51.1,13499000.0,3.0,Военная ,98.2,Площадь Ленина,2015
real_estate_agent,Центральный,4.0,10.0,12.9,53.4,13500000.0,3.0, Писарева,85.2,Маршала Покрышкина,1998
real_estate_agent,Заельцовский,17.0,18.0,16.8,50.2,13500000.0,3.0, Аэропорт,81.3,Заельцовская,2024
real_estate_agent,Октябрьский,17.0,23.0,15.7,47.0,13500000.0,3.0, Кошурникова,83.7,Золотая Нива,2018
real_estate_agent,Октябрьский,2.0,9.0,28.0,26.2,13500000.0,3.0,Большевистская ,81.0,Спортивная,2022
real_estate_agent,Дзержинский,4.0,12.0,12.6,50.6,13450000.0,3.0, Кошурникова,88.0,Золотая Нива,2005
real_estate_agent,Ленинский,2.0,10.0,11.9,64.1,13500000.0,3.0,Стартовая ,95.7,Студенческая,2011
real_estate_agent,Центральный,15.0,30.0,5.3,39.0,13500000.0,3.0, Семьи Шамшиных,63.1,Маршала Покрышкина,2024
realtor,Заельцовский,2.0,24.0,16.8,67.2,13500000.0,3.0,Сухарная ,84.0,Заельцовская,2022
real_estate_agent,Заельцовский,7.0,7.0,9.3,56.6,13600000.0,3.0,Красный проспект,90.0,Заельцовская,1980
real_estate_agent,Октябрьский,4.0,8.0,21.0,21.9,13600000.0,3.0, Владимира Заровного,57.9,Речной вокзал,2019
real_estate_agent,Заельцовский,7.0,19.0,12.5,48.3,13700000.0,3.0,Сухарная ,86.2,Площадь Гарина-Михайловского,2016
real_estate_agent,Дзержинский,6.0,10.0,22.0,30.0,13700000.0,3.0,Планетная ,67.8,Березовая Роща,2017
real_estate_agent,Заельцовский,4.0,6.0,16.0,59.6,13700000.0,3.0,Красный проспект,99.2,Заельцовская,2000
real_estate_agent,Октябрьский,17.0,22.0,20.0,32.0,13700000.0,3.0,2-я Обская ,65.0,Речной вокзал,2020
real_estate_agent,Железнодорожный,5.0,9.0,29.9,36.6,13700000.0,3.0,Сибирская ,88.7,Площадь Гарина-Михайловского,2017
real_estate_agent,Дзержинский,4.0,25.0,25.0,29.0,13800000.0,3.0, Адриена Лежена,75.3,Золотая Нива,2020
real_estate_agent,Заельцовский,1.0,10.0,15.0,54.0,13930000.0,3.0,Холодильная ,74.5,Гагаринская,2009
real_estate_agent,Ленинский,9.0,30.0,5.0,40.0,13900000.0,3.0,Горская ,61.7,Спортивная,2026
real_estate_agent,Октябрьский,21.0,25.0,20.3,24.7,13900000.0,3.0, Никитина,61.9,Октябрьская,2023
real_estate_agent,Заельцовский,13.0,25.0,17.0,52.0,13900000.0,3.0, Галущака,106.4,Гагаринская,2022
real_estate_agent,Заельцовский,2.0,20.0,25.0,35.0,13900000.0,3.0, Дуси Ковальчук,71.0,Заельцовская,2017
real_estate_agent,Октябрьский,18.0,19.0,16.5,39.0,14000000.0,3.0, Михаила Кулагина,72.6,Золотая Нива,2021
real_estate_agent,Заельцовский,5.0,22.0,16.0,50.0,14000000.0,3.0, Дуси Ковальчук,93.0,Заельцовская,2013
real_estate_agent,Заельцовский,2.0,9.0,13.5,52.0,14000000.0,3.0,Ельцовская ,88.2,Площадь Гарина-Михайловского,2022
real_estate_agent,Заельцовский,3.0,4.0,17.0,62.1,13999000.0,3.0,1-е Мочищенское шоссе,103.1,Заельцовская,2012
real_estate_agent,Центральный,4.0,5.0,9.1,45.2,14000000.0,3.0,Красный проспект,71.8,Красный Проспект,1940
real_estate_agent,Центральный,2.0,13.0,35.0,37.0,13990000.0,3.0, Крылова,99.8,Маршала Покрышкина,2000
real_estate_agent,Калининский,4.0,19.0,20.0,78.0,14000000.0,3.0, Кропоткина,101.1,Маршала Покрышкина,2023
real_estate_agent,Калининский,7.0,24.0,4.6,43.0,14000000.0,3.0,Народная ,73.47,Заельцовская,2019
real_estate_agent,Октябрьский,8.0,10.0,20.8,24.0,14099000.0,3.0, Владимира Заровного,67.4,Спортивная,2018
real_estate_agent,Кировский,4.0,10.0,14.0,63.0,14199000.0,3.0, Покрышкина,106.1,Площадь Маркса,2015
real_estate_agent,Кировский,11.0,25.0,10.3,55.9,14199000.0,3.0, Немировича-Данченко,87.4,Студенческая,2020
real_estate_agent,Ленинский,11.0,12.0,20.0,72.0,14100000.0,3.0,Вертковская ,124.8,Площадь Маркса,1996
real_estate_agent,Заельцовский,19.0,20.0,23.0,60.0,14100000.0,3.0, Дуси Ковальчук,87.0,Заельцовская,2020
real_estate_agent,Центральный,4.0,5.0,8.7,49.4,14300000.0,3.0, Державина,71.2,Красный Проспект,1958
real_estate_agent,Дзержинский,12.0,19.0,21.0,45.8,14300000.0,3.0, Фрунзе,83.4,Березовая Роща,2017
real_estate_agent,Заельцовский,16.0,20.0,23.0,36.0,14500000.0,3.0, Дуси Ковальчук,74.8,Заельцовская,2011
real_estate_agent,Ленинский,8.0,15.0,12.0,50.0,14500000.0,3.0,проспект Карла Маркса,94.5,Площадь Маркса,2013
real_estate_agent,Октябрьский,20.0,25.0,17.5,24.9,14500000.0,3.0, Владимира Заровного,62.4,Речной вокзал,2019
real_estate_agent,Железнодорожный,8.0,10.0,9.0,46.5,14500000.0,3.0, Вокзальная магистраль,72.0,Площадь Гарина-Михайловского,2003
real_estate_agent,Ленинский,5.0,9.0,24.5,58.4,14500000.0,3.0,Вертковская ,108.1,Площадь Маркса,1996
real_estate_agent,Кировский,9.0,10.0,12.0,65.0,14500000.0,3.0, Сибиряков-Гвардейцев,115.0,Площадь Маркса,1997
real_estate_agent,Ленинский,2.0,7.0,16.0,65.0,14400000.0,3.0, Костычева,110.0,Площадь Маркса,1999
real_estate_agent,Заельцовский,4.0,14.0,26.0,46.9,14500000.0,3.0,Дачная ,99.2,Заельцовская,2005
real_estate_agent,Центральный,15.0,25.0,13.0,52.0,14450000.0,3.0,Ипподромская ,95.0,Октябрьская,2024
real_estate_agent,Железнодорожный,10.0,16.0,16.0,48.5,14499000.0,3.0, Дмитрия Шамшурина,95.7,Площадь Гарина-Михайловского,2013
real_estate_agent,Заельцовский,6.0,6.0,25.5,36.6,14500000.0,3.0,Кедровая ,89.5,Заельцовская,2022
real_estate_agent,Октябрьский,11.0,24.0,12.64,50.56,14400000.0,3.0,Большевистская ,63.2,Речной вокзал,2026
realtor,Центральный,9.0,17.0,20.0,40.0,14500000.0,3.0, Некрасова,93.2,Маршала Покрышкина,2014
real_estate_agent,Заельцовский,6.0,7.0,30.0,65.0,14550000.0,3.0, Аэропорт,121.0,Заельцовская,2023
real_estate_agent,Советский,3.0,9.0,7.1,41.0,14700000.0,3.0, Терешковой,63.0,Студенческая,1994
real_estate_agent,Октябрьский,9.0,25.0,20.2,41.599999999999994,14700000.0,3.0, Сибревкома,61.8,Октябрьская,2019
realtor,Центральный,7.0,21.0,21.5,46.5,14700000.0,3.0, Орджоникидзе,98.0,Площадь Ленина,2011
real_estate_agent,Октябрьский,4.0,17.0,27.1,30.9,14800000.0,3.0, Сакко и Ванцетти,79.3,Речной вокзал,2018
real_estate_agent,Дзержинский,23.0,27.0,8.0,56.0,14880000.0,3.0, Фрунзе,91.1,Березовая Роща,2013
real_estate_agent,Дзержинский,3.0,17.0,15.0,75.0,14800000.0,3.0, Бориса Богаткова,95.6,Золотая Нива,2015
real_estate_agent,Заельцовский,7.0,15.0,21.0,30.0,14900000.0,3.0,Красный проспект,68.0,Заельцовская,2022
real_estate_agent,Ленинский,4.0,9.0,17.8,49.4,14900000.0,3.0, Титова,104.6,Площадь Маркса,2004
real_estate_agent,Заельцовский,11.0,17.0,25.0,63.2,14800000.0,3.0, Дуси Ковальчук,108.5,Заельцовская,2004
real_estate_agent,Заельцовский,6.0,14.0,16.6,56.6,14800000.0,3.0,Дачная ,103.6,Заельцовская,2022
real_estate_agent,Заельцовский,16.0,17.0,14.2,65.5,14800000.0,3.0, Галущака,110.3,Гагаринская,2002
realtor,Октябрьский,9.0,25.0,21.0,53.5,14840000.0,3.0, Владимира Заровного,74.5,Речной вокзал,2020
real_estate_agent,Центральный,2.0,5.0,23.1,46.0,15090000.0,3.0,Советская ,84.7,Площадь Ленина,1937
real_estate_agent,Ленинский,3.0,5.0,16.1,54.6,15000000.0,3.0, Пархоменко,92.9,Площадь Маркса,1945
real_estate_agent,Октябрьский,17.0,21.0,13.0,48.0,14990000.0,3.0, Кошурникова,89.0,Березовая Роща,2019
real_estate_agent,Центральный,10.0,10.0,11.7,50.5,15000000.0,3.0, Гоголя,96.9,Маршала Покрышкина,2004
real_estate_agent,Октябрьский,3.0,6.0,20.0,55.0,15000000.0,3.0,Выборная ,100.0,Речной вокзал,2005
real_estate_agent,Октябрьский,4.0,16.0,12.5,62.1,15000000.0,3.0,2-я Обская ,101.5,Речной вокзал,2008
real_estate_agent,Центральный,2.0,14.0,16.0,65.0,14950000.0,3.0, Крылова,110.0,Маршала Покрышкина,1999
real_estate_agent,Советский,1.0,4.0,8.8,68.0,15000000.0,3.0,проспект Морской,76.8,Студенческая,1994
real_estate_agent,Советский,1.0,4.0,14.0,42.0,15000000.0,3.0, Правды,74.0,Студенческая,1961
real_estate_agent,Железнодорожный,4.0,5.0,17.0,55.0,15000000.0,3.0,Депутатская ,93.0,Площадь Ленина,1970
real_estate_agent,Октябрьский,7.0,24.0,20.0,40.6,15000000.0,3.0,Ленинградская ,85.3,Октябрьская,2020
real_estate_agent,Калининский,9.0,25.0,10.0,65.0,14990000.0,3.0,Танковая ,88.0,Заельцовская,2016
real_estate_agent,Кировский,3.0,10.0,11.0,41.0,15050000.0,3.0,Новогодняя ,79.0,Студенческая,2009
realtor,Заельцовский,6.0,7.0,8.6,57.9,15000000.0,3.0,Кедровая ,91.33,Заельцовская,2025
real_estate_agent,Октябрьский,9.0,29.0,18.3,73.0,15200000.0,3.0,Военная ,127.0,Площадь Ленина,2015
real_estate_agent,Центральный,8.0,10.0,14.4,70.6,15300000.0,3.0, Фрунзе,94.6,Сибирская,2007
real_estate_agent,Ленинский,11.0,14.0,12.9,53.1,15300000.0,3.0, Серафимовича,90.0,Площадь Маркса,2010
real_estate_agent,Октябрьский,3.0,16.0,14.6,44.5,15500000.0,3.0, Кирова,82.3,Октябрьская,2008
real_estate_agent,Дзержинский,18.0,30.0,13.9,49.0,15500000.0,3.0, Фрунзе,85.6,Березовая Роща,2024
real_estate_agent,Центральный,7.0,9.0,8.7,47.1,15500000.0,3.0,Красный проспект,76.2,Площадь Ленина,1957
real_estate_agent,Железнодорожный,12.0,30.0,13.0,36.0,15500000.0,3.0,Фабричная ,75.0,Площадь Гарина-Михайловского,2023
real_estate_agent,Заельцовский,4.0,11.0,27.0,68.0,15700000.0,3.0,Дачная ,134.0,Заельцовская,2004
real_estate_agent,Ленинский,4.0,9.0,28.6,67.2,15600000.0,3.0, Пархоменко,133.1,Площадь Маркса,2009
real_estate_agent,Кировский,17.0,25.0,17.0,38.5,15600000.0,3.0, Немировича-Данченко,75.0,Студенческая,2017
real_estate_agent,Заельцовский,16.0,25.0,18.0,35.0,15600000.0,3.0, Дуси Ковальчук,77.8,Заельцовская,2023
real_estate_agent,Дзержинский,3.0,26.0,12.0,45.0,15800000.0,3.0, Кошурникова,68.0,Березовая Роща,2019
real_estate_agent,Октябрьский,4.0,19.0,24.0,24.6,15800000.0,3.0, Шевченко,78.3,Речной вокзал,2020
real_estate_agent,Октябрьский,3.0,4.0,14.5,56.0,15800000.0,3.0, Кирова,100.1,Речной вокзал,2014
real_estate_agent,Заельцовский,2.0,6.0,19.7,56.5,15850000.0,3.0,Военного санатория Ельцовка тер.,120.2,Площадь Гарина-Михайловского,2006
real_estate_agent,Октябрьский,9.0,17.0,16.0,32.0,16000000.0,3.0, Лескова,70.8,Октябрьская,2015
real_estate_agent,Октябрьский,13.0,17.0,30.0,40.0,16000000.0,3.0, Лескова,101.0,Октябрьская,2015
real_estate_agent,Центральный,4.0,9.0,13.0,57.0,16000000.0,3.0, Писарева,84.3,Маршала Покрышкина,2019
real_estate_agent,Центральный,4.0,11.0,12.7,50.4,15970000.0,3.0, Крылова,93.7,Маршала Покрышкина,2014
real_estate_agent,Центральный,2.0,14.0,32.0,64.0,15999000.0,3.0, Державина,113.0,Сибирская,2007
real_estate_agent,Дзержинский,24.0,24.0,31.2,53.3,15900000.0,3.0, Фрунзе,90.6,Березовая Роща,2012
real_estate_agent,Калининский,14.0,24.0,10.0,49.4,16000000.0,3.0,Ипподромская ,87.7,Березовая Роща,2006
real_estate_agent,Дзержинский,18.0,19.0,15.0,51.1,15900000.0,3.0, Фрунзе,71.1,Березовая Роща,2022
real_estate_agent,Заельцовский,23.0,24.0,5.0,58.5,16000000.0,3.0, Дуси Ковальчук,92.2,Заельцовская,2028
real_estate_agent,Советский,15.0,18.0,10.0,41.0,15999999.0,3.0, Николаева,77.6,Студенческая,2018
real_estate_agent,Центральный,9.0,18.0,16.6,54.5,15990000.0,3.0, Гоголя,103.8,Маршала Покрышкина,2013
real_estate_agent,Дзержинский,15.0,18.0,14.0,38.0,16000000.0,3.0, Фрунзе,71.0,Березовая Роща,2020
real_estate_agent,Октябрьский,3.0,9.0,22.0,42.0,15900000.0,3.0, Никитина,64.0,Речной вокзал,2020
real_estate_agent,Центральный,13.0,21.0,18.0,54.0,16000000.0,3.0, Гоголя,93.0,Маршала Покрышкина,2018
real_estate_agent,Центральный,24.0,25.0,12.7,45.6,16000000.0,3.0, Державина,85.3,Березовая Роща,2013
real_estate_agent,Железнодорожный,8.0,12.0,3.8,42.2,16200000.0,3.0,Коммунистическая ,62.3,Площадь Ленина,2020
real_estate_agent,Октябрьский,9.0,10.0,5.1,57.6,16500000.0,3.0, Никитина,95.5,Речной вокзал,2020
real_estate_agent,Октябрьский,6.0,15.0,12.2,57.0,16500000.0,3.0, Якушева,116.2,Речной вокзал,2016
real_estate_agent,Заельцовский,17.0,20.0,14.0,68.0,16499000.0,3.0, Дуси Ковальчук,99.15,Заельцовская,2018
real_estate_agent,Центральный,5.0,15.0,30.5,49.4,16490000.0,3.0, Семьи Шамшиных,84.9,Площадь Ленина,2007
real_estate_agent,Заельцовский,8.0,10.0,27.0,44.3,16500000.0,3.0,Холодильная ,89.5,Гагаринская,2009
real_estate_agent,Заельцовский,25.0,30.0,31.0,48.6,16400000.0,3.0,Сухарная ,125.0,Площадь Гарина-Михайловского,2024
real_estate_agent,Центральный,1.0,5.0,11.3,48.0,16500000.0,3.0, Крылова,76.3,Красный Проспект,1938
real_estate_agent,Центральный,4.0,14.0,16.3,60.8,16500000.0,3.0, Семьи Шамшиных,120.0,Маршала Покрышкина,2003
real_estate_agent,Железнодорожный,5.0,16.0,16.2,53.2,16500000.0,3.0, 1905 года,110.0,Красный Проспект,2000
real_estate_agent,Центральный,10.0,21.0,18.0,56.0,16500000.0,3.0,Коммунистическая ,107.9,Площадь Ленина,2002
real_estate_agent,Октябрьский,3.0,26.0,23.0,52.0,16500000.0,3.0, Владимира Заровного,75.0,Речной вокзал,2019
real_estate_agent,Октябрьский,8.0,10.0,20.0,34.1,16600000.0,3.0,Тополевая ,80.2,Октябрьская,2021
real_estate_agent,Советский,5.0,5.0,7.3,38.0,16800000.0,3.0,Золотодолинская ,58.7,Студенческая,1981
real_estate_agent,Ленинский,12.0,15.0,16.0,63.0,16890000.0,3.0,Стартовая ,108.5,Спортивная,2014
real_estate_agent,Ленинский,3.0,7.0,17.4,79.8,16800000.0,3.0,проспект Карла Маркса,137.8,Студенческая,2003
real_estate_agent,Центральный,7.0,10.0,10.8,52.4,16800000.0,3.0, Гоголя,97.6,Маршала Покрышкина,2007
real_estate_agent,Центральный,4.0,9.0,10.4,49.2,16750000.0,3.0,Советская ,72.9,Красный Проспект,1994
real_estate_agent,Центральный,21.0,23.0,40.0,71.7,16700000.0,3.0, Державина,111.7,Березовая Роща,2008
real_estate_agent,Заельцовский,6.0,16.0,20.0,60.0,17000000.0,3.0, Кропоткина,102.2,Гагаринская,2008
real_estate_agent,Железнодорожный,3.0,27.0,10.7,51.5,17000000.0,3.0, 1905 года,82.5,Красный Проспект,2016
real_estate_agent,Дзержинский,16.0,18.0,16.0,40.0,16999999.0,3.0, Фрунзе,72.0,Березовая Роща,2020
real_estate_agent,Октябрьский,6.0,9.0,14.9,54.4,16990000.0,3.0,Ленинградская ,102.2,Октябрьская,2005
real_estate_agent,Железнодорожный,5.0,9.0,22.0,68.0,16950000.0,3.0, Максима Горького,109.0,Площадь Ленина,1998
realtor,Центральный,11.0,30.0,26.0,51.8,17000000.0,3.0, Николая Островского,88.12,Гагаринская,2026
real_estate_agent,Заельцовский,17.0,24.0,16.8,65.3,17200000.0,3.0, Галущака,107.0,Гагаринская,2010
real_estate_agent,Центральный,4.0,10.0,14.6,56.3,17300000.0,3.0, Фрунзе,94.2,Сибирская,2007
real_estate_agent,Заельцовский,7.0,7.0,45.0,50.0,17390000.0,3.0,Кедровая ,166.0,Заельцовская,2025
real_estate_agent,Заельцовский,11.0,13.0,25.0,65.0,17500000.0,3.0, Галущака,137.9,Гагаринская,2001
real_estate_agent,Дзержинский,18.0,29.0,16.4,51.3,17500000.0,3.0,Закаменский мкр,93.3,Березовая Роща,2025
real_estate_agent,Центральный,11.0,21.0,21.0,71.0,17500000.0,3.0, Орджоникидзе,116.0,Площадь Ленина,2012
real_estate_agent,Октябрьский,24.0,24.0,26.4,38.50000000000001,17500000.0,3.0, Шевченко,64.9,Октябрьская,2022
real_estate_agent,Заельцовский,8.0,14.0,14.0,60.0,17500000.0,3.0,Красный проспект,91.9,Заельцовская,2013
real_estate_agent,Центральный,14.0,25.0,10.0,45.6,17450000.0,3.0, Державина,60.6,Маршала Покрышкина,2022
real_estate_agent,Октябрьский,3.0,11.0,12.0,46.5,17500000.0,3.0,Ленинградская ,99.2,Октябрьская,2007
real_estate_agent,Железнодорожный,9.0,16.0,16.7,62.1,17470000.0,3.0,Нарымская ,110.0,Красный Проспект,2002
real_estate_agent,Железнодорожный,12.0,16.0,19.0,48.0,17650000.0,3.0, Дмитрия Шамшурина,96.0,Площадь Гарина-Михайловского,2017
real_estate_agent,Центральный,10.0,18.0,11.1,51.6,17590000.0,3.0, Некрасова,89.0,Сибирская,2010
real_estate_agent,Советский,3.0,7.0,28.0,46.1,17850000.0,3.0, Иванова,98.7,Студенческая,2004
real_estate_agent,Советский,4.0,4.0,9.0,53.0,18000000.0,3.0,проспект Морской,75.5,Студенческая,1994
real_estate_agent,Калининский,20.0,22.0,10.0,60.0,18000000.0,3.0,Ипподромская ,90.0,Маршала Покрышкина,2016
real_estate_agent,Советский,7.0,7.0,13.0,56.0,18000000.0,3.0, Иванова,98.6,Студенческая,2004
real_estate_agent,Октябрьский,12.0,22.0,25.5,57.9,17990000.0,3.0, Кошурникова,91.8,Золотая Нива,2015
real_estate_agent,Центральный,7.0,13.0,13.0,46.0,18000000.0,3.0, Семьи Шамшиных,77.84,Октябрьская,2026
real_estate_agent,Заельцовский,14.0,15.0,7.8,40.3,17900000.0,3.0,Красный проспект,82.3,Заельцовская,2022
real_estate_agent,Центральный,9.0,21.0,42.6,45.0,17900000.0,3.0, Орджоникидзе,130.0,Площадь Ленина,2011
real_estate_agent,Октябрьский,2.0,9.0,24.5,30.0,18000000.0,3.0,Большевистская ,112.6,Спортивная,2022
real_estate_agent,Заельцовский,8.0,9.0,16.2,59.0,18000000.0,3.0, Кропоткина,108.2,Гагаринская,2022
realtor,Заельцовский,2.0,10.0,24.0,61.0,18000000.0,3.0,Красный проспект,85.0,Заельцовская,2019
realtor,Октябрьский,1.0,25.0,5.3,53.0,17900000.0,3.0,Военная ,82.7,Октябрьская,2024
real_estate_agent,Железнодорожный,4.0,8.0,13.6,51.6,18350000.0,3.0, Вокзальная магистраль,101.0,Площадь Гарина-Михайловского,2002
real_estate_agent,Дзержинский,3.0,25.0,17.5,47.7,18300000.0,3.0, Николая Островского,88.1,Березовая Роща,2021
real_estate_agent,Октябрьский,8.0,24.0,20.0,50.0,18570000.0,3.0, Шевченко,80.0,Октябрьская,2021
real_estate_agent,Железнодорожный,8.0,9.0,33.0,28.0,18500000.0,3.0,Советская ,78.3,Площадь Ленина,2005
real_estate_agent,Дзержинский,14.0,25.0,10.0,65.9,18500000.0,3.0, Кошурникова,100.1,Золотая Нива,2020
real_estate_agent,Железнодорожный,4.0,17.0,20.0,32.0,18500000.0,3.0,Красноярская ,83.0,Площадь Гарина-Михайловского,2002
real_estate_agent,Октябрьский,12.0,16.0,14.0,40.0,18500000.0,3.0, Шевченко,80.0,Речной вокзал,2020
real_estate_agent,Центральный,8.0,9.0,14.0,65.7,18500000.0,3.0, Семьи Шамшиных,106.0,Площадь Ленина,2005
real_estate_agent,Заельцовский,3.0,14.0,30.5,55.0,18500000.0,3.0,Красный проспект,123.0,Заельцовская,2013
real_estate_agent,Октябрьский,5.0,8.0,30.2,34.2,18500000.0,3.0, Владимира Заровного,79.8,Спортивная,2021
real_estate_agent,Кировский,7.0,24.0,13.5,46.0,18500000.0,3.0, Немировича-Данченко,88.0,Спортивная,2020
real_estate_agent,Советский,2.0,4.0,8.4,51.5,18750000.0,3.0, Правды,74.0,Студенческая,1994
real_estate_agent,Дзержинский,16.0,26.0,9.0,41.2,18750000.0,3.0, Кошурникова,71.9,Березовая Роща,2019
real_estate_agent,Центральный,15.0,25.0,18.0,67.0,18750000.0,3.0, Семьи Шамшиных,114.2,Площадь Ленина,2015
real_estate_agent,Центральный,13.0,21.0,15.0,55.0,19000000.0,3.0, Гоголя,108.9,Березовая Роща,2007
real_estate_agent,Калининский,8.0,20.0,11.0,54.0,19000000.0,3.0, Богдана Хмельницкого,87.3,Заельцовская,2022
real_estate_agent,Заельцовский,3.0,27.0,41.6,70.0,19000000.0,3.0, Залесского,117.6,Заельцовская,2013
real_estate_agent,Железнодорожный,8.0,24.0,12.0,50.0,18900000.0,3.0, Дмитрия Шамшурина,87.0,Площадь Гарина-Михайловского,2021
real_estate_agent,Железнодорожный,20.0,29.0,10.0,39.0,19000000.0,3.0, Максима Горького,67.9,Площадь Ленина,2002
real_estate_agent,Октябрьский,3.0,9.0,15.0,69.1,19000000.0,3.0, Восход,91.9,Речной вокзал,2020
real_estate_agent,Ленинский,3.0,25.0,18.0,45.0,19100000.0,3.0, Немировича-Данченко,85.2,Студенческая,2021
real_estate_agent,Кировский,21.0,25.0,16.0,35.0,19399000.0,3.0, Немировича-Данченко,70.0,Студенческая,2019
real_estate_agent,Центральный,2.0,10.0,20.0,149.0,19500000.0,3.0,Коммунистическая ,174.0,Площадь Ленина,2007
real_estate_agent,Центральный,4.0,17.0,13.0,68.0,19500000.0,3.0, Семьи Шамшиных,100.0,Площадь Ленина,2009
realtor,Советский,2.0,12.0,20.0,40.0,19500000.0,3.0, Шатурская,84.0,Студенческая,2014
