floor,floors_count,price,rooms_count,total_meters,year_of_construction
27,30,14240000,1.0,80.83,2026
4,5,2700000,1.0,28.6,1985
4,5,3100000,1.0,32.0,2007
3,8,6215000,1.0,40.0,2027
2,3,2900000,1.0,31.2,2013
2,24,7000000,1.0,58.2,2022
6,26,5900000,1.0,39.51,2026
6,10,3000000,1.0,25.9,2015
3,3,2600000,1.0,30.3,2013
30,30,17900000,1.0,82.87,2027
1,5,3085000,1.0,22.1,1969
3,9,2970000,1.0,31.0,1990
23,29,8976471,1.0,30.88,2026
1,5,3150000,1.0,29.4,1977
4,5,2350000,1.0,24.1,1975
3,11,4481763,1.0,32.6,2028
7,9,3330000,1.0,28.5,2014
1,5,3100000,1.0,28.3,1968
4,21,5400000,1.0,34.04,2025
3,5,3350000,1.0,29.0,2007
4,5,3100000,1.0,32.3,1976
4,9,4513755,1.0,33.6,2028
4,5,2790000,1.0,30.0,1973
2,8,5250000,1.0,30.5,2028
4,5,2990000,1.0,28.8,1976
4,8,5500000,1.0,30.4,2028
2,9,3700000,1.0,33.0,2007
11,25,7050000,1.0,35.25,2025
4,5,3650000,1.0,30.7,2007
2,30,6700000,1.0,42.8,2028
4,5,3270000,1.0,29.2,1975
3,14,4896450,1.0,37.5,2028
9,9,3990000,1.0,42.0,1994
2,5,2850000,1.0,28.1,1969
14,29,10285960,1.0,37.54,2026
13,21,7500000,1.0,40.0,2024
13,14,4736304,1.0,36.1,2028
5,9,3000000,1.0,33.1,1971
18,26,7270000,1.0,46.26,2026
3,3,2450000,1.0,28.4,2013
2,15,7984450,1.0,41.8,2026
2,2,1970000,1.0,20.3,2005
2,4,6500000,1.0,32.0,2007
6,26,7110000,1.0,46.59,2026
3,5,4000000,1.0,32.0,2007
20,23,6132280,1.0,39.82,2025
15,25,7844850,1.0,40.23,2025
1,17,4620000,1.0,44.0,2007
23,26,6910000,1.0,39.31,2026
4,17,3800000,1.0,39.5,2014
3,5,3100000,1.0,29.0,2007
19,25,6340180,1.0,41.17,2026
8,18,7350000,1.0,43.8,2024
4,9,3199000,1.0,32.6,1973
6,24,8575000,1.0,40.86,2028
5,5,2999000,1.0,28.7,1966
13,15,10500000,1.0,40.9,2024
6,10,3999000,1.0,32.4,2018
4,5,3000000,1.0,28.8,1982
15,17,3700000,1.0,27.2,2024
19,25,4350000,1.0,34.9,2021
1,5,2600000,1.0,29.0,1976
19,29,7275520,1.0,31.36,2026
13,24,4800000,1.0,41.9,2023
3,5,2700000,1.0,30.0,1976
5,24,10050000,1.0,45.42,2028
10,17,3790000,1.0,34.7,2017
1,5,2550000,1.0,20.9,1978
2,23,5020000,1.0,28.4,2028
10,10,4190000,1.0,39.0,2019
3,3,2200000,1.0,29.0,1964
18,24,8950000,1.0,38.45,2028
3,9,4200000,1.0,40.0,1989
2,5,2700000,1.0,20.1,1972
2,14,5200000,1.0,35.1,2027
1,17,4280000,1.0,41.0,2023
1,5,2800000,1.0,29.1,1979
4,24,6000000,1.0,35.3,2028
13,17,4299000,1.0,37.0,2014
5,17,7800000,1.0,45.7,2016
23,24,10590000,1.0,42.15,2025
4,5,2450000,1.0,29.5,1980
18,29,8581300,1.0,37.31,2026
7,14,4490000,1.0,40.1,2007
5,25,7499000,1.0,43.2,2007
2,17,4180000,1.0,39.2,2024
1,6,4450000,1.0,42.0,2005
3,17,2999000,1.0,27.6,2015
2,30,6880000,1.0,46.0,2028
4,10,4450000,1.0,31.7,1988
7,10,2800000,1.0,48.0,2027
14,17,6100000,1.0,44.5,2026
4,10,3230000,1.0,32.5,2011
14,17,4900000,1.0,33.7,2025
2,13,4750000,1.0,34.2,2017
7,10,4000000,1.0,30.0,1987
2,4,4600000,1.0,30.82,2026
4,17,4000000,1.0,40.1,2022
4,23,7100000,1.0,44.3,2028
1,3,2000000,1.0,20.4,2013
17,25,7414000,1.0,37.07,2025
5,9,4750000,1.0,37.3,2020
3,4,4700000,1.0,29.65,2026
4,9,4800000,1.0,43.5,2001
4,10,3800000,1.0,36.8,2016
5,8,6865000,1.0,42.3,2027
20,20,5900000,1.0,35.3,2025
10,17,2499000,1.0,19.3,2015
13,25,8760508,1.0,48.54,2027
1,10,2950000,1.0,32.5,2007
4,24,5400000,1.0,37.1,2028
10,29,8400000,1.0,37.2,2024
5,19,4973000,1.0,34.78,2026
7,8,5925000,1.0,32.9,2027
10,27,4810000,1.0,47.4,2024
2,5,2400000,1.0,30.5,1967
11,18,7100000,1.0,48.9,2026
5,5,740000,1.0,33.0,1993
4,13,5560000,1.0,41.4,2027
1,13,5000000,1.0,34.2,2027
1,5,2950000,1.0,36.0,1988
18,25,12600000,1.0,47.4,2024
2,5,3000000,1.0,29.0,1974
2,5,3090000,1.0,30.6,1974
3,8,7560000,1.0,46.7,2028
4,5,3640000,1.0,30.3,1989
1,10,3300000,1.0,34.0,2007
5,9,3161100,1.0,25.7,2026
4,8,4700000,1.0,27.6,1965
5,10,3550000,1.0,25.0,2015
19,21,12200000,1.0,42.0,2024
5,5,3900000,1.0,31.2,2007
1,9,3699999,1.0,29.5,1985
2,19,9860000,1.0,51.9,2028
12,17,2390000,1.0,23.1,2014
2,24,5150000,1.0,33.9,2028
6,9,5500000,1.0,29.5,1972
1,14,2650000,1.0,19.7,2018
2,4,4600000,1.0,28.32,2026
8,10,5300000,1.0,34.0,2007
4,9,3150000,1.0,37.2,1987
16,25,9372510,1.0,40.3,2025
1,9,3600000,1.0,40.1,1989
17,17,2470000,1.0,25.1,2012
14,25,10200000,1.0,39.1,2024
5,25,7090000,1.0,38.2,2016
3,9,2850000,1.0,30.5,1981
4,14,5800000,1.0,38.2,2027
2,10,3900000,1.0,34.3,2007
7,10,2600000,1.0,20.8,2016
15,25,9357200,1.0,40.7,2025
9,17,2280000,1.0,19.5,2012
8,15,5700000,1.0,41.4,2026
19,25,4700000,1.0,37.9,2019
6,12,3200000,1.0,37.4,2015
1,9,6084385,1.0,41.1,2024
7,10,3990000,1.0,34.5,2004
7,25,6759900,1.0,39.4,2026
2,16,7490000,1.0,41.0,2007
10,12,4550000,1.0,38.6,2007
16,19,6600000,1.0,37.3,2007
7,11,4800000,1.0,37.3,2014
16,16,7200000,1.0,42.4,2007
16,21,4850000,1.0,38.2,2007
15,27,4900000,1.0,46.0,2016
1,18,8200600,1.0,42.1,2026
10,14,4900000,1.0,46.0,2005
18,25,8300000,1.0,42.1,2024
8,9,4950000,1.0,34.9,2007
24,25,8828750,1.0,49.41,2024
1,16,5000000,1.0,37.6,2020
9,25,5200000,1.0,37.0,2007
21,25,6666600,1.0,40.65,2026
8,14,5200000,1.0,36.6,2021
9,17,5380000,1.0,47.2,2024
14,17,4500000,1.0,41.7,2026
8,17,5390000,1.0,47.2,2024
5,17,5400000,1.0,32.4,2023
11,17,4190000,1.0,37.0,2024
2,9,5499000,1.0,38.4,1998
24,26,5600000,1.0,38.0,2015
5,14,5600000,1.0,41.4,2027
8,17,3950000,1.0,31.3,2025
16,17,6000000,1.0,39.3,2024
2,10,6531600,1.0,41.0,2026
12,12,5500000,1.0,42.4,2020
4,5,3200000,1.0,29.5,1989
2,13,5800000,1.0,41.4,2026
2,5,5600000,1.0,32.0,1964
3,5,3100000,1.0,29.9,1982
2,7,6104700,1.0,41.4,2026
20,24,4100000,1.0,35.0,2022
6,10,5723720,1.0,38.64,2028
3,3,3200000,1.0,39.5,2015
2,3,2000000,1.0,18.4,2017
10,17,4670000,1.0,41.36,2025
6,6,3800000,1.0,35.0,2016
10,10,4050000,1.0,42.0,2018
6,24,6977520,1.0,35.24,2028
1,7,10910000,1.0,66.57,2028
13,17,4150000,1.0,31.3,2024
6,9,3149000,1.0,31.3,1986
3,25,6736000,1.0,39.6,2026
1,5,2800000,1.0,28.3,1972
3,5,3000000,1.0,28.5,1975
17,25,11600000,1.0,45.6,2024
6,9,3999000,1.0,32.0,1972
4,13,5500000,1.0,41.4,2027
1,9,4200000,1.0,42.6,1970
1,14,4600000,1.0,45.1,2026
1,5,3789000,1.0,28.7,2007
1,9,6193110,1.0,42.9,2024
17,18,4000000,1.0,47.0,2022
1,10,3230000,1.0,32.7,2019
18,25,5910000,1.0,34.32,2026
3,4,3990000,1.0,31.8,2007
7,14,4150000,1.0,26.7,2027
9,9,3100000,1.0,31.8,1987
5,17,4150000,1.0,37.0,2007
5,9,6399231,1.0,43.7,2024
2,22,4750000,1.0,26.41,2026
17,17,11200000,1.0,52.0,2007
6,7,3000000,1.0,36.3,2014
6,23,6800000,1.0,39.2,2026
7,18,4200000,1.0,33.0,2014
15,24,6350000,1.0,37.0,2026
1,10,4300000,1.0,36.6,1988
6,9,3000000,1.0,29.9,1978
19,25,6534000,1.0,39.6,2026
6,16,4350000,1.0,35.2,2024
5,17,2050000,1.0,21.9,2011
1,10,5905500,1.0,39.4,2026
19,27,11000000,1.0,40.3,2007
4,5,2600000,1.0,29.2,1978
14,17,5000000,1.0,33.7,2025
3,5,4800000,1.0,30.6,1962
1,14,3900000,1.0,26.5,2027
10,18,5510200,1.0,42.23,2026
1,10,4450000,1.0,38.5,2007
8,9,2950000,1.0,34.0,1972
17,23,7700000,1.0,42.7,2025
1,9,4600000,1.0,40.0,1969
3,5,3250000,1.0,30.2,2007
24,25,7200000,1.0,41.57,2026
16,17,4300000,1.0,41.2,2024
7,9,3250000,1.0,33.1,1991
1,23,9513900,1.0,52.9,2023
12,25,4255000,1.0,23.0,2024
1,24,6302300,1.0,33.17,2028
17,18,4600000,1.0,40.7,2007
4,17,2500000,1.0,21.6,2007
2,10,6276520,1.0,40.17,2028
2,13,4250000,1.0,41.0,1996
11,17,5950000,1.0,34.0,2025
3,5,3300000,1.0,31.1,2007
4,10,3300000,1.0,32.5,2007
2,5,3300000,1.0,28.4,1968
1,10,3300000,1.0,32.5,2018
8,10,3300000,1.0,38.1,2016
3,5,3300000,1.0,29.3,1989
9,9,3300000,1.0,27.5,1989
3,5,3300000,1.0,39.7,1992
4,5,3300000,1.0,29.0,1978
6,17,3300000,1.0,31.3,2016
4,9,3309009,1.0,33.8,1973
2,5,3300000,1.0,28.6,1977
2,3,3300000,1.0,31.2,1959
2,5,3300000,1.0,30.2,1969
3,9,3300000,1.0,32.7,2001
3,9,3300000,1.0,32.0,2007
5,5,3390000,1.0,31.9,2007
1,5,3380000,1.0,32.0,1960
5,14,3350000,1.0,22.5,2014
2,10,3350000,1.0,32.4,2018
14,16,3350000,1.0,20.1,2024
2,5,3360000,1.0,31.9,1963
5,17,3350000,1.0,28.2,2016
4,5,3350000,1.0,30.3,1969
11,16,3350000,1.0,20.0,2021
1,10,3350000,1.0,28.5,1992
7,17,3350000,1.0,32.0,2024
8,11,3350000,1.0,25.8,2015
1,3,3350000,1.0,37.9,2016
4,11,3399000,1.0,32.4,2012
5,5,3400000,1.0,30.5,1967
2,10,3400000,1.0,37.8,2019
5,18,3400000,1.0,28.2,2021
9,10,3400000,1.0,37.6,2022
1,5,3400000,1.0,34.4,1987
17,17,3400000,1.0,26.0,2019
2,11,3400000,1.0,29.0,2015
8,17,3400000,1.0,30.0,2011
1,9,3400000,1.0,37.6,1989
10,10,3400000,1.0,29.0,2020
1,5,3400000,1.0,28.1,1981
5,10,3450000,1.0,37.0,2016
7,10,3470000,1.0,32.6,1975
10,10,3450000,1.0,34.0,2024
5,5,3450000,1.0,22.1,2012
9,10,3450000,1.0,32.4,2018
12,25,3450000,1.0,25.5,2017
2,4,3470000,1.0,34.0,2016
9,10,3499000,1.0,40.9,2007
10,10,3470000,1.0,48.94,2007
5,18,3450000,1.0,31.3,2016
3,5,3500000,1.0,28.8,2007
2,9,3500000,1.0,38.6,2007
6,10,3500000,1.0,42.0,2022
8,9,3500000,1.0,29.9,1985
1,5,3500000,1.0,31.4,2007
5,5,3500000,1.0,29.7,1977
10,10,3500000,1.0,40.4,2018
3,17,3500000,1.0,23.0,2014
1,9,3500000,1.0,38.2,1980
7,9,3500000,1.0,29.4,1985
3,17,3500000,1.0,32.8,2017
1,5,3500000,1.0,32.3,2007
5,5,3500000,1.0,30.1,2007
3,5,3500000,1.0,35.2,2014
10,10,3500000,1.0,32.7,2019
9,23,3500000,1.0,25.37,2025
2,5,3500000,1.0,28.0,2007
10,10,3500000,1.0,37.8,2024
2,3,3500000,1.0,34.1,2019
4,9,3500000,1.0,29.7,1973
1,3,3500000,1.0,39.2,2016
4,4,3500000,1.0,25.2,1961
2,5,3500000,1.0,36.5,2015
1,5,3500000,1.0,30.0,1960
9,19,3500000,1.0,30.0,2010
4,4,3500000,1.0,31.6,2011
2,9,3500000,1.0,29.7,1991
1,25,3500000,1.0,35.0,2022
4,17,3500000,1.0,30.0,2007
1,10,3550000,1.0,37.3,2007
5,5,3590000,1.0,31.9,1960
11,16,3550000,1.0,32.0,2007
7,10,3550000,1.0,39.3,2027
15,16,3550000,1.0,36.1,2013
1,5,3550000,1.0,29.5,1966
4,10,3580000,1.0,42.2,2015
5,10,3550000,1.0,27.6,2018
1,5,3590000,1.0,28.9,1979
1,3,3550000,1.0,23.0,2007
4,5,3550000,1.0,29.9,2007
3,4,3600000,1.0,38.9,2016
2,4,3600000,1.0,32.0,1961
1,17,3600000,1.0,28.1,2024
2,10,3600000,1.0,40.5,2018
8,10,3600000,1.0,28.0,2015
2,5,3600000,1.0,32.4,1963
9,9,3600000,1.0,33.8,1971
14,17,3640000,1.0,24.0,2015
3,5,3600000,1.0,22.5,1972
3,5,3600000,1.0,34.8,1982
6,10,3600000,1.0,33.0,2017
5,5,3600000,1.0,28.7,1977
10,10,3600000,1.0,38.4,2021
8,10,3600000,1.0,48.3,2024
8,12,3600000,1.0,36.4,1981
1,9,3600000,1.0,38.3,1990
3,5,3600000,1.0,30.7,2007
2,3,3600000,1.0,41.8,2013
2,3,3600000,1.0,35.0,2014
4,9,3600000,1.0,30.8,1971
8,17,3635000,1.0,28.9,2007
3,4,3600000,1.0,34.2,1998
2,9,3600000,1.0,34.8,1989
2,2,3600000,1.0,28.2,1961
3,9,3650000,1.0,30.2,1974
2,5,3650000,1.0,31.2,2007
13,14,3690000,1.0,28.0,2014
1,5,3690000,1.0,29.1,1970
5,10,3650000,1.0,48.0,2023
3,10,3650000,1.0,48.5,2023
8,9,3650000,1.0,29.7,1970
2,3,3650000,1.0,37.8,2015
11,25,3650000,1.0,30.2,2022
2,19,3650000,1.0,34.3,2013
7,25,3690000,1.0,32.0,2022
2,4,3700000,1.0,32.7,1970
3,5,3700000,1.0,30.0,1966
1,5,3700000,1.0,30.9,1960
1,2,3720000,1.0,31.5,2007
3,9,3700000,1.0,31.6,1968
4,5,3710000,1.0,32.6,1963
3,3,3700000,1.0,46.6,2013
7,9,3700000,1.0,32.3,1980
2,5,3700000,1.0,28.5,1975
4,10,3700000,1.0,37.7,2014
4,9,3700000,1.0,29.8,1974
7,10,3700000,1.0,37.5,2011
8,9,3700000,1.0,29.4,1969
1,17,3700000,1.0,25.4,2010
9,10,3700000,1.0,32.3,2007
1,9,3700000,1.0,31.6,1977
4,5,3700000,1.0,31.0,2007
1,5,3700000,1.0,29.0,2007
7,10,3700000,1.0,59.0,2024
4,6,3700000,1.0,41.1,1993
9,9,3700000,1.0,29.5,1977
10,11,3700000,1.0,38.3,2023
2,9,3700000,1.0,32.1,1978
1,10,3750000,1.0,36.7,2015
1,5,3750000,1.0,31.9,1966
9,10,3750000,1.0,38.0,1995
5,9,3790000,1.0,24.0,2023
7,9,3750000,1.0,30.5,1990
8,9,3799000,1.0,30.0,1987
1,9,3790000,1.0,30.0,1987
1,9,3750000,1.0,21.1,1980
10,18,3750000,1.0,20.1,2024
5,5,3750000,1.0,30.8,2007
2,5,3790000,1.0,31.0,1966
2,9,3750000,1.0,36.4,2007
1,9,3770000,1.0,37.5,1990
5,19,3750000,1.0,42.6,2014
3,5,3780000,1.0,30.5,1973
7,10,3750000,1.0,39.3,2007
6,9,3800000,1.0,31.3,1974
2,5,3800000,1.0,29.7,1974
5,5,3800000,1.0,31.3,2007
10,10,3800000,1.0,37.0,2011
2,10,3800000,1.0,27.0,2015
3,10,3800000,1.0,32.2,2013
9,17,3800000,1.0,26.6,2020
2,10,3800000,1.0,40.7,2013
1,5,3800000,1.0,35.6,1959
1,9,3800000,1.0,31.0,2007
1,5,3800000,1.0,33.9,2012
4,5,3800000,1.0,32.0,2007
6,9,3800000,1.0,29.4,1973
9,10,3800000,1.0,29.5,2014
2,9,3800000,1.0,29.0,1975
5,10,3800000,1.0,48.0,2007
3,10,3850000,1.0,33.0,2016
10,10,3850000,1.0,36.9,2012
1,9,3850000,1.0,34.5,2007
4,5,3880000,1.0,29.3,2007
5,5,3850000,1.0,30.2,1974
7,24,3850000,1.0,31.0,2025
1,10,3850000,1.0,38.0,2007
10,19,3860000,1.0,34.9,2019
5,10,3850000,1.0,32.6,2023
1,9,3850000,1.0,29.0,2007
3,6,3900000,1.0,36.0,2007
2,5,3900000,1.0,32.5,1969
2,5,3900000,1.0,31.0,1976
7,10,3920000,1.0,37.8,2018
10,11,3900000,1.0,32.3,2017
6,9,3900000,1.0,32.1,1972
2,5,3900000,1.0,30.4,1965
6,9,3900000,1.0,36.1,1987
3,10,3900000,1.0,42.0,2011
7,17,3900000,1.0,27.0,2022
10,10,3910000,1.0,32.5,2024
6,19,3900000,1.0,36.6,2020
1,5,3900000,1.0,30.9,2007
4,5,3900000,1.0,31.0,1965
3,5,3900000,1.0,28.7,2007
1,10,3900000,1.0,51.7,2012
7,10,3900000,1.0,36.8,2007
9,9,3930000,1.0,30.2,1979
5,5,3900000,1.0,32.5,1965
13,15,3900000,1.0,41.9,2022
5,9,3900000,1.0,37.0,1989
3,5,3900000,1.0,29.0,2007
17,18,3900000,1.0,42.8,2013
5,5,3950000,1.0,31.0,1962
6,9,3990000,1.0,38.0,2007
2,3,3950000,1.0,45.0,2007
1,5,3970000,1.0,22.0,2007
6,10,3950000,1.0,40.5,2018
4,5,3999000,1.0,28.9,1964
7,10,3950000,1.0,33.0,2015
15,17,3999000,1.0,28.1,2014
16,17,3999000,1.0,32.7,2014
8,10,3999000,1.0,20.8,2013
1,9,3980000,1.0,36.5,2007
1,5,3999999,1.0,28.6,1967
8,10,3990000,1.0,42.4,2007
3,3,3950000,1.0,39.0,2014
3,5,3990000,1.0,31.0,1963
1,24,3997000,1.0,37.4,2007
7,10,3950000,1.0,38.0,2007
1,3,3950000,1.0,42.0,2013
3,13,4010000,1.0,29.1,2018
1,5,4000000,1.0,31.1,1962
3,9,4000000,1.0,34.2,1992
13,17,4000000,1.0,34.7,2015
7,10,4000000,1.0,42.2,2011
2,5,4000000,1.0,30.7,1963
3,3,4000000,1.0,39.0,2014
1,5,4000000,1.0,29.9,1970
4,5,4000000,1.0,31.5,1963
6,9,4000000,1.0,35.9,1987
10,10,4000000,1.0,32.6,2009
3,4,4000000,1.0,38.9,2015
1,17,4000000,1.0,33.43,2007
12,17,4000000,1.0,37.9,2024
4,5,4000000,1.0,32.0,1974
7,10,4000000,1.0,40.0,2011
1,10,4090000,1.0,36.8,2012
3,6,4050000,1.0,37.6,2012
8,10,4050000,1.0,42.5,2011
12,17,4050000,1.0,21.6,2023
1,5,4050000,1.0,30.2,1967
1,10,4050000,1.0,34.1,1995
2,9,4050000,1.0,33.4,1991
8,17,4100000,1.0,30.6,2022
2,5,4100000,1.0,29.2,1969
5,5,4100000,1.0,32.6,1959
5,10,4100000,1.0,37.3,2014
4,20,4100000,1.0,24.5,2020
3,3,4140000,1.0,34.2,2014
10,25,4100000,1.0,25.8,2023
8,10,4100000,1.0,36.7,2010
2,5,4100000,1.0,31.7,1960
9,9,4100000,1.0,38.0,2007
7,12,4100000,1.0,33.0,2018
4,9,4100000,1.0,21.0,2007
2,9,4100000,1.0,39.0,2007
5,5,4100000,1.0,34.5,1999
3,10,4100000,1.0,40.0,2018
9,10,4100000,1.0,45.2,2007
2,5,4100000,1.0,29.7,1965
2,10,4100000,1.0,48.1,2017
4,10,4100000,1.0,43.0,2007
2,5,4100000,1.0,31.0,2007
1,5,4100000,1.0,30.0,2007
7,10,4100000,1.0,34.0,2008
4,9,4100000,1.0,34.0,2007
1,4,4100000,1.0,31.6,1961
1,5,4100000,1.0,30.0,1988
10,12,4100000,1.0,35.9,2016
3,10,4150000,1.0,37.2,2007
2,16,4150000,1.0,20.3,2023
1,9,4150000,1.0,29.4,2011
2,4,4150000,1.0,34.5,2016
5,5,4150000,1.0,30.3,1964
2,5,4150000,1.0,30.9,1959
4,5,4199000,1.0,30.8,1965
1,17,4150000,1.0,43.8,2012
7,11,4150000,1.0,42.6,2012
7,9,4150000,1.0,29.6,1973
5,9,4150000,1.0,41.3,2007
6,10,4150000,1.0,63.6,2015
6,17,4192000,1.0,36.83,2007
7,9,4150000,1.0,32.3,1975
9,10,4150000,1.0,48.1,2007
3,10,4200000,1.0,40.0,2007
3,18,4240000,1.0,42.0,2016
5,18,4200000,1.0,40.2,2023
8,18,4200000,1.0,29.0,2023
8,9,4200000,1.0,45.4,1994
6,17,4200000,1.0,42.0,2022
3,17,4200000,1.0,46.5,2015
7,10,4200000,1.0,32.0,1987
3,6,4200000,1.0,31.0,1964
17,17,4200000,1.0,36.9,2019
7,9,4200000,1.0,37.3,1996
4,7,4200000,1.0,29.8,2001
13,14,4200000,1.0,23.9,2014
12,16,4200000,1.0,37.7,2025
7,9,4200000,1.0,37.8,1997
1,6,4200000,1.0,43.0,2015
2,5,4200000,1.0,30.9,1966
4,17,4200000,1.0,31.9,2024
1,18,4200000,1.0,36.1,2026
2,4,4200000,1.0,32.2,1961
8,17,4200000,1.0,45.0,2023
10,10,4200000,1.0,32.0,2007
8,10,4200000,1.0,36.3,2000
2,5,4200000,1.0,28.7,2007
5,17,4200000,1.0,30.5,2023
4,17,4200000,1.0,35.0,2014
9,16,4200000,1.0,32.9,2011
2,9,4200000,1.0,37.0,2007
1,10,4200000,1.0,38.1,2007
4,9,4200000,1.0,33.0,2007
4,5,4200000,1.0,29.0,1959
3,5,4250000,1.0,31.2,1968
10,11,4280000,1.0,42.4,2011
14,18,4250000,1.0,26.1,2013
9,10,4250000,1.0,29.1,2016
8,14,4250000,1.0,36.0,2025
7,16,4250000,1.0,39.8,2023
3,12,4250000,1.0,37.2,2017
6,10,4250000,1.0,36.9,2017
16,18,4290000,1.0,43.7,2016
9,10,4280000,1.0,49.0,2023
3,6,4250000,1.0,34.4,1992
1,9,4250000,1.0,36.7,2009
2,28,4250000,1.0,45.0,2023
6,10,4300000,1.0,32.5,2018
10,18,4300000,1.0,40.0,2023
8,17,4300000,1.0,34.7,2021
1,5,4320000,1.0,31.2,1962
1,9,4300000,1.0,29.4,1971
2,17,4300000,1.0,31.0,2014
1,5,4300000,1.0,28.0,1968
5,9,4300000,1.0,32.4,2023
8,9,4345000,1.0,40.3,1986
2,10,4300000,1.0,37.0,2015
2,9,4300000,1.0,41.0,1991
4,17,4300000,1.0,33.0,2023
3,5,4300000,1.0,31.5,2007
13,17,4305000,1.0,39.7,2024
3,5,4300000,1.0,39.7,1962
2,18,4300000,1.0,36.2,2015
2,10,4350000,1.0,48.0,2007
8,17,4350000,1.0,42.8,2007
2,18,4380000,1.0,41.0,2014
4,9,4350000,1.0,35.9,2012
11,16,4350000,1.0,32.7,2016
2,17,4350000,1.0,34.3,2013
5,11,4350000,1.0,37.6,2014
1,9,4395000,1.0,44.3,2007
1,5,4350000,1.0,30.4,2007
5,18,4350000,1.0,32.0,2025
2,10,4350000,1.0,34.3,2020
4,5,4350000,1.0,32.2,1963
1,5,4400000,1.0,30.9,2007
3,10,4440000,1.0,30.0,2007
3,5,4400000,1.0,30.0,1967
7,14,4400000,1.0,27.4,2016
7,9,4400000,1.0,38.0,1987
2,9,4400000,1.0,37.7,2004
9,9,4400000,1.0,32.4,1981
13,17,4400000,1.0,40.3,2014
8,10,4400000,1.0,37.0,2018
5,11,4430000,1.0,30.2,2024
17,18,4400000,1.0,32.6,2020
5,10,4400000,1.0,40.4,1998
18,18,4400000,1.0,36.4,2007
5,17,4400000,1.0,41.0,2024
3,6,4400000,1.0,33.3,2014
15,16,4400000,1.0,47.2,2011
2,5,4400000,1.0,31.0,1979
1,7,4490000,1.0,27.7,2007
6,11,4450000,1.0,38.0,2013
3,11,4490000,1.0,42.4,2012
6,17,4450000,1.0,34.9,2025
8,17,4450000,1.0,34.9,2025
4,10,4450000,1.0,35.8,2011
2,5,4450000,1.0,31.7,1962
8,10,4490000,1.0,34.1,2007
10,10,4450000,1.0,41.0,2010
5,9,4490000,1.0,31.5,1977
5,5,4450000,1.0,30.2,1966
2,21,4463000,1.0,34.5,2024
22,24,4490000,1.0,41.5,2024
3,5,4500000,1.0,21.0,2007
4,4,4500000,1.0,31.7,1957
12,27,4500000,1.0,35.0,2016
9,28,4500000,1.0,25.42,2026
4,10,4500000,1.0,34.3,2002
4,4,4500000,1.0,32.0,1961
6,9,4500000,1.0,33.6,1967
4,17,4500000,1.0,26.0,2016
7,10,4500000,1.0,37.5,2012
9,10,4500000,1.0,37.6,2014
1,5,4500000,1.0,29.5,1969
12,24,4500000,1.0,35.0,2007
2,12,4500000,1.0,31.0,1988
4,17,4500000,1.0,40.0,2024
1,10,4500000,1.0,41.0,2008
5,17,4500000,1.0,40.1,2024
8,11,4530000,1.0,42.5,2011
6,9,4500000,1.0,32.4,1982
4,11,4500000,1.0,34.0,2024
9,10,4500000,1.0,29.8,1987
7,19,4500000,1.0,37.5,2016
6,10,4500000,1.0,35.5,2007
6,10,4500000,1.0,40.6,2018
10,17,4500000,1.0,35.2,2022
3,9,4500000,1.0,39.0,2007
5,9,4500000,1.0,34.0,1979
10,15,4500000,1.0,40.0,2007
8,9,4500000,1.0,31.0,2007
4,5,4500000,1.0,30.8,1963
4,9,4500000,1.0,36.89,2007
4,9,4500000,1.0,37.1,1990
9,10,4500000,1.0,36.0,2016
16,22,4500000,1.0,47.0,2007
1,5,4500000,1.0,30.5,2007
7,18,4550000,1.0,40.0,2017
15,16,4550000,1.0,23.1,2004
3,6,4590000,1.0,38.8,2007
17,17,4570000,1.0,34.7,2014
7,17,4550000,1.0,42.1,2024
13,18,4550000,1.0,36.8,2019
16,16,4580000,1.0,46.4,2023
1,5,4570000,1.0,32.0,1960
4,6,4550000,1.0,35.4,2014
13,18,4590000,1.0,41.85,2014
3,17,4550000,1.0,36.3,2019
6,10,4560000,1.0,48.1,2018
2,10,4599000,1.0,48.94,2025
7,10,4550000,1.0,35.3,2000
7,17,4600000,1.0,34.8,2024
13,17,4620000,1.0,32.4,2019
5,10,4600000,1.0,37.8,1995
5,6,4600000,1.0,41.0,2011
7,9,4600000,1.0,37.0,2025
7,9,4649000,1.0,31.2,1980
12,18,4600000,1.0,42.0,2022
3,10,4600000,1.0,48.2,2024
5,5,4600000,1.0,37.4,1960
9,10,4600000,1.0,39.5,2007
14,17,4600000,1.0,34.2,2023
5,5,4600000,1.0,30.0,1971
5,9,4600000,1.0,34.0,2007
5,26,4600000,1.0,32.88,2025
2,17,4600000,1.0,42.1,2015
12,17,4600000,1.0,32.0,2024
25,25,4650000,1.0,37.0,2007
7,17,4690000,1.0,35.2,2007
10,17,4650000,1.0,34.2,2024
7,11,4650000,1.0,37.2,2015
6,15,4650000,1.0,32.6,2025
5,17,4650000,1.0,26.2,2024
1,5,4650000,1.0,30.9,2007
1,18,4650000,1.0,37.2,2014
9,9,4660000,1.0,29.8,1986
3,20,4650000,1.0,43.2,2007
1,10,4650000,1.0,58.0,2007
5,9,4700000,1.0,29.6,2007
3,5,4700000,1.0,30.7,2007
12,17,4700000,1.0,39.4,2016
2,5,4700000,1.0,28.6,1965
3,5,4700000,1.0,34.5,2007
2,18,4700000,1.0,26.4,2018
13,17,4700000,1.0,41.0,2023
2,10,4700000,1.0,42.0,2007
