floor,floors_count,price,rooms_count,total_meters,year_of_construction
2,3,3700000,1.0,31.0,2014
8,13,3700000,1.0,30.4,2021
8,10,3740000,1.0,38.4,2019
1,2,3700000,1.0,58.0,2007
13,17,3700000,1.0,23.5,2023
12,12,3740100,1.0,28.77,2024
1,14,3700000,1.0,25.0,2021
9,14,3700000,1.0,26.6,2021
6,17,3700000,1.0,21.3,2015
8,15,3750000,1.0,23.9,2025
5,7,3750000,1.0,26.0,2013
10,10,3750000,1.0,29.6,2014
7,10,3750000,1.0,33.6,2023
5,5,3750000,1.0,25.0,1932
6,12,3750000,1.0,29.0,2017
8,18,3770000,1.0,18.0,2007
5,17,3800000,1.0,24.3,2024
13,17,3800000,1.0,29.2,2024
21,27,3800000,1.0,33.0,2023
7,25,3800000,1.0,27.0,2021
13,18,3800000,1.0,24.0,2016
5,10,3800000,1.0,27.5,2015
13,16,3800000,1.0,19.3,2018
5,10,3800000,1.0,23.0,2013
5,11,3800000,1.0,26.1,2007
12,29,3800000,1.0,28.5,2020
8,10,3800000,1.0,50.0,2007
12,12,3845400,1.0,29.58,2024
4,18,3800000,1.0,29.8,2017
2,16,3800000,1.0,22.0,2007
5,10,3850000,1.0,35.0,2010
16,16,3850000,1.0,18.9,2018
1,17,3890000,1.0,24.7,2021
3,4,3890000,1.0,28.0,2017
5,10,3850000,1.0,21.1,2009
10,10,3850000,1.0,29.6,2014
16,16,3850000,1.0,18.9,2018
17,17,3890000,1.0,27.4,2015
10,10,3900000,1.0,33.0,2019
4,17,3900000,1.0,31.0,2015
14,17,3900000,1.0,24.2,2012
9,10,3900000,1.0,24.0,2007
9,17,3900000,1.0,22.1,2017
1,17,3900000,1.0,24.5,2023
5,19,3900000,1.0,27.5,2019
15,17,3900000,1.0,28.1,2014
9,18,3900000,1.0,25.0,2015
13,18,3900000,1.0,30.4,2016
8,10,3900000,1.0,24.0,2015
15,16,3900000,1.0,28.0,2007
18,21,3932080,1.0,24.8,2027
7,17,3900000,1.0,29.1,2023
4,4,3990000,1.0,30.0,2019
4,11,3950000,1.0,26.32,2024
6,10,3999000,1.0,38.0,2023
1,15,3950000,1.0,25.0,2022
1,20,3950000,1.0,29.2,2017
8,24,3950000,1.0,28.8,2024
5,16,3990000,1.0,23.0,2012
6,15,3950000,1.0,27.6,2025
1,15,3990000,1.0,30.0,2018
5,10,3990000,1.0,38.2,2015
5,12,3960000,1.0,20.7,2028
1,7,3986700,1.0,23.7,2026
2,14,3990000,1.0,19.6,2027
2,14,3990000,1.0,20.4,2027
9,18,4000000,1.0,25.0,2014
16,18,4000000,1.0,32.4,2007
19,25,4000000,1.0,30.0,2018
1,4,4000000,1.0,20.0,1932
1,3,4000000,1.0,30.0,2014
7,17,4000000,1.0,25.0,2018
7,10,4000000,1.0,32.0,2010
7,15,4000000,1.0,27.6,2025
17,17,4000000,1.0,31.0,2014
13,17,4000000,1.0,29.2,2025
3,19,4000000,1.0,27.0,2019
4,5,4000000,1.0,29.0,1971
7,16,4000000,1.0,22.9,2023
5,21,4050000,1.0,33.0,2016
15,17,4070000,1.0,24.2,2022
23,24,4090000,1.0,31.0,2024
5,17,4050000,1.0,24.0,2007
15,16,4050000,1.0,24.1,2013
5,13,4050000,1.0,25.0,2024
18,20,4100000,1.0,25.0,2020
10,13,4100000,1.0,24.4,2021
6,10,4100000,1.0,39.0,2019
22,24,4120000,1.0,33.0,2025
3,12,4100000,1.0,27.7,2025
17,23,4100000,1.0,25.37,2026
4,14,4144300,1.0,21.85,2026
1,14,4100000,1.0,23.7,2027
4,13,4100000,1.0,26.12,2007
4,11,4100000,1.0,27.6,2011
1,10,4133000,1.0,23.4,2026
5,17,4150000,1.0,29.8,2015
9,17,4150000,1.0,21.0,2023
5,10,4150000,1.0,39.0,2014
8,18,4150000,1.0,21.0,2023
8,17,4150000,1.0,25.0,2024
5,15,4150000,1.0,26.0,2025
15,25,4150000,1.0,26.7,2025
16,23,4150000,1.0,26.21,2026
2,26,4150000,1.0,33.27,2027
9,19,4199000,1.0,40.0,2022
1,26,4150000,1.0,33.67,2027
3,10,4150000,1.0,25.0,2007
8,17,4200000,1.0,30.4,2016
1,10,4200000,1.0,32.5,2010
1,17,4200000,1.0,21.0,2023
18,25,4200000,1.0,30.6,2023
12,17,4200000,1.0,28.1,2018
8,16,4200000,1.0,28.0,2018
1,10,4200000,1.0,25.0,2011
1,10,4200000,1.0,32.3,2014
6,13,4200000,1.0,22.0,2007
13,18,4200000,1.0,23.9,2016
6,12,4200000,1.0,28.0,2024
10,17,4200000,1.0,26.3,2023
18,26,4200000,1.0,29.9,2019
1,17,4200000,1.0,29.2,2027
1,20,4220000,1.0,29.6,2027
5,31,4239900,1.0,24.56,2027
12,21,4219500,1.0,24.8,2027
1,17,4200000,1.0,39.0,2024
7,8,4200000,1.0,31.0,2007
5,14,4215000,1.0,26.8,2028
17,27,4200000,1.0,30.1,2015
9,25,4200000,1.0,29.0,2021
2,10,4200000,1.0,32.4,2018
8,17,4250000,1.0,27.83,2016
5,25,4250000,1.0,27.2,2025
6,17,4255000,1.0,32.0,2023
3,9,4250000,1.0,26.6,2007
2,21,4250000,1.0,27.5,2020
1,17,4250000,1.0,41.0,2023
18,21,4274000,1.0,24.8,2027
3,17,4300000,1.0,24.8,2025
1,18,4300000,1.0,25.0,2022
2,16,4300000,1.0,30.9,2025
17,19,4300000,1.0,35.5,2011
6,10,4300000,1.0,39.0,2020
7,10,4320000,1.0,23.0,2021
15,17,4300000,1.0,22.7,2023
15,25,4349000,1.0,22.7,2007
8,17,4300000,1.0,30.4,2016
2,16,4320000,1.0,24.9,2027
1,27,4300000,1.0,29.0,2015
13,21,4300000,1.0,26.0,2017
5,26,4300000,1.0,26.6,2015
19,20,4390000,1.0,24.8,2020
10,10,4350000,1.0,38.4,2013
15,25,4390000,1.0,23.4,2026
4,9,4350000,1.0,32.5,2023
2,12,4375000,1.0,27.0,2023
8,10,4390000,1.0,28.0,2021
1,4,4390000,1.0,34.8,2017
5,29,4369000,1.0,20.99,2026
13,16,4350000,1.0,28.0,2020
1,25,4352100,1.0,26.7,2026
5,17,4355070,1.0,27.9,2026
4,24,4350000,1.0,27.2,2028
4,31,4398000,1.0,26.01,2027
13,21,4400000,1.0,30.25,2025
22,27,4439000,1.0,28.9,2023
19,25,4420000,1.0,30.1,2018
3,18,4430000,1.0,27.6,2024
7,13,4400000,1.0,26.2,2021
13,17,4400000,1.0,26.7,2022
8,17,4430000,1.0,30.0,2007
2,23,4410900,1.0,26.1,2027
7,23,4442700,1.0,25.1,2027
17,17,4400000,1.0,40.1,2024
14,18,4439999,1.0,24.0,2021
14,22,4400000,1.0,23.1,2026
7,16,4450000,1.0,27.4,2016
6,10,4450000,1.0,30.0,2014
3,27,4490000,1.0,32.4,2024
19,27,4499000,1.0,31.5,2007
1,12,4470000,1.0,28.0,2024
11,17,4450000,1.0,29.2,2027
12,17,4450000,1.0,29.2,2026
12,17,4450000,1.0,29.2,2026
17,27,4450000,1.0,30.1,2016
2,17,4500000,1.0,31.9,2017
10,10,4500000,1.0,39.0,2024
8,13,4500000,1.0,27.7,2017
8,13,4500000,1.0,25.8,2010
16,16,4500000,1.0,25.7,2006
1,17,4500000,1.0,32.0,2024
18,22,4530912,1.0,26.21,2025
6,17,4500000,1.0,24.3,2007
4,12,4500000,1.0,28.0,2023
2,19,4500000,1.0,31.9,2017
6,29,4500000,1.0,20.4,2026
18,19,4540000,1.0,33.65,2027
2,17,4522896,1.0,28.96,2026
2,24,4500000,1.0,29.3,2028
6,21,4503308,1.0,30.5,2027
25,31,4544300,1.0,24.43,2027
13,18,4500000,1.0,25.32,2023
8,17,4500000,1.0,25.0,2024
24,27,4500000,1.0,32.3,2023
5,17,4550000,1.0,35.0,2021
3,18,4560000,1.0,27.2,2007
14,16,4550000,1.0,20.7,2023
2,12,4550000,1.0,27.7,2024
2,20,4590000,1.0,24.5,2024
2,15,4550000,1.0,29.0,2025
8,17,4550000,1.0,30.4,2016
2,21,4566250,1.0,28.8,2027
8,14,4550000,1.0,25.5,2027
12,17,4550000,1.0,29.2,2026
8,14,4550000,1.0,25.5,2027
14,14,4550000,1.0,25.2,2027
2,21,4566250,1.0,28.8,2027
5,21,4580000,1.0,29.35,2025
17,18,4590000,1.0,47.0,2020
3,3,4550000,1.0,37.9,2019
11,15,4550000,1.0,20.25,2023
10,25,4600000,1.0,22.7,2024
6,17,4600000,1.0,41.2,2024
13,17,4600000,1.0,25.32,2023
5,18,4600000,1.0,21.5,2026
5,12,4600000,1.0,28.0,2024
7,20,4610000,1.0,27.1,2017
6,16,4600000,1.0,28.9,2016
12,13,4600000,1.0,23.92,2025
8,18,4600000,1.0,29.5,2013
4,13,4600000,1.0,29.1,2018
10,19,4600000,1.0,22.0,2007
11,14,4600000,1.0,30.0,2024
8,19,4612000,1.0,31.28,2026
2,14,4600000,1.0,32.6,2025
2,21,4605382,1.0,32.0,2027
15,17,4600000,1.0,28.6,2024
3,10,4641100,1.0,25.72,2026
13,24,4600000,1.0,29.3,2023
7,12,4650000,1.0,35.4,2015
1,9,4676464,1.0,31.41,2024
9,18,4650000,1.0,24.8,2023
16,21,4690000,1.0,26.0,2007
1,23,4675170,1.0,26.7,2027
5,25,4700000,1.0,26.0,2023
1,22,4720000,1.0,29.0,2024
9,10,4700000,1.0,25.0,2007
1,17,4700000,1.0,27.4,2021
9,14,4700000,1.0,22.0,2007
2,3,4700000,1.0,36.0,2013
25,27,4700000,1.0,33.52,2007
7,18,4700000,1.0,27.7,2016
5,25,4704500,1.0,23.2,2025
21,22,4700000,1.0,27.6,2025
25,29,4735250,1.0,20.15,2026
9,23,4700000,1.0,26.58,2026
2,23,4726100,1.0,28.3,2027
5,23,4700000,1.0,22.7,2026
26,27,4730000,1.0,35.3,2023
1,20,4790000,1.0,21.3,2022
22,25,4777000,1.0,31.0,2020
12,17,4750000,1.0,33.0,2018
5,15,4790000,1.0,22.18,2026
1,20,4780000,1.0,32.4,2027
1,20,4790000,1.0,21.3,2022
11,12,4750000,1.0,38.3,2024
11,26,4800000,1.0,27.6,2007
19,26,4800000,1.0,26.71,2007
4,17,4800000,1.0,21.8,2023
2,17,4800000,1.0,27.0,2019
20,26,4800000,1.0,22.0,2021
2,18,4830000,1.0,30.0,2023
7,14,4823000,1.0,31.3,2007
14,16,4800000,1.0,26.8,2023
8,12,4800000,1.0,25.9,2011
4,4,4800000,1.0,34.4,2013
2,3,4800000,1.0,36.0,2013
22,25,4800000,1.0,25.0,2016
5,11,4800000,1.0,37.98,2015
2,25,4848480,1.0,28.86,2026
15,17,4800000,1.0,32.6,2018
14,17,4800000,1.0,26.2,2018
11,25,4890000,1.0,32.1,2022
1,22,4850000,1.0,16.0,2021
4,25,4850000,1.0,27.7,2027
26,26,4899000,1.0,31.0,2025
6,21,4894900,1.0,30.5,2027
19,29,4873900,1.0,20.74,2026
2,8,4880000,1.0,21.5,2028
8,9,4855000,1.0,38.2,2014
2,23,4850000,1.0,26.42,2026
15,17,4850000,1.0,31.2,2024
7,17,4850000,1.0,34.0,2012
15,25,4850000,1.0,26.69,2023
13,17,4900000,1.0,26.0,2025
16,26,4900000,1.0,27.0,2017
2,3,4930000,1.0,36.0,2013
3,15,4900000,1.0,28.99,2026
4,20,4900000,1.0,25.1,2026
4,25,4900000,1.0,25.6,2026
10,10,4900000,1.0,25.9,2011
5,17,4900000,1.0,22.4,2026
2,12,4900000,1.0,31.6,2016
5,8,4900000,1.0,18.0,2024
5,26,4900000,1.0,31.4,2024
14,23,4900000,1.0,26.18,2026
2,14,4900000,1.0,26.9,2027
2,14,4900000,1.0,26.6,2027
1,15,4900000,1.0,16.0,2022
23,25,4910000,1.0,23.2,2026
6,19,4900000,1.0,44.0,2021
17,17,4900000,1.0,30.9,2024
2,14,4990000,1.0,33.28,2023
9,26,4980000,1.0,30.4,2025
3,9,4950000,1.0,27.0,2015
1,24,4950000,1.0,25.9,2019
9,19,4950000,1.0,23.1,2018
22,25,4950000,1.0,25.0,2016
2,12,4990000,1.0,30.0,2024
16,24,4990000,1.0,21.15,2026
17,26,4950000,1.0,26.49,2025
2,24,4950000,1.0,32.9,2022
18,26,4950000,1.0,27.27,2026
3,24,4950000,1.0,29.98,2026
17,17,4998000,1.0,24.56,2026
11,23,4950000,1.0,26.58,2026
2,14,4990000,1.0,30.2,2027
3,24,4950000,1.0,29.98,2026
14,14,4990000,1.0,30.0,2027
6,14,4990000,1.0,30.8,2027
16,17,4950000,1.0,29.2,2026
5,15,4990000,1.0,23.87,2026
16,17,4950000,1.0,29.2,2026
3,5,4990000,1.0,27.0,2017
8,9,4990000,1.0,28.0,2022
1,20,4999000,1.0,21.0,2007
12,25,5000000,1.0,21.15,2022
4,4,5000000,1.0,27.0,2020
4,25,5000000,1.0,23.0,2026
10,17,5000000,1.0,26.0,2016
2,5,5000000,1.0,43.3,1966
4,13,5000000,1.0,46.6,2024
3,4,5000000,1.0,34.83,2017
20,26,5000000,1.0,27.51,2026
10,17,5000000,1.0,28.6,2024
15,18,5049000,1.0,24.0,2020
20,26,5000000,1.0,27.51,2026
2,21,5005850,1.0,32.0,2027
11,14,5000000,1.0,29.0,2007
24,25,5000000,1.0,20.2,2007
11,25,5000000,1.0,30.0,2025
16,17,5085000,1.0,29.0,2023
7,10,5050000,1.0,36.5,2007
17,17,5050000,1.0,29.2,2026
2,4,5100000,1.0,34.2,2014
4,17,5100000,1.0,24.0,2022
3,26,5100000,1.0,26.5,2017
2,14,5100000,1.0,32.1,2006
4,25,5100000,1.0,28.2,2023
8,24,5130000,1.0,27.1,2025
4,25,5100000,1.0,27.0,2007
10,17,5100000,1.0,40.3,2024
2,10,5106700,1.0,28.38,2026
5,17,5100000,1.0,40.6,2024
5,8,5100000,1.0,21.1,2028
23,23,5100000,1.0,28.1,2024
5,14,5100000,1.0,35.0,2007
11,17,5100000,1.0,19.4,2026
8,24,5150000,1.0,21.1,2018
6,16,5150000,1.0,24.4,2023
3,25,5170000,1.0,34.84,2025
8,24,5150000,1.0,24.0,2018
9,25,5180000,1.0,24.31,2026
25,25,5190000,1.0,25.84,2026
2,13,5167500,1.0,26.5,2026
13,15,5190000,1.0,20.4,2019
15,18,5150000,1.0,24.0,2023
13,26,5199000,1.0,26.4,2007
3,10,5200000,1.0,26.9,2017
4,10,5202000,1.0,29.2,2005
3,12,5200000,1.0,23.3,2021
3,21,5200000,1.0,24.0,2025
7,17,5200000,1.0,27.0,2022
7,23,5200000,1.0,27.5,2025
17,25,5222000,1.0,24.3,2019
14,18,5200000,1.0,28.8,2023
15,17,5200000,1.0,24.9,2022
13,26,5200000,1.0,27.79,2025
5,13,5200000,1.0,28.9,2024
20,23,5249000,1.0,24.4,2025
2,14,5240000,1.0,41.3,2009
6,14,5200000,1.0,26.0,2007
12,13,5200000,1.0,28.1,2023
13,26,5200000,1.0,28.0,2025
11,18,5200000,1.0,23.5,2012
4,23,5200000,1.0,27.0,2025
10,10,5200000,1.0,40.0,2015
2,14,5200000,1.0,29.2,2027
18,21,5200000,1.0,30.8,2016
6,10,5299000,1.0,34.1,2015
9,16,5250000,1.0,27.2,2025
7,7,5290000,1.0,37.69,2021
1,20,5280000,1.0,38.1,2027
3,15,5290000,1.0,26.7,2027
3,24,5250000,1.0,29.98,2026
23,26,5250000,1.0,27.7,2025
13,25,5250000,1.0,27.1,2023
7,20,5300000,1.0,30.0,2024
2,19,5300000,1.0,27.0,2017
13,25,5300000,1.0,27.0,2010
25,25,5300000,1.0,23.8,2016
7,9,5300000,1.0,28.1,2021
6,15,5300000,1.0,29.0,2026
1,6,5310000,1.0,21.56,2028
3,25,5300000,1.0,29.3,2027
15,17,5340000,1.0,27.5,2027
1,20,5310000,1.0,38.1,2027
3,8,5330000,1.0,25.0,2028
2,10,5300000,1.0,36.0,2007
1,23,5310000,1.0,21.6,2028
11,17,5333000,1.0,33.0,2021
17,17,5334000,1.0,26.22,2026
9,17,5350000,1.0,31.0,2016
23,25,5350000,1.0,27.1,2023
2,23,5390000,1.0,24.6,2022
15,22,5390000,1.0,23.6,2017
7,14,5380000,1.0,29.5,2023
25,25,5350000,1.0,32.41,2026
8,25,5350000,1.0,23.19,2026
8,9,5350000,1.0,23.19,2026
2,8,5396065,1.0,17.6,2024
4,23,5360000,1.0,20.7,2028
16,24,5400000,1.0,24.6,2019
6,17,5400000,1.0,31.0,2023
3,9,5400000,1.0,24.0,2017
12,25,5430000,1.0,24.8,2023
12,18,5445000,1.0,25.7,2026
9,22,5400000,1.0,30.0,2023
5,18,5400000,1.0,23.7,2026
25,26,5400000,1.0,27.7,2025
7,15,5440000,1.0,26.01,2026
5,27,5402000,1.0,27.4,2027
23,25,5400000,1.0,23.38,2026
12,25,5450000,1.0,25.0,2023
3,19,5450000,1.0,43.3,2019
14,20,5490000,1.0,26.1,2015
13,25,5450000,1.0,28.21,2027
15,17,5480000,1.0,24.3,2021
12,12,5490000,1.0,26.23,2026
23,26,5500000,1.0,26.2,2016
15,20,5500000,1.0,24.0,2025
12,17,5590000,1.0,37.3,2023
12,25,5500000,1.0,20.0,2022
13,17,5500000,1.0,23.3,2026
8,13,5500000,1.0,34.4,2025
10,25,5555555,1.0,27.0,2007
2,21,5500000,1.0,28.0,2021
8,12,5500000,1.0,23.3,2025
5,17,5500000,1.0,23.3,2026
16,26,5520000,1.0,27.51,2028
16,27,5589000,1.0,27.4,2027
4,13,5500000,1.0,24.95,2026
12,24,5510000,1.0,28.67,2027
11,13,5500000,1.0,24.03,2026
11,25,5500000,1.0,40.2,2013
7,19,5550000,1.0,32.0,2023
7,18,5500000,1.0,26.7,2023
12,17,5500000,1.0,37.0,2019
6,17,5610000,1.0,48.9,2024
15,22,5600000,1.0,22.52,2010
21,25,5600000,1.0,28.2,2020
15,22,5600000,1.0,23.6,2017
5,19,5600000,1.0,35.2,2007
5,11,5600000,1.0,28.91,2024
1,29,5600000,1.0,29.0,2020
11,21,5600000,1.0,26.1,2025
16,17,5600000,1.0,45.7,2019
4,21,5650000,1.0,39.9,2025
10,19,5650000,1.0,29.9,2016
7,17,5650000,1.0,21.0,2018
24,26,5650000,1.0,29.7,2025
13,23,5650000,1.0,25.9,2026
12,13,5690000,1.0,22.79,2026
21,25,5650000,1.0,25.56,2026
21,25,5650000,1.0,25.56,2026
19,25,5650000,1.0,25.56,2026
22,25,5700000,1.0,33.0,2025
7,27,5700000,1.0,21.3,2025
17,25,5700000,1.0,35.0,2018
4,20,5700000,1.0,27.0,2020
15,19,5700000,1.0,35.2,2007
19,26,5700000,1.0,30.5,2025
12,19,5700000,1.0,25.4,2023
6,12,5700000,1.0,27.04,2016
7,27,5700000,1.0,21.3,2025
6,18,5790000,1.0,27.7,2026
7,25,5790000,1.0,29.8,2027
5,29,5750000,1.0,31.0,2025
3,19,5800000,1.0,32.0,2012
22,26,5800000,1.0,28.0,2024
7,23,5800000,1.0,30.0,2019
10,25,5800000,1.0,26.7,2012
22,26,5800000,1.0,28.0,2024
5,17,5800000,1.0,24.0,2010
25,27,5800000,1.0,33.0,2013
2,8,5830000,1.0,24.42,2025
22,23,5800000,1.0,35.0,2022
8,25,5800000,1.0,26.0,2007
8,21,5800000,1.0,27.0,2007
7,17,5800000,1.0,32.0,2016
6,17,5830000,1.0,24.2,2026
10,12,5800000,1.0,28.99,2026
24,26,5800000,1.0,30.4,2025
2,18,5805000,1.0,24.0,2021
6,17,5850000,1.0,29.1,2023
17,25,5850000,1.0,35.5,2007
14,17,5850000,1.0,30.6,2017
21,25,5885000,1.0,29.0,2021
24,25,5990000,1.0,28.95,2021
7,13,5900000,1.0,22.7,2021
15,20,5990000,1.0,30.0,2023
12,17,5990000,1.0,27.3,2023
1,18,5989300,1.0,29.5,2026
4,15,5993350,1.0,27.7,2026
8,18,5990000,1.0,25.57,2028
26,26,5940000,1.0,30.3,2024
15,23,5901500,1.0,31.9,2027
1,23,5900000,1.0,28.2,2028
15,20,5950000,1.0,32.0,2022
15,24,5970000,1.0,31.12,2027
2,23,5900000,1.0,24.4,2028
7,24,5999000,1.0,25.4,2021
14,25,5990000,1.0,30.0,2023
12,22,5998000,1.0,28.5,2007
7,23,5901500,1.0,31.9,2027
12,13,6000000,1.0,26.0,2025
14,17,6000000,1.0,28.8,2016
9,32,6000000,1.0,27.3,2025
3,5,6000000,1.0,31.2,1963
21,25,6000000,1.0,27.5,2024
3,17,6000000,1.0,24.6,2019
15,25,6000000,1.0,22.49,2026
19,19,6000050,1.0,24.64,2018
7,17,6000000,1.0,25.5,2020
3,21,6000000,1.0,21.0,2021
7,17,6070000,1.0,28.2,2018
9,17,6050000,1.0,33.4,2027
8,17,6050000,1.0,33.5,2027
16,25,6050000,1.0,23.01,2026
4,26,6050000,1.0,35.0,2007
12,21,6050000,1.0,28.0,2007
11,23,6070500,1.0,35.5,2027
15,23,6072300,1.0,35.1,2027
2,8,6100000,1.0,31.9,2014
5,17,6100000,1.0,34.0,2021
8,9,6109000,1.0,29.26,2027
8,9,6109000,1.0,29.26,2027
1,16,15250000,3.0,75.0,2019
13,16,6640000,1.0,37.0,2007
4,9,6150000,1.0,29.2,2025
3,17,6190000,1.0,32.0,2016
1,23,6150000,1.0,29.9,2028
1,23,6150000,1.0,29.9,2028
18,26,6200000,1.0,36.4,2027
4,24,6230000,1.0,30.3,2022
5,29,6200000,1.0,27.0,2025
9,9,6200000,1.0,29.0,1977
12,27,6290000,1.0,28.6,2025
5,24,6250000,1.0,30.0,2023
10,25,6200000,1.0,25.0,2025
13,17,6250000,1.0,31.5,2023
6,27,6200000,1.0,28.0,2016
3,16,6290000,1.0,27.25,2028
5,25,6290000,1.0,33.5,2027
11,18,6253950,1.0,27.7,2026
13,18,6296350,1.0,29.1,2026
13,14,6232500,1.0,27.7,2025
2,14,6200000,1.0,46.5,2027
2,14,6200000,1.0,45.7,2027
3,9,6230000,1.0,30.32,2027
4,9,6249000,1.0,30.32,2027
8,24,6200000,1.0,32.0,2007
5,32,6200000,1.0,27.0,2025
10,22,6250000,1.0,27.9,2026
5,19,6300000,1.0,30.0,1993
3,27,6300000,1.0,27.9,2014
4,24,6320000,1.0,27.0,2023
3,24,6300000,1.0,39.0,2018
13,25,6300000,1.0,23.01,2026
19,25,6300000,1.0,22.49,2026
11,24,6300000,1.0,23.5,2025
13,25,6303000,1.0,23.4,2028
6,18,6340000,1.0,30.58,2026
21,25,6350000,1.0,28.3,2015
18,25,6350000,1.0,28.4,2019
3,23,6350000,1.0,27.2,2023
6,17,6370000,1.0,28.0,2018
4,24,6350000,1.0,31.0,2022
17,18,6350000,1.0,30.99,2026
17,25,6350000,1.0,30.99,2026
2,15,6350000,1.0,23.82,2026
25,25,6499999,1.0,39.1,2021
8,17,6400000,1.0,40.0,2007
9,24,6400000,1.0,27.41,2026
11,14,6400000,1.0,46.5,2027
15,18,6400000,1.0,31.4,2016
18,19,6400000,1.0,32.2,2020
18,25,6400000,1.0,30.99,2026
6,17,6500000,1.0,28.0,2019
5,25,6500000,1.0,29.0,2023
21,23,6500000,1.0,24.4,2025
1,1,6500000,1.0,27.0,1919
13,24,6500000,1.0,30.0,2007
8,14,6500000,1.0,24.0,2021
16,29,6500000,1.0,27.0,2025
4,17,6500000,1.0,29.0,2019
13,24,6500000,1.0,36.4,2024
6,13,6500000,1.0,32.0,2021
9,24,6500000,1.0,29.03,2026
11,24,6500000,1.0,25.24,2007
12,18,8500000,1.0,50.0,2001
10,25,6850000,1.0,35.1,2023
10,10,7200000,1.0,37.2,2014
2,10,6200000,1.0,33.9,2000
21,25,6400000,1.0,41.0,2022
3,10,12500000,3.0,75.7,2018
1,17,4700000,1.0,27.4,2021
15,25,8000000,1.0,43.1,2007
5,17,7800000,1.0,45.7,2016
10,17,5100000,1.0,24.0,2024
7,9,5800000,1.0,34.8,2028
12,24,6700000,1.0,25.2,2024
2,5,3100000,1.0,32.0,1965
19,23,6125000,1.0,24.5,2028
17,24,7500000,1.0,36.9,2021
4,9,3300000,1.0,24.6,1979
2,23,6510000,1.0,37.2,2027
7,18,10000000,1.0,47.5,2023
2,5,4400000,1.0,31.5,1961
5,12,5690000,1.0,34.2,2028
8,9,4200000,1.0,30.0,2007
5,10,3100000,1.0,33.0,1983
11,14,9360000,1.0,43.23,2028
5,5,4900000,1.0,29.0,1972
9,10,2550000,1.0,39.35,2027
20,23,8685000,1.0,38.6,2028
7,9,5600000,1.0,34.5,1977
7,14,25000000,1.0,45.0,2022
6,9,5820000,1.0,36.4,2028
5,10,4800000,1.0,48.5,2024
8,17,4680000,1.0,44.5,2024
6,28,8893203,1.0,49.1,2026
12,17,5585000,1.0,37.7,2023
1,17,4300000,1.0,37.4,2022
7,14,9500000,1.0,46.29,2028
12,25,4999000,1.0,37.7,2019
4,5,3100000,1.0,28.4,2007
5,9,7290000,1.0,40.37,2026
16,24,4990000,1.0,21.01,2026
1,10,4300000,1.0,42.2,2012
2,9,10647059,1.0,45.98,2027
8,9,5100000,1.0,48.8,2022
7,10,4600000,1.0,54.1,2009
1,9,5050000,1.0,34.4,2014
6,9,4650000,1.0,37.0,1990
4,28,8300936,1.0,45.5,2026
15,25,9000000,1.0,46.0,2022
3,10,4700000,1.0,53.6,2007
1,14,9596000,1.0,46.85,2026
1,25,6990000,1.0,48.7,2024
5,11,4700000,1.0,37.3,2007
3,9,9180000,1.0,37.71,2028
8,25,5940000,1.0,38.83,2020
2,5,4969000,1.0,32.2,1966
3,23,7350000,1.0,42.0,2027
10,25,6850000,1.0,35.1,2023
1,5,5500000,1.0,29.0,1979
6,9,7400000,1.0,39.8,2028
12,30,7595000,1.0,48.4,2023
8,12,5780000,1.0,44.2,2017
10,14,8803000,1.0,36.26,2026
21,25,12350000,1.0,43.7,2020
7,11,8300000,1.0,46.0,2007
16,23,7202910,1.0,42.9,2027
6,10,3200000,1.0,48.9,2023
3,18,6990000,1.0,38.49,2026
7,9,2900000,1.0,32.3,1989
17,23,6865980,1.0,40.4,2027
9,9,4100000,1.0,38.4,2007
7,9,1400000,1.0,10.4,1972
21,24,9650000,1.0,42.8,2028
1,5,2800000,1.0,32.0,2007
8,30,6750000,1.0,23.69,2026
9,13,3960000,1.0,28.0,2024
5,9,3220000,1.0,30.1,2007
8,23,6933960,1.0,40.8,2027
9,10,7290000,1.0,30.53,2028
26,30,8900000,1.0,23.46,2026
3,9,3165999,1.0,36.8,1993
12,24,8775000,1.0,39.9,2028
2,10,4250000,1.0,37.5,2005
2,25,5900000,1.0,37.1,2023
16,20,10300000,1.0,48.6,2026
2,6,3100000,1.0,28.4,1962
8,9,11200000,1.0,47.66,2027
5,10,2670000,1.0,27.0,2015
6,17,3480000,1.0,32.9,2017
1,2,3200000,1.0,32.7,1959
6,26,6550000,1.0,46.48,2026
1,10,3470000,1.0,48.1,2007
5,5,3200000,1.0,31.9,1965
8,9,11505882,1.0,37.64,2027
1,6,3500000,1.0,43.4,2024
5,5,3430000,1.0,30.4,1961
4,19,6470000,1.0,40.3,2028
1,6,3500000,1.0,39.4,1993
5,5,3499000,1.0,32.4,2007
7,14,4947321,1.0,37.0,2028
1,2,3590000,1.0,31.2,1958
5,7,3500000,1.0,36.1,2017
1,14,12000000,1.0,73.09,2026
11,18,3580000,1.0,40.0,2013
8,9,3500000,1.0,33.0,1978
9,30,7700000,1.0,29.21,2026
7,9,3600000,1.0,34.0,1966
1,9,3500000,1.0,33.0,1975
10,25,5709000,1.0,25.95,2025
2,10,3650000,1.0,37.8,2007
5,9,3500000,1.0,35.5,1993
3,17,11770000,1.0,62.6,2026
9,9,3700000,1.0,31.7,1986
3,9,3500000,1.0,34.6,1982
6,25,11300000,1.0,48.9,2024
1,2,2400000,1.0,28.1,1960
1,2,2850000,1.0,31.0,1958
