author_type,district,finish_type,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Дзержинский,-1,1,9,7 м²,"51,5 м²",8500000,4, Гоголя,70.5,Березовая Роща,1971
real_estate_agent,Кировский,-1,5,6,11 м²,67 м²,10400000,4, Обогатительная,116.6,Студенческая,1998
real_estate_agent,Калининский,С отделкой,16,21,-1,-1,10144500,4,,74.9,Заельцовская,2027
real_estate_agent,Калининский,-1,12,12,"35,7 м²","41,7 м²",18750000,4, Мясниковой,100.6,Заельцовская,-1
real_estate_agent,Ленинский,-1,6,17,"21,2 м²",40 м²,10520000,4,Междуреченская ,83.0,Площадь Гарина-Михайловского,2023
developer,Октябрьский,Предчистовая,15,15,-1,-1,28540000,4,Большевистская ,162.53,Речной вокзал,2026
real_estate_agent,Ленинский,-1,21,26,"5,3 м²",-1,13450000,4, Ясный Берег,83.4,Октябрьская,2023
developer,Октябрьский,"Без отделки, предчистовая",16,25,20 м²,"41,7 м²",10200000,4,,79.95,Октябрьская,2026
real_estate_agent,Заельцовский,-1,5,7,"17,3 м²",-1,17000000,4,Кедровая ,86.4,Заельцовская,-1
developer,Заельцовский,Предчистовая,24,25,-1,-1,14495760,4,Светлановская ,89.48,Заельцовская,2026
developer,Октябрьский,Предчистовая,7,8,"6,7 м²",51 м²,11900000,4, Грибоедова,78.9,Золотая Нива,2026
realtor,Ленинский,-1,19,26,15 м²,45 м²,11000000,4, Ясный Берег,69.7,Площадь Маркса,2017
real_estate_agent,Кировский,"Под ключ, предчистовая, чистовая",6,24,-1,-1,8750000,4,Южно-Чемской жилмассив,74.1,Студенческая,2028
real_estate_agent,Заельцовский,-1,2,7,60 м²,70 м²,32955000,4,Дачное шоссе,156.19,Красный Проспект,2025
real_estate_agent,Кировский,-1,2,2,10 м²,58 м²,11990000,4,Белые росы ДНТ,112.0,Площадь Маркса,2021
developer,Октябрьский,Предчистовая,6,7,-1,-1,23260000,4,Большевистская ,140.98,Спортивная,2028
real_estate_agent,Заельцовский,"Предчистовая, чистовая",23,23,-1,-1,14500000,4, Ляпидевского,96.6,Заельцовская,2025
real_estate_agent,Октябрьский,-1,7,10,9 м²,52 м²,8300000,4, В. Высоцкого,80.2,Золотая Нива,1989
real_estate_agent,Кировский,"Под ключ, предчистовая, чистовая",11,20,-1,-1,9500000,4,18-й Бронный переулок,79.8,Студенческая,2025
real_estate_agent,Октябрьский,-1,3,10,9 м²,50 м²,9000000,4, Карла Либкнехта,79.6,Золотая Нива,1999
real_estate_agent,Центральный,-1,1,13,16 м²,-1,15000000,4, Крылова,110.0,Маршала Покрышкина,1999
real_estate_agent,Центральный,-1,10,16,-1,-1,30000000,4, Чаплыгина,134.5,Площадь Ленина,2009
real_estate_agent,Дзержинский,-1,1,2,38 м²,-1,5140000,4,Онежская ,75.9,Березовая Роща,2024
developer,Заельцовский,Предчистовая,1,23,-1,-1,24266880,4, Дуси Ковальчук,157.9,Заельцовская,2023
real_estate_agent,Ленинский,-1,1,10,"8,8 м²","49,5 м²",6800000,4, Плахотного,77.5,Площадь Маркса,2004
real_estate_agent,Ленинский,-1,5,17,"22,5 м²","51,3 м²",12999000,4,,105.5,Студенческая,-1
developer,Ленинский,"Предчистовая, чистовая",5,17,-1,"50,4 м²",13662000,4,Ясный Берег город-парк,85.74,Октябрьская,2027
real_estate_agent,Ленинский,-1,6,9,9 м²,48 м²,5490000,4,Троллейная ,76.5,Площадь Маркса,-1
developer,Заельцовский,Предчистовая,23,25,"8,2 м²","49,7 м²",27900600,4,Дачная ,135.0,Заельцовская,2025
real_estate_agent,Железнодорожный,-1,2,5,"5,3 м²","45,3 м²",7700000,4, Челюскинцев,61.5,Площадь Гарина-Михайловского,1967
real_estate_agent,Первомайский,Черновая,13,16,-1,-1,9630000,4,,60.6,Спортивная,2027
real_estate_agent,Калининский,-1,2,5,"5,9 м²","52,3 м²",6700000,4,Учительская ,73.5,Заельцовская,-1
real_estate_agent,Октябрьский,-1,5,10,9 м²,50 м²,7650000,4, В. Высоцкого,80.1,Золотая Нива,1990
real_estate_agent,Заельцовский,Предчистовая,24,24,-1,-1,20620000,4,,107.57,Заельцовская,2027
real_estate_agent,Ленинский,-1,6,9,9 м²,-1,7800000,4,Троллейная ,79.8,Площадь Маркса,1984
,Заельцовский,Предчистовая,23,25,-1,-1,16700000,4,Сухарная ,144.9,Площадь Гарина-Михайловского,2023
developer,Ленинский,"Предчистовая, чистовая",13,25,-1,"55,6 м²",14826000,4,Ясный Берег город-парк,91.58,Красный Проспект,2027
real_estate_agent,Кировский,-1,1,9,7 м²,60 м²,7000000,4, Петухова,74.0,Площадь Маркса,1977
real_estate_agent,Октябрьский,-1,3,9,"7,1 м²","53,5 м²",9000000,4, Бориса Богаткова,74.9,Золотая Нива,1983
real_estate_agent,Первомайский,Черновая,12,16,-1,-1,11790000,4,,78.5,Спортивная,2027
real_estate_agent,Первомайский,-1,7,9,"8,8 м²",50 м²,6150000,4, Марата,77.7,Речной вокзал,1978
real_estate_agent,Дзержинский,-1,1,9,-1,-1,2999999,-1,Гусинобродское шоссе,70.2,Золотая Нива,1975
developer,Ленинский,"Предчистовая, чистовая",8,9,-1,52 м²,14124000,4,Ясный Берег город-парк,82.3,Красный Проспект,2027
realtor,Октябрьский,-1,4,14,23 м²,70 м²,31990000,4, Добролюбова,111.3,Речной вокзал,2021
homeowner,Калининский,-1,1,9,7 м²,"52,1 м²",6600000,4, Кропоткина,75.4,Маршала Покрышкина,1987
developer,Заельцовский,Предчистовая,1,23,-1,-1,26666880,4, Дуси Ковальчук,167.4,Заельцовская,2023
real_estate_agent,Кировский,-1,1,5,5 м²,-1,4400000,4, Петухова,61.0,Площадь Маркса,1968
developer,Октябрьский,"Предчистовая, чистовая с мебелью",22,25,-1,-1,25016000,4,Военная ,112.2,Октябрьская,2024
real_estate_agent,Ленинский,-1,8,10,9 м²,60 м²,6300000,4,Широкая ,84.4,Площадь Маркса,1992
developer,Октябрьский,Предчистовая,23,24,-1,-1,25050000,4, Шевченко,99.2,Октябрьская,2026
real_estate_agent,Ленинский,-1,3,9,7 м²,"51,2 м²",6499000,4,Полтавская ,74.7,Площадь Маркса,-1
real_estate_agent,Дзержинский,Нет информации,2,24,-1,-1,30490000,4,,173.6,Березовая Роща,2028
real_estate_agent,Ленинский,-1,1,9,9 м²,54 м²,7300000,4, Связистов,78.3,Площадь Маркса,-1
real_estate_agent,Заельцовский,-1,15,24,32 м²,80 м²,22800000,4, Тимирязева,120.6,Заельцовская,2019
developer,Ленинский,"Предчистовая, чистовая",13,13,-1,-1,29730000,4,площадь Карла Маркса,133.77,Площадь Маркса,2026
developer,Дзержинский,Предчистовая,20,22,-1,-1,12800000,4,,89.84,Золотая Нива,2026
homeowner,Железнодорожный,-1,3,5,6 м²,66 м²,9630000,4,Железнодорожная ,90.0,Площадь Гарина-Михайловского,1953
real_estate_agent,Октябрьский,Предчистовая,2,11,-1,-1,31140000,4,Зыряновская ,198.8,Речной вокзал,2025
real_estate_agent,Кировский,-1,8,10,9 м²,"49,8 м²",10000000,4,Тульская ,77.1,Площадь Маркса,1993
developer,Советский,Предчистовая,15,15,"6,2 м²","52,8 м²",19290000,4, Рубиновая,82.11,Речной вокзал,2026
real_estate_agent,Калининский,-1,15,16,10 м²,"58,8 м²",8390000,4, Объединения,87.0,Заельцовская,2025
real_estate_agent,Центральный,Нет информации,2,13,-1,-1,20810000,4, Семьи Шамшиных,99.47,Октябрьская,2026
real_estate_agent,Дзержинский,-1,9,10,9 м²,"49,3 м²",7900000,4, Коминтерна,81.9,Золотая Нива,1990
developer,Калининский,Предчистовая,1,18,"15,2 м²","52,9 м²",19650000,4,Игарская ,166.33,Заельцовская,2026
real_estate_agent,Дзержинский,-1,2,9,7 м²,"51,2 м²",6500000,4,Гусинобродское шоссе,74.2,Золотая Нива,1975
real_estate_agent,Центральный,-1,3,9,"16,5 м²",92 м²,21000000,4,Красный проспект,140.0,Гагаринская,1999
developer,Калининский,"Предчистовая, черновая, чистовая",5,9,-1,-1,11269484,4, Михаила Востокова,68.0,Заельцовская,2025
real_estate_agent,Железнодорожный,-1,2,5,10 м²,"47,5 м²",14500000,4, Урицкого,89.3,Площадь Ленина,1955
developer,Советский,"Без отделки, под ключ, предчистовая",4,24,-1,-1,18652750,4, Мусы Джалиля,90.57,Студенческая,2027
real_estate_agent,Ленинский,-1,5,5,"5,5 м²","44,9 м²",5800000,4,Ударная ,61.0,Площадь Маркса,1969
real_estate_agent,Ленинский,-1,1,9,20 м²,29 м²,6770000,4,Выставочная ,66.0,Студенческая,1976
real_estate_agent,Октябрьский,Предчистовая,19,25,-1,-1,18017600,4, Владимира Заровного,111.52,Речной вокзал,2024
real_estate_agent,Заельцовский,-1,6,8,"20,9 м²","46,8 м²",14300000,4, Аэропорт,102.2,Заельцовская,2024
real_estate_agent,Заельцовский,-1,17,20,30 м²,148 м²,22500000,4, Галущака,217.9,Гагаринская,2006
developer,Калининский,Предчистовая,12,17,-1,-1,13400000,4, Богдана Хмельницкого,84.3,Заельцовская,2028
real_estate_agent,Октябрьский,-1,18,30,28 м²,"57,3 м²",25250000,4,Московская ,95.0,Октябрьская,2024
real_estate_agent,Советский,-1,4,12,24 м²,90 м²,26300000,4, Пирогова,168.1,,-1
developer,Советский,"Без отделки, под ключ, предчистовая",23,24,-1,"60,9 м²",22535900,4, Мусы Джалиля,91.79,Студенческая,2026
real_estate_agent,Советский,-1,17,17,25 м²,35 м²,11300000,4, 2-я Миргородская,85.0,,-1
real_estate_agent,Калининский,-1,8,9,10 м²,-1,16600000,4,Красный проспект,107.0,Заельцовская,2021
real_estate_agent,Октябрьский,Предчистовая,2,15,-1,-1,17810000,4,Большевистская ,147.8,Речной вокзал,2026
real_estate_agent,Первомайский,-1,2,5,"5,1 м²","44,9 м²",4500000,4, Твардовского,61.1,Речной вокзал,1969
real_estate_agent,Дзержинский,-1,5,16,20 м²,36 м²,16100000,4,Планетная ,71.0,Березовая Роща,-1
developer,Советский,Предчистовая,11,16,"6,5 м²",62 м²,18590000,4, Российская,93.91,Студенческая,2028
real_estate_agent,Заельцовский,-1,3,18,10 м²,"53,8 м²",9000000,4, Аэропорт,68.8,Заельцовская,2024
realtor,Калининский,-1,4,9,10 м²,"50,4 м²",6800000,4, 25 лет Октября,70.8,Березовая Роща,1979
real_estate_agent,Октябрьский,Предчистовая,2,11,-1,-1,31690000,4,Зыряновская ,225.7,Речной вокзал,2025
real_estate_agent,Ленинский,-1,3,9,"7,1 м²",56 м²,7900000,4, Котовского,70.6,Площадь Маркса,-1
homeowner,Советский,-1,4,5,"5,9 м²","44,1 м²",6500000,4, Иванова,60.7,,1966
developer,Советский,Предчистовая,12,18,"8,4 м²","58,7 м²",17350000,4, Российская,89.31,Студенческая,2028
real_estate_agent,Кировский,-1,8,10,5 м²,46 м²,5658000,4, Виктора Шевелева,69.78,Студенческая,2019
real_estate_agent,Октябрьский,-1,5,5,6 м²,43 м²,7100000,4, Гаранина,60.7,Золотая Нива,1967
developer,Центральный,Нет информации,2,13,-1,-1,20810000,4, Семьи Шамшиных,99.47,Октябрьская,2026
real_estate_agent,Заельцовский,-1,7,12,11 м²,"43,6 м²",11700000,4, Дуси Ковальчук,72.4,Заельцовская,1986
homeowner,Заельцовский,-1,3,7,"16,2 м²","41,1 м²",7450000,4,Каунасская ,73.5,Заельцовская,-1
real_estate_agent,Заельцовский,Нет информации,24,24,-1,-1,20430000,4,,106.56,Заельцовская,2027
real_estate_agent,Кировский,-1,3,11,35 м²,80 м²,30000000,4, Покрышкина,135.5,Площадь Маркса,2015
real_estate_agent,Заельцовский,Нет информации,19,24,-1,-1,17520000,4,,91.6,Заельцовская,2027
real_estate_agent,Ленинский,-1,8,9,9 м²,50 м²,7000000,4, Связистов,78.0,Площадь Маркса,1986
real_estate_agent,Советский,-1,12,14,14 м²,65 м²,24500000,4, Российская,135.0,,2014
developer,Калининский,"Предчистовая, черновая, чистовая",1,9,-1,-1,9350000,4,Пашино мкр,68.5,Заельцовская,2026
real_estate_agent,Дзержинский,-1,3,16,16 м²,"50,3 м²",15100000,4,Планетная ,71.0,Березовая Роща,2018
unknown,Первомайский,-1,9,9,"7,1 м²",50 м²,6450000,4, Чапаева,67.2,Спортивная,-1
developer,Октябрьский,Предчистовая,22,23,"6,2 м²","60,4 м²",12600000,4, Грибоедова,87.5,Золотая Нива,2026
real_estate_agent,Ленинский,-1,2,9,9 м²,51 м²,6500000,4, Связистов,77.8,Площадь Маркса,1986
real_estate_agent,Ленинский,-1,10,10,9 м²,"53,4 м²",7150000,4,Широкая ,83.3,Площадь Маркса,1992
real_estate_agent,Дзержинский,Нет информации,5,24,-1,-1,28550000,4,,143.3,Березовая Роща,2028
real_estate_agent,Октябрьский,-1,7,10,15 м²,"69,3 м²",13990000,4,Пролетарская ,106.5,Речной вокзал,2013
real_estate_agent,Ленинский,-1,2,9,"6,5 м²",53 м²,6280000,4, Невельского,70.0,Площадь Маркса,-1
developer,Октябрьский,Предчистовая,24,25,-1,-1,18250000,4,Ипподромская ,109.7,Октябрьская,2024
real_estate_agent,Дзержинский,-1,2,9,8 м²,50 м²,6870000,4,Гусинобродское шоссе,73.0,Золотая Нива,1975
real_estate_agent,Ленинский,-1,2,4,6 м²,51 м²,5900000,4, Плахотного,62.0,Площадь Маркса,1969
developer,Калининский,"Предчистовая, черновая, чистовая",2,9,-1,-1,9350000,4,Пашино мкр,68.3,Заельцовская,2026
real_estate_agent,Дзержинский,-1,3,4,15 м²,50 м²,9990000,4,проспект Дзержинского,104.0,Березовая Роща,1957
real_estate_agent,Калининский,-1,3,5,"7,8 м²","67,7 м²",8500000,4,2-й Краснодонский переулок,89.6,Заельцовская,1958
developer,Октябрьский,"Предчистовая, чистовая с мебелью",23,25,-1,-1,25321000,4,Военная ,112.5,Октябрьская,2024
real_estate_agent,Октябрьский,-1,20,20,"54,3 м²","86,5 м²",37000000,4, Сакко и Ванцетти,236.6,Октябрьская,Позвоните автору
homeowner,Кировский,-1,5,6,14 м²,"75,1 м²",12300000,4, Обогатительная,149.0,Студенческая,1998
real_estate_agent,Заельцовский,-1,4,10,9 м²,50 м²,12600000,4, Дуси Ковальчук,82.6,Заельцовская,1993
developer,Дзержинский,Предчистовая,19,22,-1,-1,12700000,4,,89.84,Золотая Нива,2026
real_estate_agent,Октябрьский,-1,2,5,"12,4 м²","70,2 м²",12800000,4,Зеленый Бор мкр,112.7,Речной вокзал,2004
developer,Ленинский,"Предчистовая, чистовая",3,17,-1,"50,4 м²",12824000,4,Ясный Берег город-парк,85.85,Октябрьская,2027
homeowner,Первомайский,-1,1,4,15 м²,90 м²,12955000,4,Радужная ,128.0,Речной вокзал,2017
,Калининский,"Предчистовая, чистовая",15,15,-1,-1,13173600,4, Объединения,99.8,Заельцовская,2025
real_estate_agent,Заельцовский,-1,7,11,"19,3 м²",64 м²,13600000,4,Красный проспект,100.5,Заельцовская,2025
homeowner,Заельцовский,-1,7,10,"9,8 м²","61,2 м²",13700000,4, Дмитрия Донского,92.8,Заельцовская,1996
developer,Ленинский,"Предчистовая, чистовая",3,9,-1,52 м²,13922000,4,Ясный Берег город-парк,82.3,Красный Проспект,2027
real_estate_agent,Первомайский,-1,9,10,30 м²,80 м²,13990000,4, Заречная,116.0,Спортивная,2013
real_estate_agent,Заельцовский,-1,10,11,"17,6 м²","65,5 м²",13990000,4, Дуси Ковальчук,120.9,Заельцовская,2003
real_estate_agent,Октябрьский,-1,7,11,"12,9 м²","68,1 м²",14300000,4, Стофато,117.8,Золотая Нива,1996
developer,Ленинский,"Предчистовая, чистовая",4,25,-1,"52,7 м²",14255000,4,Ясный Берег город-парк,91.57,Красный Проспект,2027
real_estate_agent,Железнодорожный,-1,7,10,12 м²,"60,3 м²",14500000,4, Вокзальная магистраль,88.6,Площадь Гарина-Михайловского,1996
real_estate_agent,Калининский,-1,4,5,10 м²,60 м²,14500000,4, Богдана Хмельницкого,98.0,Заельцовская,1954
real_estate_agent,Заельцовский,-1,7,7,"23,6 м²","34,9 м²",14500000,4,Кедровая ,89.3,Заельцовская,2023
real_estate_agent,Советский,-1,4,12,"12,6 м²","64,7 м²",14500000,4, Лесосечная,121.8,Октябрьская,2008
,Октябрьский,-,2,24,-1,-1,14500000,4,Ленинградская ,86.44,Октябрьская,2026
developer,Заельцовский,Предчистовая,25,25,-1,-1,14495760,4,Светлановская ,89.48,Заельцовская,2026
developer,Ленинский,"Предчистовая, чистовая",15,25,-1,"55,6 м²",14870000,4,Ясный Берег город-парк,91.03,Красный Проспект,2027
real_estate_agent,Заельцовский,-1,16,17,30 м²,60 м²,15000000,4, Аэропорт,96.0,Заельцовская,2023
homeowner,Октябрьский,-1,1,5,20 м²,75 м²,15000000,4,Зеленый Бор мкр,118.0,Речной вокзал,2007
real_estate_agent,Октябрьский,-1,7,10,10 м²,20 м²,15300000,4,Выборная ,107.3,Речной вокзал,2007
realtor,Советский,-1,2,4,"11,4 м²","53,4 м²",15300000,4,проспект Морской,83.9,,-1
homeowner,Железнодорожный,-1,6,9,12 м²,-1,15250000,4, Челюскинцев,104.0,Площадь Гарина-Михайловского,1979
real_estate_agent,Заельцовский,-1,2,3,29 м²,70 м²,15500000,4,Красный проспект,117.0,Заельцовская,2003
real_estate_agent,Ленинский,-1,4,16,3 м²,-1,15700000,4, Серафимовича,112.2,Площадь Маркса,2012
real_estate_agent,Заельцовский,-1,9,10,16 м²,"72,4 м²",15700000,4,Красный проспект,131.0,Гагаринская,2002
real_estate_agent,Центральный,-1,2,7,"10,3 м²",73 м²,15950000,4, Некрасова,118.0,Маршала Покрышкина,2003
real_estate_agent,Заельцовский,-1,5,6,"13,6 м²","94,4 м²",16000000,4,Магаданская ,134.3,Заельцовская,2000
homeowner,Заельцовский,-1,2,4,29 м²,70 м²,15990000,4,Красный проспект,117.0,Заельцовская,2009
homeowner,Кировский,-1,25,27,30 м²,-1,16000000,4, Оловозаводская,126.0,Студенческая,2015
homeowner,Советский,Без отделки,10,17,"18,9 м²","52,8 м²",16000000,4, Рубиновая,82.11,,2026
homeowner,Октябрьский,-1,2,6,30 м²,71 м²,16000000,4,Выборная ,111.6,Речной вокзал,2005
real_estate_agent,Октябрьский,-1,4,5,"56,5 м²","98,9 м²",16500000,4,Зеленый Бор мкр,161.1,Речной вокзал,2006
real_estate_agent,Советский,-1,7,7,"12,1 м²","64,3 м²",16400000,4, Иванова,106.6,,2002
real_estate_agent,Заельцовский,-1,8,18,15 м²,48 м²,16550000,4, Дуси Ковальчук,124.0,Заельцовская,2014
homeowner,Октябрьский,-1,6,8,20 м²,50 м²,16700000,4, Сакко и Ванцетти,79.2,Речной вокзал,2024
homeowner,Кировский,-1,2,17,38 м²,60 м²,16900000,4, Немировича-Данченко,105.0,Студенческая,2016
homeowner,Октябрьский,-1,3,3,16 м²,80 м²,17000000,4, Кирова,165.0,Речной вокзал,2015
unknown,Октябрьский,-1,21,25,"19,5 м²","85,5 м²",17150000,4,Военная ,131.4,Площадь Ленина,2013
realtor,Октябрьский,-1,3,7,-1,-1,17300000,4, Владимира Заровного,85.0,,-1
developer,Советский,Предчистовая,3,18,"8,4 м²","58,7 м²",17350000,4, Российская,89.31,Студенческая,2028
realtor,Заельцовский,-1,7,25,"27,5 м²","43,8 м²",17200000,4, Дмитрия Донского,91.5,Заельцовская,2017
real_estate_agent,Советский,-1,3,26,"6,8 м²",-1,17500000,4, Мусы Джалиля,91.0,,2027
real_estate_agent,Заельцовский,-1,6,12,25 м²,-1,17500000,4,Красный проспект,107.7,Гагаринская,1996
realtor,Центральный,-1,19,30,-1,-1,17500000,4, Семьи Шамшиных,87.0,Маршала Покрышкина,-1
developer,Советский,Предчистовая,4,16,"19,1 м²","36,8 м²",17490000,4, Российская,90.38,Студенческая,2028
real_estate_agent,Заельцовский,Предчистовая,18,24,-1,-1,17530000,4,,91.66,Заельцовская,2027
realtor,Железнодорожный,-1,7,9,28 м²,-1,17499999,4,Сибирская ,104.6,Площадь Гарина-Михайловского,2017
real_estate_agent,Заельцовский,Нет информации,18,24,-1,-1,17530000,4,,91.66,Заельцовская,2027
homeowner,Октябрьский,-1,4,18,15 м²,82 м²,17800000,4,Военная ,124.0,Октябрьская,2009
real_estate_agent,Октябрьский,-1,7,25,36 м²,48 м²,17990000,4, Шевченко,115.0,Октябрьская,2017
real_estate_agent,Заельцовский,-1,4,17,"15,2 м²",-1,18000000,4,Сухарная ,126.4,Площадь Гарина-Михайловского,2012
real_estate_agent,Заельцовский,-1,4,10,"14,4 м²",84 м²,17900000,4,Красный проспект,130.0,Гагаринская,2002
real_estate_agent,Заельцовский,-1,5,9,18 м²,"59,5 м²",18000000,4,Красный проспект,82.5,Заельцовская,2019
developer,Советский,Предчистовая,4,16,"6,5 м²","62,3 м²",18220000,4, Российская,94.16,Студенческая,2028
developer,Октябрьский,Предчистовая,25,25,-1,-1,18250000,4,Ипподромская ,109.8,Октябрьская,2024
developer,Дзержинский,Черновая,19,22,-1,-1,18706000,4, 5-я Кирпичная Горка,99.5,Березовая Роща,2028
developer,Советский,"Без отделки, под ключ, предчистовая",3,24,-1,-1,18766600,4, Мусы Джалиля,90.57,Студенческая,2027
real_estate_agent,Советский,"Без отделки, под ключ, предчистовая",3,24,-1,-1,18766600,4, Мусы Джалиля,90.57,Студенческая,2026
real_estate_agent,Советский,"Без отделки, под ключ, предчистовая",4,24,-1,-1,18652750,4, Мусы Джалиля,90.57,Студенческая,2026
developer,Октябрьский,Черновая,23,23,-1,-1,18743600,4,Закаменский мкр,99.7,Золотая Нива,2028
real_estate_agent,Железнодорожный,-1,3,9,15 м²,-1,19000000,4,Депутатская ,139.0,Площадь Гарина-Михайловского,1997
real_estate_agent,Заельцовский,-1,2,4,28 м²,-1,18888000,4,Дачное шоссе,173.7,Заельцовская,2013
homeowner,Октябрьский,-1,5,18,30 м²,-1,19000000,4,Обская ,147.0,Речной вокзал,2001
real_estate_agent,Железнодорожный,-1,2,10,"30,2 м²",-1,19500000,4, Революции,122.2,Площадь Ленина,1996
real_estate_agent,Ленинский,-1,16,16,66 м²,90 м²,19500000,4,Степная ,178.0,Площадь Маркса,2012
real_estate_agent,Октябрьский,-1,8,26,15 м²,67 м²,19499999,4, Лескова,111.3,Октябрьская,2023
homeowner,Заельцовский,-1,15,15,"22,5 м²","54,2 м²",19500000,4,Красный проспект,87.5,Заельцовская,2019
unknown,Центральный,-1,2,10,"15,8 м²","88,5 м²",19650000,4,Серебренниковская ,138.7,Октябрьская,2004
real_estate_agent,Центральный,-1,7,17,16 м²,83 м²,19999000,4, Некрасова,104.0,Маршала Покрышкина,2012
real_estate_agent,Центральный,-1,3,30,"5,3 м²",99 м²,19990000,4, Семьи Шамшиных,114.89,Маршала Покрышкина,2024
real_estate_agent,Центральный,-1,7,17,16 м²,83 м²,19990000,4, Некрасова,104.0,Маршала Покрышкина,2012
realtor,Заельцовский,-1,5,9,39 м²,92 м²,19800000,4, Дуси Ковальчук,154.0,Заельцовская,2003
real_estate_agent,Центральный,-1,16,17,"7,7 м²","71,6 м²",19999999,4, Семьи Шамшиных,152.6,Маршала Покрышкина,-1
real_estate_agent,Заельцовский,-1,4,15,41 м²,99 м²,20000000,4, Галущака,158.0,Гагаринская,2002
real_estate_agent,Центральный,-1,3,8,30 м²,70 м²,20000000,4, Семьи Шамшиных,114.9,Маршала Покрышкина,-1
real_estate_agent,Заельцовский,-1,3,11,7 м²,"81,9 м²",20000000,4,Дачное шоссе,113.9,Заельцовская,-1
real_estate_agent,Заельцовский,-1,1,6,"16,7 м²",-1,20000000,4,Кедровая ,122.6,Заельцовская,2012
realtor,Октябрьский,-1,6,21,"20,3 м²","85,6 м²",20000000,4,Зыряновская ,132.7,Речной вокзал,2016
real_estate_agent,Заельцовский,-1,7,9,20 м²,80 м²,20500000,4,Дачная ,124.0,Заельцовская,2004
real_estate_agent,Заельцовский,Нет информации,24,24,-1,-1,20620000,4,,107.57,Заельцовская,2027
,Октябрьский,-1,10,19,-1,-1,20832420,4,Садовая ,105.55,Октябрьская,2026
real_estate_agent,Октябрьский,-1,3,10,15 м²,-1,21000000,4, Толстого,136.0,Октябрьская,-1
real_estate_agent,Заельцовский,-1,4,10,7 м²,-1,21000000,4, Галущака,158.3,Гагаринская,2001
unknown,Октябрьский,-1,23,24,-1,-1,21000000,4, Шевченко,80.0,,-1
real_estate_agent,Октябрьский,-1,2,9,13 м²,79 м²,21000000,4, Кирова,127.4,Октябрьская,2006
developer,Заельцовский,Предчистовая,1,11,"14,6 м²",-1,21000000,4,Дачное шоссе,100.11,Красный Проспект,2025
real_estate_agent,Октябрьский,Предчистовая,15,15,-1,-1,21260000,4,Большевистская ,136.9,Речной вокзал,2026
homeowner,Октябрьский,-1,5,18,15 м²,82 м²,21500000,4,Военная ,123.8,Октябрьская,2007
,Октябрьский,-1,12,19,-1,-1,21899031,4,Садовая ,105.49,Октябрьская,2026
real_estate_agent,Октябрьский,-1,24,24,"5,3 м²",60 м²,22000000,4, Шевченко,90.1,Октябрьская,2022
real_estate_agent,Октябрьский,-1,25,25,"19,2 м²","57,8 м²",22000000,4, Лескова,143.0,Золотая Нива,2015
homeowner,Центральный,-1,2,9,-1,-1,22000000,4,Красный проспект,156.3,Сибирская,1999
real_estate_agent,Советский,"Без отделки, под ключ, предчистовая",19,24,-1,-1,21942000,4, Мусы Джалиля,90.37,Студенческая,2026
developer,Советский,"Без отделки, под ключ, предчистовая",19,24,-1,-1,21942000,4, Мусы Джалиля,90.37,Студенческая,2027
real_estate_agent,Октябрьский,Предчистовая,6,23,-1,-1,21960000,4,Большевистская ,124.9,Спортивная,2028
real_estate_agent,Советский,"Без отделки, под ключ, предчистовая",20,24,-1,-1,22054000,4, Мусы Джалиля,90.37,Студенческая,2026
homeowner,Заельцовский,-1,13,15,24 м²,-1,22000000,4,Красный проспект,87.5,Заельцовская,2019
homeowner,Центральный,-1,10,13,40 м²,-1,22000000,4,Советская ,176.0,Красный Проспект,1998
real_estate_agent,Октябрьский,-1,11,20,20 м²,-1,22500000,4,,133.0,Речной вокзал,2016
real_estate_agent,Октябрьский,-1,3,8,10 м²,"56,9 м²",22500000,4,Большевистская ,88.5,Спортивная,2022
real_estate_agent,Центральный,-1,18,23,"18,5 м²","64,4 м²",22450000,4, Некрасова,120.0,Маршала Покрышкина,2020
real_estate_agent,Советский,"Без отделки, под ключ, предчистовая",23,24,-1,-1,22535900,4, Мусы Джалиля,91.79,Студенческая,2026
real_estate_agent,Советский,-1,12,12,17 м²,105 м²,22990000,4, Лесосечная,180.0,Октябрьская,2010
developer,Заельцовский,Предчистовая,22,25,"12,6 м²","46,8 м²",23232800,4,Дачная ,103.9,Заельцовская,2025
developer,Заельцовский,Предчистовая,22,25,"6,1 м²","48,3 м²",23203890,4,Дачная ,110.2,Заельцовская,2025
realtor,Заельцовский,-1,2,25,"15,5 м²",65 м²,23000000,4, Дмитрия Донского,113.3,Заельцовская,2017
real_estate_agent,Октябрьский,Предчистовая,6,23,-1,-1,23260000,4,Большевистская ,141.0,Спортивная,2028
real_estate_agent,Дзержинский,-1,9,9,20 м²,"62,1 м²",23517000,4,Планетная ,87.1,Березовая Роща,2017
homeowner,Октябрьский,-1,17,17,"12,5 м²",95 м²,23500000,4, Кирова,140.0,Речной вокзал,2017
unknown,Центральный,-1,24,24,40 м²,64 м²,23850000,4, Семьи Шамшиных,114.6,Площадь Ленина,2014
real_estate_agent,Дзержинский,Нет информации,3,24,-1,-1,24030000,4,,143.3,Березовая Роща,2028
developer,Заельцовский,Предчистовая,21,25,"6,1 м²","49,6 м²",24154020,4,Дачная ,114.8,Заельцовская,2025
