author_type,district,finish_type,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Ленинский,-1,4,10,3 м²,-1,3300000,1,Хилокская ,28.0,Площадь Маркса,2013
real_estate_agent,Кировский,-1,9,10,5 м²,-1,3300000,1, Петухова,31.1,Студенческая,2016
real_estate_agent,Октябрьский,-1,8,10,5 м²,-1,3300000,1, В. Высоцкого,32.7,Золотая Нива,2012
real_estate_agent,Ленинский,-1,8,17,"3,5 м²","16,8 м²",3300000,1, Забалуева,25.3,Площадь Маркса,2025
real_estate_agent,Ленинский,-1,10,18,"3,6 м²",14 м²,3300000,1, Забалуева,22.8,Площадь Маркса,2017
real_estate_agent,Калининский,-1,13,17,3 м²,"12,9 м²",3300000,1, Краузе,20.9,Заельцовская,2010
real_estate_agent,Кировский,-1,2,3,6 м²,23 м²,3300000,1,Рубежная ,36.5,Студенческая,2018
real_estate_agent,Кировский,-1,15,24,5 м²,"17,2 м²",3300000,1, Бородина,32.0,Площадь Маркса,2024
real_estate_agent,Ленинский,-1,2,17,4 м²,"12,3 м²",3300000,1, Забалуева,23.0,Студенческая,2023
realtor,Октябрьский,-1,8,10,-1,22 м²,3300000,1, В. Высоцкого,32.4,Золотая Нива,2010
real_estate_agent,Кировский,-1,8,24,7 м²,-1,3380000,1, Петухова,25.0,Спортивная,2024
real_estate_agent,Октябрьский,-1,5,10,7 м²,15 м²,3350000,1, Татьяны Снежиной,32.5,Золотая Нива,2012
real_estate_agent,Октябрьский,-1,8,10,5 м²,20 м²,3350000,1, В. Высоцкого,33.0,Золотая Нива,2011
real_estate_agent,Ленинский,-1,7,18,3 м²,18 м²,3399000,1, Забалуева,26.0,Площадь Маркса,2017
real_estate_agent,Октябрьский,-1,2,10,5 м²,"19,8 м²",3350000,1, В. Высоцкого,32.5,Золотая Нива,-1
real_estate_agent,Калининский,-1,1,5,3 м²,"9,2 м²",3350000,-1, Сухановская,17.2,Заельцовская,1989
real_estate_agent,Ленинский,-1,8,9,-1,16 м²,3350000,1,Спортивная ,21.0,Студенческая,Позвоните автору
real_estate_agent,Заельцовский,Чистовая,6,19,-1,-1,3360000,1, Дуси Ковальчук,27.2,Заельцовская,2027
homeowner,Ленинский,-1,17,18,"5,3 м²","12,6 м²",3350000,1, Связистов,25.7,Площадь Маркса,2024
real_estate_agent,Первомайский,-1,25,25,5 м²,-1,3400000,1, Ошанина,25.0,Речной вокзал,2020
real_estate_agent,Октябрьский,-1,5,10,5 м²,"19,8 м²",3400000,1, Татьяны Снежиной,32.5,Золотая Нива,2013
real_estate_agent,Калининский,-1,4,17,6 м²,"11,9 м²",3420000,1, Фадеева,23.8,Заельцовская,2016
real_estate_agent,Ленинский,-1,10,12,4 м²,16 м²,3400000,1, Романтиков,25.7,Площадь Маркса,2017
real_estate_agent,Калининский,-1,12,17,4 м²,"12,1 м²",3400000,1, Фадеева,21.1,Заельцовская,2015
real_estate_agent,Затулинский жилмассив,-1,18,27,-1,-1,3400000,1, Зорге,34.0,,2023
realtor,Ленинский,-1,2,6,5 м²,14 м²,3400000,1, Связистов,24.0,Площадь Маркса,2014
homeowner,Ленинский,-1,11,13,2 м²,18 м²,3400000,1, Юности,25.7,Площадь Маркса,2020
real_estate_agent,Октябрьский,-1,5,10,10 м²,-1,3480000,1, Виталия Потылицына,33.6,Золотая Нива,2014
real_estate_agent,Калининский,-1,17,17,-1,-1,3499000,1,Игарская ,25.1,Заельцовская,2023
realtor,Заельцовский,Без отделки,15,19,-1,-1,3450000,1, Дуси Ковальчук,24.54,Заельцовская,2026
real_estate_agent,Кировский,-1,10,10,3 м²,25 м²,3450000,1, Виктора Шевелева,39.0,Студенческая,2020
developer,Ленинский,"Предчистовая, чистовая",1,20,"1,8 м²","10,4 м²",3490000,1,Спортивная ,22.0,Речной вокзал,2027
real_estate_agent,Советский,-1,5,17,10 м²,-1,3500000,1,Приморская ,30.0,Студенческая,2022
real_estate_agent,Кировский,-1,15,17,3 м²,-1,3500000,1, Зорге,27.0,Площадь Маркса,2016
real_estate_agent,Калининский,-1,2,9,5 м²,-1,3500000,1, Мясниковой,29.4,Заельцовская,2015
real_estate_agent,Кировский,-1,4,24,"6,3 м²","15,8 м²",3500000,1, Бородина,29.8,Площадь Маркса,2022
real_estate_agent,Ленинский,-1,15,17,4 м²,-1,3500000,1, Забалуева,20.0,Студенческая,2023
real_estate_agent,Октябрьский,-1,5,10,10 м²,-1,3500000,1, Татьяны Снежиной,32.0,Золотая Нива,-1
real_estate_agent,Октябрьский,-1,7,10,6 м²,-1,3500000,1, Плющихинская,32.6,Золотая Нива,2025
real_estate_agent,Кировский,-1,3,17,4 м²,"13,8 м²",3540000,1, Сибиряков-Гвардейцев,28.6,Площадь Маркса,2023
real_estate_agent,Центральный,-1,1,4,"15,9 м²",-1,3500000,-1,Трудовая ,86.0,Площадь Ленина,-1
real_estate_agent,Кировский,-1,7,24,4 м²,"21,7 м²",3500000,1, Петухова,30.7,Спортивная,2024
real_estate_agent,Советский,-1,4,17,4 м²,21 м²,3500000,1,Приморская ,30.0,Студенческая,2017
real_estate_agent,Ленинский,-1,14,17,5 м²,"15,7 м²",3500000,1, Связистов,25.7,Площадь Маркса,2021
real_estate_agent,Кировский,-1,8,24,5 м²,14 м²,3500000,1, Петухова,25.0,Площадь Маркса,2023
real_estate_agent,Калининский,-1,1,16,5 м²,12 м²,3500000,1, Фадеева,23.0,Заельцовская,2016
realtor,Октябрьский,-1,5,10,5 м²,25 м²,3500000,1, Плющихинская,39.0,Золотая Нива,2024
real_estate_agent,Ленинский,-1,17,18,6 м²,16 м²,3500000,1,Ударная ,27.0,Площадь Маркса,2015
real_estate_agent,Калининский,-1,3,3,4 м²,"15,7 м²",3500000,1, Богдана Хмельницкого,24.7,Заельцовская,1988
real_estate_agent,Октябрьский,-1,3,5,3 м²,"10,6 м²",3500000,-1,Ленинградская ,18.6,Речной вокзал,2021
real_estate_agent,Калининский,-1,8,17,"3,6 м²","13,1 м²",3500000,1, Фадеева,23.5,Заельцовская,2014
real_estate_agent,Октябрьский,-1,16,17,3 м²,21 м²,3500000,1,Выборная ,25.0,Речной вокзал,2009
unknown,Октябрьский,-1,6,10,-1,-1,3520000,1, Виталия Потылицына,34.0,,-1
realtor,Советский,-1,15,25,"5,1 м²",18 м²,3500000,1,Приморская ,30.0,Студенческая,2015
homeowner,Октябрьский,-1,10,10,5 м²,18 м²,3500000,1, Плющихинская,33.0,Золотая Нива,2024
homeowner,Кировский,-1,3,3,-1,30 м²,3500000,1,Вознесенская ,38.0,Площадь Маркса,-1
homeowner,Октябрьский,-1,3,10,-1,-1,3500000,1, В. Высоцкого,39.02,Золотая Нива,2024
homeowner,Ленинский,-1,6,7,-1,-1,3500000,1,Дивногорская ,24.2,Площадь Маркса,2014
homeowner,Кировский,-1,10,23,"5,1 м²","15,3 м²",3500000,1, Петухова,30.6,Площадь Маркса,2020
real_estate_agent,Калининский,-1,8,16,4 м²,12 м²,3590000,1,Тайгинская ,26.6,Заельцовская,2023
real_estate_agent,Ленинский,-1,9,20,"4,7 м²",-1,3550000,1,Ударная ,21.2,Площадь Маркса,-1
real_estate_agent,Кировский,-1,9,17,4 м²,13 м²,3580000,1, Сибиряков-Гвардейцев,29.2,Площадь Маркса,2024
real_estate_agent,Кировский,-1,11,17,"5,1 м²","16,1 м²",3599000,1,Бронная ,30.0,Площадь Маркса,2023
real_estate_agent,Октябрьский,-1,17,17,-1,12 м²,3550000,1,Выборная ,28.0,Речной вокзал,2009
real_estate_agent,Октябрьский,-1,6,10,9 м²,19 м²,3550000,1, В. Высоцкого,33.0,Золотая Нива,2012
real_estate_agent,Ленинский,"Предчистовая, чистовая",2,12,-1,-1,3577800,1, Юности,26.7,Площадь Маркса,2024
developer,Ленинский,"Без отделки, под ключ, предчистовая, черновая, чистовая",11,17,-1,-1,3579680,1, Забалуева,26.74,Площадь Маркса,2025
homeowner,Октябрьский,-1,10,10,4 м²,28 м²,3590000,1, В. Высоцкого,32.4,Золотая Нива,2009
real_estate_agent,Ленинский,-1,5,6,3 м²,"16,2 м²",3600000,1, Романтиков,24.2,Площадь Гарина-Михайловского,2016
real_estate_agent,Калининский,-1,4,10,3 м²,12 м²,3600000,1, Фадеева,21.2,Заельцовская,2015
real_estate_agent,Калининский,-1,8,19,"10,5 м²","7,6 м²",3600000,1, Фадеева,23.1,Заельцовская,2015
real_estate_agent,Кировский,-1,5,17,3 м²,"15,8 м²",3600000,1, Виктора Уса,23.8,Площадь Маркса,2016
real_estate_agent,Октябрьский,-1,7,10,3 м²,"20,4 м²",3600000,1, Плющихинская,33.6,Золотая Нива,2024
real_estate_agent,Калининский,-1,7,17,4 м²,"17,6 м²",3600000,1,Тайгинская ,26.6,Заельцовская,2023
developer,Заельцовский,С отделкой,5,23,-1,-1,3627910,-1,Светлановская ,25.37,Заельцовская,2026
homeowner,Кировский,-1,16,24,-1,"24,5 м²",3600000,1, Петухова,26.6,Площадь Маркса,2022
realtor,Ленинский,-1,4,17,-1,-1,3620000,1,Рельефная ,25.0,,-1
homeowner,Ленинский,-1,9,18,3 м²,17 м²,3600000,1,Ударная ,25.0,Площадь Маркса,2015
homeowner,Ленинский,-1,12,12,-1,17 м²,3600000,1, Юности,27.0,Площадь Гарина-Михайловского,2019
real_estate_agent,Ленинский,-1,16,17,6 м²,-1,3650000,1, Связистов,27.1,Площадь Маркса,2025
real_estate_agent,Кировский,-1,4,17,12 м²,8 м²,3650000,1,Бронная ,25.0,Площадь Маркса,2024
real_estate_agent,Калининский,-1,8,19,5 м²,"13,1 м²",3650000,1, Фадеева,23.1,Заельцовская,2015
real_estate_agent,Кировский,-1,8,25,6 м²,-1,3690000,1, Петухова,30.7,Площадь Маркса,2023
real_estate_agent,Октябрьский,-1,10,10,5 м²,20 м²,3699999,1, Плющихинская,39.0,Золотая Нива,2024
real_estate_agent,Кировский,-1,21,25,5 м²,17 м²,3650000,1, Петухова,30.4,Площадь Маркса,2023
developer,Заельцовский,С отделкой,6,23,-1,-1,3689400,-1,Светлановская ,25.8,Заельцовская,2026
real_estate_agent,,Предчистовая,3,25,-1,-1,3650000,1, Зорге,27.54,Площадь Маркса,2027
developer,,Предчистовая,4,26,-1,-1,3650000,1, Зорге,27.54,Площадь Маркса,2027
real_estate_agent,,Предчистовая,1,25,-1,-1,3650000,1, Зорге,28.0,Площадь Маркса,2027
real_estate_agent,Октябрьский,-1,2,17,4 м²,-1,3700000,1,Рябиновая ,25.4,Речной вокзал,2009
real_estate_agent,Первомайский,-1,13,17,5 м²,-1,3700000,1,Первомайская ,20.7,Речной вокзал,2014
real_estate_agent,Ленинский,-1,1,12,-1,15 м²,3700000,1, Юности,23.8,Площадь Маркса,-1
real_estate_agent,Калининский,-1,4,7,"4,7 м²","11,8 м²",3700000,1,Тайгинская ,26.3,Заельцовская,2023
real_estate_agent,Калининский,-1,6,19,5 м²,"11,3 м²",3700000,1, Фадеева,21.3,Заельцовская,2015
real_estate_agent,Кировский,-1,2,3,6 м²,18 м²,3700000,1, Николая Грицюка,31.0,Площадь Маркса,2014
real_estate_agent,Заельцовский,-1,8,13,5 м²,"20,4 м²",3700000,1,Кубовая ,30.4,Заельцовская,2021
real_estate_agent,Кировский,-1,8,10,3 м²,21 м²,3740000,1, Николая Сотникова,38.4,Студенческая,2019
real_estate_agent,Центральный,-1,1,2,4 м²,20 м²,3700000,-1,Трудовая ,58.0,Площадь Ленина,-1
real_estate_agent,Калининский,-1,13,17,"4,3 м²","14,2 м²",3700000,1,Тайгинская ,23.5,Заельцовская,2023
real_estate_agent,Ленинский,"Предчистовая, чистовая",12,12,-1,-1,3740100,1, Юности,28.77,Площадь Маркса,2024
realtor,Заельцовский,-1,1,14,3 м²,14 м²,3700000,1,Кубовая ,25.0,Заельцовская,2021
homeowner,Заельцовский,-1,9,14,-1,"26,6 м²",3700000,1,Кубовая ,26.6,Заельцовская,2021
homeowner,Калининский,-1,6,17,4 м²,-1,3700000,1, Фадеева,21.3,Заельцовская,2015
real_estate_agent,Дзержинский,-1,8,15,3 м²,-1,3750000,1, Коминтерна,23.9,Золотая Нива,2025
real_estate_agent,Октябрьский,-1,5,7,5 м²,-1,3750000,1, Ключ-Камышенское плато,26.0,Спортивная,2013
real_estate_agent,Заельцовский,-1,10,10,3 м²,"18,1 м²",3750000,1,,29.6,Заельцовская,2014
real_estate_agent,Октябрьский,-1,7,10,5 м²,"20,4 м²",3750000,1, Плющихинская,33.6,Золотая Нива,2023
real_estate_agent,Центральный,-1,5,5,3 м²,17 м²,3750000,1,Красный проспект,25.0,Красный Проспект,1932
homeowner,Ленинский,-1,6,12,-1,"25,7 м²",3750000,1, Романтиков,29.0,Площадь Маркса,2017
realtor,Ленинский,-1,8,18,-1,-1,3770000,1,Спортивная ,18.0,,-1
real_estate_agent,Заельцовский,-1,5,17,6 м²,-1,3800000,1, Лобачевского,24.3,Заельцовская,2024
real_estate_agent,Кировский,-1,13,17,"2,9 м²",-1,3800000,1, Сибиряков-Гвардейцев,29.2,Площадь Маркса,2024
real_estate_agent,Затулинский жилмассив,-1,21,27,5 м²,20 м²,3800000,1, Зорге,33.0,,2023
real_estate_agent,Кировский,-1,7,25,"3,4 м²","16,5 м²",3800000,1,Беловежская ,27.0,Площадь Маркса,2021
real_estate_agent,Первомайский,-1,13,18,4 м²,"14,8 м²",3800000,1, Героев Революции,24.0,Речной вокзал,2016
real_estate_agent,Калининский,-1,5,10,4 м²,"18,5 м²",3800000,1, Мясниковой,27.5,Заельцовская,2015
real_estate_agent,Первомайский,-1,13,16,"4,2 м²","8,2 м²",3800000,1, Заречная,19.3,Речной вокзал,2018
real_estate_agent,Калининский,-1,5,10,3 м²,15 м²,3800000,1, Тюленина,23.0,Заельцовская,2013
real_estate_agent,Октябрьский,-1,5,11,"5,1 м²","13,2 м²",3800000,-1,Автогенная ,26.1,Речной вокзал,-1
real_estate_agent,Советский,-1,12,29,5 м²,"17,8 м²",3800000,1,Приморская ,28.5,Студенческая,2020
real_estate_agent,Кировский,-1,8,10,7 м²,32 м²,3800000,1, Виктора Шевелева,50.0,Студенческая,-1
real_estate_agent,Ленинский,"Предчистовая, чистовая",12,12,-1,-1,3845400,1, Юности,29.58,Площадь Маркса,2024
realtor,Калининский,-1,4,18,-1,-1,3800000,1, Фадеева,29.8,Заельцовская,2017
homeowner,Первомайский,-1,2,16,-1,-1,3800000,1, Заречная,22.0,Спортивная,-1
real_estate_agent,Калининский,-1,5,10,6 м²,"20,6 м²",3850000,1, Тюленина,35.0,Заельцовская,2010
real_estate_agent,Первомайский,-1,16,16,"4,2 м²",-1,3850000,1, Заречная,18.9,Спортивная,2018
real_estate_agent,Первомайский,-1,1,17,6 м²,"13,7 м²",3890000,1, Заречная,24.7,Спортивная,2021
real_estate_agent,Дзержинский,-1,3,4,6 м²,6 м²,3890000,1, Заслонова,28.0,Золотая Нива,2017
real_estate_agent,Калининский,-1,5,10,-1,"15,1 м²",3850000,1, Тюленина,21.1,Заельцовская,2009
real_estate_agent,Заельцовский,-1,10,10,6 м²,"18,1 м²",3850000,1,,29.6,Заельцовская,2014
homeowner,Первомайский,-1,16,16,"4,2 м²","8,3 м²",3850000,1, Заречная,18.9,Спортивная,2018
homeowner,Калининский,-1,17,17,-1,"20,6 м²",3890000,1, Фадеева,27.4,Заельцовская,2015
real_estate_agent,Октябрьский,-1,10,10,10 м²,-1,3900000,1, Плющихинская,33.0,Золотая Нива,2019
real_estate_agent,Калининский,-1,4,17,10 м²,-1,3900000,1, Фадеева,31.0,Заельцовская,2015
real_estate_agent,Первомайский,-1,14,17,7 м²,-1,3900000,1,Первомайская ,24.2,Речной вокзал,2012
real_estate_agent,Заельцовский,-1,9,10,-1,-1,3900000,1,Кубовая ,24.0,Заельцовская,-1
real_estate_agent,Калининский,-1,9,17,5 м²,"12,1 м²",3900000,1, Фадеева,22.1,Заельцовская,2017
real_estate_agent,Калининский,-1,1,17,"4,7 м²","14,8 м²",3900000,1,Тайгинская ,24.5,Заельцовская,2023
real_estate_agent,Кировский,-1,5,19,5 м²,"17,5 м²",3900000,1, Герцена,27.5,Студенческая,2019
real_estate_agent,Калининский,-1,15,17,5 м²,"18,1 м²",3900000,1, Фадеева,28.1,Заельцовская,2014
homeowner,Ленинский,-1,9,18,-1,-1,3900000,1,Ударная ,25.0,Площадь Маркса,2015
unknown,Калининский,-1,13,18,6 м²,15 м²,3900000,1, Фадеева,30.4,Заельцовская,2016
homeowner,Заельцовский,-1,8,10,-1,17 м²,3900000,1,Кубовая ,24.0,Заельцовская,2015
homeowner,Первомайский,-1,15,16,4 м²,18 м²,3900000,1,Первомайская ,28.0,Речной вокзал,-1
developer,Калининский,Предчистовая,18,21,"5,1 м²","8,7 м²",3932080,1,,24.8,Заельцовская,2027
homeowner,Калининский,-1,7,17,-1,"26,6 м²",3900000,1,Тайгинская ,29.1,Заельцовская,2023
real_estate_agent,Дзержинский,-1,4,4,6 м²,-1,3990000,1, Заслонова,30.0,Золотая Нива,2019
real_estate_agent,Октябрьский,-1,4,11,"3,1 м²","12,3 м²",3950000,-1,Автогенная ,26.32,Речной вокзал,2024
real_estate_agent,Кировский,-1,6,10,5 м²,25 м²,3999000,1, Александра Чистякова,38.0,Студенческая,2023
real_estate_agent,Ленинский,-1,1,15,4 м²,16 м²,3950000,1,1-я Шоссейная ,25.0,Площадь Гарина-Михайловского,2022
real_estate_agent,Калининский,-1,1,20,6 м²,"18,2 м²",3950000,1, Олеко Дундича,29.2,Березовая Роща,2017
real_estate_agent,Кировский,-1,8,24,"4,5 м²",18 м²,3950000,1, Бородина,28.8,Площадь Маркса,2024
real_estate_agent,Дзержинский,-1,5,16,6 м²,10 м²,3990000,1, Авиастроителей,23.0,Березовая Роща,2012
real_estate_agent,Калининский,Без отделки,6,15,"4,8 м²","15,9 м²",3950000,1, Объединения,27.6,Заельцовская,2025
real_estate_agent,Заельцовский,-1,1,15,-1,20 м²,3990000,1, Лобачевского,30.0,Заельцовская,2018
real_estate_agent,Кировский,-1,5,10,10 м²,"23,2 м²",3990000,1, Александра Чистякова,38.2,Студенческая,2015
real_estate_agent,Заельцовский,Предчистовая,5,12,-1,-1,3960000,1,Лебедевский кв-л,20.7,Заельцовская,2028
developer,Октябрьский,Предчистовая,1,7,-1,-1,3986700,1,,23.7,Речной вокзал,2026
real_estate_agent,Дзержинский,"Под ключ, предчистовая, чистовая",2,14,-1,-1,3990000,1,,19.6,Золотая Нива,2027
developer,Дзержинский,"Под ключ, предчистовая, чистовая",2,14,"2,8 м²","8,2 м²",3990000,1,,20.4,Золотая Нива,2027
real_estate_agent,Ленинский,-1,9,18,3 м²,17 м²,4000000,1,Ударная ,25.0,Площадь Маркса,2014
real_estate_agent,Ленинский,-1,16,18,"10,9 м²","16,4 м²",4000000,1,Спортивная ,32.4,Площадь Маркса,-1
real_estate_agent,Кировский,-1,19,25,3 м²,-1,4000000,1, Сержанта Коротаева,30.0,Площадь Маркса,2018
real_estate_agent,Центральный,-1,1,4,3 м²,-1,4000000,1,Трудовая ,20.0,Площадь Ленина,1932
real_estate_agent,Советский,-1,1,3,10 м²,-1,4000000,1,Благовещенская ,30.0,,2014
real_estate_agent,Кировский,-1,7,17,5 м²,15 м²,4000000,1, Герцена,25.0,Площадь Маркса,2018
real_estate_agent,Октябрьский,-1,7,10,14 м²,13 м²,4000000,1, Татьяны Снежиной,32.0,Золотая Нива,2010
real_estate_agent,Калининский,Без отделки,7,15,"14,8 м²","7,8 м²",4000000,1, Объединения,27.6,Заельцовская,2025
real_estate_agent,Калининский,-1,17,17,4 м²,15 м²,4000000,1, Фадеева,31.0,Заельцовская,2014
real_estate_agent,Кировский,-1,13,17,3 м²,"14,2 м²",4000000,1, Сибиряков-Гвардейцев,29.2,Площадь Маркса,2025
real_estate_agent,Калининский,-1,3,19,5 м²,13 м²,4000000,1,Красный проспект,27.0,Заельцовская,2019
realtor,Калининский,-1,4,5,6 м²,20 м²,4000000,1, Олеко Дундича,29.0,Березовая Роща,1971
realtor,Ленинский,-1,7,16,5 м²,14 м²,4000000,1,Волховская ,22.9,Площадь Маркса,2023
real_estate_agent,Ленинский,-1,5,21,5 м²,"22,9 м²",4050000,1,Междуреченская ,33.0,Площадь Маркса,2016
real_estate_agent,Ленинский,-1,15,17,6 м²,"13,2 м²",4070000,1, Забалуева,24.2,Площадь Маркса,2022
real_estate_agent,Кировский,-1,23,24,10 м²,16 м²,4090000,1, Петухова,31.0,Спортивная,2024
realtor,Ленинский,-1,5,17,-1,-1,4050000,1, Ясный Берег,24.0,,-1
real_estate_agent,Дзержинский,-1,15,16,3 м²,15 м²,4050000,1, Авиастроителей,24.1,Березовая Роща,2013
realtor,Калининский,-1,5,13,-1,-1,4050000,1, Имени генерал-майора А.Н. Рожкина,25.0,,2024
real_estate_agent,Дзержинский,-1,18,20,5 м²,-1,4100000,1,проспект Дзержинского,25.0,Березовая Роща,2020
real_estate_agent,Заельцовский,-1,10,13,4 м²,"12,9 м²",4100000,1,Кубовая ,24.4,Заельцовская,2021
real_estate_agent,Кировский,-1,6,10,5 м²,28 м²,4100000,1, Виктора Шевелева,39.0,Студенческая,2019
real_estate_agent,Кировский,-1,22,24,5 м²,"16,7 м²",4120000,1, Бородина,33.0,Площадь Маркса,2025
real_estate_agent,Калининский,-1,3,12,6 м²,"14,6 м²",4100000,1, Имени генерал-майора А.Н. Рожкина,27.7,Заельцовская,2025
real_estate_agent,Заельцовский,Чистовая,17,23,-1,-1,4100000,-1,Светлановская ,25.37,Заельцовская,2026
developer,Первомайский,"Без отделки, предчистовая, чистовая",4,14,5 м²,"9,1 м²",4144300,1,,21.85,Речной вокзал,2026
real_estate_agent,Дзержинский,"Под ключ, предчистовая, чистовая",1,14,-1,-1,4100000,1,,23.7,Золотая Нива,2027
realtor,Октябрьский,-1,4,13,"3,1 м²","12,1 м²",4100000,-1,Автогенная ,26.12,Речной вокзал,-1
homeowner,Октябрьский,-1,4,11,"5,5 м²","12,8 м²",4100000,1,2-я Обская ,27.6,Спортивная,2011
developer,Октябрьский,Предчистовая,1,10,-1,-1,4133000,1,,23.4,Речной вокзал,2026
real_estate_agent,Кировский,-1,5,17,5 м²,"16,2 м²",4150000,1, Сибиряков-Гвардейцев,29.8,Площадь Маркса,2015
real_estate_agent,Октябрьский,-1,9,17,5 м²,-1,4150000,1,Закаменский мкр,21.0,Березовая Роща,2023
real_estate_agent,Октябрьский,-1,5,10,"3,5 м²",20 м²,4150000,1, Виталия Потылицына,39.0,Золотая Нива,2014
real_estate_agent,Октябрьский,-1,8,18,3 м²,13 м²,4150000,1,Закаменский мкр,21.0,Березовая Роща,2023
real_estate_agent,Ленинский,-1,8,17,6 м²,14 м²,4150000,1, Связистов,25.0,Площадь Маркса,2024
real_estate_agent,Дзержинский,-1,5,15,5 м²,"11,3 м²",4150000,1, Коминтерна,26.0,Золотая Нива,2025
real_estate_agent,Октябрьский,-1,15,25,4 м²,20 м²,4150000,1,Пролетарская ,26.7,Золотая Нива,2025
real_estate_agent,Заельцовский,Чистовая,16,23,-1,-1,4150000,-1,Светлановская ,26.21,Заельцовская,2026
developer,,Предчистовая,2,26,-1,-1,4150000,1, Зорге,33.27,Площадь Маркса,2027
realtor,Кировский,-1,9,19,5 м²,18 м²,4199000,1, Сибиряков-Гвардейцев,40.0,Площадь Маркса,2022
developer,,Предчистовая,1,26,-1,-1,4150000,1, Зорге,33.67,Площадь Маркса,2027
homeowner,Советский,-1,3,10,-1,-1,4150000,1, Балтийская,25.0,,-1
real_estate_agent,Калининский,-1,8,17,5 м²,"16,9 м²",4200000,1, Фадеева,30.4,Заельцовская,2016
real_estate_agent,Октябрьский,-1,1,10,4 м²,-1,4200000,1, Татьяны Снежиной,32.5,Золотая Нива,2010
real_estate_agent,Октябрьский,-1,1,17,4 м²,-1,4200000,1,Закаменский мкр,21.0,Березовая Роща,2023
real_estate_agent,Кировский,-1,18,25,6 м²,19 м²,4200000,1, Петухова,30.6,Площадь Маркса,2023
real_estate_agent,Калининский,-1,12,17,3 м²,17 м²,4200000,1, Фадеева,28.1,Заельцовская,2018
real_estate_agent,Калининский,-1,8,16,8 м²,15 м²,4200000,1,Красный проспект,28.0,Заельцовская,2018
real_estate_agent,Октябрьский,-1,1,10,3 м²,17 м²,4200000,1,2-я Обская ,25.0,Спортивная,2011
real_estate_agent,Октябрьский,-1,1,10,6 м²,15 м²,4200000,1, Виталия Потылицына,32.3,Золотая Нива,2014
real_estate_agent,Ленинский,-1,6,13,2 м²,15 м²,4200000,1, Ясный Берег,22.0,Октябрьская,-1
real_estate_agent,Кировский,-1,13,18,3 м²,"15,9 м²",4200000,1, Костычева,23.9,Площадь Маркса,2016
real_estate_agent,Калининский,-1,6,12,5 м²,-1,4200000,1, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,2024
real_estate_agent,Кировский,-1,10,17,5 м²,15 м²,4200000,1, Сибиряков-Гвардейцев,26.3,Площадь Маркса,2023
real_estate_agent,Кировский,-1,18,26,"5,2 м²","16,2 м²",4200000,1, Сержанта Коротаева,29.9,Площадь Маркса,2019
real_estate_agent,Калининский,"Без отделки, предчистовая",1,17,-1,-1,4200000,1,На Игарской кв-л,29.2,Заельцовская,2027
developer,Ленинский,"Предчистовая, чистовая",1,20,5 м²,"13,7 м²",4220000,1,Спортивная ,29.6,Площадь Маркса,2027
developer,Ленинский,Предчистовая,5,31,"2,1 м²",14 м²,4239900,1,,24.56,Площадь Маркса,2027
real_estate_agent,Калининский,С отделкой,12,21,-1,-1,4219500,1,Юбилейный мкр,24.8,Заельцовская,2027
real_estate_agent,Кировский,Предчистовая,1,17,-1,-1,4200000,1, Петухова,39.0,Площадь Маркса,2024
realtor,Калининский,-1,7,8,-1,-1,4200000,1, Фадеева,31.0,,-1
real_estate_agent,Калининский,"Предчистовая, чистовая",5,14,-1,-1,4215000,1, Богдана Хмельницкого,26.8,Заельцовская,2028
homeowner,Кировский,-1,17,27,"5,3 м²","16,2 м²",4200000,1, Оловозаводская,30.1,Студенческая,2015
homeowner,Кировский,-1,9,25,-1,"27,7 м²",4200000,1,Беловежская ,29.0,Площадь Маркса,2021
homeowner,Октябрьский,-1,2,10,5 м²,"20,3 м²",4200000,1, Татьяны Снежиной,32.4,Золотая Нива,2018
real_estate_agent,Калининский,-1,8,17,"4,4 м²","16,8 м²",4250000,1, Фадеева,27.83,Заельцовская,2016
real_estate_agent,Советский,-1,5,25,4 м²,"18,2 м²",4250000,1,Приморская ,27.2,Студенческая,2025
real_estate_agent,Калининский,-1,6,17,"9,4 м²",11 м²,4255000,1,Игарская ,32.0,Заельцовская,2023
real_estate_agent,Октябрьский,-1,3,9,5 м²,20 м²,4250000,1,Выборная ,26.6,Речной вокзал,2007
real_estate_agent,Дзержинский,-1,2,21,5 м²,16 м²,4250000,1,проспект Дзержинского,27.5,Березовая Роща,2020
homeowner,Калининский,-1,1,17,10 м²,"18,8 м²",4250000,1,Игарская ,41.0,Заельцовская,2023
real_estate_agent,Калининский,С отделкой,18,21,-1,-1,4274000,1,,24.8,Заельцовская,2027
real_estate_agent,Ленинский,-1,3,17,10 м²,-1,4300000,1,Рельефная ,24.8,Площадь Маркса,2025
real_estate_agent,Кировский,-1,1,18,4 м²,-1,4300000,1, Ватутина,25.0,Студенческая,2022
real_estate_agent,Дзержинский,-1,2,16,"5,5 м²","14,4 м²",4300000,1, Коминтерна,30.9,Золотая Нива,2025
real_estate_agent,Заельцовский,-1,17,19,3 м²,-1,4300000,1, Дуси Ковальчук,35.5,Заельцовская,2011
real_estate_agent,Октябрьский,-1,6,10,8 м²,26 м²,4300000,1, Плющихинская,39.0,Золотая Нива,2020
