accommodation_type,author,author_type,deal_type,district,floor,floors_count,house_number,location,price,residential_complex,rooms_count,street,total_meters,underground,url
flat,Родники,real_estate_agent,sale,Калининский,16,16,331/2,Новосибирск,5450000,Infinity,1,Красный проспект,38.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/291629595/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Дмитрий Архипов,realtor,sale,Ленинский,3,10,55,Новосибирск,5490000,,1,,34.6,Студенческая,https://novosibirsk.cian.ru/sale/flat/326599402/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Владис Центральное,real_estate_agent,sale,Заельцовский,6,11,92/1,Новосибирск,5550000,,1,Кубовая ,39.3,Заельцовская,https://novosibirsk.cian.ru/sale/flat/327093329/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,1,18,6/1,Новосибирск,5500000,Аврора,1,Красносельская ,34.5,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324388903/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,3,9,64,Новосибирск,5500000,,1,Переездная ,31.6,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324602505/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,3,10,3/1,Новосибирск,5500000,ВИВАТ! Знаменский,1, Стофато,37.2,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/307478914/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,14,19,23/5,Новосибирск,5500000,,1,Дачная ,28.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326647058/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Калининское,real_estate_agent,sale,Калининский,11,14,329/1,Новосибирск,5500000,Infinity,1,Красный проспект,40.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326512848/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Калининское,real_estate_agent,sale,Калининский,11,17,331/1,Новосибирск,5590000,,1,Красный проспект,36.7,Заельцовская,https://novosibirsk.cian.ru/sale/flat/323684274/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Сфера,real_estate_agent,sale,Дзержинский,3,17,56,Новосибирск,5500000,,1, Красина,42.3,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/315983851/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,АльянсРиэлт,real_estate_agent,sale,Калининский,6,9,1,Новосибирск,5500000,Цивилизация,1, Василия Клевцова,33.2,Заельцовская,https://novosibirsk.cian.ru/sale/flat/322878217/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Квартирный портал,real_estate_agent,sale,Октябрьский,2,25,14/1,Новосибирск,5500000,1-й на Рябиновой,1,Рябиновая ,38.8,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/326637453/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Люди,real_estate_agent,sale,Калининский,5,17,21/1,Новосибирск,5500000,Мкрн. Родники,1, Краузе,43.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/321048314/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,КВАРТЭН,real_estate_agent,sale,Кировский,16,18,11,Новосибирск,5500000,Золотая роща,1,Пригородная ,43.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325594119/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat,Владис Центральное,real_estate_agent,sale,Октябрьский,4,9,137,Новосибирск,5500000,,1,Выборная ,38.0,Октябрьская,https://novosibirsk.cian.ru/sale/flat/325774019/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
