iter	RMSE
1504	0.07154011999
1505	0.07153422021
1506	0.07151786498
1507	0.07151568936
1508	0.07148391632
1509	0.071477174
1510	0.07147525324
1511	0.0714379355
1512	0.07138980799
1513	0.07135083463
1514	0.07134137872
1515	0.07132249838
1516	0.07131788664
1517	0.07129251213
1518	0.07126536964
1519	0.07125260594
1520	0.07125141653
1521	0.07124677373
1522	0.07124097641
1523	0.07120855604
1524	0.07119952257
1525	0.07118676281
1526	0.07116357411
1527	0.07114809495
1528	0.07114527036
1529	0.07110406274
1530	0.07107193798
1531	0.07106195215
1532	0.07103401106
1533	0.07100434532
1534	0.07099375525
1535	0.07098504533
1536	0.07096749476
1537	0.07095407643
1538	0.07093392526
1539	0.07091115114
1540	0.07089720249
1541	0.07088468294
1542	0.07085604952
1543	0.07083481081
1544	0.07082283621
1545	0.07079732493
1546	0.07078940886
1547	0.07076736939
1548	0.07074310437
1549	0.07072432625
1550	0.07070626557
1551	0.07069961032
1552	0.07069514275
1553	0.07065552934
1554	0.07063350843
1555	0.07061344341
1556	0.07057656351
1557	0.07055646738
1558	0.0705473982
1559	0.07052230166
1560	0.07049079606
1561	0.07048645759
1562	0.07047357486
1563	0.07046717076
1564	0.0704591299
1565	0.07045055208
1566	0.07041849024
1567	0.07040940201
1568	0.07039956325
1569	0.07039154078
1570	0.07038581951
1571	0.07038370854
1572	0.07037193041
1573	0.07036061118
1574	0.07034587826
1575	0.07033420584
1576	0.07032357143
1577	0.07027303562
1578	0.07026532937
1579	0.07025217308
1580	0.07024231759
1581	0.07021983795
1582	0.07021341512
1583	0.07020501986
1584	0.07018132949
1585	0.07016748867
1586	0.0701495571
1587	0.0701445769
1588	0.07014032267
1589	0.07012681939
1590	0.07012512947
1591	0.07010151575
1592	0.07009606346
1593	0.07006978575
1594	0.07005394398
1595	0.07004746453
1596	0.07003418705
1597	0.07001785347
1598	0.0700060666
1599	0.06999853274
1600	0.0699867925
1601	0.06996949698
1602	0.06996069734
1603	0.0699373836
1604	0.06992168725
1605	0.06991256126
1606	0.06990645314
1607	0.06990034009
1608	0.06989237599
1609	0.06988775955
1610	0.06987093207
1611	0.06983818678
1612	0.06983685659
1613	0.06983467267
1614	0.06980939674
1615	0.06979145447
1616	0.0697745364
1617	0.06977032203
1618	0.0697484829
1619	0.06973268031
1620	0.06970059939
1621	0.06965616015
1622	0.06962382137
1623	0.06959448441
1624	0.06957337193
1625	0.06956501388
1626	0.06954286634
1627	0.06953131012
1628	0.06949029635
1629	0.06947104267
1630	0.06946322944
1631	0.06946053639
1632	0.06944099879
1633	0.06942363425
1634	0.06941588007
1635	0.06939437059
1636	0.0693415835
1637	0.06933329385
1638	0.06931933325
1639	0.06927956547
1640	0.06924959223
1641	0.06923975875
1642	0.06920656391
1643	0.0691939795
1644	0.06917539111
1645	0.06913919278
1646	0.06913074144
1647	0.06909039127
1648	0.06908019906
1649	0.06907265362
1650	0.06906678359
1651	0.0690526458
1652	0.06900844498
1653	0.06897592545
1654	0.06895127667
1655	0.06892424287
1656	0.06890826112
1657	0.06890111502
1658	0.0688811394
1659	0.06886531474
1660	0.06883763776
1661	0.06880449061
1662	0.06879616569
1663	0.06878851233
1664	0.06877526754
1665	0.06876557886
1666	0.06873385466
1667	0.06871654213
1668	0.06870131794
1669	0.0686983805
1670	0.06869680265
1671	0.06867990357
1672	0.06866428534
1673	0.06866373237
1674	0.06864169448
1675	0.06863821957
1676	0.06863350411
1677	0.06861141811
1678	0.0685992042
1679	0.06858598908
1680	0.06858128787
1681	0.06857953167
1682	0.0685516408
1683	0.06852504643
1684	0.06851636964
1685	0.06851274692
1686	0.06848614661
1687	0.06848215505
1688	0.06847081446
1689	0.06846778454
1690	0.06845095785
1691	0.06842632009
1692	0.06842208021
1693	0.0684094764
1694	0.06836093053
1695	0.06832725491
1696	0.06831833059
1697	0.06830732672
1698	0.06830091949
1699	0.06828507689
1700	0.0682718219
1701	0.06826123098
1702	0.06821858034
1703	0.06816966039
1704	0.06816157709
1705	0.06814042077
1706	0.06812100461
1707	0.068113778
1708	0.06810994168
1709	0.06809849435
1710	0.06806625649
1711	0.06805122064
1712	0.06803208615
1713	0.06799644619
1714	0.06798628146
1715	0.06795221714
1716	0.06792384647
1717	0.06791719989
1718	0.06790524128
1719	0.06789930861
1720	0.06789246815
1721	0.06786789094
1722	0.06782153187
1723	0.06780105698
1724	0.06778294956
1725	0.06778156922
1726	0.06774755484
1727	0.06772910585
1728	0.06772490097
1729	0.06771820603
1730	0.06769090732
1731	0.06768444405
1732	0.06766721817
1733	0.06764447617
1734	0.06761221664
1735	0.0676025656
1736	0.06759774522
1737	0.06756071293
1738	0.06755445736
1739	0.0675394544
1740	0.06752282896
1741	0.06750356103
1742	0.06749553031
1743	0.06749393685
1744	0.067454648
1745	0.06745066399
1746	0.06743928329
1747	0.06740059782
1748	0.06739801198
1749	0.06737088489
1750	0.06734548394
1751	0.06733923174
1752	0.06730622269
1753	0.06729651904
1754	0.06729074122
1755	0.06726350356
1756	0.06722599225
1757	0.06722021165
1758	0.06720882403
1759	0.06716032436
1760	0.06715674213
1761	0.06711713803
1762	0.06710949731
1763	0.06707752678
1764	0.0670670306
1765	0.06705083103
1766	0.06704768365
1767	0.06703323461
1768	0.06702240998
1769	0.0669918962
1770	0.06698649601
1771	0.06698258189
1772	0.06694645967
1773	0.06693868161
1774	0.06691312873
1775	0.06691205979
1776	0.06689153659
1777	0.06685973566
1778	0.06683967683
1779	0.06683245347
1780	0.06682390704
1781	0.06678999604
1782	0.06673940494
1783	0.06671841927
1784	0.06671107117
1785	0.06670375523
1786	0.06667583549
1787	0.06663678969
1788	0.06661646549
1789	0.06659342962
1790	0.06656646581
1791	0.06655520784
1792	0.06651804911
1793	0.06651203728
1794	0.06649123765
1795	0.06646673167
1796	0.06645880476
1797	0.06644973733
1798	0.06642535613
1799	0.06638402683
1800	0.0663779253
1801	0.06637328052
1802	0.06633016873
1803	0.06631782449
1804	0.06630703809
1805	0.06629682559
1806	0.06626117047
1807	0.06624426877
1808	0.06623326346
1809	0.0661945908
1810	0.06617183261
1811	0.06616328525
1812	0.06615759208
1813	0.0661201695
1814	0.06611446717
1815	0.06608944743
1816	0.06606992431
1817	0.06605665882
1818	0.06604842666
1819	0.06601425226
1820	0.06599706415
1821	0.06596432928
1822	0.06595733846
1823	0.0659287272
1824	0.06590609437
1825	0.06586999466
1826	0.065841875
1827	0.06579578677
1828	0.06577517778
1829	0.06574252347
1830	0.06571633514
1831	0.06570814186
1832	0.0656874583
1833	0.06567866339
1834	0.06566910882
1835	0.06563781069
1836	0.06559831255
1837	0.06557911885
1838	0.06555636915
1839	0.0655476724
1840	0.0655410935
1841	0.0655046696
1842	0.0654863605
1843	0.06547544499
1844	0.06546949727
1845	0.06546038705
1846	0.06544567146
1847	0.06543782158
1848	0.06541926936
1849	0.06538679091
1850	0.06536973392
1851	0.06536426591
1852	0.06534995164
1853	0.06532469787
1854	0.06528511425
1855	0.06526193595
1856	0.06525725958
1857	0.06523348202
1858	0.06521490959
1859	0.06519655248
1860	0.06519027879
1861	0.06518581772
1862	0.06517486322
1863	0.0651245891
1864	0.06512284685
1865	0.06510196487
1866	0.06509127099
1867	0.06507759718
1868	0.06506719498
1869	0.06505362416
1870	0.06504978893
1871	0.06501746571
1872	0.06499755862
1873	0.0649811014
1874	0.06497002618
1875	0.06496789224
1876	0.06495170543
1877	0.06492875784
1878	0.06489825087
1879	0.06488787566
1880	0.06486736028
1881	0.0648525814
1882	0.06483280375
1883	0.06483270166
1884	0.06481440874
1885	0.06479826369
1886	0.06478782783
1887	0.06476605749
1888	0.06474188448
1889	0.06472454923
1890	0.06470140347
1891	0.06469925911
1892	0.06469624196
1893	0.06468706993
1894	0.06467764956
1895	0.0646644985
1896	0.06466379191
1897	0.06463622379
1898	0.06461604857
1899	0.06460689848
1900	0.06459158714
1901	0.0645680221
1902	0.06456169684
1903	0.06453994192
1904	0.06452192705
1905	0.06450186804
1906	0.06449360075
1907	0.06448954388
1908	0.06448712638
1909	0.06447071058
1910	0.06446696886
1911	0.06444439853
1912	0.0644112763
1913	0.06438192114
1914	0.06436626038
1915	0.06436150703
1916	0.06435583831
1917	0.06434905858
1918	0.0643481921
1919	0.06431100373
1920	0.06430024735
1921	0.06427094486
1922	0.06426223934
1923	0.06425842887
1924	0.06422990648
1925	0.06419961789
1926	0.06418077962
1927	0.06414825444
1928	0.06412715044
1929	0.06411937505
1930	0.06411860695
1931	0.06410712248
1932	0.0640987694
1933	0.06405941715
1934	0.06403067536
1935	0.06402053224
1936	0.0640178199
1937	0.06401450294
1938	0.06399135126
1939	0.0639802882
1940	0.06397033811
1941	0.06394968381
1942	0.06394050108
1943	0.06393938969
1944	0.06392471034
1945	0.06389392464
1946	0.06387752379
1947	0.06386044201
1948	0.06383446274
1949	0.06379948653
1950	0.06379216138
1951	0.06379191176
1952	0.06378148995
1953	0.06377524195
1954	0.06375754268
1955	0.06371151432
1956	0.06368222703
1957	0.06366905219
1958	0.06365759603
1959	0.06364498899
1960	0.06361386133
1961	0.06358123836
1962	0.06355352712
1963	0.06354285565
1964	0.06351264327
1965	0.0634836895
1966	0.06346300106
1967	0.06345944279
1968	0.06344888166
1969	0.0634289968
1970	0.06342219974
1971	0.06339889649
1972	0.06339506597
1973	0.0633889411
1974	0.06338748735
1975	0.0633861449
1976	0.06337911146
1977	0.06337177712
1978	0.06332867112
1979	0.06332810297
1980	0.06332678014
1981	0.06331588251
1982	0.06328732865
1983	0.06324211193
1984	0.06321389007
1985	0.0632099318
1986	0.06319532557
1987	0.06318355797
1988	0.06317243369
1989	0.06315195896
1990	0.06314077881
1991	0.06312663536
1992	0.06310261861
1993	0.0630848243
1994	0.06308237074
1995	0.06308132074
1996	0.06303681588
1997	0.06302793581
1998	0.06302550686
1999	0.06301856675
2000	0.06300197489
2001	0.06299871648
2002	0.06299825034
2003	0.06298354612
2004	0.06298243792
2005	0.0629787994
2006	0.06297749811
2007	0.06297161964
2008	0.06294669759
2009	0.06293837294
2010	0.06291935061
2011	0.06290442772
2012	0.06289782849
2013	0.0628884328
2014	0.06287053429
2015	0.06284823295
2016	0.06283190302
2017	0.06278495909
2018	0.0627728731
2019	0.06277082012
2020	0.06275638202
2021	0.06275303573
2022	0.0627177326
2023	0.06271182499
2024	0.06267476365
2025	0.06267085601
2026	0.0626598532
2027	0.062646752
2028	0.06263496806
2029	0.0626264282
2030	0.06261417335
2031	0.06259754326
2032	0.06258991073
2033	0.0625889381
2034	0.06257668926
2035	0.06257557497
2036	0.06256951369
2037	0.0625540847
2038	0.06253702511
2039	0.06249857842
2040	0.06249405308
2041	0.06245008141
2042	0.06243439826
2043	0.06242342097
2044	0.06239129023
2045	0.06237392467
2046	0.06235025754
2047	0.06232279102
2048	0.06232244117
2049	0.06232044655
2050	0.06231934065
2051	0.06231717905
2052	0.06229081307
2053	0.06228806263
2054	0.0622745443
2055	0.06226739681
2056	0.06226251938
2057	0.06223386443
2058	0.06222624236
2059	0.06221307697
2060	0.06219285835
2061	0.0621921254
2062	0.06216521075
2063	0.06214747245
2064	0.06212774374
2065	0.06210190013
2066	0.06208576798
2067	0.06207493631
2068	0.06206565019
2069	0.06205223326
2070	0.06203387241
2071	0.06202000889
2072	0.06201901807
2073	0.06201857321
2074	0.06201264907
2075	0.0619931131
2076	0.06198465513
2077	0.06195914772
2078	0.06193432661
2079	0.0619050638
2080	0.06189863212
2081	0.06188415761
2082	0.06186134451
2083	0.06186113745
2084	0.06185610549
2085	0.06185582502
2086	0.06182677688
2087	0.06182182749
2088	0.06181236725
2089	0.06178467716
2090	0.0617684992
2091	0.06174305172
2092	0.06171283687
2093	0.06169372821
2094	0.0616767384
2095	0.06165823604
2096	0.06165774866
2097	0.06164542878
2098	0.06161861023
2099	0.06159569968
2100	0.06156108888
2101	0.06156028995
2102	0.06154930645
2103	0.06153826343
2104	0.06151712835
2105	0.06150442085
2106	0.06150327227
2107	0.06149618118
2108	0.06146930817
2109	0.0614675722
2110	0.06146567459
2111	0.06143705686
2112	0.06140910407
2113	0.06138279225
2114	0.06138177457
2115	0.06136281916
2116	0.06135001764
2117	0.06134560248
2118	0.06134473491
2119	0.06134436052
2120	0.06132993194
2121	0.06132777525
2122	0.06131246977
2123	0.06130483503
2124	0.06129917553
2125	0.06126383135
2126	0.06122963343
2127	0.06122601261
2128	0.06122542726
2129	0.06120839755
2130	0.06119878277
2131	0.06119032691
2132	0.06118945312
2133	0.06117450553
2134	0.06117378494
2135	0.06115993656
2136	0.06112118292
2137	0.06110572951
2138	0.06107829878
2139	0.06106941298
2140	0.0610613607
2141	0.06105558181
2142	0.06103237546
2143	0.06101667773
2144	0.0610057346
2145	0.06097482904
2146	0.06096537643
2147	0.06096139604
2148	0.06092990706
2149	0.06091352208
2150	0.06089984512
2151	0.06089438472
2152	0.0608744787
2153	0.0608679755
2154	0.06086712737
2155	0.06085230911
2156	0.06083211806
2157	0.06082282962
2158	0.06082161928
2159	0.06081250467
2160	0.06079625362
2161	0.06077686885
2162	0.06075345754
2163	0.06074099171
2164	0.06071305272
2165	0.06069415568
2166	0.06065727824
2167	0.06065378155
2168	0.06063888893
2169	0.06061480408
2170	0.06061396165
2171	0.06059359839
2172	0.06057834071
2173	0.06057791436
2174	0.06057759924
2175	0.06055472751
2176	0.06053767563
2177	0.06052139359
2178	0.06051170366
2179	0.06050957044
2180	0.06050930415
2181	0.06049110852
2182	0.0604870858
2183	0.06047479977
2184	0.06046348028
2185	0.06044537351
2186	0.06044238617
2187	0.06044147447
2188	0.06043058572
2189	0.06042938877
2190	0.06041269498
2191	0.06040456655
2192	0.06039259804
2193	0.06038199342
2194	0.06038154082
2195	0.06033432966
2196	0.06031773557
2197	0.0603031367
2198	0.06029421642
2199	0.06028401011
2200	0.0602642835
2201	0.06025509853
2202	0.06025279991
2203	0.06024894602
2204	0.06024790387
2205	0.06021427387
2206	0.06019775541
2207	0.06016880016
2208	0.0601513638
2209	0.06013849979
2210	0.06013716104
2211	0.06011704966
2212	0.06011414714
2213	0.06010479252
2214	0.06009447178
2215	0.06008348333
2216	0.06007844826
2217	0.06007425171
2218	0.06006218296
2219	0.06005371427
2220	0.06004568117
2221	0.0600262836
2222	0.06000055792
2223	0.05999111163
2224	0.05997885536
2225	0.05993567073
2226	0.05990044209
2227	0.05989618015
2228	0.05987906533
2229	0.0598692027
2230	0.05986850296
2231	0.05985826953
2232	0.05984105494
2233	0.05983811612
2234	0.0598151989
2235	0.05980564776
2236	0.05979378478
2237	0.05979324277
2238	0.05977945692
2239	0.0597754528
2240	0.05975722041
2241	0.05975630855
2242	0.05973010677
2243	0.05972350845
2244	0.05972209756
2245	0.05971912931
2246	0.05971807036
2247	0.05970935058
2248	0.05968261258
2249	0.05965682117
2250	0.05965058597
2251	0.0596497988
2252	0.05963672287
2253	0.0596290404
2254	0.0596056216
2255	0.05959763898
2256	0.0595943962
2257	0.05957585325
2258	0.05955659871
2259	0.05954847074
2260	0.05954731997
2261	0.05954350579
2262	0.05953268011
2263	0.05952302682
2264	0.05952238624
2265	0.0595171544
2266	0.05948687941
2267	0.05947796845
2268	0.05946357421
2269	0.05946128565
2270	0.05945846677
2271	0.05945702053
2272	0.05945577778
2273	0.0594402682
2274	0.05941776934
2275	0.05940397729
2276	0.05939560268
2277	0.05935969221
2278	0.05934801733
2279	0.05933933747
2280	0.05933086876
2281	0.05931917145
2282	0.05931303716
2283	0.05930668012
2284	0.05927728634
2285	0.05926659341
2286	0.05924386369
2287	0.05923797925
2288	0.05922920006
2289	0.05922387722
2290	0.05921886202
2291	0.0592083927
2292	0.05920727648
2293	0.05917669512
2294	0.0591619373
2295	0.05916131719
2296	0.05913146344
2297	0.05911523818
2298	0.05910455783
2299	0.05908320408
2300	0.05907177632
2301	0.05905296322
2302	0.05904957542
2303	0.05903449819
2304	0.05902211908
2305	0.05901025881
2306	0.05900040909
2307	0.05896859356
2308	0.0589613207
2309	0.05895857593
2310	0.05892851587
2311	0.05891863356
2312	0.05890873299
2313	0.05890051509
2314	0.05887752131
2315	0.05887340943
2316	0.0588599548
2317	0.05885008113
2318	0.05884269264
2319	0.05883138832
2320	0.05880322634
2321	0.05878980425
2322	0.0587699313
2323	0.05876447245
2324	0.05874875791
2325	0.05873300615
2326	0.05871831213
2327	0.05867814262
2328	0.05866821255
2329	0.05866238346
2330	0.05865655444
2331	0.05865240232
2332	0.05863237309
2333	0.05862878429
2334	0.05861082574
2335	0.05860805377
2336	0.05860476501
2337	0.05859808653
2338	0.05858133323
2339	0.05857917024
2340	0.05857024284
2341	0.05856643838
2342	0.05855726548
2343	0.05852622783
2344	0.05851723077
2345	0.05849029817
2346	0.05849022413
2347	0.05848998819
2348	0.0584813514
2349	0.05846283374
2350	0.05846257665
2351	0.05845525219
2352	0.05843714083
2353	0.05842206643
2354	0.05839801344
2355	0.05837375111
2356	0.05836469259
2357	0.05834637538
2358	0.05832030964
2359	0.05830849315
2360	0.05827761118
2361	0.05827703234
2362	0.05824960217
2363	0.05823801498
2364	0.05823160192
2365	0.05822257057
2366	0.05821031839
2367	0.05819095798
2368	0.05817361182
2369	0.05817240425
2370	0.05817159005
2371	0.05816748787
2372	0.05816253866
2373	0.05813769503
2374	0.05812561501
2375	0.0581128944
2376	0.05810601842
2377	0.05809257493
2378	0.05807672341
2379	0.05805919885
2380	0.05804646804
2381	0.05803714
2382	0.05803018128
2383	0.05801317121
2384	0.05800906804
2385	0.05798721728
2386	0.05797372811
2387	0.05795717229
2388	0.05794618171
2389	0.05794162052
2390	0.05792174652
2391	0.05791097863
2392	0.05790839588
2393	0.05790648553
2394	0.05789826529
2395	0.05789493134
2396	0.05788555574
2397	0.05787696684
2398	0.05785934075
2399	0.05784489823
2400	0.05783702026
2401	0.05783110196
2402	0.05780332784
2403	0.0577934448
2404	0.05778181515
2405	0.05777480554
2406	0.05777298948
2407	0.05777049481
2408	0.05776712909
2409	0.05776614637
2410	0.05775869566
2411	0.05774319765
2412	0.05774164388
2413	0.05772496621
2414	0.05771071917
2415	0.05768957854
2416	0.05766580499
2417	0.05765119076
2418	0.05764188682
2419	0.05762937314
2420	0.05761936906
2421	0.05761281784
2422	0.05759709305
2423	0.05759278792
2424	0.0575758814
2425	0.05756316104
2426	0.05753921148
2427	0.05752038827
2428	0.05749565546
2429	0.05748913719
2430	0.05747623769
2431	0.05746578314
2432	0.05745806132
2433	0.05744797766
2434	0.05744473503
2435	0.0574348053
2436	0.05741586552
2437	0.05741531808
2438	0.05741309531
2439	0.05738764976
2440	0.05736589063
2441	0.05734498452
2442	0.05734324653
2443	0.05731428151
2444	0.05730436041
2445	0.05727915101
2446	0.05726266227
2447	0.05725821852
2448	0.05725652178
2449	0.05723976559
2450	0.05722952495
2451	0.05722154786
2452	0.05720627997
2453	0.0572040774
2454	0.05719985475
2455	0.05717598295
2456	0.05716798057
2457	0.057155975
2458	0.05715419991
2459	0.05713508575
2460	0.05712307033
2461	0.0571121304
2462	0.05710692345
2463	0.05708331105
2464	0.05707733513
2465	0.05706944914
2466	0.05706252554
2467	0.05705031162
2468	0.05702839657
2469	0.05701027703
2470	0.05700968083
2471	0.05700833361
2472	0.05700093077
2473	0.05698290574
2474	0.05698178049
2475	0.05696863369
2476	0.05694838141
2477	0.05694568752
2478	0.05693708003
2479	0.05692749811
2480	0.05692056786
2481	0.05691528943
2482	0.05690887011
2483	0.05689915269
2484	0.05689816083
2485	0.05689200706
2486	0.05689012582
2487	0.05687886075
2488	0.05685869239
2489	0.05685120792
2490	0.0568472648
2491	0.05682753517
2492	0.05682282105
2493	0.05680725325
2494	0.05680282092
2495	0.05679673078
2496	0.05679598223
2497	0.05679006016
2498	0.05676624822
2499	0.05676571324
2500	0.05675675707
2501	0.05675005642
2502	0.05674633007
2503	0.05674580114
2504	0.05674109217
2505	0.05672438499
2506	0.05671617062
2507	0.05667561
2508	0.05666935693
2509	0.05666130473
2510	0.05666107564
2511	0.05665175635
2512	0.05664284532
2513	0.05663889279
2514	0.05663668207
2515	0.0566192266
2516	0.0565912453
2517	0.05658455981
2518	0.05657763703
2519	0.05656319337
2520	0.05655350876
2521	0.05654709062
2522	0.05653948447
2523	0.05652424671
2524	0.05651169032
2525	0.05650498617
2526	0.05648892821
2527	0.05647963367
2528	0.05646921997
2529	0.05646873712
2530	0.05644819588
2531	0.05643277914
2532	0.05641535536
2533	0.05640262373
2534	0.05639021204
2535	0.05638407508
2536	0.05636618517
2537	0.05635806151
2538	0.05632643978
2539	0.05632118699
2540	0.05631005251
2541	0.05629287445
2542	0.05627378791
2543	0.05626383319
2544	0.05626318253
2545	0.0562630356
2546	0.05626214403
2547	0.05624293535
2548	0.05623807658
2549	0.05623781219
2550	0.05621232451
2551	0.0562026616
2552	0.05619779213
2553	0.05619599026
2554	0.05617688087
2555	0.05617425867
2556	0.05617007762
2557	0.05615708065
2558	0.05615636089
2559	0.05613864496
2560	0.05611833707
2561	0.05610528701
2562	0.05608839205
2563	0.05606080095
2564	0.05605302075
2565	0.05602763674
2566	0.05600838339
2567	0.05597141952
2568	0.05596124694
2569	0.05595552223
2570	0.05593423772
2571	0.05593332995
2572	0.05591289068
2573	0.05590227473
2574	0.05589306835
2575	0.05588208297
2576	0.05584813089
2577	0.05581162434
2578	0.05580270896
2579	0.0557962704
2580	0.05578815698
2581	0.05577920144
2582	0.05576825459
2583	0.05576643372
2584	0.05576597082
2585	0.05575752946
2586	0.0557393636
2587	0.05572488162
2588	0.05570383878
2589	0.05568963227
2590	0.05567079585
2591	0.05566364963
2592	0.05566317391
2593	0.05566035647
2594	0.05565344712
2595	0.05564546742
2596	0.05564411135
2597	0.05564032735
2598	0.05562482274
2599	0.05561147067
2600	0.05560439058
2601	0.05559380386
2602	0.05558775346
2603	0.05557510404
2604	0.05556170628
2605	0.05554379489
2606	0.05553472109
2607	0.05553417646
2608	0.05553231839
2609	0.05549595166
2610	0.0554836197
2611	0.05546604893
2612	0.05545147013
2613	0.05545098709
2614	0.05544449452
2615	0.05544050635
2616	0.05543767623
2617	0.0554121097
2618	0.0553947349
2619	0.05538038977
2620	0.05536635863
2621	0.05535563563
2622	0.05535480502
2623	0.05534696229
2624	0.05534565613
2625	0.05533143393
2626	0.05532837632
2627	0.05530958671
2628	0.05528397935
2629	0.05527925898
2630	0.05525917615
2631	0.05524846342
2632	0.05522568151
2633	0.05521982871
2634	0.05520165392
2635	0.0551894862
2636	0.0551779931
2637	0.05517370388
2638	0.05516957017
2639	0.05516095309
2640	0.05514680286
2641	0.05513435283
2642	0.05512821849
2643	0.05511340234
2644	0.05510077082
2645	0.05510018241
2646	0.05509964764
2647	0.05509865404
2648	0.0550838749
2649	0.05507209034
2650	0.0550714022
2651	0.05506946244
2652	0.05506091261
2653	0.05503960067
2654	0.05502534501
2655	0.05502485107
2656	0.05500218613
2657	0.05496711917
2658	0.05495790765
2659	0.05495762719
2660	0.05493168983
2661	0.05492456868
2662	0.0549238735
2663	0.05490730069
2664	0.05490512315
2665	0.05489873099
2666	0.05488648062
2667	0.05487429575
2668	0.0548740133
2669	0.05484054509
2670	0.05481608985
2671	0.05481578414
2672	0.0547989995
2673	0.05479883973
2674	0.0547805774
2675	0.05476305335
2676	0.05474047058
2677	0.05473256807
2678	0.05472465965
2679	0.05471555498
2680	0.05470821623
2681	0.05469953948
2682	0.05468614704
2683	0.05466184737
2684	0.0546511399
2685	0.05464827448
2686	0.05464434809
2687	0.05464384508
2688	0.05463254662
2689	0.05462584593
2690	0.05461574239
2691	0.05460640908
2692	0.05460148136
2693	0.05460103044
2694	0.05457603158
2695	0.054555182
2696	0.05454446603
2697	0.05454409867
2698	0.05452037128
2699	0.05449534474
2700	0.05447856328
2701	0.05445589358
2702	0.05444763977
2703	0.05444719081
2704	0.0544424139
2705	0.05443805457
2706	0.05443509552
2707	0.05443244539
2708	0.05441807744
2709	0.05439921082
2710	0.05439713948
2711	0.05439586267
2712	0.05437906558
2713	0.05437861297
2714	0.05435809249
2715	0.05435794472
2716	0.05435010566
2717	0.05434545932
2718	0.05432422691
2719	0.05429626781
2720	0.05429603745
2721	0.05428941856
2722	0.05427359868
2723	0.05427167803
2724	0.05426006778
2725	0.05424839272
2726	0.05424189259
2727	0.05423957529
2728	0.05423693151
2729	0.05420829515
2730	0.05420631354
2731	0.05419288321
2732	0.05417587021
2733	0.05416201772
2734	0.05415437368
2735	0.05413025665
2736	0.05411368832
2737	0.05410116344
2738	0.05410072761
2739	0.05408463045
2740	0.05408309751
2741	0.05407000051
2742	0.05406678606
2743	0.05405441165
2744	0.05403050172
2745	0.05401302171
2746	0.05400407439
2747	0.05398272312
2748	0.05398199457
2749	0.05396339894
2750	0.05396307486
2751	0.05396255326
2752	0.05395430232
2753	0.05394578442
2754	0.05393979588
2755	0.05393569692
2756	0.05391461869
2757	0.05389827349
2758	0.05388600574
2759	0.05386974152
2760	0.05386340227
2761	0.05386336299
2762	0.05385343314
2763	0.0538431747
2764	0.05382260023
2765	0.05381378335
2766	0.05377914609
2767	0.05376681622
2768	0.05375732322
2769	0.05374663745
2770	0.05373757253
2771	0.05370908433
2772	0.05370236095
2773	0.05368966815
2774	0.05367850116
2775	0.05367208976
2776	0.05366367471
2777	0.05366013859
2778	0.05365278445
2779	0.05362786839
2780	0.05362105425
2781	0.05361151518
2782	0.05361115347
2783	0.05360478555
2784	0.05360092414
2785	0.05360072252
2786	0.05357872404
2787	0.05356796314
2788	0.05356163236
2789	0.05354183811
2790	0.05353872186
2791	0.05352067623
2792	0.05351442605
2793	0.05351350808
2794	0.05350086681
2795	0.05349815055
2796	0.05349052342
2797	0.05348255954
2798	0.05346484656
2799	0.05345701728
2800	0.05344289136
2801	0.05342425881
2802	0.05339737606
2803	0.05338629512
2804	0.05337334705
2805	0.05337292218
2806	0.05335508027
2807	0.05334606895
2808	0.05333900349
2809	0.05333843355
2810	0.05332624309
2811	0.05331194397
2812	0.05329970052
2813	0.05328727426
2814	0.05327877607
2815	0.05327839267
2816	0.0532747547
2817	0.0532489918
2818	0.05323882675
2819	0.05323340872
2820	0.05322557432
2821	0.05320786919
2822	0.05318463441
2823	0.05316599569
2824	0.05315941159
2825	0.05315900516
2826	0.0531586441
2827	0.05315700286
2828	0.05315551024
2829	0.0531435485
2830	0.05313146506
2831	0.05310266744
2832	0.05308165959
2833	0.05307375917
2834	0.05306794667
2835	0.05305906228
2836	0.05304572563
2837	0.05302856815
2838	0.05302107851
2839	0.0530099346
2840	0.05299559502
2841	0.05297585489
2842	0.05296703616
2843	0.05294252517
2844	0.05293052783
2845	0.05292813427
2846	0.05291047151
2847	0.05291034894
2848	0.05290652987
2849	0.0529059845
2850	0.05289615957
2851	0.05288806763
2852	0.05288084508
2853	0.05288030917
2854	0.05286490785
2855	0.05284538911
2856	0.05283810114
2857	0.05282832097
2858	0.05281055074
2859	0.05280992015
2860	0.05280877203
2861	0.05279870013
2862	0.05278599362
2863	0.05278075318
2864	0.05277409601
2865	0.0527599666
2866	0.0527416209
2867	0.05273240562
2868	0.05271672058
2869	0.05271180335
2870	0.05270198359
2871	0.05268818976
2872	0.05268169906
2873	0.05268131505
2874	0.05266805672
2875	0.05265542933
2876	0.05264429318
2877	0.05264390621
2878	0.05264375971
2879	0.05264308452
2880	0.05262853825
2881	0.0526103682
2882	0.05258771467
2883	0.05258297905
2884	0.05258252184
2885	0.05256935108
2886	0.05256311161
2887	0.05255317426
2888	0.05255261078
2889	0.05254979394
2890	0.05253819746
2891	0.05251956183
2892	0.05251884639
2893	0.05250653859
2894	0.05250152056
2895	0.05249353658
2896	0.05247710766
2897	0.05246651578
2898	0.05246331565
2899	0.05245671197
2900	0.05243804558
2901	0.05242957311
2902	0.05242755388
2903	0.05242265553
