iter	RMSE
360	0.1138212538
361	0.1136856747
362	0.1135000806
363	0.1134035251
364	0.1132996925
365	0.1132281311
366	0.1132245508
367	0.1130904924
368	0.1129836322
369	0.1128274728
370	0.1127162901
371	0.112657176
372	0.112575287
373	0.1124428235
374	0.1123510513
375	0.1122624999
376	0.1121905619
377	0.1121722001
378	0.1120982453
379	0.1119699917
380	0.1118205176
381	0.1117376652
382	0.1117301406
383	0.1116933468
384	0.1115551232
385	0.1115496102
386	0.1115475244
387	0.1114280445
388	0.1114149771
389	0.1113464162
390	0.1112329644
391	0.1110515717
392	0.1109342585
393	0.1109185054
394	0.110787534
395	0.1107194416
396	0.1106095226
397	0.110492257
398	0.1104170791
399	0.1103147359
400	0.1103032628
401	0.1102922573
402	0.1101483234
403	0.1101436368
404	0.1101245661
405	0.110033062
406	0.1099970802
407	0.109960446
408	0.1098443467
409	0.1098387445
410	0.1097458246
411	0.1097234403
412	0.1096660595
413	0.1096157952
414	0.1095680874
415	0.1094928024
416	0.1093555684
417	0.1092758038
418	0.1092689444
419	0.1091503867
420	0.1090586964
421	0.1090399931
422	0.1089392315
423	0.1088105651
424	0.1087660387
425	0.1086535209
426	0.1085569709
427	0.1085103634
428	0.1084510041
429	0.1083665413
430	0.1082767416
431	0.1082566375
432	0.1081528308
433	0.1080440585
434	0.108014924
435	0.1079276352
436	0.1078979605
437	0.1078652921
438	0.1078611076
439	0.1077795891
440	0.1076781292
441	0.1075694567
442	0.1074539213
443	0.1074450195
444	0.1074375516
445	0.1074297577
446	0.1074248073
447	0.1073396992
448	0.1073369459
449	0.1072529799
450	0.1072143978
451	0.1071304899
452	0.1071097601
453	0.107086687
454	0.1070770678
455	0.1069610609
456	0.1068754298
457	0.1068701537
458	0.1068162385
459	0.1068067104
460	0.106690202
461	0.1066051207
462	0.1065159371
463	0.1064991271
464	0.1064744455
465	0.106470062
466	0.1064628631
467	0.1064221212
468	0.1063615859
469	0.1063359
470	0.1062622492
471	0.1062356698
472	0.106226938
473	0.1061750204
474	0.1061207895
475	0.1060944695
476	0.1060843941
477	0.1059737424
478	0.1059437619
479	0.1058017542
480	0.1057943047
481	0.1057856203
482	0.1057266035
483	0.1057230369
484	0.1056985097
485	0.1056307847
486	0.1055538178
487	0.1054747365
488	0.1054686679
489	0.1054191354
490	0.1053106373
491	0.1052467374
492	0.1051378204
493	0.1051337948
494	0.1050868681
495	0.1050297715
496	0.1050237515
497	0.1049970608
498	0.1049896087
499	0.1049465719
500	0.1048579664
501	0.1048555898
502	0.1048514154
503	0.1047798353
504	0.1046704892
505	0.1045862615
506	0.1044858255
507	0.1044685493
508	0.1044075856
509	0.1043966131
510	0.104276776
511	0.1042482684
512	0.104200736
513	0.104095968
514	0.1040229579
515	0.10398707
516	0.1039241125
517	0.1039198758
518	0.1038143094
519	0.1037381214
520	0.1037336604
521	0.1036416911
522	0.1035658535
523	0.1035083433
524	0.1033967911
525	0.1033586803
526	0.1033354343
527	0.1032230692
528	0.1032185559
529	0.1031372783
530	0.1030740886
531	0.1030019978
532	0.1029387285
533	0.1028752833
534	0.1028297754
535	0.1027967834
536	0.10279522
537	0.1027844936
538	0.1027116361
539	0.1026128483
540	0.102607586
541	0.1025778162
542	0.1025735603
543	0.1025675074
544	0.1024833031
545	0.1024169172
546	0.1023190591
547	0.1022659529
548	0.1022577319
549	0.102223274
550	0.1021540196
551	0.1020299656
552	0.1019538901
553	0.1018761633
554	0.101791747
555	0.1017863212
556	0.1017239045
557	0.1016857414
558	0.1016434285
559	0.1015192923
560	0.1013892767
561	0.1012877022
562	0.1011745613
563	0.1010584938
564	0.1010527943
565	0.100962108
566	0.1008982189
567	0.1008489653
568	0.100741195
569	0.1006977111
570	0.1006932895
571	0.100685657
572	0.100649826
573	0.1006414823
574	0.1005181611
575	0.1004522829
576	0.1004471752
577	0.1004454869
578	0.1003958085
579	0.1003340208
580	0.1002962936
581	0.1002488642
582	0.1001883966
583	0.1001645639
584	0.1000799681
585	0.09998037633
586	0.09989453332
587	0.09983874808
588	0.09974863045
589	0.09968600413
590	0.09959249207
591	0.0995101004
592	0.09942380406
593	0.09936025387
594	0.09935196279
595	0.09926915992
596	0.09922166311
597	0.09911971077
598	0.09904484155
599	0.09903381127
600	0.09901317754
601	0.09894745247
602	0.09889948654
603	0.09889039533
604	0.09877100939
605	0.09876438838
606	0.09876036383
607	0.09875684273
608	0.09866942355
609	0.0986358312
610	0.09852445093
611	0.09843398851
612	0.09840120703
613	0.09839753696
614	0.09834000293
615	0.09833327722
616	0.09832787595
617	0.09826066916
618	0.09818435121
619	0.09814400525
620	0.09805186145
621	0.09803888089
622	0.09793830236
623	0.09785463551
624	0.09783906183
625	0.0977463973
626	0.09771038376
627	0.09770144957
628	0.09764814009
629	0.09764268818
630	0.09757769046
631	0.09750216523
632	0.09742278983
633	0.09734133359
634	0.09729059416
635	0.09728115152
636	0.09727936726
637	0.09726492517
638	0.09720607439
639	0.09714964014
640	0.09707208449
641	0.09706874971
642	0.09701998897
643	0.09700622408
644	0.09695434709
645	0.09694836838
646	0.09690043933
647	0.09680054053
648	0.09671762591
649	0.09663903804
650	0.09660041163
651	0.09659927266
652	0.09654654991
653	0.09652154772
654	0.09642515685
655	0.09631413025
656	0.09627145784
657	0.09619081525
658	0.09614769346
659	0.09610056261
660	0.09598737697
661	0.09590792186
662	0.09584268677
663	0.09579468842
664	0.09572726996
665	0.09566110877
666	0.09558460983
667	0.0955433632
668	0.09548590206
669	0.0954557056
670	0.095428615
671	0.09542484141
672	0.09541624799
673	0.09535177814
674	0.09529935969
675	0.09528664926
676	0.09522800072
677	0.0951871935
678	0.0951087977
679	0.09508716665
680	0.09501996939
681	0.09501710375
682	0.09496501848
683	0.09490704917
684	0.09486532236
685	0.09485241376
686	0.09481791345
687	0.09480193863
688	0.09475862768
689	0.09475065011
690	0.09467732646
691	0.09461404119
692	0.09460489059
693	0.09455411336
694	0.09444571402
695	0.09440382633
696	0.0944025192
697	0.09439392593
698	0.0943346117
699	0.09430167125
700	0.09426560962
701	0.09426336976
702	0.09423785305
703	0.09414516461
704	0.0941426916
705	0.09414080042
706	0.0941253479
707	0.09407503799
708	0.09404090842
709	0.09396470409
710	0.09391770091
711	0.09390861331
712	0.09384197012
713	0.09382587833
714	0.09377667434
715	0.09376347314
716	0.0937316654
717	0.09372961466
718	0.09367631336
719	0.0936665328
720	0.09357388217
721	0.09355163607
722	0.09350564674
723	0.09344105432
724	0.09340138873
725	0.09337884079
726	0.09337666377
727	0.0933341234
728	0.09331773934
729	0.0932895263
730	0.09323047776
731	0.09315743789
732	0.09312155711
733	0.09305079048
734	0.09304886653
735	0.09304011355
736	0.09301616638
737	0.09297082076
738	0.09289277049
739	0.09282776053
740	0.09278711387
741	0.09274856783
742	0.09269558925
743	0.09269277181
744	0.09268953488
745	0.09264328755
746	0.09262729995
747	0.09260369769
748	0.09254230984
749	0.09251301127
750	0.09242866099
751	0.09239168746
752	0.09237485571
753	0.09230999817
754	0.09224438508
755	0.09218967967
756	0.09214899151
757	0.09214006712
758	0.09212766099
759	0.09207810266
760	0.09199058048
761	0.09198213163
762	0.09192060951
763	0.09184467029
764	0.09175853604
765	0.0917091056
766	0.09167365046
767	0.09160924246
768	0.091542227
769	0.09150529942
770	0.09150042491
771	0.09149915937
772	0.09149293977
773	0.09145391644
774	0.09144853341
775	0.09142491269
776	0.0913675476
777	0.09132652741
778	0.09129081332
779	0.09127272823
780	0.09124089614
781	0.09123883679
782	0.09120248097
783	0.09116684646
784	0.09110933864
785	0.09108655821
786	0.09104479821
787	0.09100406232
788	0.09097663014
789	0.09096596001
790	0.0909602769
791	0.09089989728
792	0.09087634187
793	0.09082618181
794	0.09074581723
795	0.09073172877
796	0.09069370604
797	0.0906688968
798	0.09057651691
799	0.09054271513
800	0.09053936645
801	0.09048753063
802	0.09044352883
803	0.09038757575
804	0.0903392291
805	0.09033553614
806	0.09029573449
807	0.0902485066
808	0.09021137686
809	0.09020284111
810	0.09017322007
811	0.09012651038
812	0.09007348048
813	0.09005091058
814	0.09000035457
815	0.08999305645
816	0.08994390775
817	0.08991640672
818	0.08988784515
819	0.08983895206
820	0.08977712542
821	0.08975324814
822	0.08969164416
823	0.08967793413
824	0.08964165768
825	0.0896039216
826	0.08960199439
827	0.08959529703
828	0.08952090645
829	0.08943863972
830	0.08939259155
831	0.08937924546
832	0.08937773821
833	0.08936741545
834	0.08933789765
835	0.08933198236
836	0.08929117407
837	0.08927107481
838	0.08921293797
839	0.08917531999
840	0.08914009504
841	0.08910845656
842	0.08904887908
843	0.08895803682
844	0.08889752736
845	0.0888441683
846	0.08883709901
847	0.08882888134
848	0.08877279123
849	0.08877169503
850	0.08869779742
851	0.08865683281
852	0.08861381961
853	0.08851303002
854	0.08849189992
855	0.08842144508
856	0.08834268501
857	0.08830614485
858	0.08827227071
859	0.08822921009
860	0.08819106198
861	0.08817915526
862	0.08811893682
863	0.08808914221
864	0.08806958216
865	0.08804709669
866	0.08800366663
867	0.08796412655
868	0.08791983479
869	0.08789544996
870	0.0878775913
871	0.08783326772
872	0.08781686616
873	0.08777762987
874	0.08777065817
875	0.08776434865
876	0.08775995145
877	0.08773111852
878	0.08766916252
879	0.08765031429
880	0.08764687711
881	0.08761104842
882	0.08759156485
883	0.08757672049
884	0.08754412687
885	0.08753585503
886	0.08747777182
887	0.08747561983
888	0.08747338363
889	0.08744831482
890	0.08738755091
891	0.0873412097
892	0.08733363726
893	0.08726779923
894	0.08723716336
895	0.08721779685
896	0.08715963807
897	0.0871318104
898	0.0871052301
899	0.08705531688
900	0.08700869227
901	0.08699457174
902	0.08694709586
903	0.08694409899
904	0.086906879
905	0.08690498896
906	0.08685722623
907	0.08683009445
908	0.08682449008
909	0.08679194552
910	0.0867647833
911	0.0867531376
912	0.08672120586
913	0.08666751763
914	0.08661429769
915	0.08657781145
916	0.08655533819
917	0.08650136269
918	0.08649261011
919	0.08648817855
920	0.0864438083
921	0.08638272098
922	0.08634942535
923	0.08632843632
924	0.0863084845
925	0.08625819903
926	0.08617901601
927	0.08617116091
928	0.08612273829
929	0.08611155285
930	0.08607687146
931	0.08603866508
932	0.08599872378
933	0.08595997569
934	0.08592299716
935	0.0858981806
936	0.08585286265
937	0.08584792421
938	0.08578930418
939	0.0857730516
940	0.08572845117
941	0.08565604806
942	0.08562160703
943	0.08560467425
944	0.0855745581
945	0.08550081294
946	0.08547001752
947	0.08541647847
948	0.0853873952
949	0.08538101512
950	0.08534954414
951	0.08533034735
952	0.08523916193
953	0.08518225724
954	0.08515469596
955	0.08511678455
956	0.08508838314
957	0.08508424119
958	0.08502142033
959	0.08501957615
960	0.08498423856
961	0.08494705642
962	0.0849410828
963	0.08492713678
964	0.08484489918
965	0.08477930863
966	0.08472985786
967	0.08470055862
968	0.08466675228
969	0.0846512971
970	0.08464921063
971	0.08461654185
972	0.0846103548
973	0.08460743822
974	0.08456630358
975	0.0845162952
976	0.08451139139
977	0.08447442814
978	0.08444693686
979	0.08442741369
980	0.08438482592
981	0.08437272687
982	0.08432157788
983	0.08429990489
984	0.08428732941
985	0.0842616268
986	0.08424117198
987	0.08420362006
988	0.08420163626
989	0.08418749106
990	0.08414120644
991	0.08412461673
992	0.08409462954
993	0.08407825433
994	0.08407618137
995	0.08406576112
996	0.08403910494
997	0.08401750159
998	0.08396833454
999	0.08396252746
1000	0.08395984412
1001	0.08395027688
1002	0.08391599614
1003	0.08389355816
1004	0.08386637649
1005	0.08383178217
1006	0.08376690449
1007	0.08374228741
1008	0.08373138234
1009	0.08371775029
1010	0.08366858918
1011	0.08363775985
1012	0.08360966833
1013	0.08358401337
1014	0.08355105314
1015	0.08349910617
1016	0.08345208642
1017	0.08344196329
1018	0.08342027606
1019	0.08333954993
1020	0.08331169613
1021	0.0832559593
1022	0.08322154713
1023	0.08320457889
1024	0.08317260357
1025	0.08313192744
1026	0.08312651825
1027	0.08307004695
1028	0.08305346048
1029	0.08300349975
1030	0.08294825926
1031	0.08290736947
1032	0.08286973422
1033	0.08283382414
1034	0.08282611588
1035	0.08279534329
1036	0.08276530264
1037	0.08272681195
1038	0.08272417009
1039	0.08264755361
1040	0.08257712392
1041	0.08257564072
1042	0.08256307563
1043	0.08255587552
1044	0.08254357491
1045	0.08249446098
1046	0.08246666642
1047	0.08243285871
1048	0.08240089218
1049	0.08237067312
1050	0.08231605329
1051	0.08229646783
1052	0.0822931659
1053	0.08226558996
1054	0.08225677651
1055	0.08222631103
1056	0.08217939133
1057	0.0821764653
1058	0.08213410152
1059	0.0820495701
1060	0.08201400795
1061	0.08199399767
1062	0.08197550564
1063	0.08194081315
1064	0.08187022824
1065	0.08186839853
1066	0.08183901818
1067	0.08180049518
1068	0.08178887783
1069	0.0817367914
1070	0.08172291515
1071	0.08169533839
1072	0.08167836887
1073	0.0816347901
1074	0.08159937915
1075	0.08157927022
1076	0.08156834573
1077	0.0815557535
1078	0.0815431129
1079	0.08153611591
1080	0.08149869971
1081	0.08145688074
1082	0.08143682742
1083	0.0814328826
1084	0.0814197711
1085	0.08138067095
1086	0.0813772962
1087	0.08131892338
1088	0.08127630459
1089	0.08123067799
1090	0.08119400653
1091	0.08112045896
1092	0.08111690822
1093	0.08109740627
1094	0.0810369696
1095	0.08101542854
1096	0.08100816622
1097	0.08095264355
1098	0.08094381139
1099	0.0808957925
1100	0.0808684165
1101	0.08083604628
1102	0.08081073472
1103	0.08077722583
1104	0.08076468551
1105	0.08072867208
1106	0.08071308581
1107	0.08066988892
1108	0.0806280869
1109	0.08057469729
1110	0.08055394287
1111	0.08055160211
1112	0.08049897513
1113	0.08046605501
1114	0.08042791397
1115	0.08039029282
1116	0.08035982955
1117	0.08032040813
1118	0.08031772416
1119	0.08030428261
1120	0.08027372058
1121	0.0802385417
1122	0.08022202976
1123	0.08018631675
1124	0.08015409113
1125	0.08014692867
1126	0.0801240141
1127	0.08007945588
1128	0.08006917755
1129	0.08004982681
1130	0.0800325275
1131	0.07995809269
1132	0.07990536266
1133	0.07988765872
1134	0.07988393239
1135	0.07984903565
1136	0.07982896757
1137	0.07980200805
1138	0.07979759514
1139	0.07974559258
1140	0.07972469898
1141	0.07971136011
1142	0.07969693461
1143	0.07968312103
1144	0.07963337931
1145	0.07960468549
1146	0.0795795922
1147	0.0795631934
1148	0.07953645463
1149	0.07947715606
1150	0.07945468528
1151	0.07944065991
1152	0.07942687637
1153	0.0793702603
1154	0.07934794139
1155	0.07933054388
1156	0.07930177232
1157	0.07927716419
1158	0.07922067859
1159	0.07920863459
1160	0.07919693564
1161	0.07917248533
1162	0.07916003135
1163	0.07914525742
1164	0.07913473326
1165	0.07913370962
1166	0.07909125402
1167	0.07908394886
1168	0.07904554608
1169	0.07903666715
1170	0.07901671394
1171	0.07901099414
1172	0.07900260777
1173	0.07897018824
1174	0.07896829982
1175	0.07890685477
1176	0.07886532395
1177	0.07882332667
1178	0.07882182171
1179	0.07880424687
1180	0.07875534782
1181	0.07872354058
1182	0.07868547466
1183	0.07866613846
1184	0.07864160241
1185	0.07860100442
1186	0.07856205738
1187	0.0785559025
1188	0.07853153641
1189	0.07851239139
1190	0.0784768872
1191	0.07844052526
1192	0.07843398831
1193	0.07839442594
1194	0.07835263668
1195	0.07834414979
1196	0.07832623805
1197	0.07830515113
1198	0.07826712626
1199	0.07823627996
1200	0.07822855073
1201	0.07820882915
1202	0.07819810877
1203	0.07816746926
1204	0.07815584694
1205	0.07815267112
1206	0.07815081329
1207	0.0781464969
1208	0.07810329872
1209	0.07809251057
1210	0.07807236873
1211	0.07806376685
1212	0.07804473636
1213	0.07800417057
1214	0.07799044177
1215	0.07797362267
1216	0.07794602433
1217	0.07791688952
1218	0.07790256979
1219	0.07789364753
1220	0.07788182298
1221	0.07786487791
1222	0.07784698637
1223	0.07778635967
1224	0.07776284553
1225	0.07773782362
1226	0.0777144616
1227	0.07770068786
1228	0.07766787319
1229	0.07765082597
1230	0.07762455741
1231	0.07757352565
1232	0.07754289883
1233	0.07753141486
1234	0.07752235415
1235	0.07746397909
1236	0.0774201075
1237	0.07739342807
1238	0.07738905647
1239	0.07736935394
1240	0.07731963769
1241	0.07727905545
1242	0.07725559167
1243	0.07724108405
1244	0.07719397695
1245	0.07718830758
1246	0.07717260257
1247	0.07709572063
1248	0.07708289251
1249	0.07706513287
1250	0.07703699509
1251	0.07698946234
1252	0.07693584512
1253	0.07687373485
1254	0.07683028087
1255	0.07681966059
1256	0.07678834739
1257	0.07675180611
1258	0.0767423192
1259	0.07672979249
1260	0.07672599179
1261	0.07670097327
1262	0.07669365802
1263	0.07662269913
1264	0.07658670686
1265	0.07655425413
1266	0.07652999715
1267	0.0765211181
1268	0.0765143022
1269	0.07645883482
1270	0.07642689285
1271	0.07640090763
1272	0.07639144418
1273	0.0763541696
1274	0.07633855128
1275	0.07632312001
1276	0.07630492925
1277	0.07629504586
1278	0.07628031999
1279	0.07627879891
1280	0.07623386797
1281	0.07619712628
1282	0.07616718212
1283	0.07612470946
1284	0.07611706913
1285	0.076089906
1286	0.0760729916
1287	0.07606359286
1288	0.07603612137
1289	0.07599145821
1290	0.07597015622
1291	0.07595434433
1292	0.07595227674
1293	0.0759359262
1294	0.07592141753
1295	0.0759165657
1296	0.0758829761
1297	0.07584900946
1298	0.07579460542
1299	0.07579366402
1300	0.07575285673
1301	0.07574996933
1302	0.07570885715
1303	0.07567953391
1304	0.07564696331
1305	0.07563298068
1306	0.07563197636
1307	0.07562974379
1308	0.07560410947
1309	0.07556137191
1310	0.07555798546
1311	0.07554940922
1312	0.07549199026
1313	0.07547380601
1314	0.07546092784
1315	0.07543249557
1316	0.0754043518
1317	0.07537571208
1318	0.07534471743
1319	0.07530393736
1320	0.07529761859
1321	0.07527617584
1322	0.07523677617
1323	0.07519755909
1324	0.07519238928
1325	0.07518882078
1326	0.07518081432
1327	0.07516014869
1328	0.07511899622
1329	0.07508327634
1330	0.07505657704
1331	0.07502685715
1332	0.07501351939
1333	0.07498239033
1334	0.07495934476
1335	0.07494599842
1336	0.07490909944
1337	0.07488805737
1338	0.07486760515
1339	0.07485887521
1340	0.07484282036
1341	0.074799108
1342	0.07479476686
1343	0.07478439293
1344	0.0747615876
1345	0.07475518935
1346	0.07474631315
1347	0.07474205311
1348	0.0747286789
1349	0.07471110842
1350	0.07470568057
1351	0.07469097389
1352	0.07468239266
1353	0.07466496794
1354	0.07463913238
1355	0.07463466041
1356	0.07461997495
1357	0.07461005251
1358	0.07459486571
1359	0.0745506543
1360	0.07454036906
1361	0.07453340291
1362	0.07452762542
1363	0.07451460517
1364	0.07446564431
1365	0.07444054769
1366	0.07443192284
1367	0.07441740356
1368	0.07440299142
1369	0.07438552996
1370	0.07437029282
1371	0.0743393701
1372	0.07432986125
1373	0.07432138948
1374	0.07429570592
1375	0.07428334797
1376	0.07424911234
1377	0.07423170614
1378	0.07420558963
1379	0.07418960896
1380	0.07418519419
1381	0.07417250708
1382	0.0741375045
1383	0.074100275
1384	0.07409702753
1385	0.07408712146
1386	0.07408240432
1387	0.07405521601
1388	0.07405234913
1389	0.0740508255
1390	0.0740273382
1391	0.07401533145
1392	0.07399137938
1393	0.07396685474
1394	0.07392078969
1395	0.07390835726
1396	0.07386340698
1397	0.07384268624
1398	0.07381771014
1399	0.07378337213
1400	0.07374744256
1401	0.07374167751
1402	0.07371378462
1403	0.07370803592
1404	0.07367018669
1405	0.07364794402
1406	0.07361453198
1407	0.07361203471
1408	0.07357821171
1409	0.07356242253
1410	0.07353738527
1411	0.07352319595
1412	0.0735038745
1413	0.07348186187
1414	0.07347928718
1415	0.07345251435
1416	0.07341649513
1417	0.07340662991
1418	0.0733898064
1419	0.07338649745
1420	0.07337912415
1421	0.07335380479
1422	0.07334481173
1423	0.07331597766
1424	0.07331033633
1425	0.07328271678
1426	0.07324536862
1427	0.07324510215
1428	0.07320126857
1429	0.07318444684
1430	0.07315143724
1431	0.07313036108
1432	0.07308340492
1433	0.07305505555
1434	0.07304302169
1435	0.07299554901
1436	0.07295834687
1437	0.07290558513
1438	0.07286805044
1439	0.07285408485
1440	0.07279454175
1441	0.07279040393
1442	0.07278789847
1443	0.07275223086
1444	0.07272903852
1445	0.07269443765
1446	0.07267073065
1447	0.07265789312
1448	0.07261835369
1449	0.07260722792
1450	0.07258349758
1451	0.0725726068
1452	0.0725501014
1453	0.07253007525
1454	0.07251829498
1455	0.07251149292
1456	0.07249092502
1457	0.07248986808
1458	0.07247642322
1459	0.07245166938
1460	0.07243974659
1461	0.07239090498
1462	0.072380414
1463	0.07235498591
1464	0.07233185008
1465	0.07230920964
1466	0.07229696075
1467	0.07225670039
1468	0.07224366842
1469	0.07221897812
1470	0.07218262186
1471	0.07216600897
1472	0.07211018402
1473	0.07210445684
1474	0.07209334258
1475	0.07208149048
1476	0.07207075756
1477	0.0720682832
1478	0.07203593769
1479	0.07201850914
1480	0.07199599319
1481	0.07198575932
1482	0.0719736381
1483	0.07196174744
1484	0.07195172675
1485	0.07191313361
1486	0.07188028794
1487	0.07186168328
1488	0.07182535602
1489	0.07182010936
1490	0.07176464029
1491	0.07173272529
1492	0.07172824449
1493	0.07171982644
1494	0.07170928471
1495	0.07170804068
1496	0.07167951001
1497	0.07167052967
1498	0.07163452506
1499	0.07163336953
1500	0.07162291533
1501	0.0716050964
1502	0.07156203393
1503	0.0715516064
