iter	Passed	Remaining
1661	55702	346484
1662	55737	346459
1663	55774	346442
1664	55809	346419
1665	55844	346395
1666	55877	346360
1667	55912	346332
1668	55945	346301
1669	55979	346268
1670	56014	346241
1671	56050	346224
1672	56086	346204
1673	56121	346185
1674	56159	346175
1675	56194	346150
1676	56229	346126
1677	56263	346096
1678	56298	346072
1679	56332	346040
1680	56367	346015
1681	56400	345981
1682	56434	345952
1683	56468	345919
1684	56504	345902
1685	56538	345871
1686	56574	345849
1687	56609	345827
1688	56644	345802
1689	56679	345777
1690	56715	345758
1691	56749	345729
1692	56783	345697
1693	56817	345667
1694	56853	345648
1695	56890	345634
1696	56925	345609
1697	56959	345578
1698	56993	345551
1699	57030	345536
1700	57065	345510
1701	57100	345490
1702	57138	345479
1703	57172	345452
1704	57208	345430
1705	57244	345413
1706	57280	345395
1707	57314	345364
1708	57350	345342
1709	57384	345315
1710	57419	345290
1711	57455	345268
1712	57489	345241
1713	57524	345214
1714	57559	345191
1715	57595	345167
1716	57631	345154
1717	57667	345130
1718	57702	345105
1719	57738	345089
1720	57758	344972
1721	57792	344944
1722	57827	344920
1723	57864	344902
1724	57900	344885
1725	57937	344869
1726	57976	344868
1727	58010	344840
1728	58047	344828
1729	58084	344815
1730	58119	344785
1731	58155	344769
1732	58191	344752
1733	58226	344726
1734	58261	344700
1735	58297	344681
1736	58332	344653
1737	58378	344693
1738	58416	344686
1739	58453	344675
1740	58497	344702
1741	58534	344690
1742	58574	344690
1743	58613	344687
1744	58650	344674
1745	58686	344654
1746	58720	344627
1747	58755	344601
1748	58790	344576
1749	58826	344554
1750	58865	344551
1751	58905	344555
1752	58946	344565
1753	58983	344555
1754	59041	344658
1755	59083	344676
1756	59126	344697
1757	59168	344714
1758	59215	344758
1759	59271	344849
1760	59319	344902
1761	59366	344946
1762	59409	344968
1763	59458	345019
1764	59505	345067
1765	59550	345096
1766	59595	345127
1767	59642	345171
1768	59688	345206
1769	59734	345245
1770	59786	345313
1771	59834	345363
1772	59884	345423
1773	59932	345471
1774	59979	345517
1775	60029	345573
1776	60076	345619
1777	60124	345663
1778	60213	345950
1779	60272	346056
1780	60319	346101
1781	60364	346128
1782	60407	346150
1783	60452	346179
1784	60500	346228
1785	60561	346344
1786	60607	346381
1787	60656	346433
1788	60697	346441
1789	60740	346457
1790	60783	346474
1791	60824	346483
1792	60867	346501
1793	60906	346494
1794	60944	346482
1795	60982	346475
1796	61022	346475
1797	61061	346469
1798	61103	346479
1799	61139	346454
1800	61180	346460
1801	61218	346449
1802	61254	346430
1803	61291	346410
1804	61327	346388
1805	61373	346422
1806	61408	346397
1807	61446	346384
1808	61483	346367
1809	61519	346343
1810	61557	346330
1811	61593	346309
1812	61629	346285
1813	61664	346258
1814	61700	346234
1815	61736	346211
1816	61772	346191
1817	61809	346176
1818	61850	346181
1819	61896	346210
1820	61938	346222
1821	61979	346226
1822	62021	346237
1823	62062	346246
1824	62103	346247
1825	62140	346232
1826	62177	346216
1827	62218	346215
1828	62258	346215
1829	62293	346190
1830	62331	346176
1831	62367	346154
1832	62404	346137
1833	62442	346120
1834	62479	346104
1835	62515	346082
1836	62560	346109
1837	62602	346119
1838	62640	346104
1839	62677	346086
1840	62713	346064
1841	62750	346045
1842	62786	346021
1843	62821	345994
1844	62858	345979
1845	62899	345978
1846	62940	345987
1847	62978	345973
1848	63015	345952
1849	63053	345943
1850	63090	345923
1851	63126	345901
1852	63160	345867
1853	63195	345836
1854	63230	345809
1855	63266	345784
1856	63302	345760
1857	63339	345741
1858	63374	345715
1859	63411	345694
1860	63447	345671
1861	63483	345646
1862	63519	345623
1863	63554	345593
1864	63588	345560
1865	63623	345530
1866	63658	345503
1867	63694	345477
1868	63735	345481
1869	63772	345460
1870	63806	345427
1871	63842	345404
1872	63877	345373
1873	63912	345346
1874	63950	345332
1875	63984	345298
1876	64020	345272
1877	64054	345238
1878	64088	345203
1879	64107	345087
1880	64139	345043
1881	64173	345011
1882	64208	344981
1883	64244	344953
1884	64278	344920
1885	64312	344888
1886	64346	344851
1887	64381	344822
1888	64414	344784
1889	64461	344816
1890	64496	344786
1891	64530	344753
1892	64565	344725
1893	64600	344694
1894	64634	344662
1895	64668	344628
1896	64702	344591
1897	64738	344568
1898	64775	344546
1899	64807	344504
1900	64843	344480
1901	64878	344452
1902	64914	344424
1903	64949	344398
1904	64984	344366
1905	65017	344326
1906	65052	344294
1907	65086	344263
1908	65121	344230
1909	65158	344211
1910	65191	344172
1911	65225	344140
1912	65259	344106
1913	65293	344070
1914	65329	344045
1915	65365	344022
1916	65402	344002
1917	65438	343978
1918	65472	343946
1919	65508	343921
1920	65543	343890
1921	65578	343859
1922	65612	343826
1923	65647	343795
1924	65681	343759
1925	65715	343727
1926	65749	343692
1927	65783	343657
1928	65818	343630
1929	65852	343593
1930	65885	343555
1931	65920	343523
1932	65956	343497
1933	65989	343460
1934	66024	343427
1935	66058	343396
1936	66092	343361
1937	66127	343330
1938	66161	343294
1939	66197	343270
1940	66231	343237
1941	66266	343205
1942	66303	343186
1943	66338	343156
1944	66372	343125
1945	66408	343097
1946	66444	343073
1947	66478	343041
1948	66514	343014
1949	66549	342986
1950	66585	342961
1951	66621	342934
1952	66658	342917
1953	66695	342898
1954	66736	342900
1955	66775	342888
1956	66812	342871
1957	66850	342857
1958	66887	342834
1959	66923	342813
1960	66970	342844
1961	67008	342830
1962	67046	342816
1963	67084	342800
1964	67123	342793
1965	67163	342785
1966	67202	342776
1967	67240	342763
1968	67280	342759
1969	67320	342753
1970	67359	342741
1971	67397	342728
1972	67435	342716
1973	67473	342701
1974	67512	342689
1975	67548	342666
1976	67587	342652
1977	67625	342642
1978	67660	342611
1979	67696	342586
1980	67712	342459
1981	67745	342420
1982	67779	342386
1983	67818	342372
1984	67865	342404
1985	67914	342447
1986	67959	342465
1987	67998	342456
1988	68044	342480
1989	68086	342484
1990	68125	342476
1991	68168	342486
1992	68232	342599
1993	68302	342746
1994	68365	342854
1995	68425	342948
1996	68515	343195
1997	68611	343471
1998	68701	343712
1999	68806	344031
2000	68930	344446
2001	69016	344669
2002	69178	345270
2003	69314	345743
2004	69510	346510
2005	69591	346707
2006	69666	346872
2007	69724	346956
2008	69802	347138
2009	69949	347660
2010	70091	348154
2011	70228	348628
2012	70356	349053
2013	70506	349589
2014	70630	350000
2015	70698	350127
2016	70757	350209
2017	70814	350284
2018	70872	350360
2019	70922	350397
2020	70971	350432
2021	71026	350497
2022	71079	350548
2023	71137	350625
2024	71184	350648
2025	71280	350915
2026	71333	350965
2027	71384	351009
2028	71433	351039
2029	71484	351083
2030	71538	351142
2031	71599	351229
2032	71658	351312
2033	71713	351374
2034	71766	351426
2035	71820	351484
2036	71873	351532
2037	71929	351601
2038	71982	351654
2039	72035	351704
2040	72093	351778
2041	72145	351825
2042	72203	351901
2043	72251	351926
2044	72306	351986
2045	72358	352032
2046	72418	352116
2047	72480	352209
2048	72538	352285
2049	72606	352405
2050	72664	352482
2051	72719	352541
2052	72776	352607
2053	72878	352894
2054	72935	352965
2055	72993	353038
2056	73049	353103
2057	73104	353162
2058	73159	353217
2059	73213	353274
2060	73269	353336
2061	73325	353398
2062	73379	353452
2063	73428	353479
2064	73477	353509
2065	73522	353520
2066	73569	353539
2067	73619	353572
2068	73662	353572
2069	73710	353597
2070	73752	353590
2071	73796	353597
2072	73842	353610
2073	73887	353619
2074	73931	353626
2075	73973	353620
2076	74045	353754
2077	74090	353765
2078	74150	353847
2079	74195	353856
2080	74244	353882
2081	74291	353902
2082	74340	353930
2083	74386	353943
2084	74429	353940
2085	74471	353936
2086	74515	353940
2087	74568	353984
2088	74615	354002
2089	74660	354011
2090	74713	354058
2091	74757	354061
2092	74804	354081
2093	74851	354098
2094	74898	354114
2095	75372	356149
2096	75480	356452
2097	75636	356982
2098	75754	357336
2099	75810	357390
2100	75863	357435
2101	75912	357461
2102	75962	357491
2103	76010	357510
2104	76069	357580
2105	76131	357668
2106	76183	357702
2107	76235	357740
2108	76282	357757
2109	76337	357808
2110	76384	357822
2111	76433	357846
2112	76485	357886
2113	76534	357908
2114	76582	357927
2115	76627	357934
2116	76674	357947
2117	76721	357963
2118	76767	357970
2119	76827	358045
2120	76879	358082
2121	76925	358090
2122	76970	358095
2123	77017	358111
2124	77538	360325
2125	77777	361230
2126	77890	361549
2127	77948	361612
2128	78008	361680
2129	78071	361765
2130	78122	361797
2131	78175	361835
2132	78227	361872
2133	78281	361912
2134	78331	361937
2135	78385	361980
2136	78432	361994
2137	78479	362004
2138	78531	362039
2139	78583	362069
2140	78636	362110
2141	78688	362144
2142	78742	362184
2143	78788	362190
2144	78836	362208
2145	78881	362209
2146	78932	362237
2147	78981	362255
2148	79026	362257
2149	79073	362267
2150	79119	362273
2151	79165	362278
2152	79210	362276
2153	79252	362266
2154	79298	362268
2155	79339	362251
2156	79392	362292
2157	79444	362322
2158	79491	362331
2159	79534	362324
2160	79575	362304
2161	79617	362293
2162	79659	362280
2163	79702	362272
2164	79745	362261
2165	79784	362234
2166	79825	362215
2167	79867	362203
2168	79911	362199
2169	79951	362178
2170	79993	362161
2171	80036	362155
2172	80074	362123
2173	80112	362088
2174	80146	362040
2175	80182	362002
2176	80220	361970
2177	80257	361932
2178	80294	361895
2179	80331	361858
2180	80369	361826
2181	80406	361791
2182	80443	361756
2183	80480	361721
2184	80520	361696
2185	80556	361658
2186	80593	361621
2187	80629	361581
2188	80666	361542
2189	80702	361501
2190	80738	361462
2191	80776	361431
2192	80821	361428
2193	80868	361438
2194	80904	361397
2195	80943	361371
2196	80982	361343
2197	81023	361323
2198	81060	361288
2199	81097	361251
2200	81135	361220
2201	81174	361191
2202	81211	361156
2203	81250	361131
2204	81288	361098
2205	81326	361065
2206	81379	361099
2207	81415	361062
2208	81457	361046
2209	81507	361066
2210	81553	361071
2211	81591	361040
2212	81631	361014
2213	81670	360989
2214	81709	360962
2215	81752	360949
2216	81791	360924
2217	81831	360898
2218	81870	360872
2219	81926	360919
2220	81967	360900
2221	82007	360875
2222	82048	360859
2223	82088	360835
2224	82128	360812
2225	82168	360787
2226	82219	360814
2227	82261	360798
2228	82299	360764
2229	82335	360725
2230	82375	360700
2231	82415	360677
2232	82455	360653
2233	82494	360626
2234	82534	360604
2235	82577	360591
2236	82614	360557
2237	82651	360519
2238	82690	360490
2239	82729	360462
2240	82768	360435
2241	82811	360425
2242	82880	360529
2243	82929	360542
2244	82963	360494
2245	83004	360474
2246	83049	360472
2247	83097	360483
2248	83207	360763
2249	83430	361530
2250	83588	362019
2251	83730	362435
2252	83860	362798
2253	84086	363580
2254	84242	364053
2255	84496	364952
2256	84711	365680
2257	84864	366141
2258	85032	366668
2259	85118	366836
2260	85208	367026
2261	85288	367170
2262	85367	367309
2263	85436	367407
2264	85509	367519
2265	85563	367553
2266	85611	367560
2267	85660	367568
2268	85706	367566
2269	85752	367563
2270	85795	367548
2271	85835	367522
2272	85876	367497
2273	85920	367484
2274	85968	367489
2275	86009	367467
2276	86050	367445
2277	86093	367426
2278	86133	367400
2279	86172	367367
2280	86209	367325
2281	86247	367290
2282	86287	367258
2283	86324	367218
2284	86361	367179
2285	86399	367142
2286	86436	367100
2287	86476	367070
2288	86514	367035
2289	86554	367006
2290	86590	366960
2291	86628	366922
2292	86663	366872
2293	86699	366826
2294	86735	366784
2295	86770	366733
2296	86805	366685
2297	86841	366640
2298	86876	366589
2299	86912	366542
2300	86948	366499
2301	86986	366460
2302	87021	366413
2303	87058	366370
2304	87094	366324
2305	87130	366280
2306	87167	366239
2307	87203	366195
2308	87239	366149
2309	87274	366099
2310	87309	366050
2311	87345	366006
2312	87382	365962
2313	87417	365912
2314	87452	365864
2315	87488	365818
2316	87523	365769
2317	87566	365755
2318	87602	365709
2319	87638	365664
2320	87674	365618
2321	87710	365574
2322	87749	365539
2323	87783	365487
2324	87819	365442
2325	87853	365389
2326	87893	365361
2327	87930	365319
2328	87968	365282
2329	88007	365248
2330	88049	365231
2331	88086	365188
2332	88124	365153
2333	88164	365124
2334	88203	365091
2335	88240	365050
2336	88281	365023
2337	88317	364982
2338	88354	364937
2339	88400	364936
2340	88440	364908
2341	88480	364878
2342	88520	364847
2343	88556	364804
2344	88594	364766
2345	88631	364728
2346	88669	364687
2347	88705	364644
2348	88742	364602
2349	88778	364557
2350	88815	364516
2351	88852	364475
2352	88891	364445
2353	88928	364404
2354	88966	364365
2355	89006	364338
2356	89050	364325
2357	89089	364293
2358	89130	364268
2359	89174	364256
2360	89213	364220
2361	89246	364165
2362	89282	364118
2363	89319	364078
2364	89356	364037
2365	89394	364000
2366	89430	363956
2367	89467	363913
2368	89504	363873
2369	89541	363831
2370	89577	363789
2371	89613	363743
2372	89647	363691
2373	89681	363638
2374	89716	363589
2375	89752	363544
2376	89788	363497
2377	89822	363443
2378	89857	363395
2379	89893	363351
2380	89929	363304
2381	89964	363258
2382	90001	363218
2383	90037	363171
2384	90073	363126
2385	90108	363079
2386	90143	363029
2387	90180	362986
2388	90216	362941
2389	90250	362890
2390	90286	362844
2391	90321	362795
2392	90364	362777
2393	90399	362729
2394	90435	362685
2395	90477	362666
2396	90512	362617
2397	90549	362575
2398	90584	362528
2399	90619	362477
2400	90653	362426
2401	90688	362377
2402	90724	362332
2403	90759	362283
2404	90795	362236
2405	90828	362183
2406	90863	362134
2407	90898	362084
2408	90933	362033
2409	90966	361980
2410	91003	361939
2411	91038	361891
2412	91073	361839
2413	91106	361784
2414	91141	361733
2415	91177	361691
2416	91212	361643
2417	91246	361589
2418	91281	361542
2419	91315	361487
2420	91348	361434
2421	91383	361385
2422	91418	361335
2423	91452	361284
2424	91487	361235
2425	91522	361185
2426	91558	361142
2427	91595	361099
2428	91630	361051
2429	91664	361000
2430	91700	360955
2431	91735	360906
2432	91770	360856
2433	91804	360806
2434	91840	360761
2435	91875	360715
2436	91911	360670
2437	91945	360617
2438	91980	360567
2439	92016	360523
2440	92049	360467
2441	92085	360421
2442	92120	360374
2443	92155	360325
2444	92190	360277
2445	92224	360225
2446	92260	360179
2447	92294	360128
2448	92329	360079
2449	92364	360031
2450	92400	359988
2451	92436	359945
2452	92471	359896
2453	92506	359849
2454	92541	359798
2455	92575	359747
2456	92610	359700
2457	92645	359653
2458	92680	359604
2459	92715	359553
2460	92750	359505
2461	92784	359455
2462	92818	359403
2463	92853	359353
2464	92887	359304
2465	92923	359259
2466	92958	359210
2467	92992	359157
2468	93027	359110
2469	93064	359068
2470	93098	359018
2471	93133	358969
2472	93168	358924
2473	93204	358877
2474	93239	358831
2475	93274	358783
2476	93310	358737
2477	93345	358688
2478	93380	358642
2479	93417	358600
2480	93454	358562
2481	93487	358508
2482	93522	358458
2483	93557	358411
2484	93593	358365
2485	93627	358316
2486	93662	358267
2487	93696	358216
2488	93731	358168
2489	93767	358122
2490	93803	358079
2491	93839	358034
2492	93875	357992
2493	93912	357950
2494	93949	357910
2495	93987	357873
2496	94022	357827
2497	94058	357784
2498	94095	357744
2499	94129	357691
2500	94163	357641
2501	94198	357592
2502	94233	357545
2503	94267	357495
2504	94302	357446
2505	94340	357408
2506	94375	357363
2507	94409	357312
2508	94444	357262
2509	94479	357216
2510	94513	357163
2511	94548	357115
2512	94586	357078
2513	94622	357037
2514	94658	356993
2515	94692	356941
2516	94727	356894
2517	94763	356851
2518	94798	356803
2519	94834	356757
2520	94869	356710
2521	94903	356660
2522	94938	356611
2523	94972	356561
2524	95007	356514
2525	95043	356467
2526	95078	356421
2527	95112	356372
2528	95147	356324
2529	95180	356270
2530	95215	356220
2531	95249	356170
2532	95283	356119
2533	95317	356069
2534	95353	356022
2535	95390	355985
2536	95425	355935
2537	95458	355882
2538	95492	355831
2539	95529	355789
2540	95565	355747
2541	95604	355713
2542	95638	355662
2543	95673	355618
2544	95708	355568
2545	95741	355513
2546	95774	355461
2547	95808	355408
2548	95843	355361
2549	95876	355306
2550	95910	355257
2551	95946	355211
2552	95980	355163
2553	96013	355108
2554	96048	355060
2555	96085	355021
2556	96123	354982
2557	96156	354928
2558	96189	354876
2559	96224	354829
2560	96260	354784
2561	96297	354743
2562	96333	354700
2563	96369	354659
2564	96407	354622
2565	96442	354573
2566	96478	354530
2567	96513	354484
2568	96548	354437
2569	96584	354393
2570	96620	354348
2571	96654	354299
2572	96690	354255
2573	96726	354212
2574	96761	354165
2575	96795	354114
2576	96828	354061
2577	96864	354018
2578	96901	353977
2579	96936	353929
2580	96970	353881
2581	97006	353836
2582	97040	353786
2583	97074	353736
2584	97108	353686
2585	97144	353643
2586	97179	353593
2587	97214	353548
2588	97248	353498
2589	97284	353453
2590	97319	353408
2591	97354	353361
2592	97390	353318
2593	97406	353201
2594	97438	353144
2595	97474	353100
2596	97509	353055
2597	97544	353006
2598	97578	352957
2599	97613	352910
2600	97650	352870
2601	97687	352832
2602	97722	352785
2603	97763	352759
2604	97806	352741
2605	97844	352707
2606	97887	352686
2607	97927	352659
2608	97968	352633
2609	98039	352715
2610	98164	352992
2611	98288	353265
2612	98404	353510
2613	98505	353699
2614	98615	353921
2615	98706	354077
2616	98849	354415
2617	98947	354595
2618	99061	354828
2619	99176	355067
2620	99233	355098
2621	99283	355104
2622	99333	355108
2623	99396	355161
2624	99442	355151
2625	99491	355153
2626	99537	355143
2627	99588	355155
2628	99637	355155
2629	99680	355133
2630	99721	355107
2631	99759	355071
2632	99800	355045
2633	99842	355021
2634	99881	354987
2635	99922	354958
2636	99960	354922
2637	99999	354889
2638	100056	354916
2639	100094	354881
2640	100135	354852
2641	100172	354812
2642	100209	354771
2643	100246	354731
2644	100284	354690
2645	100320	354646
2646	100357	354607
2647	100395	354569
2648	100432	354528
2649	100469	354486
2650	100506	354444
2651	100541	354397
2652	100579	354358
2653	100615	354316
2654	100652	354274
2655	100686	354224
2656	100722	354176
2657	100756	354125
2658	100791	354079
2659	100825	354026
2660	100863	353988
2661	100899	353945
2662	100934	353895
2663	100970	353851
2664	101005	353804
2665	101040	353756
2666	101075	353707
2667	101110	353659
2668	101145	353612
2669	101181	353566
2670	101216	353518
2671	101247	353457
2672	101283	353411
2673	101315	353354
2674	101350	353305
2675	101384	353255
2676	101419	353206
2677	101454	353159
2678	101488	353108
2679	101523	353061
2680	101560	353017
2681	101599	352984
2682	101634	352938
2683	101670	352892
2684	101706	352846
2685	101740	352797
2686	101775	352749
2687	101809	352695
2688	101845	352653
2689	101882	352611
2690	101917	352565
2691	101953	352519
2692	101986	352466
2693	102019	352411
2694	102053	352359
2695	102088	352311
2696	102122	352258
2697	102155	352203
2698	102188	352150
2699	102222	352099
2700	102257	352052
2701	102290	351998
2702	102324	351947
2703	102358	351896
2704	102393	351848
2705	102428	351800
2706	102463	351751
2707	102497	351700
2708	102530	351647
2709	102564	351594
2710	102599	351549
2711	102635	351504
2712	102670	351454
2713	102704	351404
2714	102737	351352
2715	102771	351298
2716	102805	351249
2717	102840	351200
2718	102875	351152
2719	102907	351097
2720	102941	351043
2721	102977	351000
2722	103011	350949
2723	103044	350897
2724	103080	350850
2725	103114	350799
2726	103148	350750
2727	103185	350708
2728	103219	350659
2729	103253	350609
2730	103289	350562
2731	103324	350515
2732	103358	350466
2733	103395	350424
2734	103429	350372
2735	103462	350320
2736	103497	350274
2737	103531	350222
2738	103564	350167
2739	103600	350123
2740	103634	350074
2741	103668	350023
2742	103703	349976
2743	103738	349927
2744	103772	349877
2745	103806	349826
2746	103841	349781
2747	103877	349736
2748	103911	349684
2749	103946	349636
2750	103978	349582
2751	104011	349527
2752	104046	349481
2753	104081	349433
2754	104118	349391
2755	104158	349362
2756	104199	349335
2757	104239	349303
2758	104282	349284
2759	104326	349268
2760	104370	349250
2761	104384	349130
2762	104418	349082
2763	104455	349040
2764	104492	349000
2765	104528	348956
2766	104563	348909
2767	104598	348864
2768	104634	348820
2769	104670	348775
2770	104705	348729
2771	104740	348681
2772	104776	348639
2773	104812	348592
2774	104847	348547
2775	104882	348498
2776	104917	348452
2777	104952	348404
2778	104986	348355
2779	105021	348308
2780	105056	348262
2781	105091	348216
2782	105105	348098
2783	105139	348046
2784	105173	347996
2785	105208	347950
2786	105242	347899
2787	105277	347853
2788	105312	347805
2789	105346	347756
2790	105381	347710
2791	105419	347671
2792	105454	347624
2793	105488	347576
2794	105524	347531
2795	105560	347488
2796	105595	347441
2797	105631	347398
2798	105667	347353
2799	105703	347312
2800	105742	347278
2801	105779	347237
2802	105815	347193
2803	105851	347151
2804	105889	347112
2805	105926	347072
2806	105963	347034
2807	106000	346993
2808	106043	346971
2809	106078	346925
2810	106114	346881
2811	106150	346838
2812	106189	346804
2813	106225	346762
2814	106261	346716
2815	106296	346671
2816	106332	346629
2817	106369	346587
2818	106404	346540
2819	106442	346505
2820	106478	346459
2821	106513	346415
2822	106549	346370
2823	106585	346325
2824	106619	346278
2825	106654	346230
2826	106666	346108
2827	106699	346056
2828	106737	346019
2829	106773	345975
2830	106807	345926
2831	106842	345879
2832	106877	345834
2833	106912	345787
2834	106949	345747
2835	106984	345700
2836	107018	345651
2837	107053	345603
2838	107088	345558
2839	107123	345509
2840	107155	345454
2841	107189	345406
2842	107226	345366
2843	107262	345321
2844	107296	345272
2845	107332	345229
2846	107367	345181
2847	107399	345127
2848	107436	345087
2849	107470	345035
2850	107504	344986
2851	107539	344939
2852	107574	344893
2853	107606	344839
2854	107641	344792
2855	107676	344745
2856	107716	344716
2857	107756	344683
2858	107796	344653
2859	107832	344613
2860	107868	344569
2861	107904	344525
2862	107939	344479
2863	107974	344431
2864	108008	344383
2865	108043	344337
2866	108079	344293
2867	108115	344249
2868	108150	344203
2869	108184	344156
2870	108223	344120
2871	108259	344077
2872	108295	344034
2873	108329	343986
2874	108365	343941
2875	108399	343894
2876	108436	343852
2877	108473	343813
2878	108506	343761
2879	108540	343710
2880	108573	343660
2881	108610	343617
2882	108645	343574
2883	108681	343528
2884	108715	343479
2885	108751	343437
2886	108786	343391
2887	108822	343349
2888	108856	343300
2889	108892	343255
2890	108927	343210
2891	108962	343163
2892	108996	343114
2893	109030	343067
2894	109066	343021
2895	109101	342975
2896	109135	342926
2897	109169	342878
2898	109204	342831
2899	109240	342787
2900	109275	342742
2901	109310	342697
2902	109344	342648
2903	109379	342603
2904	109415	342558
2905	109451	342516
2906	109486	342469
2907	109521	342424
2908	109556	342376
2909	109592	342336
2910	109626	342287
2911	109660	342238
2912	109695	342192
2913	109731	342147
2914	109765	342100
2915	109799	342050
2916	109834	342004
2917	109869	341958
2918	109903	341908
2919	109937	341859
2920	109975	341823
2921	110009	341774
2922	110045	341731
2923	110079	341682
2924	110114	341637
2925	110150	341593
2926	110185	341549
2927	110220	341502
2928	110257	341462
2929	110293	341419
2930	110328	341374
2931	110364	341331
2932	110399	341286
2933	110435	341241
2934	110470	341198
2935	110505	341151
2936	110540	341105
2937	110574	341057
2938	110609	341012
2939	110644	340966
2940	110678	340917
2941	110713	340869
2942	110750	340833
2943	110786	340788
2944	110830	340770
2945	110864	340720
2946	110898	340672
2947	110926	340605
2948	110961	340560
2949	110997	340518
2950	111032	340473
2951	111068	340429
2952	111101	340378
2953	111137	340335
2954	111175	340299
2955	111211	340256
2956	111248	340216
2957	111283	340169
2958	111318	340123
2959	111351	340074
2960	111386	340028
2961	111421	339982
2962	111456	339935
2963	111492	339893
2964	111528	339851
2965	111564	339810
2966	111598	339761
2967	111635	339720
2968	111670	339674
2969	111706	339632
2970	111742	339589
2971	111783	339561
2972	111820	339523
2973	111856	339482
2974	111894	339443
2975	111930	339402
2976	111967	339362
2977	112007	339332
2978	112048	339304
2979	112088	339274
2980	112135	339265
2981	112174	339230
2982	112213	339199
2983	112255	339174
2984	112293	339139
2985	112331	339099
2986	112368	339062
2987	112403	339016
2988	112440	338976
2989	112475	338932
2990	112513	338893
2991	112549	338852
2992	112586	338811
2993	112622	338771
2994	112680	338794
2995	112722	338769
2996	112760	338732
2997	112795	338688
2998	112832	338648
2999	112870	338612
3000	112908	338575
3001	112946	338538
3002	112988	338514
3003	113029	338485
3004	113069	338456
3005	113106	338417
3006	113149	338395
3007	113197	338388
3008	113243	338375
3009	113535	339098
3010	113663	339328
3011	113827	339667
3012	113967	339934
3013	114367	340977
3014	114437	341036
3015	114502	341079
3016	114565	341114
3017	114629	341153
3018	114685	341169
3019	114740	341183
3020	114795	341195
3021	114850	341208
3022	114908	341228
3023	114961	341236
3024	115008	341224
3025	115059	341225
3026	115105	341210
3027	115151	341196
3028	115197	341182
3029	115246	341175
3030	115292	341161
3031	115336	341139
3032	115386	341137
3033	115481	341267
3034	115537	341283
3035	115588	341282
3036	115634	341268
3037	115683	341262
3038	115732	341257
3039	115781	341249
3040	115831	341247
3041	115880	341241
3042	115922	341214
3043	115961	341178
3044	116000	341143
3045	116038	341104
3046	116076	341066
3047	116114	341028
3048	116155	340998
3049	116193	340961
3050	116231	340922
3051	116269	340883
3052	116305	340838
3053	116342	340798
3054	116378	340754
3055	116415	340712
3056	116452	340671
3057	116489	340630
3058	116525	340587
3059	116561	340543
3060	116597	340498
3061	116633	340453
3062	116670	340413
3063	116706	340368
3064	116741	340321
3065	116776	340275
3066	116812	340229
3067	116846	340180
3068	116881	340133
3069	116916	340085
3070	116951	340040
3071	116986	339992
3072	117021	339946
3073	117058	339903
3074	117091	339851
3075	117125	339799
3076	117161	339757
3077	117197	339713
3078	117233	339668
3079	117266	339617
3080	117302	339570
3081	117337	339525
3082	117371	339476
3083	117406	339429
3084	117440	339379
3085	117474	339329
3086	117510	339284
3087	117545	339236
3088	117581	339192
3089	117615	339143
3090	117650	339096
3091	117684	339047
3092	117718	338997
3093	117753	338951
3094	117787	338900
3095	117821	338851
3096	117856	338804
3097	117891	338756
3098	117926	338710
3099	117961	338663
3100	117996	338616
3101	118032	338573
3102	118068	338529
3103	118104	338484
3104	118139	338439
3105	118174	338392
3106	118210	338347
3107	118247	338306
3108	118283	338263
3109	118321	338223
3110	118366	338206
3111	118402	338162
3112	118437	338116
3113	118474	338075
3114	118511	338033
3115	118546	337987
3116	118581	337941
3117	118617	337896
3118	118653	337852
3119	118689	337807
3120	118725	337763
3121	118760	337718
3122	118799	337681
3123	118837	337643
3124	118874	337603
3125	118910	337559
3126	118946	337514
3127	118982	337471
3128	119019	337431
3129	119055	337386
3130	119090	337340
3131	119124	337292
3132	119164	337257
3133	119203	337223
3134	119244	337192
3135	119280	337150
3136	119314	337101
3137	119350	337056
3138	119385	337009
3139	119420	336964
3140	119457	336923
3141	119495	336883
3142	119532	336842
3143	119569	336802
3144	119605	336759
3145	119641	336714
3146	119677	336670
3147	119712	336624
3148	119747	336578
3149	119784	336536
3150	119821	336495
3151	119858	336454
3152	119892	336406
3153	119928	336362
3154	119964	336318
3155	119998	336269
3156	120033	336222
3157	120068	336176
3158	120105	336134
3159	120139	336086
3160	120173	336038
3161	120208	335990
3162	120244	335946
3163	120280	335904
3164	120316	335858
3165	120351	335813
3166	120386	335768
3167	120421	335720
3168	120457	335678
3169	120494	335637
3170	120530	335593
3171	120565	335545
3172	120599	335498
3173	120632	335445
3174	120666	335396
3175	120702	335351
3176	120737	335306
3177	120773	335261
3178	120808	335214
3179	120842	335167
3180	120876	335119
3181	120910	335068
3182	120945	335021
3183	120980	334976
3184	121015	334928
3185	121050	334883
3186	121084	334835
3187	121119	334788
3188	121153	334739
3189	121189	334696
3190	121225	334652
3191	121262	334611
3192	121297	334565
3193	121331	334517
3194	121366	334469
3195	121400	334420
3196	121434	334373
3197	121468	334323
3198	121503	334277
3199	121537	334228
3200	121572	334180
3201	121607	334135
3202	121641	334086
3203	121677	334043
3204	121711	333995
3205	121747	333952
3206	121782	333906
3207	121818	333861
3208	121852	333814
3209	121887	333766
3210	121921	333717
3211	121955	333667
3212	121989	333621
3213	122025	333576
3214	122058	333525
