author_type,district,floor,floors_count,kitchen_meters,price,rooms_count,street,total_meters,underground,is_studio,house_age,latitude,longitude,distance_to_metro_km,distance_to_center_km,has_metro,metro_zone,effective_metro_distance,distance_to_NSU_km
real_estate_agent,Октябрьский,12.0,25.0,7.18,7.7,1.0,Ипподромская,35.9,Октябрьская,0,3,55.024621,82.935503,0.689,1.141140846973464,1,Комфортная,0.689,22.53469617198309
real_estate_agent,Железнодорожный,17.0,21.0,7.4,8.98,1.0,Беринг жилой квартал,37.0,Площадь Гарина-Михайловского,0,1,55.031479,82.899732,0.436,1.3275264717457629,1,Пешеходная,0.436,24.302141905560276
real_estate_agent,Заельцовский,6.0,8.0,8.428,9.4,1.0,Кедровая,42.14,Заельцовская,0,3,55.105908,82.908195,5.223,8.458222761912964,1,Автомобильная,5.223,31.48795368214513
developer,Калининский,16.0,17.0,8.16,5.75,1.0,Игарская,40.8,Заельцовская,0,1,55.098949,82.943516,4.859,7.788347941197897,1,Автомобильная,4.859,29.976001355322996
real_estate_agent,Октябрьский,12.0,25.0,10.072,9.75,1.0,Ленинградская,50.36,Речной вокзал,0,1,55.011185,82.963136,1.635,3.444290843570368,1,Транспортная,1.635,20.427155475247062
developer,Дзержинский,15.0,25.0,28.33,7.84485,1.0,Королева,40.23,Березовая Роща,0,2,55.051773,82.97016,1.497,3.976154644970644,1,Комфортная,1.497,24.463590422842444
developer,Калининский,19.0,23.0,7.592,6.15,1.0,Игарская,37.96,Заельцовская,0,1,55.099742,82.942492,4.914,7.863048867522804,1,Автомобильная,4.914,30.080466165917034
developer,Дзержинский,19.0,22.0,5.196000000000001,5.1,1.0,Королева,25.98,Березовая Роща,0,1,55.050514,82.968489,1.327,3.8070616847637977,1,Комфортная,1.327,24.36613246098095
developer,Заельцовский,25.0,25.0,4.822,5.55,1.0,Красногорская,24.11,Заельцовская,0,1,55.072747,82.898448,1.774,4.937701159286329,1,Транспортная,1.774,28.37718136668489
developer,Кировский,16.0,17.0,8.340000000000002,5.37,1.0,Зорге,41.7,Площадь Маркса,0,2,54.933093,82.931946,5.928,10.81887074414834,0,Автомобильная,0.0,14.372820188643685
developer,Дзержинский,16.0,18.0,9.094,7.45,1.0,Авиастроителей,45.47,Березовая Роща,0,1,55.070334,82.966729,3.151,5.352187273041826,1,Автомобильная,3.151,26.490784610916197
developer,Дзержинский,21.0,22.0,5.424,5.6,1.0,Королева,27.12,Березовая Роща,0,1,55.050514,82.968489,1.327,3.8070616847637977,1,Комфортная,1.327,24.36613246098095
developer,Дзержинский,2.0,22.0,6.158,5.4,1.0,Королева,30.79,Березовая Роща,0,1,55.050514,82.968489,1.327,3.8070616847637977,1,Комфортная,1.327,24.36613246098095
real_estate_agent,Кировский,7.0,17.0,7.720000000000001,5.2,1.0,Сибиряков-Гвардейцев,38.6,Площадь Маркса,0,3,54.944057,82.900532,4.261,9.658613640860066,0,Автомобильная,0.0,16.673177173124213
developer,Октябрьский,6.0,11.0,5.7,6.35,1.0,Автогенная,28.5,Речной вокзал,0,3,55.010617,82.971678,2.171,3.923604110490692,1,Транспортная,2.171,20.151514320864976
developer,Заельцовский,30.0,30.0,16.040000000000003,15.45,1.0,Дуси Ковальчук,80.2,Заельцовская,0,1,55.057193,82.906865,0.417,3.127270329890379,1,Пешеходная,0.417,26.59018735446785
developer,Октябрьский,7.0,24.0,7.7,9.73,1.0,Кирова,38.5,Речной вокзал,0,1,55.012507,82.956138,1.229,3.005762219075922,1,Комфортная,1.229,20.747270130763198
real_estate_agent,Ленинский,3.0,17.0,6.0,4.6,1.0,Связистов,30.0,Площадь Маркса,0,3,54.961098,82.839249,4.332,9.262745280846271,1,Автомобильная,4.332,20.884930514659345
real_estate_agent,Заельцовский,14.0,26.0,6.7,6.6,1.0,Красный проспект,33.5,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
developer,Заельцовский,3.0,25.0,8.831999999999999,7.843112,1.0,Светлановская,44.16,Заельцовская,0,1,55.076489,82.924229,2.081,5.156656210088052,1,Транспортная,2.081,28.075229977798916
developer,Октябрьский,13.0,24.0,5.04,7.54,1.0,Кирова,25.2,Речной вокзал,0,1,55.012507,82.956138,1.229,3.005762219075922,1,Комфортная,1.229,20.747270130763198
developer,Октябрьский,5.0,13.0,9.26,10.649,1.0,Большевистская,46.3,Речной вокзал,0,1,54.99256,82.977895,3.168,5.559404724898926,1,Автомобильная,3.168,18.15229982940267
real_estate_agent,Кировский,11.0,24.0,7.816,6.15,1.0,Оловозаводская,39.08,Спортивная,0,1,54.96761,82.959946,3.946,7.398201004620823,0,Автомобильная,0.0,16.238750386698424
real_estate_agent,Железнодорожный,2.0,21.0,10.3,10.45,1.0,Беринг жилой квартал,51.5,Площадь Гарина-Михайловского,0,1,55.031479,82.899732,0.436,1.3275264717457629,1,Пешеходная,0.436,24.302141905560276
developer,Ленинский,26.0,16.0,10.66,5.85,1.0,Зорге,53.3,Площадь Маркса,0,22,54.926963,82.922451,6.377,11.476259178615932,1,Автомобильная,6.377,14.368691881006487
real_estate_agent,Кировский,9.0,17.0,8.58,5.75,1.0,Сибиряков-Гвардейцев,42.9,Площадь Маркса,0,3,54.944057,82.900532,4.261,9.658613640860066,0,Автомобильная,0.0,16.673177173124213
developer,Калининский,10.0,19.0,7.91,4.95,1.0,Новоуральская,39.55,Заельцовская,0,1,55.176691,82.964357,13.494,16.530776302348762,1,Удалённая,13.494,37.9506621907454
developer,Октябрьский,13.0,24.0,4.912,7.12,1.0,Большевистская,24.56,Речной вокзал,0,1,55.003678,82.946319,0.832,3.37596176492265,1,Комфортная,0.832,20.149667926859088
developer,Дзержинский,18.0,18.0,7.968000000000001,6.9,1.0,Авиастроителей,39.84,Березовая Роща,0,1,55.070334,82.966729,3.151,5.352187273041826,1,Автомобильная,3.151,26.490784610916197
developer,Ленинский,5.0,17.0,24.340000000000003,4.293159,1.0,Забалуева,39.24,Площадь Маркса,0,2,54.986289,82.786114,7.038,9.857185937430344,1,Удалённая,7.038,25.282812015498617
real_estate_agent,Кировский,6.0,9.0,8.68,4.8174,1.0,Зорге,43.4,Площадь Маркса,0,1,54.931971,82.9305,6.01,10.937542710342209,0,Автомобильная,0.0,14.35410337617487
real_estate_agent,Заельцовский,8.0,26.0,9.340000000000002,8.05,1.0,Красный проспект,46.7,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
developer,Ленинский,10.0,17.0,7.838,4.7528,1.0,Забалуева,39.19,Площадь Маркса,0,2,54.986831,82.783868,7.185,9.952513521689276,1,Удалённая,7.185,25.43232984645602
real_estate_agent,Заельцовский,8.0,25.0,9.158,7.95,1.0,Красногорская,45.79,Заельцовская,0,1,55.072747,82.898448,1.774,4.937701159286329,1,Транспортная,1.774,28.37718136668489
real_estate_agent,Октябрьский,4.0,25.0,8.164,8.1,1.0,Ленинградская,40.82,Речной вокзал,0,1,55.011185,82.963136,1.635,3.444290843570368,1,Транспортная,1.635,20.427155475247062
developer,Кировский,1.0,17.0,8.620000000000001,5.55,1.0,Сибиряков-Гвардейцев,43.1,Площадь Маркса,0,1,54.944988,82.900739,4.159,9.554251574730378,0,Автомобильная,0.0,16.732819365367455
real_estate_agent,Заельцовский,29.0,30.0,9.26,9.3,1.0,Дуси Ковальчук,46.3,Заельцовская,0,1,55.057193,82.906865,0.417,3.127270329890379,1,Пешеходная,0.417,26.59018735446785
developer,Калининский,13.0,15.0,8.200000000000001,5.7,1.0,Игарская,41.0,Заельцовская,0,1,55.100623,82.941783,4.987,7.951611298275642,1,Автомобильная,4.987,30.187745905310507
developer,Калининский,1.0,9.0,8.92,6.4084,1.0,Василия Клевцова,44.6,Заельцовская,0,3,55.096445,82.975559,5.779,8.163203312083969,1,Автомобильная,5.779,29.115326328558645
developer,Октябрьский,12.0,16.0,11.57,12.43,1.0,Большевистская,57.85,Речной вокзал,0,5,54.989528,82.977275,3.347,5.792500345609196,1,Автомобильная,3.347,17.861840921964465
real_estate_agent,Заельцовский,15.0,16.0,4.760000000000001,7.0,1.0,Дуси Ковальчук,23.8,Гагаринская,0,3,55.053578,82.898951,1.053,2.9413425089411005,1,Комфортная,1.053,26.466200764249887
real_estate_agent,Калининский,8.0,23.0,9.464,6.65,1.0,Игарская,47.32,Заельцовская,0,1,55.099742,82.942492,4.914,7.863048867522804,1,Автомобильная,4.914,30.080466165917034
real_estate_agent,Дзержинский,23.0,25.0,8.424,7.1,1.0,Авиастроителей,42.12,Березовая Роща,0,1,55.070334,82.966729,3.151,5.352187273041826,1,Автомобильная,3.151,26.490784610916197
developer,Октябрьский,13.0,20.0,8.072000000000001,8.5,1.0,Ленинградская,40.36,Речной вокзал,0,2,55.001819,82.983518,3.038,5.10966302296737,1,Автомобильная,3.038,18.95922571787914
real_estate_agent,Октябрьский,2.0,25.0,7.192,7.45,1.0,Ленинградская,35.96,Речной вокзал,0,1,55.011185,82.963136,1.635,3.444290843570368,1,Транспортная,1.635,20.427155475247062
real_estate_agent,Заельцовский,7.0,8.0,8.448,8.34,1.0,Кедровая,42.24,Заельцовская,0,3,55.105908,82.908195,5.223,8.458222761912964,1,Автомобильная,5.223,31.48795368214513
real_estate_agent,Заельцовский,24.0,26.0,7.28,7.25,1.0,Красный проспект,36.4,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
real_estate_agent,Ленинский,3.0,17.0,7.426000000000001,5.985252,1.0,Титова,37.13,Площадь Маркса,0,1,54.98149,82.831937,4.101,7.819445761202049,1,Автомобильная,4.101,22.713037308958214
real_estate_agent,Дзержинский,10.0,25.0,9.094,7.25,1.0,Авиастроителей,45.47,Березовая Роща,0,1,55.070334,82.966729,3.151,5.352187273041826,1,Автомобильная,3.151,26.490784610916197
developer,Дзержинский,22.0,25.0,25.97,7.414,1.0,Королева,37.07,Березовая Роща,0,2,55.051773,82.97016,1.497,3.976154644970644,1,Комфортная,1.497,24.463590422842444
real_estate_agent,Ленинский,17.0,17.0,5.82,4.5,1.0,Связистов,29.1,Площадь Маркса,0,3,54.961098,82.839249,4.332,9.262745280846271,1,Автомобильная,4.332,20.884930514659345
real_estate_agent,Заельцовский,17.0,26.0,9.2,8.2,1.0,Красный проспект,46.0,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
real_estate_agent,Заельцовский,23.0,26.0,9.16,8.4,1.0,Красный проспект,45.8,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
developer,Дзержинский,12.0,22.0,7.244,6.85,1.0,Королева,36.22,Березовая Роща,0,1,55.050514,82.968489,1.327,3.8070616847637977,1,Комфортная,1.327,24.36613246098095
real_estate_agent,Ленинский,6.0,17.0,6.808,5.366088,1.0,Титова,34.04,Площадь Маркса,0,1,54.98149,82.831937,4.101,7.819445761202049,1,Автомобильная,4.101,22.713037308958214
real_estate_agent,Заельцовский,24.0,26.0,9.12,8.4,1.0,Красный проспект,45.6,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
real_estate_agent,Ленинский,12.0,14.0,8.26,5.65,1.0,площадь Карла Маркса,41.3,Площадь Маркса,0,1,54.983024,82.893202,0.208,5.522037183566433,1,Пешеходная,0.208,20.13041113539444
real_estate_agent,Кировский,9.0,24.0,7.454000000000001,6.15,1.0,Оловозаводская,37.27,Спортивная,0,1,54.96761,82.959946,3.946,7.398201004620823,0,Автомобильная,0.0,16.238750386698424
developer,Кировский,17.0,17.0,5.720000000000001,4.7,1.0,Цветной бульвар ЖК,28.6,Площадь Маркса,0,1,54.944249,82.902329,4.249,9.623014456095303,0,Автомобильная,0.0,16.60240660484277
real_estate_agent,Ленинский,17.0,17.0,8.01,6.54245,1.0,Титова,40.05,Площадь Маркса,0,1,54.98149,82.831937,4.101,7.819445761202049,1,Автомобильная,4.101,22.713037308958214
real_estate_agent,Дзержинский,9.0,9.0,5.0,4.66,1.0,Селезнева,29.8,Березовая Роща,0,41,55.041173,82.947954,0.345,2.138465525300996,1,Пешеходная,0.345,23.869904216924073
real_estate_agent,Советский,8.0,19.0,15.0,4.685,1.0,Часовая,40.3,Площадь Маркса,0,5,54.866927,82.972128,13.716,18.44897011129655,0,Удалённая,0.0,8.226871757201144
real_estate_agent,Заельцовский,15.0,26.0,5.420000000000001,4.7,1.0,Дуси Ковальчук,27.1,Заельцовская,0,2,55.062725,82.926448,0.974,3.640707897239991,1,Комфортная,0.974,26.613539240505943
real_estate_agent,Октябрьский,2.0,9.0,12.0,4.7,1.0,В. Высоцкого,40.0,Золотая Нива,0,19,55.032371,83.019002,2.824,6.286306839317757,1,Транспортная,2.824,21.531548633608363
real_estate_agent,Ленинский,10.0,18.0,10.7,4.7,1.0,Титова,36.5,Площадь Маркса,0,6,54.97763,82.798573,6.251,9.722194156428202,1,Автомобильная,6.251,24.06149871792055
real_estate_agent,Ленинский,5.0,10.0,8.4,4.7,1.0,Титова,37.1,Площадь Маркса,0,15,54.98056,82.805463,5.793,9.174989531499431,1,Автомобильная,5.793,23.922857053334877
real_estate_agent,Дзержинский,9.0,9.0,6.0,4.7,1.0,Адриена Лежена,31.8,Золотая Нива,0,58,55.04353,82.977329,0.679,3.918018406867676,1,Комфортная,0.679,23.44882656657988
real_estate_agent,Ленинский,2.0,18.0,4.2,4.7,1.0,Пархоменко,26.4,Площадь Маркса,0,9,54.985622,82.840219,3.591,7.120138950507478,1,Автомобильная,3.591,22.642764050996824
real_estate_agent,Первомайский,3.0,5.0,9.1,4.7,1.0,Маяковского,32.7,Золотая Нива,0,15,54.970287,83.101404,10.965,13.324599395861188,0,Удалённая,0.0,14.094687695675596
real_estate_agent,Центральный,2.0,5.0,6.0,4.7,1.0,Красный проспект,28.6,Красный проспект,0,62,55.043262,82.915004,0.24,1.49688786526724,1,Пешеходная,0.24,24.974855277361716
real_estate_agent,Заельцовский,5.0,5.0,9.0,4.7,1.0,Кубовая,33.5,Заельцовская,0,15,55.126699,82.892546,7.635,10.87990971318427,1,Удалённая,7.635,34.00449723917578
real_estate_agent,Калининский,1.0,17.0,9.1,4.7,1.0,Игарская,28.7,Заельцовская,0,3,55.102076,82.941217,5.124,8.104880633152284,1,Автомобильная,5.124,30.352286639566636
real_estate_agent,Кировский,3.0,9.0,9.0,4.7,1.0,Беловежская,40.8,Площадь Маркса,0,39,54.964882,82.892465,1.951,7.47515762827931,0,Транспортная,0.0,18.655846410790943
real_estate_agent,Ленинский,7.0,10.0,11.0,4.7,1.0,Ивана Севастьянова,40.7,Площадь Маркса,0,6,54.965398,82.832601,4.473,9.124216797968142,1,Автомобильная,4.473,21.515208592907264
real_estate_agent,Октябрьский,19.0,19.0,10.0,4.7,1.0,Выборная,34.0,Золотая Нива,0,14,55.004453,83.011429,4.327,6.467208703075089,1,Автомобильная,4.327,18.649837924393793
real_estate_agent,Ленинский,17.0,18.0,9.0,4.7,1.0,Спортивная,36.8,Площадь Маркса,0,6,54.981443,82.785188,7.084,10.18510234043356,1,Удалённая,7.084,24.99584723488021
real_estate_agent,Ленинский,4.0,9.0,8.7,4.735,1.0,Романтиков,36.88,Площадь Гарина-Михайловского,0,4,55.024755,82.804457,6.178,7.416373181622124,1,Автомобильная,6.178,27.35203280398273
real_estate_agent,Кировский,12.0,17.0,11.1,4.7,1.0,Петухова,39.4,Площадь Маркса,0,11,54.940975,82.89436,4.597,10.056052588731225,0,Автомобильная,0.0,16.745007389903883
real_estate_agent,Заельцовский,3.0,5.0,12.2,4.7,1.0,Кубовая,34.5,Заельцовская,0,15,55.126164,82.893004,7.572,10.816479335102468,1,Удалённая,7.572,33.93840800845296
real_estate_agent,Первомайский,1.0,17.0,5.0,4.7,1.0,Заречная,36.82,Золотая Нива,0,5,54.982642,83.068643,8.509,10.82794847421714,0,Удалённая,0.0,15.546150631284148
real_estate_agent,Ленинский,6.0,18.0,7.2,4.7,1.0,Междуреченская,38.6,Площадь Гарина-Михайловского,0,2,55.023774,82.853397,3.216,4.331485299182778,1,Автомобильная,3.216,25.25534590298443
real_estate_agent,Октябрьский,9.0,9.0,7.0,4.7,1.0,Бориса Богаткова,30.0,Золотая Нива,0,4,55.03573,82.971086,0.349,3.2865228543659697,1,Пешеходная,0.349,22.763017592616027
real_estate_agent,Калининский,8.0,9.0,7.0,4.7,1.0,Кропоткина,32.0,Маршала Покрышкина,0,3,55.05613,82.943462,1.411,3.238494688936939,1,Комфортная,1.411,25.515050946695595
real_estate_agent,Дзержинский,1.0,4.0,10.0,4.7,1.0,Заслонова,34.0,Золотая Нива,0,3,55.049333,83.029377,3.67,7.261101212944398,1,Автомобильная,3.67,23.246893514578392
real_estate_agent,Калининский,1.0,4.0,7.0,4.7,1.0,Народная,43.7,Заельцовская,0,74,55.07586,82.959596,3.531,5.66025634009304,1,Автомобильная,3.531,27.216298719418162
realtor,Кировский,21.0,29.0,4.0,4.7,1.0,Аникина,26.0,Студенческая,0,10,54.964509,82.945106,3.659,7.468262992841505,0,Автомобильная,0.0,16.476835114549594
real_estate_agent,Дзержинский,2.0,4.0,10.8,4.75,1.0,Заслонова,38.5,Золотая Нива,0,6,55.050169,83.030105,3.747,7.333046076358128,1,Автомобильная,3.747,23.330180182373862
real_estate_agent,Заельцовский,12.0,25.0,5.640000000000001,4.799,1.0,Красный проспект,28.2,Заельцовская,0,2,55.05728,82.914896,0.241,3.0356387034335457,1,Пешеходная,0.241,26.372278571136523
real_estate_agent,Дзержинский,15.0,15.0,5.5,4.799,1.0,Коминтерна,29.8,Золотая Нива,0,2,55.057156,83.020475,3.598,7.044718360806174,1,Автомобильная,3.598,24.20729115216223
real_estate_agent,Ленинский,9.0,17.0,8.5,4.78,1.0,Связистов,36.8,Площадь Маркса,0,2,54.98523,82.834084,3.977,7.435424688463525,1,Автомобильная,3.977,22.89545323671187
real_estate_agent,Кировский,5.0,9.0,11.8,4.75,1.0,Зорге,41.5,Площадь Маркса,0,12,54.933145,82.930509,5.888,10.807261361641327,0,Автомобильная,0.0,14.443255166369594
real_estate_agent,Железнодорожный,4.0,5.0,6.0,4.76,1.0,Владимировская,31.0,Площадь Гарина-Михайловского,0,62,55.033863,82.891737,0.529,1.8745817978063224,1,Комфортная,0.529,24.79259706589406
real_estate_agent,Советский,5.0,5.0,6.0,4.75,1.0,бульвар Молодежи,30.0,Площадь Маркса,0,21,54.86228,83.085531,18.013,21.439708041091365,0,Удалённая,0.0,2.1483270091946753
real_estate_agent,Октябрьский,2.0,4.0,4.0,4.7775,1.0,Лескова,27.3,Октябрьская,0,4,55.023558,82.952338,0.991,2.1619610344487232,1,Комфортная,0.991,21.964383330933217
real_estate_agent,Заельцовский,9.0,11.0,6.0,4.799,1.0,Кубовая,38.0,Заельцовская,0,13,55.122926,82.915022,7.11,10.320308675798891,1,Удалённая,7.11,33.094647457282726
realtor,Ленинский,10.0,19.0,8.0,4.75,1.0,Пархоменко,33.4,Площадь Маркса,0,13,54.986015,82.840929,3.551,7.057197497444727,1,Автомобильная,3.551,22.640752856930003
real_estate_agent,Заельцовский,1.0,5.0,6.0,4.8,1.0,Дуси Ковальчук,31.5,Заельцовская,0,66,55.063545,82.91831,0.623,3.7141567704311775,1,Комфортная,0.623,26.9095705336184
real_estate_agent,Калининский,5.0,15.0,9.2,4.8,1.0,Объединения,36.7,Заельцовская,0,2,55.09303,82.953919,4.608,7.308231146440625,1,Автомобильная,4.608,29.142904853852343
real_estate_agent,Кировский,6.0,9.0,5.2,4.8,1.0,Вертковская,28.9,Площадь Маркса,0,47,54.975088,82.88827,0.948,6.458713173162875,0,Комфортная,0.0,19.669264001593373
real_estate_agent,Октябрьский,4.0,10.0,12.2,4.8,1.0,Татьяны Снежиной,42.3,Золотая Нива,0,16,55.021116,83.013315,3.016,6.004825998757762,1,Автомобильная,3.016,20.40244207526947
real_estate_agent,Ленинский,12.0,17.0,12.0,4.8,1.0,Забалуева,37.2,Площадь Маркса,0,6,54.988112,82.776627,7.656,10.293311935071534,1,Удалённая,7.656,25.8827067654269
real_estate_agent,Кировский,2.0,10.0,11.0,4.8,1.0,Зорге,38.3,Площадь Маркса,0,19,54.930926,82.913153,5.814,11.04465478459428,0,Автомобильная,0.0,15.107016232224561
real_estate_agent,Ленинский,3.0,4.0,6.0,4.8,1.0,Костычева,30.3,Площадь Маркса,0,64,54.975398,82.876754,1.459,6.69674914496466,1,Комфортная,1.459,20.19406919123799
real_estate_agent,Железнодорожный,2.0,12.0,9.4,4.8,1.0,Челюскинцев,35.4,Площадь Гарина-Михайловского,0,40,55.039378,82.906748,0.635,1.3454702766509798,1,Комфортная,0.635,24.84166207526282
real_estate_agent,Калининский,4.0,19.0,6.6,4.8,1.0,Декоративный Питомник,31.5,Заельцовская,0,4,55.112824,82.924032,6.029,9.1941122561179,1,Автомобильная,6.029,31.84277649611046
real_estate_agent,Калининский,9.0,10.0,10.2,4.8,1.0,Мясниковой,37.5,Заельцовская,0,12,55.106484,82.941297,5.587,8.589599322868409,1,Автомобильная,5.587,30.81503399089876
real_estate_agent,Калининский,6.0,16.0,9.6,4.8,1.0,Мясниковой,34.4,Заельцовская,0,3,55.105933,82.946032,5.636,8.58119295312114,1,Автомобильная,5.636,30.662473129063827
real_estate_agent,Калининский,9.0,17.0,9.4,4.8,1.0,Краузе,41.4,Заельцовская,0,3,55.115393,82.936195,6.448,9.52987809805281,1,Автомобильная,6.448,31.857441349567008
real_estate_agent,Октябрьский,4.0,10.0,14.0,4.8,1.0,Плющихинская,49.0,Золотая Нива,0,3,55.018329,83.002554,2.738,5.397146592438487,1,Транспортная,2.738,20.290212372137212
real_estate_agent,Калининский,7.0,11.0,8.6,4.8,1.0,Михаила Немыткина,37.3,Заельцовская,0,13,55.108689,82.944963,5.897,8.870014050215968,1,Автомобильная,5.897,30.974948744665753
real_estate_agent,Ленинский,11.0,18.0,10.0,4.8,1.0,Спортивная,35.1,Площадь Маркса,0,6,54.981505,82.781164,7.341,10.399698490338915,1,Удалённая,7.341,25.203695145381598
real_estate_agent,Октябрьский,3.0,10.0,16.3,4.8,1.0,Татьяны Снежиной,58.4,Золотая Нива,0,16,55.020802,83.011097,2.927,5.871614382025046,1,Транспортная,2.927,20.405034129531543
real_estate_agent,Ленинский,8.0,11.0,10.0,4.8,1.0,Рельефная,39.7,Площадь Маркса,0,3,54.974783,82.807574,5.717,9.472648733005538,1,Автомобильная,5.717,23.414476136621214
real_estate_agent,Октябрьский,14.0,18.0,14.5,4.8,1.0,Рябиновая,48.9,Золотая Нива,0,1,55.002341,83.027733,5.131,7.507633962267478,1,Автомобильная,5.131,18.153513452031703
realtor,Заельцовский,3.0,5.0,5.0,4.8,1.0,Рельсовая,30.0,Гагаринская,0,58,55.053619,82.925146,0.725,2.6251735692920497,1,Комфортная,0.725,25.725021386336085
real_estate_agent,Кировский,8.0,19.0,17.0,4.85,1.0,Герцена,35.6,Спортивная,0,9,54.959434,82.964681,4.848,8.355969883807472,0,Автомобильная,0.0,15.308967004404899
real_estate_agent,Первомайский,6.0,19.0,8.5,4.85,1.0,Первомайская,33.7,Речной вокзал,0,13,54.977093,83.050137,8.017,10.160816373970585,0,Удалённая,0.0,15.10740786667269
real_estate_agent,Советский,3.0,10.0,10.0,4.85,1.0,Боровая Партия,48.7,Площадь Маркса,0,21,54.81157,83.097604,22.94,26.81410663194651,0,Удалённая,0.0,3.568638288822848
real_estate_agent,Ленинский,1.0,17.0,8.9,4.85,1.0,69/1,36.4,Площадь Маркса,0,18,55.001979,82.842312,4.075,5.884707434078323,1,Автомобильная,4.075,23.85413672813159
real_estate_agent,Октябрьский,2.0,17.0,12.2,4.85,1.0,Вилюйская,42.0,Речной вокзал,0,3,55.000848,83.004117,4.338,6.252142134002975,1,Автомобильная,4.338,18.406393643764765
real_estate_agent,Железнодорожный,2.0,5.0,6.0,4.85,1.0,Советская,30.6,Гагаринская,0,68,55.046811,82.911482,0.501,1.936884109246628,1,Комфортная,0.501,25.428458312664027
realtor,Ленинский,1.0,6.0,5.0,4.89,1.0,Троллейная,43.0,Площадь Маркса,0,22,54.990617,82.860063,2.484,5.844409862469383,1,Транспортная,2.484,22.157743390689625
real_estate_agent,Ленинский,10.0,10.0,11.0,4.9,1.0,Троллейная,34.1,Площадь Маркса,0,14,54.991222,82.856649,2.711,5.940797830244818,1,Транспортная,2.711,22.354884132889282
real_estate_agent,Кировский,11.0,17.0,12.9,4.9,1.0,Александра Чистякова,47.0,Площадь Маркса,0,6,54.93916,82.969999,6.724,10.601891083728328,0,Автомобильная,0.0,13.262507486073766
real_estate_agent,Калининский,3.0,17.0,7.1,4.9,1.0,Краузе,34.6,Заельцовская,0,16,55.115486,82.938243,6.489,9.55475269748336,1,Автомобильная,6.489,31.826168593349603
real_estate_agent,Заельцовский,4.0,5.0,6.0,4.9,1.0,Линейная,28.0,Гагаринская,0,53,55.050767,82.911294,0.224,2.363729707320815,1,Пешеходная,0.224,25.825300783418363
real_estate_agent,Дзержинский,10.0,20.0,4.0,4.9,1.0,Королева,27.6,Золотая Нива,0,5,55.048106,82.974014,1.184,3.953971067384004,1,Комфортная,1.184,23.99846338667137
real_estate_agent,Первомайский,4.0,9.0,10.8,4.9,1.0,Радиостанция № 2,40.5,Речной вокзал,0,3,54.932441,83.104387,13.646,15.995336461051837,0,Удалённая,0.0,9.900553126642496
real_estate_agent,Ленинский,6.0,17.0,8.6,4.9,1.0,Пархоменко,33.5,Площадь Маркса,0,13,54.986015,82.840929,3.551,7.057197497444727,1,Автомобильная,3.551,22.640752856930003
real_estate_agent,Первомайский,13.0,13.0,8.0,4.9,1.0,Твардовского,46.0,Речной вокзал,0,12,54.93465,83.11699,14.137,16.434391305689182,0,Удалённая,0.0,10.22958917206656
real_estate_agent,Заельцовский,5.0,9.0,5.5,4.9,1.0,Переездная,29.1,Заельцовская,0,3,55.053588,82.890471,1.532,3.229290652625308,1,Транспортная,1.532,26.726436466900203
real_estate_agent,Железнодорожный,2.0,9.0,5.7,4.9,1.0,Челюскинцев,30.0,Площадь Гарина-Михайловского,0,59,55.03735,82.901825,0.259,1.42998800962001,1,Пешеходная,0.259,24.79864475576396
real_estate_agent,Кировский,7.0,16.0,11.1,4.9,1.0,Громова,41.8,Площадь Маркса,0,17,54.936321,82.908132,5.169,10.464466539467036,0,Автомобильная,0.0,15.74004836161394
real_estate_agent,Октябрьский,6.0,12.0,8.6,4.9,1.0,Ключ-Камышенское плато,32.3,Золотая Нива,0,7,54.99023,83.042906,6.785,8.983270499898076,1,Автомобильная,6.785,16.629554234764335
real_estate_agent,Калининский,8.0,10.0,8.6,4.9,1.0,Тюленина,37.5,Заельцовская,0,17,55.113261,82.938998,6.263,9.315117499214525,1,Автомобильная,6.263,31.576197030535795
real_estate_agent,Ленинский,6.0,20.0,14.5,4.9,1.0,Невельского,37.7,Площадь Маркса,0,14,54.991506,82.833967,4.1,6.991154539081258,1,Автомобильная,4.1,23.385352807130538
real_estate_agent,Октябрьский,21.0,29.0,7.0,4.9,1.0,Вилюйская,35.0,Речной вокзал,0,12,55.001416,83.006102,4.449,6.328300897746612,1,Автомобильная,4.449,18.427286415981794
real_estate_agent,Калининский,6.0,10.0,7.9,4.965,1.0,Объединения,33.9,Заельцовская,0,3,55.099583,82.97052,5.827,8.351790784280102,1,Автомобильная,5.827,29.536581738101066
real_estate_agent,Октябрьский,3.0,10.0,9.0,4.985,1.0,Ключ-Камышенское плато,33.0,Речной вокзал,0,14,54.984445,83.040292,7.103,9.179265015891549,1,Удалённая,7.103,16.03441647850416
