author_type,district,floor,floors_count,kitchen_meters,price,rooms_count,street,total_meters,underground,is_studio,house_age,latitude,longitude,distance_to_metro_km,distance_to_center_km,has_metro,metro_zone,effective_metro_distance,distance_to_NSU_km
real_estate_agent,Центральный,3.0,5.0,8.0,8.0,1.0,Чаплыгина,52.0,Площадь Ленина,0,70,55.025493,82.91963,0.526,0.5220363335179427,1,Комфортная,0.526,23.093253516387158
real_estate_agent,Дзержинский,23.0,26.0,19.0,8.0,1.0,Королева,50.0,Березовая Роща,0,3,55.051773,82.97016,1.497,3.976154644970644,1,Комфортная,1.497,24.463590422842444
real_estate_agent,Калининский,6.0,13.0,10.0,8.0,1.0,Богдана Хмельницкого,33.0,Заельцовская,0,2,55.071639,82.941738,2.328,4.807173376500509,1,Транспортная,2.328,27.158682322768882
real_estate_agent,Дзержинский,6.0,10.0,11.6,8.0,1.0,Закаменский мкр,41.0,Березовая Роща,0,3,55.038021,82.958168,0.71,2.5582205906908912,1,Комфортная,0.71,23.296953214824228
real_estate_agent,Октябрьский,14.0,25.0,12.0,8.0,1.0,Покатная,36.2,Октябрьская,0,4,55.026133,82.948367,1.003,1.835744973256543,1,Комфортная,1.003,22.329998840925057
real_estate_agent,Дзержинский,10.0,29.0,17.4,8.0,1.0,Закаменский мкр,41.96,Березовая Роща,0,2,55.038155,82.954826,0.602,2.364729072140335,1,Комфортная,0.602,23.391119978787064
real_estate_agent,Октябрьский,14.0,21.0,9.0,8.0,1.0,Зыряновская,32.6,Речной вокзал,0,4,55.010044,82.941262,0.242,2.6015856116088347,1,Пешеходная,0.242,20.926116268012198
real_estate_agent,Октябрьский,7.0,17.0,10.0,8.0,1.0,Никитина,48.0,Речной вокзал,0,4,55.007488,82.954458,1.087,3.325999211277847,1,Комфортная,1.087,20.290662197477676
realtor,Заельцовский,3.0,16.0,13.6,8.0,1.0,Серебряные Ключи,56.6,Заельцовская,0,22,55.067427,82.933383,1.622,4.22463082073576,1,Транспортная,1.622,26.920907458767132
real_estate_agent,Калининский,8.0,26.0,14.0,8.09,1.0,Ипподромская,39.7,Заельцовская,0,7,55.061158,82.93854,1.669,3.634133086759588,1,Транспортная,1.669,26.151268230546705
real_estate_agent,Ленинский,14.0,18.0,13.0,8.05,1.0,Геодезическая,48.8,Студенческая,0,19,54.98789,82.906856,0.123,4.779855181069007,1,Пешеходная,0.123,20.01586461359158
real_estate_agent,Центральный,21.0,24.0,9.54,8.1,1.0,Державина,47.7,Березовая Роща,0,20,55.041121,82.94578,0.459,2.0229373582558328,1,Пешеходная,0.459,23.919237435424783
real_estate_agent,Октябрьский,11.0,25.0,9.4,8.1,1.0,Ипподромская,35.5,Октябрьская,0,4,55.024621,82.935503,0.689,1.141140846973464,1,Комфортная,0.689,22.53469617198309
real_estate_agent,Заельцовский,15.0,27.0,11.0,8.1,1.0,Залесского,45.3,Заельцовская,0,13,55.068133,82.931614,1.58,4.281473772170789,1,Транспортная,1.58,27.036605453819085
real_estate_agent,Железнодорожный,8.0,9.0,4.1,8.1,1.0,Прибрежная,46.2,Площадь Гарина-Михайловского,0,3,55.030148,82.89092,0.804,1.8810804049964247,1,Комфортная,0.804,24.4690032640703
realtor,Ленинский,3.0,15.0,12.4,8.1,1.0,проспект Карла Маркса,48.8,Площадь Маркса,0,14,54.985555,82.898026,0.38,5.16213834473377,1,Пешеходная,0.38,20.154546004432753
real_estate_agent,Калининский,9.0,24.0,13.0,8.2,1.0,Народная,39.3,Заельцовская,0,9,55.065659,82.939887,1.889,4.136686373470618,1,Транспортная,1.889,26.582739967421997
real_estate_agent,Центральный,15.0,21.0,10.0,8.2,1.0,Писарева,39.4,Гагаринская,0,3,55.048993,82.925604,0.72,2.1193151750334414,1,Комфортная,0.72,25.246769320169264
real_estate_agent,Заельцовский,8.0,27.0,18.4,8.2,1.0,Дуси Ковальчук,42.29,Заельцовская,0,1,55.063101,82.92741,1.048,3.689165281750359,1,Комфортная,1.048,26.627189012170266
real_estate_agent,Центральный,14.0,17.0,13.4,8.2,1.0,Державина,46.2,Березовая Роща,0,20,55.040987,82.943588,0.589,1.9038265597010653,1,Комфортная,0.589,23.9613877640934
real_estate_agent,Заельцовский,11.0,16.0,11.2,8.2,1.0,Дачная,40.1,Заельцовская,0,22,55.060972,82.904574,0.556,3.571518243672568,1,Комфортная,0.556,27.031106689119447
real_estate_agent,Ленинский,6.0,30.0,11.0,8.19,1.0,Горская,37.0,Спортивная,0,1,54.995844,82.91203,0.524,3.853770837297188,1,Комфортная,0.524,20.541798694806754
real_estate_agent,Дзержинский,5.0,27.0,14.0,8.2,1.0,Фрунзе,43.0,Березовая Роща,0,14,55.03896,82.953542,0.494,2.325293619234891,1,Пешеходная,0.494,23.505098550127038
real_estate_agent,Центральный,4.0,4.0,16.0,8.2,1.0,Мичурина,53.0,Сибирская,0,91,55.037753,82.922011,0.262,0.8496956033473002,1,Пешеходная,0.262,24.22596635416888
real_estate_agent,Заельцовский,14.0,25.0,5.0,8.299,1.0,Дачная,30.5,Заельцовская,0,4,55.06306,82.904026,0.708,3.804212745353432,1,Комфортная,0.708,27.254335124181942
real_estate_agent,Ленинский,20.0,26.0,11.0,8.3,1.0,Ясный Берег,40.2,Площадь Ленина,0,2,55.015655,82.899131,2.11,2.108893476101865,1,Транспортная,2.11,22.829541252663642
real_estate_agent,Заельцовский,9.0,23.0,7.0,8.3,1.0,Дуси Ковальчук,37.6,Заельцовская,0,4,55.054006,82.90285,0.833,2.8780497587790106,1,Комфортная,0.833,26.392022482383226
real_estate_agent,Железнодорожный,3.0,25.0,10.3,8.4,1.0,Сибирская,38.8,Площадь Гарина-Михайловского,0,11,55.036226,82.908805,0.594,1.0017909796569218,1,Комфортная,0.594,24.471515118134032
real_estate_agent,Октябрьский,13.0,25.0,10.3,8.48,1.0,Закаменский мкр,58.0,Березовая Роща,0,3,55.035323,82.958689,0.987,2.5043003851807306,1,Комфортная,0.987,23.006411525230025
real_estate_agent,Заельцовский,4.0,10.0,19.0,8.4,1.0,Овражная,46.0,Заельцовская,0,17,55.060322,82.92237,0.639,3.355568146957667,1,Комфортная,0.639,26.47604348360974
real_estate_agent,Заельцовский,13.0,24.0,14.0,8.5,1.0,Залесского,45.0,Заельцовская,0,19,55.067319,82.930221,1.454,4.178093305587734,1,Комфортная,1.454,26.987444408213037
real_estate_agent,Железнодорожный,5.0,16.0,10.4,8.5,1.0,Дмитрия Шамшурина,41.1,Площадь Гарина-Михайловского,0,14,55.028682,82.903748,0.792,1.0762675982759815,1,Комфортная,0.792,23.904016135992862
real_estate_agent,Центральный,13.0,25.0,10.1,8.5,1.0,Фрунзе,42.6,Маршала Покрышкина,0,12,55.038418,82.934524,0.688,1.283786796988728,1,Комфортная,0.688,23.94081309599565
real_estate_agent,Октябрьский,10.0,16.0,4.6,8.5,1.0,Маковского,35.3,Речной вокзал,0,2,55.011448,82.931389,0.468,2.1952297359023185,1,Пешеходная,0.468,21.364001477089083
real_estate_agent,Железнодорожный,3.0,15.0,12.5,8.5,1.0,Фабричная,35.8,Площадь Гарина-Михайловского,0,6,55.0267,82.89472,1.016,1.6836509306714826,1,Комфортная,1.016,24.015518110839942
real_estate_agent,Кировский,23.0,24.0,16.0,8.5,1.0,Немировича-Данченко,41.0,Площадь Маркса,0,2,54.979351,82.911716,1.043,5.677557333442908,0,Комфортная,0.0,19.072477519414875
real_estate_agent,Октябрьский,14.0,28.0,9.5,8.6,1.0,Толстого,39.0,Октябрьская,0,14,55.020255,82.941908,0.237,1.7570812808052183,1,Пешеходная,0.237,21.91781799964081
real_estate_agent,Октябрьский,6.0,22.0,15.8,8.6,1.0,2-я Обская,40.8,Речной вокзал,0,7,54.996361,82.957207,1.902,4.430033823683814,1,Транспортная,1.902,19.106663952536024
real_estate_agent,Заельцовский,4.0,17.0,11.2,8.6,1.0,Кавалерийская,46.0,Заельцовская,0,10,55.058476,82.929422,1.073,3.1996702551092726,1,Комфортная,1.073,26.104824163961446
real_estate_agent,Центральный,8.0,9.0,23.2,8.699,1.0,Семьи Шамшиных,63.7,Октябрьская,0,26,55.026711,82.935602,0.909,1.0400918561033143,1,Комфортная,0.909,22.73958574264171
real_estate_agent,Октябрьский,7.0,18.0,12.0,8.7,1.0,Нижегородская,43.9,Октябрьская,0,19,55.016007,82.938737,0.312,1.959397363786436,1,Пешеходная,0.312,21.58813828322665
real_estate_agent,Октябрьский,13.0,20.0,20.0,8.68,1.0,Ленинградская,40.46,Речной вокзал,0,4,55.001819,82.983518,3.038,5.10966302296737,1,Автомобильная,3.038,18.95922571787914
real_estate_agent,Октябрьский,16.0,18.0,13.0,8.75,1.0,2-я Обская,40.5,Речной вокзал,0,11,54.996361,82.957207,1.902,4.430033823683814,1,Транспортная,1.902,19.106663952536024
real_estate_agent,Железнодорожный,5.0,25.0,10.0,8.9,1.0,Сибирская,42.5,Площадь Гарина-Михайловского,0,11,55.036226,82.908805,0.594,1.0017909796569218,1,Комфортная,0.594,24.471515118134032
real_estate_agent,Центральный,23.0,25.0,11.8,8.99,1.0,Фрунзе,43.4,Маршала Покрышкина,0,10,55.038145,82.932835,0.723,1.1881303226659254,1,Комфортная,0.723,23.95954404277959
real_estate_agent,Заельцовский,4.0,15.0,12.0,8.9,1.0,Галущака,56.2,Гагаринская,0,26,55.050509,82.901304,0.861,2.569679742303513,1,Комфортная,0.861,26.09462614778137
real_estate_agent,Октябрьский,5.0,21.0,7.0,8.9,1.0,Сакко и Ванцетти,43.4,Октябрьская,0,8,55.015459,82.937776,0.382,1.9737434603506996,1,Пешеходная,0.382,21.562447097901607
real_estate_agent,Заельцовский,11.0,23.0,11.0,8.99,1.0,Красный проспект,37.6,Заельцовская,0,4,55.068144,82.911878,1.018,4.258113020479213,1,Комфортная,1.018,27.54583690589678
real_estate_agent,Заельцовский,4.0,26.0,25.0,8.9,1.0,Тимирязева,48.1,Заельцовская,0,9,55.055749,82.889213,1.533,3.4713101961118054,1,Транспортная,1.533,26.975325228871483
realtor,Заельцовский,9.0,16.0,11.7,8.95,1.0,Красный проспект,38.1,Заельцовская,0,4,55.068144,82.911878,1.018,4.258113020479213,1,Комфортная,1.018,27.54583690589678
real_estate_agent,Центральный,13.0,18.0,9.6,9.0,1.0,Семьи Шамшиных,39.2,Маршала Покрышкина,0,13,55.046935,82.930131,0.367,1.9643969181710184,1,Пешеходная,0.367,24.91718353846033
real_estate_agent,Центральный,12.0,21.0,15.0,9.0,1.0,Орджоникидзе,60.0,Площадь Ленина,0,16,55.032697,82.935764,1.018,1.0165997198246866,1,Комфортная,1.018,23.3326418739591
real_estate_agent,Октябрьский,5.0,10.0,9.6,9.0,1.0,Сакко и Ванцетти,42.2,Речной вокзал,0,17,55.012976,82.938764,0.414,2.2401175960426074,1,Пешеходная,0.414,21.288780474120497
real_estate_agent,Ленинский,6.0,30.0,19.1,9.0,1.0,Горская,41.22,Спортивная,0,2,54.995844,82.91203,0.524,3.853770837297188,1,Комфортная,0.524,20.541798694806754
real_estate_agent,Заельцовский,10.0,17.0,12.0,9.0,1.0,Галущака,57.6,Гагаринская,0,25,55.051597,82.90408,0.687,2.601016114657216,1,Комфортная,0.687,26.118438720581675
real_estate_agent,Заельцовский,14.0,14.0,7.0,9.0,1.0,Галущака,42.1,Гагаринская,0,3,55.053964,82.90921,0.493,2.7412781341281645,1,Пешеходная,0.493,26.20237961481598
real_estate_agent,Дзержинский,5.0,17.0,13.0,9.0,1.0,Николая Островского,41.0,Березовая Роща,0,4,55.053877,82.946696,1.222,3.122679769803832,1,Комфортная,1.222,25.205440557323588
real_estate_agent,Октябрьский,3.0,5.0,24.0,9.15,1.0,Владимира Заровного,53.0,Речной вокзал,0,10,54.990302,82.969163,2.914,5.413020630229331,1,Транспортная,2.914,18.16191870762297
real_estate_agent,Октябрьский,2.0,18.0,10.1,9.1,1.0,Нижегородская,49.1,Октябрьская,0,19,55.016007,82.938737,0.312,1.959397363786436,1,Пешеходная,0.312,21.58813828322665
real_estate_agent,Заельцовский,10.0,25.0,5.0,9.25,1.0,Дуси Ковальчук,41.7,Заельцовская,0,4,55.054006,82.90285,0.833,2.8780497587790106,1,Комфортная,0.833,26.392022482383226
real_estate_agent,Октябрьский,6.0,14.0,17.0,9.29,1.0,Гурьевская,62.1,Октябрьская,0,4,55.015877,82.955545,1.092,2.7445294675233662,1,Комфортная,1.092,21.102805349737974
real_estate_agent,Центральный,15.0,20.0,12.5,9.4,1.0,Гоголя,55.0,Маршала Покрышкина,0,9,55.043066,82.937084,0.251,1.7841533492848936,1,Пешеходная,0.251,24.341397508760014
real_estate_agent,Октябрьский,4.0,22.0,13.0,9.35,1.0,2-я Обская,51.0,Речной вокзал,0,12,54.996361,82.957207,1.902,4.430033823683814,1,Транспортная,1.902,19.106663952536024
real_estate_agent,Октябрьский,20.0,25.0,11.1,9.5,1.0,Лескова,42.0,Октябрьская,0,15,55.024838,82.951484,1.031,2.065597595716785,1,Комфортная,1.031,22.116487978305514
real_estate_agent,Дзержинский,21.0,26.0,12.0,9.45,1.0,Кошурникова,43.2,Березовая Роща,0,8,55.041833,82.958554,0.454,2.753732785596532,1,Пешеходная,0.454,23.681643793787142
real_estate_agent,Советский,14.0,18.0,12.9,9.45,1.0,Николаева,36.8,Спортивная,0,9,54.858476,83.114133,19.578,22.748680391538915,0,Удалённая,0.0,2.093028077386232
real_estate_agent,Заельцовский,3.0,25.0,7.0,9.46,1.0,Дуси Ковальчук,52.0,Заельцовская,0,3,55.054006,82.90285,0.833,2.8780497587790106,1,Комфортная,0.833,26.392022482383226
real_estate_agent,Октябрьский,4.0,5.0,8.4,9.6,1.0,Сакко и Ванцетти,38.2,Речной вокзал,0,6,55.013849,82.936267,0.514,2.0760216328846752,1,Комфортная,0.514,21.44919917720661
real_estate_agent,Железнодорожный,3.0,12.0,14.1,9.65,1.0,1905 года,42.0,Гагаринская,0,9,55.045965,82.906955,0.742,1.95562867191215,1,Комфортная,0.742,25.479299342885113
real_estate_agent,Октябрьский,2.0,9.0,14.7,9.8,1.0,Владимира Заровного,42.0,Речной вокзал,0,6,54.991149,82.96857,2.82,5.314226372671471,1,Транспортная,2.82,18.263136817195246
real_estate_agent,Железнодорожный,5.0,9.0,5.0,9.8,1.0,Фабричная,42.6,Площадь Гарина-Михайловского,0,11,55.025286,82.89675,1.139,1.6041450214512063,1,Комфортная,1.139,23.813578913695125
real_estate_agent,Кировский,25.0,25.0,6.78,9.9,1.0,Немировича-Данченко,33.9,Студенческая,0,9,54.990023,82.915408,0.561,4.475085514796202,0,Комфортная,0.0,19.887472404833606
real_estate_agent,Советский,4.0,17.0,9.6,9.95,1.0,Российская,45.8,Площадь Маркса,0,21,54.870052,83.092161,17.679,20.90996900473025,0,Удалённая,0.0,2.9439453760270498
real_estate_agent,Заельцовский,10.0,20.0,16.5,9.99,1.0,Дуси Ковальчук,46.2,Заельцовская,0,9,55.054604,82.90187,0.84,2.9637709581990537,1,Комфортная,0.84,26.47989866464764
real_estate_agent,Калининский,15.0,20.0,12.0,9.999,1.0,Богдана Хмельницкого,46.0,Заельцовская,0,5,55.071639,82.941738,2.328,4.807173376500509,1,Транспортная,2.328,27.158682322768882
real_estate_agent,Заельцовский,21.0,30.0,11.0,10.0,1.0,Красный проспект,36.7,Заельцовская,0,4,55.063658,82.905158,0.702,3.849325912843135,1,Комфортная,0.702,27.281808122219267
real_estate_agent,Октябрьский,2.0,21.0,7.0,10.0,1.0,Кошурникова,55.5,Золотая Нива,0,8,55.040136,82.963737,0.811,2.973686979253144,1,Комфортная,0.811,23.386275926501483
real_estate_agent,Октябрьский,5.0,25.0,8.0,9.99,1.0,Ипподромская,39.0,Октябрьская,0,4,55.024621,82.935503,0.689,1.141140846973464,1,Комфортная,0.689,22.53469617198309
real_estate_agent,Центральный,8.0,13.0,13.0,10.0,1.0,Ольги Жилиной,54.0,Маршала Покрышкина,0,16,55.040079,82.934039,0.503,1.4023688640832048,1,Комфортная,0.503,24.121085427796206
real_estate_agent,Октябрьский,3.0,9.0,13.0,10.1,1.0,Декабристов,35.0,Речной вокзал,0,10,55.014024,82.936833,0.528,2.076957006247212,1,Комфортная,0.528,21.449400848186265
real_estate_agent,Центральный,17.0,21.0,15.8,10.189,1.0,Орджоникидзе,51.7,Площадь Ленина,0,15,55.032697,82.935764,1.018,1.0165997198246866,1,Комфортная,1.018,23.3326418739591
real_estate_agent,Октябрьский,13.0,25.0,11.0,10.15,1.0,Ипподромская,47.3,Октябрьская,0,3,55.024621,82.935503,0.689,1.141140846973464,1,Комфортная,0.689,22.53469617198309
realtor,Октябрьский,16.0,22.0,16.0,10.2,1.0,Кошурникова,45.6,Золотая Нива,0,8,55.040136,82.963737,0.811,2.973686979253144,1,Комфортная,0.811,23.386275926501483
real_estate_agent,Центральный,13.0,23.0,13.0,10.5,1.0,Демьяна Бедного,45.7,Маршала Покрышкина,0,11,55.048972,82.935719,0.496,2.3068429721459376,1,Пешеходная,0.496,24.976137778871298
real_estate_agent,Железнодорожный,14.0,24.0,25.0,10.6,1.0,Прибрежная,50.4,Площадь Гарина-Михайловского,0,2,55.030519,82.889321,0.851,1.983366535184058,1,Комфортная,0.851,24.55820665848956
realtor,Октябрьский,20.0,25.0,3.0,10.9,1.0,Московская,36.8,Октябрьская,0,4,55.019898,82.940552,0.149,1.7167722437184962,1,Пешеходная,0.149,21.92089816657327
real_estate_agent,Центральный,14.0,25.0,10.0,11.0,1.0,Ядринцевская,42.0,Площадь Ленина,0,12,55.034358,82.931057,0.822,0.8218914461844734,1,Комфортная,0.822,23.63008961785373
real_estate_agent,Октябрьский,19.0,27.0,15.0,11.0,1.0,Закаменский мкр,40.3,Березовая Роща,0,4,55.036932,82.956542,0.767,2.4207843789087837,1,Комфортная,0.767,23.22376714129775
real_estate_agent,Железнодорожный,17.0,17.0,15.0,11.095,1.0,Красноярская,52.0,Площадь Гарина-Михайловского,0,11,55.039945,82.900209,0.507,1.6864036098241726,1,Комфортная,0.507,25.10030210804575
real_estate_agent,Центральный,4.0,9.0,14.2,11.0,1.0,Семьи Шамшиных,54.0,Площадь Ленина,0,18,55.032629,82.932674,0.828,0.8266396107955557,1,Комфортная,0.828,23.412090701240107
realtor,Заельцовский,5.0,18.0,7.800000000000001,11.25,1.0,Красный проспект,39.0,Заельцовская,0,3,55.068144,82.911878,1.018,4.258113020479213,1,Комфортная,1.018,27.54583690589678
real_estate_agent,Октябрьский,13.0,25.0,20.0,11.5,1.0,Сибревкома,45.0,Октябрьская,0,4,55.020998,82.932979,0.466,1.295441608416492,1,Пешеходная,0.466,22.249936965418435
real_estate_agent,Центральный,10.0,25.0,16.2,12.0,1.0,Семьи Шамшиных,43.5,Маршала Покрышкина,0,4,55.047208,82.927356,0.524,1.9457130112343024,1,Комфортная,0.524,25.019634597558998
real_estate_agent,Центральный,5.0,16.0,10.4,12.0,1.0,Романова,52.7,Сибирская,0,18,55.035503,82.922586,0.514,0.6091666800776314,1,Комфортная,0.514,23.98662496895989
real_estate_agent,Железнодорожный,14.0,23.0,12.8,12.0,1.0,Советская,40.7,Красный проспект,0,11,55.037428,82.913593,0.523,0.917817735815738,1,Комфортная,0.523,24.442764619904164
real_estate_agent,Заельцовский,10.0,16.0,22.4,12.5,1.0,Дуси Ковальчук,59.34,Гагаринская,0,2,55.053578,82.898951,1.053,2.9413425089411005,1,Комфортная,1.053,26.466200764249887
real_estate_agent,Заельцовский,3.0,19.0,20.0,12.8,1.0,Дуси Ковальчук,63.2,Гагаринская,0,16,55.053046,82.897792,1.109,2.92482858498757,1,Комфортная,1.109,26.44906834190392
real_estate_agent,Железнодорожный,5.0,17.0,10.0,12.99,1.0,Красноярская,62.0,Площадь Гарина-Михайловского,0,9,55.039945,82.900209,0.507,1.6864036098241726,1,Комфортная,0.507,25.10030210804575
real_estate_agent,Железнодорожный,7.0,20.0,15.8,13.0,1.0,Красноярская,50.3,Площадь Гарина-Михайловского,0,10,55.039945,82.900209,0.507,1.6864036098241726,1,Комфортная,0.507,25.10030210804575
real_estate_agent,Заельцовский,9.0,12.0,11.5,13.0,1.0,Тимирязева,44.3,Заельцовская,0,3,55.057914,82.902436,0.658,3.2917563007857087,1,Комфортная,0.658,26.789794327892388
real_estate_agent,Заельцовский,9.0,25.0,17.0,13.0,1.0,Дмитрия Донского,44.9,Заельцовская,0,3,55.064571,82.904404,0.81,3.959744618913121,1,Комфортная,0.81,27.394092457550965
real_estate_agent,Заельцовский,1.0,25.0,17.0,13.0,1.0,Дмитрия Донского,46.2,Заельцовская,0,3,55.064571,82.904404,0.81,3.959744618913121,1,Комфортная,0.81,27.394092457550965
real_estate_agent,Советский,12.0,12.0,5.0,13.2,1.0,Пирогова,48.7,Площадь Маркса,0,25,54.85178,83.098197,19.424,22.85522091987142,0,Удалённая,0.0,0.9466378835538057
real_estate_agent,Заельцовский,4.0,9.0,15.0,14.0,1.0,Кедровая,58.3,Заельцовская,0,3,55.106845,82.906344,5.335,8.573504966353386,1,Автомобильная,5.335,31.628998119590964
real_estate_agent,Октябрьский,4.0,25.0,18.0,15.99,1.0,Кирова,54.0,Октябрьская,0,5,55.01738,82.941262,0.205,1.9450449846081577,1,Пешеходная,0.205,21.65051470956656
real_estate_agent,Советский,11.0,12.0,22.0,20.28,1.0,Пирогова,80.0,Площадь Маркса,0,25,54.85178,83.098197,19.424,22.85522091987142,0,Удалённая,0.0,0.9466378835538057
homeowner,Октябрьский,1.0,1.0,8.0,1.499,1.0,Декабристов,26.0,Речной вокзал,0,4,54.999914,82.973664,2.52,4.778180518810479,1,Транспортная,2.52,19.009002748166782
real_estate_agent,Дзержинский,2.0,2.0,6.0,2.06,1.0,Геологическая,35.6,Золотая Нива,0,3,55.054661,83.01027,2.919,6.33853852994411,1,Транспортная,2.919,24.071726279792315
real_estate_agent,Октябрьский,2.0,5.0,4.4,2.099,1.0,Восход,22.0,Речной вокзал,0,65,55.012837,82.940965,0.445,2.3291566965051858,1,Пешеходная,0.445,21.209877994737372
real_estate_agent,Ленинский,1.0,1.0,17.0,2.27,1.0,Станционная,39.8,Площадь Маркса,0,47,54.996066,82.787218,7.119,9.30158529733986,1,Удалённая,7.119,25.923619878153833
homeowner,Ленинский,1.0,1.0,18.0,2.27,1.0,Станционная,39.8,Площадь Маркса,0,6,54.996066,82.787218,7.119,9.30158529733986,1,Удалённая,7.119,25.923619878153833
real_estate_agent,Кировский,1.0,3.0,5.0,2.43,1.0,Воскресная,28.0,Спортивная,0,9,54.943416,83.002392,7.757,10.972069419225503,0,Удалённая,0.0,12.55313912312036
real_estate_agent,Ленинский,5.0,5.0,10.9,2.4,1.0,Котовского,23.5,Площадь Маркса,0,58,54.991268,82.865138,2.218,5.580220661551133,1,Транспортная,2.218,21.994012626852122
real_estate_agent,Октябрьский,4.0,17.0,9.0,2.4,1.0,Тополевая,31.0,Октябрьская,0,2,55.030473,82.942744,1.317,1.4221142530628954,1,Комфортная,1.317,22.918524701750236
real_estate_agent,Кировский,8.0,9.0,4.1,2.45,1.0,Зорге,20.1,Площадь Маркса,0,50,54.933693,82.905041,5.434,10.77207961095266,0,Автомобильная,0.0,15.702217853581846
real_estate_agent,Заельцовский,4.0,16.0,6.0,2.45,1.0,Солидарности,29.5,Заельцовская,0,22,55.156754,82.953236,11.173,14.229938621868431,1,Удалённая,11.173,35.96142427884227
real_estate_agent,Ленинский,1.0,3.0,8.0,2.45,1.0,Колхидская,30.3,Площадь Маркса,0,6,54.985493,82.818444,4.974,8.183617584389333,1,Автомобильная,4.974,23.65049878657669
real_estate_agent,Дзержинский,2.0,2.0,8.0,2.45,1.0,Национальная,29.0,Золотая Нива,0,69,55.048735,82.99137,1.603,4.968990530442908,1,Транспортная,1.603,23.734749624729936
real_estate_agent,Кировский,6.0,11.0,2.0,2.5,1.0,Петухова,20.0,Площадь Маркса,0,12,54.9402,82.953389,5.937,10.222204003777016,0,Автомобильная,0.0,14.012563064086653
real_estate_agent,Заельцовский,1.0,2.0,3.0,2.53,1.0,Медкадры,20.0,Заельцовская,0,96,55.066489,82.922334,1.038,4.040853736904486,1,Комфортная,1.038,27.10227726283513
real_estate_agent,Ленинский,2.0,2.0,6.0,2.5,1.0,Петропавловская,30.1,Площадь Маркса,0,41,54.979294,82.864474,2.052,6.688287396832087,1,Транспортная,2.052,21.049767602775646
real_estate_agent,Кировский,15.0,18.0,4.0,2.55,1.0,Виктора Уса,20.0,Площадь Маркса,0,14,54.938338,82.883491,4.955,10.479258510475592,0,Автомобильная,0.0,17.099217537764833
real_estate_agent,Ленинский,15.0,18.0,4.18,2.56,1.0,Забалуева,20.9,Площадь Маркса,0,4,54.989776,82.775379,7.753,10.281941045706809,1,Удалённая,7.753,26.059953656102312
real_estate_agent,Первомайский,5.0,5.0,8.0,2.6,1.0,Березовая,28.4,Речной вокзал,0,41,54.93706,83.117628,14.014,16.29361771622905,0,Удалённая,0.0,10.50064365375502
real_estate_agent,Первомайский,2.0,4.0,5.7,2.64,1.0,Первомайская,32.5,Золотая Нива,0,66,54.974137,83.071984,9.35,11.498955483215694,0,Удалённая,0.0,14.583736705421458
real_estate_agent,Кировский,2.0,3.0,7.0,3.0,2.0,Немировича-Данченко,40.5,Площадь Маркса,0,68,54.972396,82.901924,1.16,6.531216507554709,0,Комфортная,0.0,18.86852209743498
real_estate_agent,Кировский,3.0,3.0,4.0,2.4,1.0,Воскресная,28.7,Спортивная,0,10,54.94309,83.000371,7.697,10.943281023352446,0,Удалённая,0.0,12.582161573330128
real_estate_agent,Кировский,8.0,9.0,11.8,2.8,1.0,Петухова,33.0,Площадь Маркса,0,37,54.940949,82.89578,4.598,10.04431680842162,0,Автомобильная,0.0,16.67396663482498
real_estate_agent,Калининский,2.0,3.0,10.0,2.65,1.0,Богдана Хмельницкого,27.0,Заельцовская,0,59,55.094678,82.979242,5.808,8.09212049119863,1,Автомобильная,5.808,28.865085811568562
real_estate_agent,Октябрьский,5.0,5.0,6.0,2.99,1.0,Пешеходная,30.4,Золотая Нива,0,4,55.026778,82.986492,1.38,4.226793379863402,1,Комфортная,1.38,21.497175185235182
real_estate_agent,Заельцовский,4.0,16.0,6.0,2.98,1.0,Лейтенанта Амосова,30.0,Заельцовская,0,22,55.159491,82.959893,11.572,14.59790037249962,1,Удалённая,11.572,36.15325965977871
real_estate_agent,Дзержинский,3.0,9.0,8.5,3.165999,1.0,Гусинобродское шоссе,36.8,Золотая Нива,0,34,55.040451,83.02149,2.942,6.540213767932169,1,Транспортная,2.942,22.374735694579385
real_estate_agent,Дзержинский,4.0,5.0,6.0,3.17,1.0,Доватора,30.0,Золотая Нива,0,3,55.042881,83.002158,1.795,5.395935008324952,1,Транспортная,1.795,22.92391477034385
real_estate_agent,Октябрьский,6.0,10.0,6.5,3.15,1.0,В. Высоцкого,29.5,Золотая Нива,0,20,55.027696,83.022748,3.196,6.526405555368943,1,Автомобильная,3.196,20.971854131082022
real_estate_agent,Ленинский,2.0,5.0,5.4,2.9,1.0,Котовского,30.5,Площадь Маркса,0,50,54.989739,82.8623,2.316,5.826473905868591,1,Транспортная,2.316,21.989350462254855
homeowner,Ленинский,3.0,5.0,6.2,5.4,2.0,Блюхера,46.0,Площадь Маркса,0,65,54.984465,82.890318,0.446,5.432422226507923,1,Пешеходная,0.446,20.37128402248125
real_estate_agent,Октябрьский,7.0,10.0,7.0,5.35,2.0,Большевистская,45.9,Речной вокзал,0,4,54.996474,82.963621,2.183,4.649256339470294,1,Транспортная,2.183,18.933773322625775
real_estate_agent,Ленинский,1.0,5.0,5.0,3.75,2.0,Фасадная,40.8,Площадь Маркса,0,63,54.987947,82.819693,4.922,7.95632091350522,1,Автомобильная,4.922,23.774058426873516
