author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,total_meters,year_of_construction
2.0,2.5,5.0,10.0,7.804000000000001,31.216000000000005,2.8,1.0,39.02,2025
4.0,2.5,9.0,9.0,7.4,15.5,9.305882,1.0,32.23,2027
2.0,2.5,3.0,10.0,6.6000000000000005,26.400000000000002,3.4,1.0,33.0,2011
2.0,2.5,6.0,10.0,2.7,26.0,3.55,1.0,39.0,2017
4.0,2.9,12.0,14.0,12.7,16.1,7.303,1.0,28.8,2026
2.0,2.9,5.0,17.0,17.0,25.0,4.5,1.0,47.0,2015
2.0,3.7,16.0,18.0,6.0,18.0,3.95,1.0,24.0,2024
4.0,4.0,14.0,24.0,3.0,18.0,7.35,1.0,32.3,2028
2.0,2.5,17.0,29.0,4.0,15.0,4.5,1.0,28.97,2026
2.0,3.8,3.0,29.0,3.0,17.1,3.99,1.0,20.22,2026
4.0,3.4,2.0,25.0,5.922000000000001,23.688000000000002,6.084753,1.0,29.61,2027
2.0,2.9,10.0,27.0,15.0,20.0,4.6,1.0,41.0,2016
2.0,3.7,15.0,17.0,6.6,21.7,4.0,1.0,38.4,2017
2.0,2.9,8.0,15.0,5.6,13.1,5.39,1.0,26.7,2027
2.0,4.0,6.0,18.0,4.0,23.63,4.85,1.0,27.63,2022
2.0,2.5,1.0,10.0,6.0,14.6,4.05,1.0,25.6,2011
4.0,2.9,20.0,30.0,10.839999999999998,14.9,6.703,1.0,25.74,2026
2.0,4.0,7.0,10.0,10.0,13.0,4.35,1.0,23.0,2021
2.0,4.0,17.0,23.0,10.0,15.370000000000001,4.1,1.0,25.37,2025
4.0,2.9,8.0,15.0,5.0,12.7,5.35,1.0,26.0,2027
2.0,2.9,2.0,15.0,5.6000000000000005,22.400000000000002,7.3,1.0,28.0,2026
2.0,3.7,2.0,10.0,10.0,30.0,4.15,1.0,40.0,2017
4.0,4.0,22.0,29.0,7.3,13.1,7.941176,1.0,27.47,2026
2.0,2.5,12.0,25.0,6.0,24.48,7.5,1.0,30.48,2024
2.0,2.9,17.0,17.0,4.0,17.0,4.3,1.0,30.0,2017
4.0,3.7,18.0,26.0,3.4,14.6,5.27,1.0,27.27,2026
2.0,3.7,2.0,3.0,9.0,27.0,4.7,1.0,36.0,2013
4.0,3.7,12.0,26.0,3.4,14.6,5.4,1.0,27.73,2026
2.0,2.5,6.0,10.0,8.5,45.0,4.5,1.0,58.5,2024
2.0,2.5,14.0,17.0,10.0,11.100000000000001,4.9,1.0,21.1,2024
4.0,3.9,5.0,16.0,41.099999999999994,42.0,14.67,1.0,83.1,2025
5.0,3.4,26.0,30.0,3.6,14.7,6.0,1.0,27.0,2019
4.0,3.4,3.0,29.0,5.5,22.0,5.5,1.0,27.5,2025
4.0,4.0,16.0,29.0,5.1,18.6,9.117647,1.0,29.98,2026
5.0,3.3,4.0,5.0,3.5200000000000005,14.080000000000002,2.359,1.0,17.6,2017
4.0,4.0,20.0,20.0,7.8,14.0,9.9,1.0,33.9,2026
2.0,2.5,5.0,10.0,6.0,20.0,3.65,1.0,36.7,2020
2.0,4.4,2.0,17.0,5.0,8.4,2.4,1.0,18.4,2013
4.0,3.8,11.0,29.0,2.0,14.0,5.64093,1.0,20.97,2026
2.0,4.0,13.0,21.0,5.0,20.0,6.5,1.0,30.0,2022
2.0,2.9,6.0,10.0,5.0,12.0,2.75,1.0,26.8,2015
4.0,3.9,24.0,24.0,12.699999999999996,21.6,8.35,1.0,34.3,2025
2.0,4.0,20.0,25.0,4.0,15.0,5.2,1.0,26.9,2023
2.0,3.3,2.0,3.0,5.0,19.0,2.845,1.0,24.3,1968
4.0,3.7,13.0,26.0,3.4,14.6,5.37,1.0,27.73,2026
2.0,3.9,22.0,25.0,4.0,17.0,4.98,1.0,23.7,2019
2.0,3.3,4.0,17.0,3.0,14.0,3.49,1.0,23.0,2015
2.0,2.9,18.0,18.0,5.032,20.128,5.54,1.0,25.16,2026
2.0,2.9,9.0,15.0,5.5280000000000005,22.112000000000002,7.9,1.0,27.64,2015
2.0,3.7,15.0,17.0,7.359999999999999,29.439999999999998,3.79,1.0,36.8,2025
4.0,3.7,11.0,26.0,3.4,14.6,6.08,1.0,27.73,2028
2.0,2.5,4.0,20.0,5.2,10.2,4.85,1.0,27.7,2020
2.0,3.3,13.0,16.0,5.0,8.6,3.8,1.0,27.9,2017
4.0,2.9,2.0,15.0,5.0,11.9,5.9287,1.0,27.7,2026
2.0,4.0,15.0,19.0,8.0,11.0,5.55,1.0,25.0,2011
5.0,2.9,16.0,16.0,6.0,18.0,4.5,1.0,25.8,2006
4.0,3.8,28.0,30.0,9.114,36.456,11.44,1.0,45.57,2027
2.0,2.5,8.0,19.0,8.0,17.3,4.55,1.0,25.3,2018
4.0,3.7,18.0,26.0,3.4,14.6,4.95,1.0,27.27,2028
2.0,3.3,5.0,23.0,5.0,13.0,4.6,1.0,29.5,2017
4.0,3.3,6.0,21.0,5.2,15.4,4.58,1.0,29.3,2025
2.0,4.2,20.0,21.0,12.3,18.4,5.0,1.0,30.7,2016
2.0,3.3,1.0,9.0,4.0,14.0,5.2,1.0,28.0,2017
2.0,2.5,10.0,25.0,5.378,21.512,4.62508,1.0,26.89,2026
2.0,4.0,23.0,26.0,3.0,17.0,5.25,1.0,28.0,2025
2.0,2.5,4.0,25.0,10.0,13.9,6.6,1.0,35.1,2019
4.0,3.8,18.0,29.0,2.0,13.1,4.73525,1.0,20.15,2026
5.0,2.5,13.0,26.0,6.0,27.0,7.4,1.0,42.0,2027
5.0,3.8,2.0,8.0,10.0,42.6,15.975,1.0,52.6,2023
4.0,3.8,27.0,30.0,8.872,35.488,11.2,1.0,44.36,2027
2.0,3.7,3.0,5.0,2.6999999999999993,10.0,1.7,1.0,12.7,1973
2.0,3.7,3.0,10.0,2.0,5.5,1.2,1.0,8.1,2017
4.0,4.0,16.0,24.0,4.3,62.2,18.65,1.0,96.9,2028
2.0,3.7,2.0,3.0,2.0,12.0,1.45,1.0,14.0,2017
4.0,3.4,10.0,25.0,5.188000000000001,20.752000000000002,5.8,1.0,25.94,2027
4.0,4.0,3.0,23.0,5.6,13.9,6.3,1.0,34.9,2025
2.0,4.4,11.0,19.0,5.0,12.0,2.0,1.0,18.2,2010
4.0,3.7,5.0,26.0,13.8,18.3,7.11,1.0,46.57,2026
2.0,4.0,1.0,4.0,4.0,11.0,2.35,1.0,15.0,1964
4.0,3.7,3.0,11.0,5.0,12.5,4.4,1.0,26.3,2025
2.0,2.9,6.0,16.0,3.0,13.3,4.499,1.0,26.6,2015
4.0,4.0,23.0,24.0,7.1,67.9,20.2,1.0,112.3,2028
2.0,4.0,6.0,10.0,4.960000000000001,19.840000000000003,3.6,1.0,24.8,2022
2.0,4.4,13.0,18.0,3.0,15.0,4.1,1.0,27.7,2016
4.0,2.9,8.0,18.0,5.0,14.0,6.35595,1.0,30.2,2026
4.0,3.7,16.0,24.0,5.0,14.3,4.75,1.0,29.0,2028
2.0,3.3,10.0,17.0,4.0,19.3,3.55,1.0,23.3,2010
2.0,4.0,11.0,18.0,5.0,17.0,4.6,1.0,27.0,2014
4.0,3.4,3.0,14.0,4.4,33.1,6.3,1.0,46.5,2027
2.0,4.0,18.0,25.0,4.0,16.0,5.39,1.0,34.0,2025
4.0,2.9,1.0,18.0,5.0,14.0,6.1509,1.0,30.6,2026
2.0,2.9,9.0,25.0,5.0,16.3,3.35,1.0,27.0,2025
4.0,3.7,2.0,24.0,5.6,13.0,4.25,1.0,27.6,2028
2.0,3.7,1.0,3.0,7.8,25.0,3.48,1.0,37.8,2017
2.0,4.4,2.0,17.0,4.920000000000001,19.680000000000003,3.5,1.0,24.6,2013
4.0,3.9,16.0,25.0,6.0600000000000005,24.240000000000002,7.8,1.0,30.3,2024
2.0,3.7,6.0,16.0,3.5,10.0,3.4,1.0,20.2,2024
2.0,3.3,5.0,17.0,5.0,13.6,4.05,1.0,29.3,2025
4.0,3.7,9.0,24.0,4.9,13.3,4.45,1.0,27.2,2028
2.0,2.5,6.0,24.0,3.0,13.4,4.8,1.0,21.36,2020
4.0,2.5,4.0,6.0,5.0,6.9,5.36,1.0,20.67,2028
2.0,2.5,6.0,10.0,4.4,34.6,3.1,1.0,39.0,2024
2.0,2.5,13.0,25.0,5.506,22.024,4.70763,1.0,27.53,2026
4.0,3.4,4.0,17.0,17.72,12.9,5.8178,1.0,30.62,2026
4.0,2.9,11.0,18.0,5.0,13.3,6.29635,1.0,29.1,2026
2.0,3.9,13.0,25.0,4.0,20.8,5.096,1.0,24.8,2016
2.0,4.2,1.0,3.0,3.0,19.0,2.65,1.0,28.7,1994
4.0,3.8,23.0,25.0,5.04,20.16,6.8,1.0,25.2,2022
4.0,3.7,5.0,26.0,13.8,18.3,8.51,1.0,46.57,2026
2.0,2.9,2.0,4.0,4.999999999999999,6.7,2.4,1.0,11.7,2015
4.0,3.7,1.0,10.0,4.0,12.7,4.99,1.0,29.0,2025
2.0,2.5,9.0,10.0,10.0,22.4,3.55,1.0,32.4,2012
2.0,2.5,21.0,23.0,5.682,22.728,4.60242,1.0,28.41,2025
2.0,2.5,3.0,10.0,6.800000000000001,27.200000000000003,3.0,1.0,34.0,2024
4.0,2.9,1.0,18.0,5.0,13.7,6.7963,1.0,34.1,2026
2.0,4.0,8.0,8.0,4.44,17.76,5.3,1.0,22.2,2023
4.0,3.8,21.0,25.0,5.84,23.36,7.6,1.0,29.2,2022
4.0,2.5,10.0,23.0,5.0,17.9,6.82,1.0,32.88,2028
2.0,3.8,2.0,3.0,5.8,28.3,4.3,1.0,34.1,1933
4.0,3.7,6.0,11.0,4.3,14.5,4.5,1.0,25.3,2025
4.0,2.5,9.0,23.0,5.0,20.8,7.09,1.0,35.74,2028
2.0,2.5,9.0,10.0,6.800000000000001,27.200000000000003,2.6,1.0,34.0,2020
4.0,3.9,18.0,25.0,5.82,23.28,8.2,1.0,29.1,2024
2.0,3.7,1.0,10.0,4.0,18.0,3.0,1.0,28.8,2017
4.0,3.8,29.0,30.0,6.5,18.7,9.96,1.0,45.1,2026
2.0,2.9,5.0,11.0,9.8,12.2,3.2,1.0,22.0,2021
4.0,2.5,2.0,14.0,5.0,12.5,5.9,1.0,24.39,2028
2.0,3.7,18.0,27.0,6.0200000000000005,24.080000000000002,4.3,1.0,30.1,2015
2.0,2.9,2.0,27.0,4.8,12.0,4.6,1.0,28.11,2026
4.0,2.9,16.0,18.0,5.0,11.8,6.3529,1.0,27.7,2026
2.0,2.9,8.0,12.0,6.4,25.6,4.0,1.0,32.0,2015
4.0,4.4,1.0,14.0,5.0,9.1,3.8871,1.0,21.4,2026
2.0,2.5,5.0,10.0,5.0,20.0,3.26,1.0,33.0,2011
4.0,3.4,15.0,17.0,14.55,12.2,5.6496,1.0,26.75,2026
4.0,2.9,3.0,17.0,5.3580000000000005,21.432000000000002,3.873044,1.0,26.79,2025
4.0,2.5,9.0,23.0,5.2,11.1,5.65,1.0,25.9,2026
2.0,2.9,4.0,4.0,4.600000000000001,16.4,2.7,1.0,21.0,2016
4.0,2.5,2.0,6.0,5.0,9.6,5.31,1.0,21.55,2028
2.0,3.7,10.0,18.0,3.0,14.0,4.25,1.0,24.0,2012
4.0,3.3,12.0,21.0,5.1,8.7,3.88194,1.0,24.8,2027
2.0,3.4,9.0,22.0,4.0,18.9,4.0,1.0,27.9,2019
2.0,4.4,4.0,10.0,5.0,15.0,4.2,1.0,30.0,2013
4.0,3.8,22.0,25.0,5.18,20.72,7.0,1.0,25.9,2022
2.0,3.3,4.0,10.0,6.5,13.5,3.3,1.0,20.0,2011
2.0,2.5,8.0,25.0,5.772,23.088,4.99278,1.0,28.86,2026
2.0,2.9,5.0,5.0,3.0,12.0,2.35,1.0,15.0,2015
4.0,3.4,14.0,14.0,5.0,11.3,4.55,1.0,25.2,2027
2.0,2.5,7.0,17.0,5.1,14.0,3.5,1.0,25.4,2009
2.0,2.9,16.0,17.0,4.0,10.5,3.5,1.0,19.5,2023
4.0,3.9,19.0,25.0,6.800000000000001,27.200000000000003,9.0,1.0,34.0,2024
2.0,4.0,4.0,10.0,3.0,17.0,4.0,1.0,25.0,2022
2.0,3.7,2.0,3.0,3.0,15.0,2.6,1.0,23.6,2017
4.0,4.0,17.0,17.0,5.84,23.36,4.75,1.0,29.2,2010
2.0,3.7,1.0,3.0,5.0,26.0,2.390009,1.0,34.2,2017
2.0,2.9,4.0,12.0,10.0,15.7,3.17,1.0,25.7,2015
4.0,2.5,2.0,7.0,4.9,19.6,4.1497,1.0,24.5,2026
2.0,3.3,4.0,12.0,5.0,15.0,5.49,1.0,28.0,2017
2.0,3.7,2.0,3.0,5.0,16.7,3.08,1.0,33.6,2016
2.0,2.5,3.0,23.0,5.702000000000001,22.808000000000003,4.61862,1.0,28.51,2025
2.0,4.0,7.0,12.0,5.1,11.2,4.0,1.0,24.5,2022
2.0,2.5,3.0,12.0,5.0,19.0,5.0,1.0,29.0,2026
4.0,2.5,3.0,10.0,4.7,18.8,4.1936,1.0,23.5,2026
2.0,2.9,9.0,14.0,7.299999999999999,15.1,3.15,1.0,22.4,2017
2.0,3.7,2.0,17.0,4.0,11.0,2.3,1.0,20.0,2014
4.0,3.4,3.0,14.0,2.8,8.2,4.1,1.0,20.4,2027
2.0,4.4,13.0,17.0,3.0,11.2,2.3,1.0,19.2,2013
2.0,2.9,1.0,3.0,5.2,20.8,2.949,1.0,26.0,2015
4.0,3.9,11.0,25.0,5.1,12.0,8.6,1.0,41.7,2028
2.0,2.9,14.0,18.0,4.08,16.32,3.0,1.0,20.4,2023
4.0,4.2,3.0,18.0,7.5,9.1,5.99,1.0,25.57,2028
4.0,2.5,1.0,9.0,10.0,12.3,9.99,1.0,42.28,2026
2.0,2.5,3.0,22.0,12.600000000000001,18.0,4.6,1.0,30.6,2020
2.0,3.3,4.0,9.0,5.0,17.0,4.4,1.0,28.0,2017
4.0,2.5,4.0,10.0,4.64,18.56,4.1542,1.0,23.2,2026
2.0,2.5,2.0,18.0,5.34,21.36,3.85,1.0,26.7,2015
2.0,3.7,4.0,17.0,5.0,14.1,3.3,1.0,24.1,2023
4.0,3.4,3.0,14.0,5.4,11.9,4.99,1.0,26.9,2027
2.0,2.5,16.0,17.0,4.0,18.0,3.41,1.0,23.1,2010
2.0,2.5,6.0,16.0,5.0,16.0,4.1,1.0,21.3,2023
4.0,4.0,8.0,25.0,4.0,26.0,7.2,1.0,37.4,2025
4.0,2.9,5.0,27.0,14.399999999999999,13.0,5.402,1.0,27.4,2027
2.0,2.5,6.0,8.0,5.4,21.6,3.46,1.0,27.0,2013
2.0,3.7,13.0,19.0,5.0,22.6,3.0,1.0,27.6,2014
2.0,4.0,12.0,24.0,6.938,27.752,6.65,1.0,34.69,2027
2.0,3.8,5.0,5.0,4.0,16.0,3.84,1.0,25.0,2007
2.0,2.9,4.0,17.0,5.638000000000001,22.552000000000003,4.41951,1.0,28.19,2026
4.0,3.4,6.0,14.0,5.2,15.3,5.35,1.0,29.7,2027
2.0,2.9,10.0,17.0,6.0,15.0,2.999,1.0,27.5,2023
2.0,2.9,2.0,12.0,5.34,21.36,3.5778,1.0,26.7,2024
4.0,3.4,19.0,25.0,3.1,14.9,5.6641,1.0,24.9,2026
2.0,2.9,8.0,16.0,5.0,12.0,4.65,1.0,24.1,2012
2.0,2.5,10.0,10.0,14.399999999999999,18.0,3.4,1.0,32.4,2010
4.0,2.9,12.0,13.0,4.806000000000001,19.224000000000004,5.7,1.0,24.03,2026
2.0,4.4,17.0,17.0,3.8600000000000003,15.440000000000001,2.25,1.0,19.3,2015
2.0,3.7,8.0,10.0,19.5,19.0,3.48,1.0,38.5,2019
4.0,3.4,6.0,14.0,5.0,11.5,4.55,1.0,25.5,2027
2.0,4.0,4.0,17.0,5.0,13.3,4.9,1.0,26.3,2020
4.0,3.3,15.0,21.0,5.0,15.8,4.833588,1.0,32.0,2027
4.0,3.4,2.0,25.0,3.9,21.7,6.7119,1.0,41.1,2026
2.0,4.0,13.0,21.0,3.0,15.0,5.6,1.0,23.0,2013
2.0,2.5,3.0,4.0,2.0,36.0,5.5,1.0,43.0,2014
4.0,2.9,6.0,25.0,15.7,17.8,6.29,1.0,33.5,2027
2.0,4.4,2.0,17.0,4.0,9.0,2.68,1.0,20.0,2013
4.0,3.8,21.0,25.0,5.54,22.16,7.2,1.0,27.7,2022
2.0,2.5,5.0,20.0,4.800000000000001,19.200000000000003,4.2,1.0,24.0,2024
2.0,2.5,20.0,25.0,2.0,18.4,4.85,1.0,28.8,2020
2.0,4.0,15.0,24.0,5.686,22.744,5.48,1.0,28.43,2027
2.0,2.9,7.0,17.0,6.140000000000001,24.560000000000002,3.3,1.0,30.7,2015
2.0,2.5,7.0,10.0,4.0,35.0,3.0,1.0,39.0,2024
4.0,4.4,6.0,14.0,5.0,9.1,4.167,1.0,21.85,2026
2.0,3.3,15.0,17.0,4.0,19.1,3.8,1.0,28.1,2017
2.0,3.4,12.0,24.0,3.0,10.0,4.6,1.0,18.0,2018
2.0,4.0,9.0,24.0,5.734000000000001,22.936000000000003,5.51,1.0,28.67,2027
2.0,3.3,12.0,26.0,2.0,15.0,4.7,1.0,23.4,2017
2.0,2.5,4.0,25.0,2.4,13.4,4.7,1.0,22.7,2024
2.0,3.7,3.0,17.0,3.1,14.4,2.95,1.0,23.4,2014
2.0,2.5,6.0,9.0,12.399999999999999,20.0,3.5,1.0,32.4,2020
2.0,2.9,14.0,18.0,3.0,14.0,2.95,1.0,22.7,2018
4.0,3.4,15.0,17.0,11.099999999999998,14.8,5.52188,1.0,25.9,2026
2.0,4.4,17.0,17.0,4.0,15.4,3.9,1.0,27.4,2012
2.0,4.2,15.0,26.0,5.0,22.8,2.95,1.0,27.8,1994
4.0,2.5,23.0,25.0,3.6,9.6,4.91,1.0,23.2,2026
2.0,3.7,9.0,14.0,3.5,19.0,3.85,1.0,25.8,2017
4.0,3.4,17.0,17.0,10.799999999999999,14.4,5.634834,1.0,25.2,2026
2.0,3.7,12.0,17.0,5.0,11.0,3.7,1.0,23.8,2019
2.0,2.5,12.0,18.0,5.0,20.0,3.0,1.0,25.0,2024
2.0,4.0,5.0,24.0,7.102,28.408,6.81,1.0,35.51,2027
2.0,3.3,14.0,15.0,2.0,15.0,4.55,1.0,28.4,2017
4.0,2.9,5.0,15.0,4.436,17.744,4.79,1.0,22.18,2026
2.0,2.9,3.0,19.0,5.24,20.96,5.5,1.0,26.2,2015
2.0,4.0,5.0,18.0,5.0,18.0,5.5,1.0,25.0,2012
4.0,3.4,17.0,17.0,17.42,12.5,6.529292,1.0,29.92,2026
2.0,2.9,12.0,13.0,2.0,18.0,3.8,1.0,25.7,2020
2.0,2.5,6.0,10.0,4.0,25.0,3.08,1.0,39.35,2024
4.0,4.2,4.0,24.0,6.426000000000001,25.704000000000004,7.494,1.0,32.13,2027
4.0,3.3,1.0,17.0,5.84,23.36,4.2,1.0,29.2,2027
2.0,4.4,15.0,19.0,6.199999999999999,15.0,3.8,1.0,21.2,2013
2.0,3.7,8.0,16.0,5.0,17.7,4.2,1.0,22.7,2017
4.0,4.4,1.0,10.0,5.0,11.7,4.8999,1.0,27.4,2026
2.0,2.5,14.0,23.0,4.100000000000001,22.0,4.3,1.0,26.1,2024
2.0,3.7,16.0,16.0,4.0,10.0,2.299,1.0,19.0,2013
4.0,2.9,1.0,9.0,20.56,15.3,6.661,1.0,35.86,2027
2.0,4.2,3.0,3.0,8.0,16.0,4.35,1.0,33.0,2022
2.0,2.5,13.0,17.0,5.0,16.9,4.7,1.0,33.9,2018
4.0,4.4,5.0,10.0,5.0,11.2,4.6667,1.0,25.72,2026
2.0,3.7,2.0,10.0,7.0,25.0,3.35,1.0,39.0,2023
2.0,3.3,8.0,16.0,4.0,18.0,3.9,1.0,29.2,2023
4.0,3.3,15.0,21.0,5.1,15.3,4.676958,1.0,30.5,2027
2.0,3.7,2.0,18.0,4.0,16.0,2.85,1.0,24.0,2016
2.0,3.7,12.0,18.0,3.3,13.0,3.35,1.0,25.0,2021
4.0,4.0,18.0,25.0,5.338000000000001,21.352000000000004,5.8,1.0,26.69,2023
2.0,3.7,14.0,25.0,12.600000000000001,14.7,3.95,1.0,27.3,2017
2.0,2.9,4.0,20.0,16.200000000000003,28.5,5.4,1.0,44.7,2015
4.0,3.9,19.0,25.0,4.1,13.9,6.803,1.0,25.3,2028
2.0,4.4,14.0,17.0,7.600000000000001,14.0,3.5,1.0,21.6,2013
4.0,4.0,2.0,30.0,6.04,24.16,7.0,1.0,30.2,2026
4.0,4.4,8.0,10.0,5.0,11.7,5.1555,1.0,28.18,2026
2.0,3.7,5.0,26.0,6.300000000000001,21.0,3.6,1.0,27.3,2021
2.0,4.4,9.0,16.0,4.0,13.0,3.95,1.0,22.4,2013
2.0,2.5,11.0,17.0,3.98,15.92,4.7,1.0,19.9,2026
2.0,3.3,8.0,8.0,8.0,19.6,4.2,1.0,27.6,2017
4.0,4.0,1.0,23.0,5.640000000000001,22.560000000000002,5.9,1.0,28.2,2028
2.0,2.9,15.0,18.0,5.0,19.0,3.5,1.0,26.0,2023
4.0,4.0,2.0,24.0,5.98,23.92,6.58,1.0,29.9,2028
