author_type,district,floor,kitchen_meters,price,rooms_count,year_of_construction
2.0,4.0,17.0,4.0,5850000.0,1.0,2022
2.0,2.5,14.0,10.0,5850000.0,1.0,2017
2.0,3.8,21.0,4.0,5885000.0,1.0,2021
2.0,3.7,24.0,5.79,5990000.0,1.0,2021
2.0,3.8,7.0,7.399999999999999,5900000.0,1.0,2021
2.0,3.4,15.0,5.0,5990000.0,1.0,2023
2.0,4.0,12.0,4.4,5990000.0,1.0,2023
4.0,2.9,1.0,5.0,5989300.0,1.0,2026
4.0,2.9,4.0,5.0,5993350.0,1.0,2026
4.0,4.2,8.0,7.5,5990000.0,1.0,2028
5.0,4.0,26.0,5.0,5940000.0,1.0,2024
2.0,3.4,15.0,6.38,5901500.0,1.0,2027
2.0,4.0,1.0,5.640000000000001,5900000.0,1.0,2028
2.0,3.9,15.0,7.0,5950000.0,1.0,2022
2.0,4.0,15.0,6.224,5970000.0,1.0,2027
2.0,2.5,2.0,4.88,5900000.0,1.0,2028
5.0,4.0,7.0,6.0,5999000.0,1.0,2021
5.0,2.5,14.0,5.0,5990000.0,1.0,2023
5.0,2.5,12.0,4.5,5998000.0,1.0,2020
2.0,3.4,7.0,6.38,5901500.0,1.0,2027
2.0,3.3,12.0,5.6,6000000.0,1.0,2025
2.0,3.9,14.0,5.0,6000000.0,1.0,2016
2.0,3.4,9.0,5.0,6000000.0,1.0,2025
2.0,3.8,3.0,3.1,6000000.0,1.0,1963
2.0,2.5,21.0,4.4,6000000.0,1.0,2024
2.0,4.2,3.0,4.0,6000000.0,1.0,2019
2.0,4.0,15.0,4.498,6000000.0,1.0,2026
5.0,2.5,19.0,12.8,6000050.0,1.0,2018
5.0,2.9,7.0,3.0,6000000.0,1.0,2020
5.0,2.5,3.0,4.2,6000000.0,1.0,2021
2.0,4.2,7.0,5.0,6070000.0,1.0,2018
4.0,3.3,9.0,5.4,6050000.0,1.0,2027
4.0,3.3,8.0,5.4,6050000.0,1.0,2027
2.0,4.0,16.0,4.602,6050000.0,1.0,2026
5.0,4.0,4.0,10.0,6050000.0,1.0,2022
2.0,2.5,12.0,5.6000000000000005,6050000.0,1.0,2020
2.0,3.4,11.0,7.1000000000000005,6070500.0,1.0,2027
2.0,3.4,15.0,7.0200000000000005,6072300.0,1.0,2027
2.0,3.4,2.0,5.0,6100000.0,1.0,2014
2.0,3.7,5.0,32.0,6100000.0,1.0,2021
4.0,2.9,8.0,15.260000000000002,6109000.0,1.0,2027
2.0,2.9,8.0,5.852,6109000.0,1.0,2027
5.0,4.0,1.0,14.0,15250000.0,3.0,2019
2.0,3.4,13.0,10.0,6640000.0,1.0,2007
2.0,3.8,4.0,3.7,6150000.0,1.0,2025
2.0,3.7,3.0,6.4,6190000.0,1.0,2016
4.0,4.0,1.0,5.98,6150000.0,1.0,2028
2.0,4.0,1.0,5.98,6150000.0,1.0,2028
2.0,2.5,18.0,6.0,6200000.0,1.0,2027
2.0,2.5,4.0,5.0,6230000.0,1.0,2022
2.0,3.4,5.0,9.0,6200000.0,1.0,2025
2.0,4.0,9.0,20.0,6200000.0,1.0,1977
2.0,3.4,12.0,4.0,6290000.0,1.0,2025
2.0,2.5,5.0,4.1,6250000.0,1.0,2023
2.0,2.5,10.0,5.0,6200000.0,1.0,2025
2.0,2.5,13.0,3.6000000000000014,6250000.0,1.0,2023
2.0,3.8,6.0,5.0,6200000.0,1.0,2016
4.0,4.2,3.0,7.0,6290000.0,1.0,2028
4.0,2.9,5.0,15.7,6290000.0,1.0,2027
4.0,2.9,11.0,5.0,6253950.0,1.0,2026
4.0,2.9,13.0,5.0,6296350.0,1.0,2026
4.0,2.5,13.0,5.54,6232500.0,1.0,2025
4.0,3.4,2.0,4.4,6200000.0,1.0,2027
2.0,3.4,2.0,9.14,6200000.0,1.0,2027
2.0,2.9,3.0,6.064,6230000.0,1.0,2027
2.0,2.9,4.0,6.064,6249000.0,1.0,2027
2.0,3.7,8.0,8.0,6200000.0,1.0,2017
5.0,3.4,5.0,5.4,6200000.0,1.0,2025
5.0,2.5,10.0,8.0,6250000.0,1.0,2026
2.0,3.3,5.0,10.0,6300000.0,1.0,1993
2.0,3.8,3.0,4.0,6300000.0,1.0,2014
2.0,3.9,4.0,5.4,6320000.0,1.0,2023
2.0,2.9,3.0,7.800000000000001,6300000.0,1.0,2018
2.0,4.0,13.0,4.602,6300000.0,1.0,2026
2.0,4.0,19.0,4.498,6300000.0,1.0,2026
5.0,3.7,11.0,4.0,6300000.0,1.0,2025
4.0,3.9,13.0,4.1,6303000.0,1.0,2028
4.0,2.5,6.0,16.58,6340000.0,1.0,2026
2.0,3.8,21.0,3.0,6350000.0,1.0,2015
2.0,3.8,18.0,4.0,6350000.0,1.0,2019
2.0,3.9,3.0,4.0,6350000.0,1.0,2023
2.0,4.2,6.0,6.0,6370000.0,1.0,2018
5.0,2.5,4.0,6.0,6350000.0,1.0,2022
4.0,3.4,17.0,6.198,6350000.0,1.0,2026
2.0,3.4,17.0,6.198,6350000.0,1.0,2026
4.0,4.2,2.0,9.120000000000001,6350000.0,1.0,2026
2.0,4.0,25.0,5.0,6499999.0,1.0,2021
2.0,4.2,8.0,9.0,6400000.0,1.0,1994
2.0,2.5,9.0,5.482,6400000.0,1.0,2026
2.0,3.4,11.0,9.3,6400000.0,1.0,2027
2.0,3.7,15.0,10.2,6400000.0,1.0,2016
5.0,4.0,18.0,6.440000000000001,6400000.0,1.0,2020
2.0,3.4,18.0,6.198,6400000.0,1.0,2026
2.0,4.2,6.0,10.0,6500000.0,1.0,2019
2.0,4.0,5.0,3.7,6500000.0,1.0,2023
2.0,3.3,21.0,5.0,6500000.0,1.0,2025
2.0,2.5,1.0,10.0,6500000.0,1.0,1919
2.0,3.7,13.0,5.0,6500000.0,1.0,2017
2.0,3.8,8.0,3.0,6500000.0,1.0,2021
2.0,3.4,16.0,8.0,6500000.0,1.0,2025
2.0,4.2,4.0,3.0,6500000.0,1.0,2019
2.0,2.5,13.0,5.3,6500000.0,1.0,2024
2.0,2.5,6.0,2.0,6500000.0,1.0,2021
2.0,2.5,9.0,5.806000000000001,6500000.0,1.0,2026
5.0,2.5,11.0,5.048,6500000.0,1.0,2020
5.0,2.5,12.0,9.6,8500000.0,1.0,2001
2.0,4.0,10.0,5.4,6850000.0,1.0,2023
5.0,2.5,10.0,10.7,7200000.0,1.0,2014
2.0,2.5,2.0,8.0,6200000.0,1.0,2000
5.0,2.5,21.0,10.3,6400000.0,1.0,2022
2.0,2.5,3.0,15.2,12500000.0,3.0,2018
5.0,2.9,1.0,5.0,4700000.0,1.0,2021
2.0,3.4,15.0,17.1,8000000.0,1.0,2019
2.0,2.5,5.0,25.700000000000003,7800000.0,1.0,2016
2.0,2.5,10.0,3.0,5100000.0,1.0,2024
4.0,4.0,7.0,6.96,5800000.0,1.0,2028
2.0,3.7,12.0,6.0,6700000.0,1.0,2024
2.0,2.9,2.0,5.6,3100000.0,1.0,1965
4.0,2.5,19.0,4.9,6125000.0,1.0,2028
2.0,4.0,17.0,12.7,7500000.0,1.0,2021
2.0,3.7,4.0,2.0,3300000.0,1.0,1979
4.0,3.3,2.0,7.440000000000001,6510000.0,1.0,2027
2.0,3.3,7.0,17.0,10000000.0,1.0,2023
5.0,2.9,2.0,7.5,4400000.0,1.0,1961
4.0,4.0,5.0,13.3,5690000.0,1.0,2028
2.0,2.5,8.0,6.0,4200000.0,1.0,2020
2.0,3.7,5.0,6.0,3100000.0,1.0,1983
4.0,3.4,11.0,18.2,9360000.0,1.0,2028
2.0,3.8,5.0,6.0,4900000.0,1.0,1972
2.0,2.5,9.0,7.0,2550000.0,1.0,2027
4.0,2.5,20.0,7.720000000000001,8685000.0,1.0,2028
2.0,3.9,7.0,6.0,5600000.0,1.0,1977
4.0,3.8,7.0,17.3,25000000.0,1.0,2022
4.0,4.0,6.0,7.28,5820000.0,1.0,2028
2.0,2.5,5.0,13.8,4800000.0,1.0,2024
4.0,2.9,8.0,27.1,4680000.0,1.0,2024
4.0,4.0,6.0,9.82,8893203.0,1.0,2026
2.0,4.0,12.0,6.1,5585000.0,1.0,2023
4.0,2.9,1.0,28.299999999999997,4300000.0,1.0,2022
4.0,3.4,7.0,9.258000000000001,9500000.0,1.0,2028
2.0,3.7,12.0,10.0,4999000.0,1.0,2019
2.0,3.4,4.0,6.0,3100000.0,1.0,2019
2.0,2.9,5.0,8.074,7290000.0,1.0,2026
2.0,2.5,16.0,3.0,4990000.0,1.0,2026
2.0,2.5,1.0,12.1,4300000.0,1.0,2012
4.0,2.5,2.0,17.3,10647059.0,1.0,2027
2.0,2.9,8.0,23.0,5100000.0,1.0,2022
2.0,2.5,7.0,13.9,4600000.0,1.0,2009
2.0,3.3,1.0,10.1,5050000.0,1.0,2014
2.0,4.2,6.0,7.0,4650000.0,1.0,1990
4.0,4.0,4.0,9.1,8300936.0,1.0,2026
2.0,4.0,15.0,9.0,9000000.0,1.0,2022
2.0,2.5,3.0,28.6,4700000.0,1.0,2020
4.0,2.9,1.0,32.45,9596000.0,1.0,2026
2.0,2.5,1.0,11.0,6990000.0,1.0,2024
2.0,2.5,5.0,9.0,4700000.0,1.0,2020
4.0,3.4,3.0,7.542000000000001,9180000.0,1.0,2028
2.0,2.9,8.0,9.3,5940000.0,1.0,2020
2.0,3.8,2.0,5.0,4969000.0,1.0,1966
4.0,3.3,3.0,8.4,7350000.0,1.0,2027
2.0,4.0,10.0,5.4,6850000.0,1.0,2023
2.0,3.4,1.0,6.0,5500000.0,1.0,1979
4.0,4.0,6.0,18.7,7400000.0,1.0,2028
2.0,4.0,12.0,14.2,7595000.0,1.0,2023
2.0,3.3,8.0,9.0,5780000.0,1.0,2017
4.0,2.9,10.0,24.459999999999997,8803000.0,1.0,2026
3.0,2.5,21.0,4.0,12350000.0,1.0,2020
2.0,2.5,7.0,5.0,8300000.0,1.0,2020
4.0,3.3,16.0,8.58,7202910.0,1.0,2027
2.0,2.5,6.0,13.8,3200000.0,1.0,2023
2.0,2.9,3.0,7.698,6990000.0,1.0,2026
2.0,3.7,7.0,9.0,2900000.0,1.0,1989
4.0,3.3,17.0,8.08,6865980.0,1.0,2027
2.0,3.3,9.0,9.0,4100000.0,1.0,2017
2.0,4.2,7.0,7.0,1400000.0,1.0,1972
4.0,4.0,21.0,12.0,9650000.0,1.0,2028
2.0,3.4,1.0,6.0,2800000.0,1.0,2019
4.0,4.0,8.0,4.990000000000002,6750000.0,1.0,2026
2.0,2.5,9.0,5.0,3960000.0,1.0,2024
2.0,3.7,5.0,6.0,3220000.0,1.0,2017
4.0,3.3,8.0,8.16,6933960.0,1.0,2027
2.0,4.2,9.0,6.106000000000001,7290000.0,1.0,2028
4.0,4.0,26.0,4.960000000000001,8900000.0,1.0,2026
2.0,3.4,3.0,8.5,3165999.0,1.0,1993
4.0,4.0,12.0,11.7,8775000.0,1.0,2028
2.0,2.9,2.0,8.7,4250000.0,1.0,2005
4.0,4.0,2.0,7.420000000000001,5900000.0,1.0,2023
4.0,4.0,16.0,12.2,10300000.0,1.0,2026
2.0,3.3,2.0,6.2,3100000.0,1.0,1962
4.0,2.5,8.0,17.3,11200000.0,1.0,2027
2.0,3.7,5.0,6.0,2670000.0,1.0,2015
2.0,3.7,6.0,10.2,3480000.0,1.0,2017
2.0,3.4,1.0,8.0,3200000.0,1.0,1959
4.0,3.7,6.0,18.0,6550000.0,1.0,2026
2.0,3.7,1.0,13.7,3470000.0,1.0,2017
2.0,2.9,5.0,10.0,3200000.0,1.0,1965
4.0,2.5,8.0,15.0,11505882.0,1.0,2027
2.0,4.2,1.0,12.0,3500000.0,1.0,2024
2.0,3.4,5.0,6.5,3430000.0,1.0,1961
4.0,3.7,4.0,16.1,6470000.0,1.0,2028
2.0,2.9,1.0,10.1,3500000.0,1.0,1993
2.0,3.4,5.0,6.0,3499000.0,1.0,2019
4.0,3.3,7.0,10.7,4947321.0,1.0,2028
2.0,4.0,1.0,4.0,3590000.0,1.0,1958
2.0,3.7,5.0,9.0,3500000.0,1.0,2017
4.0,4.0,1.0,25.5,12000000.0,1.0,2026
2.0,2.5,11.0,11.0,3580000.0,1.0,2013
2.0,3.7,8.0,9.0,3500000.0,1.0,1978
4.0,4.0,9.0,5.010000000000002,7700000.0,1.0,2026
2.0,2.9,7.0,7.1,3600000.0,1.0,1966
2.0,3.7,1.0,7.0,3500000.0,1.0,1975
4.0,3.4,10.0,5.19,5709000.0,1.0,2025
2.0,3.7,2.0,10.0,3650000.0,1.0,2017
2.0,3.4,5.0,9.0,3500000.0,1.0,1993
4.0,3.8,3.0,12.520000000000001,11770000.0,1.0,2026
2.0,3.7,9.0,10.0,3700000.0,1.0,1986
2.0,3.7,3.0,10.0,3500000.0,1.0,1982
4.0,3.9,6.0,9.780000000000001,11300000.0,1.0,2024
2.0,3.3,1.0,5.5,2400000.0,1.0,1960
2.0,2.9,1.0,4.5,2850000.0,1.0,1958
4.0,3.8,27.0,22.6,14240000.0,1.0,2026
2.0,4.2,4.0,5.0,2700000.0,1.0,1985
2.0,3.4,4.0,6.4,3100000.0,1.0,2019
4.0,2.5,3.0,8.0,6215000.0,1.0,2027
2.0,3.7,2.0,8.0,2900000.0,1.0,2013
2.0,4.0,2.0,5.0,7000000.0,1.0,2022
4.0,3.7,6.0,9.9,5900000.0,1.0,2026
2.0,3.7,6.0,5.6,3000000.0,1.0,2015
2.0,3.7,3.0,7.0,2600000.0,1.0,2013
4.0,3.8,30.0,16.574,17900000.0,1.0,2027
2.0,4.0,1.0,5.0,3085000.0,1.0,1969
2.0,3.7,3.0,9.0,2970000.0,1.0,1990
4.0,4.0,23.0,11.6,8976471.0,1.0,2026
2.0,2.9,1.0,5.0,3150000.0,1.0,1977
2.0,3.7,4.0,3.0,2350000.0,1.0,1975
4.0,3.3,3.0,9.7,4481763.0,1.0,2028
2.0,4.0,7.0,6.0,3330000.0,1.0,2014
2.0,2.9,1.0,5.9,3100000.0,1.0,1968
4.0,3.3,4.0,13.6,5400000.0,1.0,2025
2.0,3.7,3.0,6.0,3350000.0,1.0,2017
2.0,3.7,4.0,5.7,3100000.0,1.0,1976
4.0,3.3,4.0,9.9,4513755.0,1.0,2028
2.0,3.7,4.0,6.0,2790000.0,1.0,1973
4.0,3.7,2.0,5.0,5250000.0,1.0,2028
2.0,2.9,4.0,6.0,2990000.0,1.0,1976
4.0,3.7,4.0,5.0,5500000.0,1.0,2028
2.0,3.4,2.0,8.0,3700000.0,1.0,2019
4.0,3.4,11.0,7.050000000000001,7050000.0,1.0,2025
2.0,4.0,4.0,12.599999999999998,3650000.0,1.0,2022
4.0,3.7,2.0,19.3,6700000.0,1.0,2028
2.0,3.4,4.0,6.0,3270000.0,1.0,1975
4.0,3.3,3.0,10.7,4896450.0,1.0,2028
2.0,2.9,9.0,10.0,3990000.0,1.0,1994
2.0,2.9,2.0,5.9,2850000.0,1.0,1969
4.0,3.8,14.0,2.0,10285960.0,1.0,2026
2.0,3.4,13.0,10.0,7500000.0,1.0,2024
4.0,3.3,13.0,12.9,4736304.0,1.0,2028
2.0,3.7,5.0,6.1,3000000.0,1.0,1971
4.0,3.7,18.0,18.0,7270000.0,1.0,2026
2.0,3.7,3.0,6.0,2450000.0,1.0,2013
4.0,2.9,2.0,11.9,7984450.0,1.0,2026
2.0,3.3,2.0,2.0,1970000.0,1.0,2005
2.0,4.2,2.0,6.0,6500000.0,1.0,1994
4.0,3.7,6.0,13.7,7110000.0,1.0,2026
2.0,3.4,3.0,6.0,4000000.0,1.0,2019
2.0,2.5,20.0,7.964,6132280.0,1.0,2025
4.0,3.4,15.0,8.046,7844850.0,1.0,2025
2.0,3.7,1.0,17.0,4620000.0,1.0,2017
4.0,3.7,23.0,9.7,6910000.0,1.0,2026
2.0,4.4,4.0,12.0,3800000.0,1.0,2014
2.0,3.7,3.0,5.0,3100000.0,1.0,2017
2.0,2.5,19.0,8.234,6340180.0,1.0,2026
2.0,4.0,8.0,15.8,7350000.0,1.0,2024
2.0,3.7,4.0,6.3,3199000.0,1.0,1973
4.0,3.9,6.0,11.2,8575000.0,1.0,2028
2.0,2.9,5.0,5.8,2999000.0,1.0,1966
4.0,4.0,13.0,11.9,10500000.0,1.0,2024
2.0,2.5,6.0,10.0,3999000.0,1.0,2018
2.0,2.9,4.0,6.0,3000000.0,1.0,1982
4.0,2.9,15.0,14.2,3700000.0,1.0,2024
2.0,3.7,19.0,10.0,4350000.0,1.0,2021
2.0,3.7,1.0,6.0,2600000.0,1.0,1976
4.0,3.8,19.0,2.0,7275520.0,1.0,2026
2.0,3.7,13.0,13.3,4800000.0,1.0,2023
2.0,3.7,3.0,6.0,2700000.0,1.0,1976
4.0,3.9,5.0,13.4,10050000.0,1.0,2028
2.0,3.7,10.0,7.1,3790000.0,1.0,2017
2.0,2.9,1.0,4.0,2550000.0,1.0,1978
4.0,3.7,2.0,5.0,5020000.0,1.0,2028
2.0,3.7,10.0,10.0,4190000.0,1.0,2019
2.0,4.4,3.0,11.0,2200000.0,1.0,1964
4.0,3.9,18.0,10.9,8950000.0,1.0,2028
2.0,2.5,3.0,5.0,4200000.0,1.0,1989
2.0,2.9,2.0,3.0,2700000.0,1.0,1972
4.0,3.4,2.0,10.7,5200000.0,1.0,2027
2.0,2.9,1.0,16.5,4280000.0,1.0,2023
2.0,3.7,1.0,6.0,2800000.0,1.0,1979
4.0,3.7,4.0,11.4,6000000.0,1.0,2028
2.0,3.7,13.0,8.0,4299000.0,1.0,2014
2.0,2.5,5.0,25.700000000000003,7800000.0,1.0,2016
4.0,3.9,23.0,27.349999999999998,10590000.0,1.0,2025
2.0,4.0,4.0,6.0,2450000.0,1.0,1963
4.0,3.8,18.0,2.0,8581300.0,1.0,2026
2.0,2.5,7.0,11.0,4490000.0,1.0,2020
2.0,2.5,5.0,9.0,7499000.0,1.0,2020
4.0,2.9,2.0,21.400000000000002,4180000.0,1.0,2024
2.0,4.2,1.0,12.0,4450000.0,1.0,2005
2.0,4.4,3.0,5.5200000000000005,2999000.0,1.0,2015
4.0,3.7,2.0,17.4,6880000.0,1.0,2028
2.0,4.0,4.0,6.0,4450000.0,1.0,1988
5.0,2.5,7.0,13.8,2800000.0,1.0,2027
4.0,4.0,14.0,8.9,6100000.0,1.0,2010
2.0,2.5,4.0,12.0,3230000.0,1.0,2011
4.0,2.9,14.0,18.800000000000004,4900000.0,1.0,2025
2.0,3.3,2.0,11.1,4750000.0,1.0,2017
2.0,4.0,7.0,6.0,4000000.0,1.0,1987
4.0,3.7,2.0,6.164000000000001,4600000.0,1.0,2026
2.0,3.7,4.0,11.0,4000000.0,1.0,2022
4.0,3.7,4.0,17.4,7100000.0,1.0,2028
2.0,3.3,1.0,4.08,2000000.0,1.0,2013
4.0,3.4,17.0,7.414000000000001,7414000.0,1.0,2025
2.0,3.3,5.0,21.299999999999997,4750000.0,1.0,2020
4.0,3.7,3.0,5.93,4700000.0,1.0,2026
2.0,3.7,4.0,10.0,4800000.0,1.0,2001
2.0,2.9,4.0,10.0,3800000.0,1.0,2016
4.0,2.5,5.0,8.459999999999999,6865000.0,1.0,2027
4.0,3.7,20.0,11.4,5900000.0,1.0,2025
2.0,3.7,10.0,3.8600000000000003,2499000.0,1.0,2015
4.0,3.4,13.0,9.708,8760508.0,1.0,2027
2.0,2.5,1.0,4.0,2950000.0,1.0,2020
4.0,3.7,4.0,9.1,5400000.0,1.0,2028
2.0,2.5,10.0,10.0,8400000.0,1.0,2024
4.0,3.3,5.0,6.956,4973000.0,1.0,2026
4.0,2.5,7.0,6.58,5925000.0,1.0,2027
2.0,3.2,10.0,10.0,4810000.0,1.0,2024
2.0,4.4,2.0,5.7,2400000.0,1.0,1967
5.0,2.5,11.0,18.8,7100000.0,1.0,2026
5.0,4.2,5.0,6.0,740000.0,1.0,1993
2.0,3.3,4.0,8.28,5560000.0,1.0,2027
4.0,3.3,1.0,6.840000000000001,5000000.0,1.0,2027
2.0,3.3,1.0,8.0,2950000.0,1.0,1988
4.0,3.9,18.0,9.48,12600000.0,1.0,2024
2.0,2.9,2.0,5.5,3000000.0,1.0,1974
2.0,4.4,2.0,5.2,3090000.0,1.0,1974
4.0,3.7,3.0,19.1,7560000.0,1.0,2028
2.0,3.3,4.0,5.7,3640000.0,1.0,1989
2.0,2.9,1.0,5.0,3300000.0,1.0,2015
2.0,3.7,5.0,5.140000000000001,3161100.0,1.0,2026
2.0,4.0,4.0,5.0,4700000.0,1.0,1965
2.0,3.7,5.0,8.0,3550000.0,1.0,2015
4.0,4.0,19.0,4.8,12200000.0,1.0,2024
2.0,4.0,5.0,5.8,3900000.0,1.0,2022
2.0,2.9,1.0,7.0,3699999.0,1.0,1985
4.0,3.7,2.0,16.8,9860000.0,1.0,2028
2.0,4.4,12.0,4.62,2390000.0,1.0,2014
4.0,3.7,2.0,10.5,5150000.0,1.0,2028
2.0,2.5,6.0,5.2,5500000.0,1.0,1972
2.0,2.9,1.0,3.94,2650000.0,1.0,2018
4.0,3.7,2.0,5.664000000000001,4600000.0,1.0,2026
2.0,3.7,8.0,9.0,5300000.0,1.0,2017
2.0,3.7,4.0,9.6,3150000.0,1.0,1987
4.0,4.0,16.0,12.0,9372510.0,1.0,2025
2.0,4.2,1.0,9.0,3600000.0,1.0,1989
2.0,3.7,17.0,5.0,2470000.0,1.0,2012
4.0,3.9,14.0,7.82,10200000.0,1.0,2024
2.0,2.5,5.0,11.0,7090000.0,1.0,2016
2.0,3.7,3.0,5.8,2850000.0,1.0,1981
4.0,3.4,4.0,10.9,5800000.0,1.0,2027
2.0,3.7,2.0,10.0,3900000.0,1.0,2007
2.0,3.7,7.0,4.16,2600000.0,1.0,2016
4.0,4.0,15.0,12.0,9357200.0,1.0,2025
2.0,4.4,9.0,4.0,2280000.0,1.0,2012
4.0,3.3,8.0,8.28,5700000.0,1.0,2026
2.0,3.7,19.0,10.0,4700000.0,1.0,2019
2.0,2.9,6.0,9.0,3200000.0,1.0,2015
4.0,3.3,1.0,8.22,6084385.0,1.0,2024
2.0,3.7,7.0,7.0,3990000.0,1.0,2004
4.0,3.4,7.0,14.0,6759900.0,1.0,2026
2.0,3.9,2.0,12.0,7490000.0,1.0,2002
2.0,2.9,10.0,22.6,4550000.0,1.0,2015
2.0,4.0,16.0,12.3,6600000.0,1.0,2022
2.0,3.3,7.0,8.6,4800000.0,1.0,2014
2.0,4.0,16.0,12.7,7200000.0,1.0,2022
2.0,3.4,16.0,8.200000000000003,4850000.0,1.0,2019
2.0,2.9,15.0,12.0,4900000.0,1.0,2016
4.0,2.9,1.0,13.4,8200600.0,1.0,2026
2.0,2.5,10.0,16.0,4900000.0,1.0,2005
2.0,2.5,18.0,13.0,8300000.0,1.0,2024
2.0,4.0,8.0,11.0,4950000.0,1.0,2022
2.0,2.5,24.0,9.882,8828750.0,1.0,2024
2.0,4.4,1.0,4.7,5000000.0,1.0,2020
2.0,4.4,9.0,10.0,5200000.0,1.0,2013
2.0,2.5,21.0,8.13,6666600.0,1.0,2026
2.0,3.3,8.0,8.8,5200000.0,1.0,2021
2.0,3.3,9.0,10.0,5380000.0,1.0,2024
4.0,2.9,14.0,24.300000000000004,4500000.0,1.0,2026
2.0,3.3,8.0,10.0,5390000.0,1.0,2024
2.0,4.0,5.0,5.0,5400000.0,1.0,2023
4.0,2.9,11.0,19.2,4190000.0,1.0,2024
2.0,4.0,2.0,9.0,5499000.0,1.0,1998
2.0,3.7,24.0,10.0,5600000.0,1.0,2015
4.0,3.3,5.0,8.28,5600000.0,1.0,2027
2.0,2.9,8.0,8.6,3950000.0,1.0,2025
2.0,3.4,16.0,7.1,6000000.0,1.0,2024
4.0,4.4,2.0,12.2,6531600.0,1.0,2026
2.0,2.9,12.0,12.5,5500000.0,1.0,2020
2.0,3.3,4.0,5.0,3200000.0,1.0,1989
2.0,3.3,2.0,8.28,5800000.0,1.0,2026
2.0,3.7,2.0,7.0,5600000.0,1.0,1964
2.0,3.3,3.0,6.7,3100000.0,1.0,1982
4.0,2.5,2.0,8.28,6104700.0,1.0,2026
2.0,3.7,20.0,9.0,4100000.0,1.0,2022
2.0,4.2,6.0,16.0,5723720.0,1.0,2028
2.0,3.7,3.0,12.0,3200000.0,1.0,2015
2.0,3.7,2.0,3.6799999999999997,2000000.0,1.0,2017
4.0,3.7,10.0,8.272,4670000.0,1.0,2025
2.0,2.9,6.0,10.0,3800000.0,1.0,2016
2.0,3.4,10.0,9.0,4050000.0,1.0,2018
2.0,3.8,6.0,7.048000000000001,6977520.0,1.0,2028
4.0,2.5,1.0,16.7,10910000.0,1.0,2028
2.0,3.7,13.0,8.7,4150000.0,1.0,2024
2.0,3.7,6.0,8.4,3149000.0,1.0,1986
4.0,3.4,3.0,14.0,6736000.0,1.0,2026
2.0,4.4,1.0,6.0,2800000.0,1.0,1972
2.0,2.9,3.0,5.5,3000000.0,1.0,1975
4.0,3.9,17.0,9.120000000000001,11600000.0,1.0,2024
2.0,2.9,6.0,10.0,3999000.0,1.0,1972
2.0,3.3,4.0,8.28,5500000.0,1.0,2027
2.0,3.7,1.0,6.0,4200000.0,1.0,1970
4.0,2.9,1.0,9.020000000000001,4600000.0,1.0,2026
2.0,3.4,1.0,6.0,3789000.0,1.0,2019
4.0,3.3,1.0,8.58,6193110.0,1.0,2024
2.0,3.7,17.0,12.0,4000000.0,1.0,2022
2.0,2.5,1.0,5.0,3230000.0,1.0,2019
4.0,2.5,18.0,14.5,5910000.0,1.0,2026
2.0,4.2,3.0,9.0,3990000.0,1.0,1994
4.0,3.3,7.0,5.34,4150000.0,1.0,2027
2.0,3.7,9.0,7.4,3100000.0,1.0,1987
2.0,3.7,5.0,18.2,4150000.0,1.0,2017
4.0,3.3,5.0,8.74,6399231.0,1.0,2024
4.0,3.4,2.0,5.282,4750000.0,1.0,2026
2.0,3.9,17.0,15.0,11200000.0,1.0,2002
2.0,3.7,6.0,9.2,3000000.0,1.0,2014
4.0,2.5,6.0,11.3,6800000.0,1.0,2026
2.0,3.7,7.0,7.0,4200000.0,1.0,2014
4.0,3.7,15.0,7.4,6350000.0,1.0,2026
2.0,2.5,1.0,9.0,4300000.0,1.0,1988
2.0,4.2,6.0,5.8,3000000.0,1.0,1978
2.0,2.5,19.0,7.920000000000001,6534000.0,1.0,2026
2.0,3.7,6.0,11.5,4350000.0,1.0,2024
2.0,4.4,5.0,4.38,2050000.0,1.0,2011
4.0,2.5,1.0,7.88,5905500.0,1.0,2026
2.0,3.4,19.0,15.0,11000000.0,1.0,2019
2.0,2.9,4.0,5.6,2600000.0,1.0,1978
2.0,2.9,14.0,6.740000000000001,5000000.0,1.0,2025
2.0,4.0,3.0,5.9,4800000.0,1.0,1962
2.0,3.3,1.0,5.300000000000001,3900000.0,1.0,2027
4.0,2.9,10.0,15.9,5510200.0,1.0,2026
2.0,3.7,1.0,11.0,4450000.0,1.0,2007
2.0,3.7,8.0,7.0,2950000.0,1.0,1972
4.0,4.0,17.0,13.3,7700000.0,1.0,2025
2.0,3.4,1.0,5.0,4600000.0,1.0,1969
2.0,4.2,3.0,5.8,3250000.0,1.0,1994
4.0,3.4,24.0,8.314,7200000.0,1.0,2026
2.0,3.7,16.0,10.0,4300000.0,1.0,2024
2.0,3.7,7.0,8.7,3250000.0,1.0,1991
4.0,4.0,1.0,10.58,9513900.0,1.0,2023
2.0,2.5,12.0,3.0,4255000.0,1.0,2024
2.0,3.8,1.0,6.634,6302300.0,1.0,2028
2.0,2.9,17.0,10.0,4600000.0,1.0,2015
2.0,4.4,4.0,3.3,2500000.0,1.0,2013
2.0,4.2,2.0,16.9,6276520.0,1.0,2028
2.0,2.5,2.0,10.0,4250000.0,1.0,1996
5.0,2.9,11.0,8.7,5950000.0,1.0,2025
