author_type,district,floor,kitchen_meters,price,rooms_count,year_of_construction
4.0,4.0,22.0,7.3,7941176.0,1.0,2026
2.0,2.5,12.0,6.0,7500000.0,1.0,2024
2.0,2.9,17.0,4.0,4300000.0,1.0,2017
4.0,3.7,18.0,3.4,5270000.0,1.0,2026
2.0,3.7,2.0,9.0,4700000.0,1.0,2013
4.0,3.7,12.0,3.4,5400000.0,1.0,2026
2.0,2.5,6.0,8.5,4500000.0,1.0,2024
2.0,2.5,14.0,10.0,4900000.0,1.0,2024
4.0,3.9,5.0,41.099999999999994,14670000.0,1.0,2025
5.0,3.4,26.0,3.6,6000000.0,1.0,2019
4.0,3.4,3.0,5.5,5500000.0,1.0,2025
4.0,4.0,16.0,5.1,9117647.0,1.0,2026
5.0,3.3,4.0,3.5200000000000005,2359000.0,1.0,2017
4.0,4.0,20.0,7.8,9900000.0,1.0,2026
2.0,2.5,5.0,6.0,3650000.0,1.0,2020
2.0,4.4,2.0,5.0,2400000.0,1.0,2013
4.0,3.8,11.0,2.0,5640930.0,1.0,2026
2.0,4.0,13.0,5.0,6500000.0,1.0,2022
2.0,2.9,6.0,5.0,2750000.0,1.0,2015
4.0,3.9,24.0,12.699999999999996,8350000.0,1.0,2025
2.0,4.0,20.0,4.0,5200000.0,1.0,2023
2.0,3.3,2.0,5.0,2845000.0,1.0,1968
4.0,3.7,13.0,3.4,5370000.0,1.0,2026
2.0,3.9,22.0,4.0,4980000.0,1.0,2019
2.0,3.3,4.0,3.0,3490000.0,1.0,2015
2.0,2.9,18.0,5.032,5540000.0,1.0,2026
2.0,2.9,9.0,5.5280000000000005,7900000.0,1.0,2015
2.0,3.7,15.0,7.359999999999999,3790000.0,1.0,2025
4.0,3.7,11.0,3.4,6080000.0,1.0,2028
2.0,2.5,4.0,5.2,4850000.0,1.0,2020
2.0,3.3,13.0,5.0,3800000.0,1.0,2017
4.0,2.9,2.0,5.0,5928700.0,1.0,2026
2.0,4.0,15.0,8.0,5550000.0,1.0,2011
5.0,2.9,16.0,6.0,4500000.0,1.0,2006
4.0,3.8,28.0,9.114,11440000.0,1.0,2027
2.0,2.5,8.0,8.0,4550000.0,1.0,2018
4.0,3.7,18.0,3.4,4950000.0,1.0,2028
2.0,3.3,5.0,5.0,4600000.0,1.0,2017
4.0,3.3,6.0,5.2,4580000.0,1.0,2025
2.0,4.2,20.0,12.3,5000000.0,1.0,2016
