author_type,district,floor,kitchen_meters,price,rooms_count,total_meters,year_of_construction
4.0,2.5,6.0,5.0,5830000.0,1.0,24.2,2026
2.0,4.2,6.0,5.0,4500000.0,1.0,23.9,2014
2.0,4.4,4.0,3.7,2200000.0,1.0,20.2,2013
4.0,3.9,11.0,5.1,6850000.0,1.0,28.17,2028
2.0,2.5,6.0,10.0,3450000.0,1.0,32.5,2024
2.0,4.0,3.0,3.7200000000000006,4250000.0,1.0,18.6,2024
4.0,3.4,8.0,5.48,5800000.0,1.0,27.4,2025
2.0,3.7,3.0,5.0,3500000.0,1.0,26.0,2025
2.0,4.4,15.0,6.100000000000001,2150000.0,1.0,18.1,2013
4.0,3.9,10.0,5.1,6275000.0,1.0,26.06,2028
2.0,3.7,1.0,4.0,2550000.0,1.0,27.4,2017
2.0,3.7,1.0,5.0,2350000.0,1.0,30.8,2014
4.0,2.9,7.0,11.490000000000002,6852000.0,1.0,28.19,2026
2.0,2.9,7.0,1.8,2800000.0,1.0,18.2,2024
2.0,2.9,6.0,5.0600000000000005,3100000.0,1.0,25.3,2024
4.0,3.9,13.0,5.1,6600000.0,1.0,31.67,2028
2.0,3.4,11.0,7.0,4250000.0,1.0,30.7,2015
2.0,3.7,12.0,5.5200000000000005,2850000.0,1.0,27.6,2013
4.0,3.4,8.0,10.0,8890000.0,1.0,30.55,2028
2.0,3.7,1.0,4.0,2400000.0,1.0,23.5,2017
2.0,4.4,2.0,8.600000000000001,2000000.0,1.0,19.1,2013
4.0,4.0,4.0,5.6,11435000.0,1.0,34.9,2026
2.0,4.4,1.0,11.2,3150000.0,1.0,20.2,2013
2.0,2.5,5.0,7.804000000000001,2800000.0,1.0,39.02,2025
4.0,2.5,9.0,7.4,9305000.0,1.0,32.23,2027
2.0,2.5,3.0,6.6000000000000005,3400000.0,1.0,33.0,2011
2.0,2.5,6.0,2.7,3550000.0,1.0,39.0,2017
4.0,2.9,12.0,12.7,7303000.0,1.0,28.8,2026
2.0,2.9,5.0,17.0,4500000.0,1.0,47.0,2015
2.0,3.7,16.0,6.0,3950000.0,1.0,24.0,2024
4.0,4.0,14.0,3.0,7350000.0,1.0,32.3,2028
2.0,2.5,17.0,4.0,4500000.0,1.0,28.97,2026
2.0,3.8,3.0,3.0,3990000.0,1.0,20.22,2026
4.0,3.4,2.0,5.922000000000001,6084000.0,1.0,29.61,2027
2.0,2.9,10.0,15.0,4600000.0,1.0,41.0,2016
2.0,3.7,15.0,6.6,4000000.0,1.0,38.4,2017
2.0,2.9,8.0,5.6,5390000.0,1.0,26.7,2027
2.0,4.0,6.0,4.0,4850000.0,1.0,27.63,2022
2.0,2.5,1.0,6.0,4050000.0,1.0,25.6,2011
4.0,2.9,20.0,10.839999999999998,6703000.0,1.0,25.74,2026
2.0,4.0,7.0,10.0,4350000.0,1.0,23.0,2021
2.0,4.0,17.0,10.0,4100000.0,1.0,25.37,2025
4.0,2.9,8.0,5.0,5350000.0,1.0,26.0,2027
2.0,2.9,2.0,5.6000000000000005,7300000.0,1.0,28.0,2026
2.0,3.7,2.0,10.0,4150000.0,1.0,40.0,2017
4.0,4.0,22.0,7.3,7941000.0,1.0,27.47,2026
2.0,2.5,12.0,6.0,7500000.0,1.0,30.48,2024
2.0,2.9,17.0,4.0,4300000.0,1.0,30.0,2017
4.0,3.7,18.0,3.4,5270000.0,1.0,27.27,2026
2.0,3.7,2.0,9.0,4700000.0,1.0,36.0,2013
4.0,3.7,12.0,3.4,5400000.0,1.0,27.73,2026
2.0,2.5,6.0,8.5,4500000.0,1.0,58.5,2024
2.0,2.5,14.0,10.0,4900000.0,1.0,21.1,2024
4.0,3.9,5.0,41.099999999999994,14670000.0,1.0,83.1,2025
5.0,3.4,26.0,3.6,6000000.0,1.0,27.0,2019
4.0,3.4,3.0,5.5,5500000.0,1.0,27.5,2025
4.0,4.0,16.0,5.1,9117000.0,1.0,29.98,2026
5.0,3.3,4.0,3.5200000000000005,2359000.0,1.0,17.6,2017
4.0,4.0,20.0,7.8,9900000.0,1.0,33.9,2026
2.0,2.5,5.0,6.0,3650000.0,1.0,36.7,2020
2.0,4.4,2.0,5.0,2400000.0,1.0,18.4,2013
4.0,3.8,11.0,2.0,5640000.0,1.0,20.97,2026
2.0,4.0,13.0,5.0,6500000.0,1.0,30.0,2022
2.0,2.9,6.0,5.0,2750000.0,1.0,26.8,2015
4.0,3.9,24.0,12.699999999999996,8350000.0,1.0,34.3,2025
2.0,4.0,20.0,4.0,5200000.0,1.0,26.9,2023
2.0,3.3,2.0,5.0,2845000.0,1.0,24.3,1968
4.0,3.7,13.0,3.4,5370000.0,1.0,27.73,2026
2.0,3.9,22.0,4.0,4980000.0,1.0,23.7,2019
2.0,3.3,4.0,3.0,3490000.0,1.0,23.0,2015
2.0,2.9,18.0,5.032,5540000.0,1.0,25.16,2026
2.0,2.9,9.0,5.5280000000000005,7900000.0,1.0,27.64,2015
2.0,3.7,15.0,7.359999999999999,3790000.0,1.0,36.8,2025
4.0,3.7,11.0,3.4,6080000.0,1.0,27.73,2028
2.0,2.5,4.0,5.2,4850000.0,1.0,27.7,2020
2.0,3.3,13.0,5.0,3800000.0,1.0,27.9,2017
4.0,2.9,2.0,5.0,5928000.0,1.0,27.7,2026
2.0,4.0,15.0,8.0,5550000.0,1.0,25.0,2011
5.0,2.9,16.0,6.0,4500000.0,1.0,25.8,2006
4.0,3.8,28.0,9.114,11440000.0,1.0,45.57,2027
2.0,2.5,8.0,8.0,4550000.0,1.0,25.3,2018
4.0,3.7,18.0,3.4,4950000.0,1.0,27.27,2028
2.0,3.3,5.0,5.0,4600000.0,1.0,29.5,2017
4.0,3.3,6.0,5.2,4580000.0,1.0,29.3,2025
2.0,4.2,20.0,12.3,5000000.0,1.0,30.7,2016
2.0,3.3,1.0,4.0,5200000.0,1.0,28.0,2017
2.0,2.5,10.0,5.378,4625000.0,1.0,26.89,2026
2.0,4.0,23.0,3.0,5250000.0,1.0,28.0,2025
2.0,2.5,4.0,10.0,6600000.0,1.0,35.1,2019
4.0,3.8,18.0,2.0,4735000.0,1.0,20.15,2026
5.0,2.5,13.0,6.0,7400000.0,1.0,42.0,2027
5.0,3.8,2.0,10.0,15975000.0,1.0,52.6,2023
4.0,3.8,27.0,8.872,11200000.0,1.0,44.36,2027
2.0,3.7,3.0,2.6999999999999993,1700000.0,1.0,12.7,1973
2.0,3.7,3.0,2.0,1200000.0,1.0,8.1,2017
4.0,4.0,16.0,4.3,18650000.0,1.0,96.9,2028
2.0,3.7,2.0,2.0,1450000.0,1.0,14.0,2017
4.0,3.4,10.0,5.188000000000001,5800000.0,1.0,25.94,2027
4.0,4.0,3.0,5.6,6300000.0,1.0,34.9,2025
2.0,4.4,11.0,5.0,2000000.0,1.0,18.2,2010
4.0,3.7,5.0,13.8,7110000.0,1.0,46.57,2026
2.0,4.0,1.0,4.0,2350000.0,1.0,15.0,1964
4.0,3.7,3.0,5.0,4400000.0,1.0,26.3,2025
2.0,2.9,6.0,3.0,4499000.0,1.0,26.6,2015
4.0,4.0,23.0,7.1,20200000.0,1.0,112.3,2028
2.0,4.0,6.0,4.960000000000001,3600000.0,1.0,24.8,2022
2.0,4.4,13.0,3.0,4100000.0,1.0,27.7,2016
4.0,2.9,8.0,5.0,6355000.0,1.0,30.2,2026
4.0,3.7,16.0,5.0,4750000.0,1.0,29.0,2028
2.0,3.3,10.0,4.0,3550000.0,1.0,23.3,2010
2.0,4.0,11.0,5.0,4600000.0,1.0,27.0,2014
4.0,3.4,3.0,4.4,6300000.0,1.0,46.5,2027
2.0,4.0,18.0,4.0,5390000.0,1.0,34.0,2025
4.0,2.9,1.0,5.0,6150000.0,1.0,30.6,2026
2.0,2.9,9.0,5.0,3350000.0,1.0,27.0,2025
4.0,3.7,2.0,5.6,4250000.0,1.0,27.6,2028
2.0,3.7,1.0,7.8,3480000.0,1.0,37.8,2017
2.0,4.4,2.0,4.920000000000001,3500000.0,1.0,24.6,2013
4.0,3.9,16.0,6.0600000000000005,7800000.0,1.0,30.3,2024
2.0,3.7,6.0,3.5,3400000.0,1.0,20.2,2024
2.0,3.3,5.0,5.0,4050000.0,1.0,29.3,2025
4.0,3.7,9.0,4.9,4450000.0,1.0,27.2,2028
2.0,2.5,6.0,3.0,4800000.0,1.0,21.36,2020
4.0,2.5,4.0,5.0,5360000.0,1.0,20.67,2028
2.0,2.5,6.0,4.4,3100000.0,1.0,39.0,2024
2.0,2.5,13.0,5.506,4707000.0,1.0,27.53,2026
4.0,3.4,4.0,17.72,5817000.0,1.0,30.62,2026
4.0,2.9,11.0,5.0,6296000.0,1.0,29.1,2026
2.0,3.9,13.0,4.0,5096000.0,1.0,24.8,2016
2.0,4.2,1.0,3.0,2650000.0,1.0,28.7,1994
4.0,3.8,23.0,5.04,6800000.0,1.0,25.2,2022
4.0,3.7,5.0,13.8,8510000.0,1.0,46.57,2026
2.0,2.9,2.0,4.999999999999999,2400000.0,1.0,11.7,2015
4.0,3.7,1.0,4.0,4990000.0,1.0,29.0,2025
2.0,2.5,9.0,10.0,3550000.0,1.0,32.4,2012
2.0,2.5,21.0,5.682,4602000.0,1.0,28.41,2025
2.0,2.5,3.0,6.800000000000001,3000000.0,1.0,34.0,2024
4.0,2.9,1.0,5.0,6796000.0,1.0,34.1,2026
2.0,4.0,8.0,4.44,5300000.0,1.0,22.2,2023
4.0,3.8,21.0,5.84,7600000.0,1.0,29.2,2022
4.0,2.5,10.0,5.0,6820000.0,1.0,32.88,2028
2.0,3.8,2.0,5.8,4300000.0,1.0,34.1,1933
4.0,3.7,6.0,4.3,4500000.0,1.0,25.3,2025
4.0,2.5,9.0,5.0,7090000.0,1.0,35.74,2028
2.0,2.5,9.0,6.800000000000001,2600000.0,1.0,34.0,2020
4.0,3.9,18.0,5.82,8200000.0,1.0,29.1,2024
2.0,3.7,1.0,4.0,3000000.0,1.0,28.8,2017
4.0,3.8,29.0,6.5,9960000.0,1.0,45.1,2026
2.0,2.9,5.0,9.8,3200000.0,1.0,22.0,2021
4.0,2.5,2.0,5.0,5900000.0,1.0,24.39,2028
2.0,3.7,18.0,6.0200000000000005,4300000.0,1.0,30.1,2015
2.0,2.9,2.0,4.8,4600000.0,1.0,28.11,2026
4.0,2.9,16.0,5.0,6352000.0,1.0,27.7,2026
2.0,2.9,8.0,6.4,4000000.0,1.0,32.0,2015
4.0,4.4,1.0,5.0,3887000.0,1.0,21.4,2026
2.0,2.5,5.0,5.0,3260000.0,1.0,33.0,2011
4.0,3.4,15.0,14.55,5649000.0,1.0,26.75,2026
4.0,2.9,3.0,5.3580000000000005,3873000.0,1.0,26.79,2025
4.0,2.5,9.0,5.2,5650000.0,1.0,25.9,2026
2.0,2.9,4.0,4.600000000000001,2700000.0,1.0,21.0,2016
4.0,2.5,2.0,5.0,5310000.0,1.0,21.55,2028
2.0,3.7,10.0,3.0,4250000.0,1.0,24.0,2012
4.0,3.3,12.0,5.1,3881000.0,1.0,24.8,2027
2.0,3.4,9.0,4.0,4000000.0,1.0,27.9,2019
2.0,4.4,4.0,5.0,4200000.0,1.0,30.0,2013
4.0,3.8,22.0,5.18,7000000.0,1.0,25.9,2022
2.0,3.3,4.0,6.5,3300000.0,1.0,20.0,2011
2.0,2.5,8.0,5.772,4992000.0,1.0,28.86,2026
2.0,2.9,5.0,3.0,2350000.0,1.0,15.0,2015
4.0,3.4,14.0,5.0,4550000.0,1.0,25.2,2027
2.0,2.5,7.0,5.1,3500000.0,1.0,25.4,2009
2.0,2.9,16.0,4.0,3500000.0,1.0,19.5,2023
4.0,3.9,19.0,6.800000000000001,9000000.0,1.0,34.0,2024
2.0,4.0,4.0,3.0,4000000.0,1.0,25.0,2022
2.0,3.7,2.0,3.0,2600000.0,1.0,23.6,2017
4.0,4.0,17.0,5.84,4750000.0,1.0,29.2,2010
2.0,3.7,1.0,5.0,2390000.0,1.0,34.2,2017
2.0,2.9,4.0,10.0,3170000.0,1.0,25.7,2015
4.0,2.5,2.0,4.9,4149000.0,1.0,24.5,2026
2.0,3.3,4.0,5.0,5490000.0,1.0,28.0,2017
2.0,3.7,2.0,5.0,3080000.0,1.0,33.6,2016
2.0,2.5,3.0,5.702000000000001,4618000.0,1.0,28.51,2025
2.0,4.0,7.0,5.1,4000000.0,1.0,24.5,2022
2.0,2.5,3.0,5.0,5000000.0,1.0,29.0,2026
4.0,2.5,3.0,4.7,4193000.0,1.0,23.5,2026
2.0,2.9,9.0,7.299999999999999,3150000.0,1.0,22.4,2017
2.0,3.7,2.0,4.0,2300000.0,1.0,20.0,2014
4.0,3.4,3.0,2.8,4100000.0,1.0,20.4,2027
2.0,4.4,13.0,3.0,2300000.0,1.0,19.2,2013
2.0,2.9,1.0,5.2,2949000.0,1.0,26.0,2015
4.0,3.9,11.0,5.1,8600000.0,1.0,41.7,2028
2.0,2.9,14.0,4.08,3000000.0,1.0,20.4,2023
4.0,4.2,3.0,7.5,5990000.0,1.0,25.57,2028
4.0,2.5,1.0,10.0,9990000.0,1.0,42.28,2026
2.0,2.5,3.0,12.600000000000001,4600000.0,1.0,30.6,2020
2.0,3.3,4.0,5.0,4400000.0,1.0,28.0,2017
4.0,2.5,4.0,4.64,4154000.0,1.0,23.2,2026
2.0,2.5,2.0,5.34,3850000.0,1.0,26.7,2015
2.0,3.7,4.0,5.0,3300000.0,1.0,24.1,2023
4.0,3.4,3.0,5.4,4990000.0,1.0,26.9,2027
2.0,2.5,16.0,4.0,3410000.0,1.0,23.1,2010
2.0,2.5,6.0,5.0,4100000.0,1.0,21.3,2023
4.0,4.0,8.0,4.0,7200000.0,1.0,37.4,2025
4.0,2.9,5.0,14.399999999999999,5402000.0,1.0,27.4,2027
2.0,2.5,6.0,5.4,3460000.0,1.0,27.0,2013
2.0,3.7,13.0,5.0,3000000.0,1.0,27.6,2014
2.0,4.0,12.0,6.938,6650000.0,1.0,34.69,2027
2.0,3.8,5.0,4.0,3840000.0,1.0,25.0,2007
2.0,2.9,4.0,5.638000000000001,4419000.0,1.0,28.19,2026
4.0,3.4,6.0,5.2,5350000.0,1.0,29.7,2027
2.0,2.9,10.0,6.0,2999000.0,1.0,27.5,2023
2.0,2.9,2.0,5.34,3577000.0,1.0,26.7,2024
4.0,3.4,19.0,3.1,5664000.0,1.0,24.9,2026
2.0,2.9,8.0,5.0,4650000.0,1.0,24.1,2012
2.0,2.5,10.0,14.399999999999999,3400000.0,1.0,32.4,2010
4.0,2.9,12.0,4.806000000000001,5700000.0,1.0,24.03,2026
2.0,4.4,17.0,3.8600000000000003,2250000.0,1.0,19.3,2015
2.0,3.7,8.0,19.5,3480000.0,1.0,38.5,2019
4.0,3.4,6.0,5.0,4550000.0,1.0,25.5,2027
2.0,4.0,4.0,5.0,4900000.0,1.0,26.3,2020
4.0,3.3,15.0,5.0,4833000.0,1.0,32.0,2027
4.0,3.4,2.0,3.9,6711000.0,1.0,41.1,2026
2.0,4.0,13.0,3.0,5600000.0,1.0,23.0,2013
2.0,2.5,3.0,2.0,5500000.0,1.0,43.0,2014
4.0,2.9,6.0,15.7,6290000.0,1.0,33.5,2027
2.0,4.4,2.0,4.0,2680000.0,1.0,20.0,2013
4.0,3.8,21.0,5.54,7200000.0,1.0,27.7,2022
2.0,2.5,5.0,4.800000000000001,4200000.0,1.0,24.0,2024
2.0,2.5,20.0,2.0,4850000.0,1.0,28.8,2020
2.0,4.0,15.0,5.686,5480000.0,1.0,28.43,2027
2.0,2.9,7.0,6.140000000000001,3300000.0,1.0,30.7,2015
2.0,2.5,7.0,4.0,3000000.0,1.0,39.0,2024
4.0,4.4,6.0,5.0,4167000.0,1.0,21.85,2026
2.0,3.3,15.0,4.0,3800000.0,1.0,28.1,2017
2.0,3.4,12.0,3.0,4600000.0,1.0,18.0,2018
2.0,4.0,9.0,5.734000000000001,5510000.0,1.0,28.67,2027
2.0,3.3,12.0,2.0,4700000.0,1.0,23.4,2017
2.0,2.5,4.0,2.4,4700000.0,1.0,22.7,2024
2.0,3.7,3.0,3.1,2950000.0,1.0,23.4,2014
2.0,2.5,6.0,12.399999999999999,3500000.0,1.0,32.4,2020
2.0,2.9,14.0,3.0,2950000.0,1.0,22.7,2018
4.0,3.4,15.0,11.099999999999998,5521000.0,1.0,25.9,2026
2.0,4.4,17.0,4.0,3900000.0,1.0,27.4,2012
2.0,4.2,15.0,5.0,2950000.0,1.0,27.8,1994
4.0,2.5,23.0,3.6,4910000.0,1.0,23.2,2026
2.0,3.7,9.0,3.5,3850000.0,1.0,25.8,2017
4.0,3.4,17.0,10.799999999999999,5634000.0,1.0,25.2,2026
2.0,3.7,12.0,5.0,3700000.0,1.0,23.8,2019
2.0,2.5,12.0,5.0,3000000.0,1.0,25.0,2024
2.0,4.0,5.0,7.102,6810000.0,1.0,35.51,2027
2.0,3.3,14.0,2.0,4550000.0,1.0,28.4,2017
4.0,2.9,5.0,4.436,4790000.0,1.0,22.18,2026
2.0,2.9,3.0,5.24,5500000.0,1.0,26.2,2015
2.0,4.0,5.0,5.0,5500000.0,1.0,25.0,2012
4.0,3.4,17.0,17.42,6529000.0,1.0,29.92,2026
2.0,2.9,12.0,2.0,3800000.0,1.0,25.7,2020
2.0,2.5,6.0,4.0,3080000.0,1.0,39.35,2024
4.0,4.2,4.0,6.426000000000001,7494000.0,1.0,32.13,2027
4.0,3.3,1.0,5.84,4200000.0,1.0,29.2,2027
2.0,4.4,15.0,6.199999999999999,3800000.0,1.0,21.2,2013
2.0,3.7,8.0,5.0,4200000.0,1.0,22.7,2017
4.0,4.4,1.0,5.0,4899000.0,1.0,27.4,2026
2.0,2.5,14.0,4.100000000000001,4300000.0,1.0,26.1,2024
2.0,3.7,16.0,4.0,2299000.0,1.0,19.0,2013
4.0,2.9,1.0,20.56,6661000.0,1.0,35.86,2027
2.0,4.2,3.0,8.0,4350000.0,1.0,33.0,2022
2.0,2.5,13.0,5.0,4700000.0,1.0,33.9,2018
4.0,4.4,5.0,5.0,4666000.0,1.0,25.72,2026
2.0,3.7,2.0,7.0,3350000.0,1.0,39.0,2023
2.0,3.3,8.0,4.0,3900000.0,1.0,29.2,2023
4.0,3.3,15.0,5.1,4676000.0,1.0,30.5,2027
2.0,3.7,2.0,4.0,2850000.0,1.0,24.0,2016
2.0,3.7,12.0,3.3,3350000.0,1.0,25.0,2021
4.0,4.0,18.0,5.338000000000001,5800000.0,1.0,26.69,2023
2.0,3.7,14.0,12.600000000000001,3950000.0,1.0,27.3,2017
2.0,2.9,4.0,16.200000000000003,5400000.0,1.0,44.7,2015
4.0,3.9,19.0,4.1,6803000.0,1.0,25.3,2028
2.0,4.4,14.0,7.600000000000001,3500000.0,1.0,21.6,2013
4.0,4.0,2.0,6.04,7000000.0,1.0,30.2,2026
4.0,4.4,8.0,5.0,5155000.0,1.0,28.18,2026
2.0,3.7,5.0,6.300000000000001,3600000.0,1.0,27.3,2021
2.0,4.4,9.0,4.0,3950000.0,1.0,22.4,2013
2.0,2.5,11.0,3.98,4700000.0,1.0,19.9,2026
2.0,3.3,8.0,8.0,4200000.0,1.0,27.6,2017
4.0,4.0,1.0,5.640000000000001,5900000.0,1.0,28.2,2028
2.0,2.9,15.0,5.0,3500000.0,1.0,26.0,2023
4.0,4.0,2.0,5.98,6580000.0,1.0,29.9,2028
2.0,2.9,9.0,4.0,4650000.0,1.0,27.0,2015
4.0,2.9,3.0,17.02,6230000.0,1.0,30.32,2027
2.0,3.4,12.0,5.0,5000000.0,1.0,36.0,2015
4.0,2.5,20.0,4.1,5160000.0,1.0,25.84,2026
2.0,4.4,9.0,8.0,3300000.0,1.0,25.0,2024
4.0,4.2,3.0,6.968000000000001,8171000.0,1.0,34.84,2027
2.0,2.5,3.0,6.6000000000000005,2870000.0,1.0,33.0,2020
2.0,2.5,3.0,5.0,5100000.0,1.0,29.0,2026
4.0,2.9,1.0,16.51,6800000.0,1.0,32.21,2027
2.0,2.5,2.0,3.0,5049000.0,1.0,23.5,2024
4.0,2.5,18.0,3.8,5830000.0,1.0,32.41,2026
4.0,2.9,1.0,5.0,5540000.0,1.0,37.5,2025
2.0,4.0,3.0,4.14,4610000.0,1.0,20.7,2028
2.0,3.7,5.0,4.0,2370000.0,1.0,20.0,2017
2.0,2.5,13.0,5.032,7540000.0,1.0,25.16,2026
2.0,3.7,1.0,4.699999999999999,2400000.0,1.0,19.7,2017
2.0,3.7,12.0,6.740000000000001,4000000.0,1.0,33.7,2021
4.0,2.9,12.0,4.558,5690000.0,1.0,22.79,2026
2.0,2.5,7.0,5.0,5650000.0,1.0,21.1,2024
2.0,4.0,7.0,4.260000000000001,5650000.0,1.0,21.3,2025
2.0,2.5,13.0,5.0200000000000005,5750000.0,1.0,25.1,2024
2.0,2.9,15.0,8.0,5750000.0,1.0,37.2,2020
2.0,2.5,3.0,4.0,5780000.0,1.0,26.88,2022
2.0,4.2,7.0,3.0,5790000.0,1.0,28.2,2018
2.0,2.5,6.0,6.0600000000000005,5800000.0,1.0,30.3,2020
2.0,3.8,13.0,3.0,5800000.0,1.0,21.5,2007
2.0,3.8,11.0,7.5,5800000.0,1.0,27.8,2014
2.0,2.5,17.0,5.920000000000001,5850000.0,1.0,29.6,2016
2.0,2.5,15.0,3.0,5875000.0,1.0,23.5,2026
2.0,2.5,17.0,5.0,5870000.0,1.0,31.1,2019
2.0,3.4,14.0,17.0,5900000.0,1.0,34.0,2012
2.0,3.8,13.0,4.4799999999999995,5900000.0,1.0,22.4,2021
2.0,2.9,6.0,4.9,5999000.0,1.0,24.5,2020
2.0,3.8,7.0,5.0,5950000.0,1.0,25.0,2007
2.0,3.9,3.0,8.5,6000000.0,1.0,26.5,2024
2.0,2.5,14.0,5.3,6000000.0,1.0,25.26,2025
2.0,2.5,16.0,5.0,6000000.0,1.0,28.3,2022
2.0,2.5,11.0,5.04,6000000.0,1.0,25.2,2025
2.0,4.0,4.0,7.0,6050000.0,1.0,35.0,2021
2.0,4.0,2.0,5.0,6100000.0,1.0,27.7,2022
2.0,3.4,17.0,5.0,6100000.0,1.0,30.0,2025
2.0,2.5,14.0,5.0,6100000.0,1.0,25.0,2020
2.0,3.9,3.0,4.0,6250000.0,1.0,27.7,2002
2.0,3.8,20.0,9.0,6300000.0,1.0,27.5,2007
2.0,2.5,23.0,4.1,6300000.0,1.0,28.4,2021
2.0,3.8,13.0,13.0,6350000.0,1.0,28.0,2007
2.0,4.0,7.0,5.0,6450000.0,1.0,26.8,2022
2.0,2.5,10.0,8.0,6490000.0,1.0,59.0,2020
2.0,3.9,9.0,4.0,6440000.0,1.0,27.2,2023
2.0,2.5,18.0,5.0,6400000.0,1.0,26.9,2020
2.0,3.4,23.0,5.0,6500000.0,1.0,32.45,2019
2.0,2.9,3.0,5.018000000000001,6500000.0,1.0,25.09,2026
2.0,2.5,8.0,3.6,6500000.0,1.0,29.8,2020
2.0,3.4,10.0,11.1,6500000.0,1.0,27.0,2025
2.0,4.0,15.0,5.0,6550000.0,1.0,29.0,2022
2.0,4.0,24.0,5.0,6550000.0,1.0,29.9,2026
2.0,4.0,19.0,5.0,6555000.0,1.0,38.4,2018
2.0,2.5,11.0,3.0,6700000.0,1.0,26.6,2023
2.0,3.8,10.0,5.18,6700000.0,1.0,25.9,2014
2.0,2.5,9.0,5.2,6700000.0,1.0,30.3,2024
2.0,3.7,3.0,6.0,6850000.0,1.0,34.2,2018
2.0,4.0,14.0,8.08,6850000.0,1.0,40.4,2022
2.0,2.9,5.0,5.4,6800000.0,1.0,27.0,2015
2.0,3.7,3.0,5.0,6900000.0,1.0,36.6,2018
2.0,3.4,17.0,6.0,6900000.0,1.0,56.0,2019
2.0,3.8,8.0,5.3,6900000.0,1.0,32.6,2016
2.0,3.7,24.0,14.0,7000000.0,1.0,36.0,2017
2.0,2.5,6.0,3.0,7000000.0,1.0,27.6,2020
