author_type,district,floor,kitchen_meters,price,rooms_count,total_meters,year_of_construction
2.0,4.2,9.0,6.106000000000001,7290.0,1.0,30.53,2028
4.0,4.0,26.0,4.960000000000001,8900.0,1.0,23.46,2026
2.0,3.4,3.0,8.5,3165.0,1.0,36.8,1993
4.0,4.0,12.0,11.7,8775.0,1.0,39.9,2028
2.0,2.9,2.0,8.7,4250.0,1.0,37.5,2005
4.0,4.0,2.0,7.420000000000001,5900.0,1.0,37.1,2023
4.0,4.0,16.0,12.2,10300.0,1.0,48.6,2026
2.0,3.3,2.0,6.2,3100.0,1.0,28.4,1962
4.0,2.5,8.0,17.3,11200.0,1.0,47.66,2027
2.0,3.7,5.0,6.0,2670.0,1.0,27.0,2015
2.0,3.7,6.0,10.2,3480.0,1.0,32.9,2017
2.0,3.4,1.0,8.0,3200.0,1.0,32.7,1959
4.0,3.7,6.0,18.0,6550.0,1.0,46.48,2026
2.0,3.7,1.0,13.7,3470.0,1.0,48.1,2017
2.0,2.9,5.0,10.0,3200.0,1.0,31.9,1965
4.0,2.5,8.0,15.0,11505.0,1.0,37.64,2027
2.0,4.2,1.0,12.0,3500.0,1.0,43.4,2024
2.0,3.4,5.0,6.5,3430.0,1.0,30.4,1961
4.0,3.7,4.0,16.1,6470.0,1.0,40.3,2028
2.0,2.9,1.0,10.1,3500.0,1.0,39.4,1993
2.0,3.4,5.0,6.0,3499.0,1.0,32.4,2019
4.0,3.3,7.0,10.7,4947.0,1.0,37.0,2028
2.0,4.0,1.0,4.0,3590.0,1.0,31.2,1958
2.0,3.7,5.0,9.0,3500.0,1.0,36.1,2017
4.0,4.0,1.0,25.5,12000.0,1.0,73.09,2026
2.0,2.5,11.0,11.0,3580.0,1.0,40.0,2013
2.0,3.7,8.0,9.0,3500.0,1.0,33.0,1978
4.0,4.0,9.0,5.010000000000002,7700.0,1.0,29.21,2026
2.0,2.9,7.0,7.1,3600.0,1.0,34.0,1966
2.0,3.7,1.0,7.0,3500.0,1.0,33.0,1975
4.0,3.4,10.0,5.19,5709.0,1.0,25.95,2025
2.0,3.7,2.0,10.0,3650.0,1.0,37.8,2017
2.0,3.4,5.0,9.0,3500.0,1.0,35.5,1993
4.0,3.8,3.0,12.520000000000001,11770.0,1.0,62.6,2026
2.0,3.7,9.0,10.0,3700.0,1.0,31.7,1986
2.0,3.7,3.0,10.0,3500.0,1.0,34.6,1982
4.0,3.9,6.0,9.780000000000001,11300.0,1.0,48.9,2024
2.0,3.3,1.0,5.5,2400.0,1.0,28.1,1960
2.0,2.9,1.0,4.5,2850.0,1.0,31.0,1958
4.0,3.8,27.0,22.6,14240.0,1.0,80.83,2026
2.0,4.2,4.0,5.0,2700.0,1.0,28.6,1985
2.0,3.4,4.0,6.4,3100.0,1.0,32.0,2019
4.0,2.5,3.0,8.0,6215.0,1.0,40.0,2027
2.0,3.7,2.0,8.0,2900.0,1.0,31.2,2013
2.0,4.0,2.0,5.0,7000.0,1.0,58.2,2022
4.0,3.7,6.0,9.9,5900.0,1.0,39.51,2026
2.0,3.7,6.0,5.6,3000.0,1.0,25.9,2015
2.0,3.7,3.0,7.0,2600.0,1.0,30.3,2013
4.0,3.8,30.0,16.574,17900.0,1.0,82.87,2027
2.0,4.0,1.0,5.0,3085.0,1.0,22.1,1969
2.0,3.7,3.0,9.0,2970.0,1.0,31.0,1990
4.0,4.0,23.0,11.6,8976.0,1.0,30.88,2026
2.0,2.9,1.0,5.0,3150.0,1.0,29.4,1977
2.0,3.7,4.0,3.0,2350.0,1.0,24.1,1975
4.0,3.3,3.0,9.7,4481.0,1.0,32.6,2028
2.0,4.0,7.0,6.0,3330.0,1.0,28.5,2014
2.0,2.9,1.0,5.9,3100.0,1.0,28.3,1968
4.0,3.3,4.0,13.6,5400.0,1.0,34.04,2025
2.0,3.7,3.0,6.0,3350.0,1.0,29.0,2017
2.0,3.7,4.0,5.7,3100.0,1.0,32.3,1976
4.0,3.3,4.0,9.9,4513.0,1.0,33.6,2028
2.0,3.7,4.0,6.0,2790.0,1.0,30.0,1973
4.0,3.7,2.0,5.0,5250.0,1.0,30.5,2028
2.0,2.9,4.0,6.0,2990.0,1.0,28.8,1976
4.0,3.7,4.0,5.0,5500.0,1.0,30.4,2028
2.0,3.4,2.0,8.0,3700.0,1.0,33.0,2019
4.0,3.4,11.0,7.050000000000001,7050.0,1.0,35.25,2025
2.0,4.0,4.0,12.599999999999998,3650.0,1.0,30.7,2022
4.0,3.7,2.0,19.3,6700.0,1.0,42.8,2028
2.0,3.4,4.0,6.0,3270.0,1.0,29.2,1975
4.0,3.3,3.0,10.7,4896.0,1.0,37.5,2028
2.0,2.9,9.0,10.0,3990.0,1.0,42.0,1994
2.0,2.9,2.0,5.9,2850.0,1.0,28.1,1969
4.0,3.8,14.0,2.0,10285.0,1.0,37.54,2026
2.0,3.4,13.0,10.0,7500.0,1.0,40.0,2024
4.0,3.3,13.0,12.9,4736.0,1.0,36.1,2028
2.0,3.7,5.0,6.1,3000.0,1.0,33.1,1971
4.0,3.7,18.0,18.0,7270.0,1.0,46.26,2026
2.0,3.7,3.0,6.0,2450.0,1.0,28.4,2013
4.0,2.9,2.0,11.9,7984.0,1.0,41.8,2026
2.0,3.3,2.0,2.0,1970.0,1.0,20.3,2005
2.0,4.2,2.0,6.0,6500.0,1.0,32.0,1994
4.0,3.7,6.0,13.7,7110.0,1.0,46.59,2026
2.0,3.4,3.0,6.0,4000.0,1.0,32.0,2019
2.0,2.5,20.0,7.964,6132.0,1.0,39.82,2025
4.0,3.4,15.0,8.046,7844.0,1.0,40.23,2025
2.0,3.7,1.0,17.0,4620.0,1.0,44.0,2017
4.0,3.7,23.0,9.7,6910.0,1.0,39.31,2026
2.0,4.4,4.0,12.0,3800.0,1.0,39.5,2014
2.0,3.7,3.0,5.0,3100.0,1.0,29.0,2017
2.0,2.5,19.0,8.234,6340.0,1.0,41.17,2026
2.0,4.0,8.0,15.8,7350.0,1.0,43.8,2024
2.0,3.7,4.0,6.3,3199.0,1.0,32.6,1973
4.0,3.9,6.0,11.2,8575.0,1.0,40.86,2028
2.0,2.9,5.0,5.8,2999.0,1.0,28.7,1966
4.0,4.0,13.0,11.9,10500.0,1.0,40.9,2024
2.0,2.5,6.0,10.0,3999.0,1.0,32.4,2018
2.0,2.9,4.0,6.0,3000.0,1.0,28.8,1982
4.0,2.9,15.0,14.2,3700.0,1.0,27.2,2024
2.0,3.7,19.0,10.0,4350.0,1.0,34.9,2021
2.0,3.7,1.0,6.0,2600.0,1.0,29.0,1976
4.0,3.8,19.0,2.0,7275.0,1.0,31.36,2026
2.0,3.7,13.0,13.3,4800.0,1.0,41.9,2023
2.0,3.7,3.0,6.0,2700.0,1.0,30.0,1976
4.0,3.9,5.0,13.4,10050.0,1.0,45.42,2028
2.0,3.7,10.0,7.1,3790.0,1.0,34.7,2017
2.0,2.9,1.0,4.0,2550.0,1.0,20.9,1978
4.0,3.7,2.0,5.0,5020.0,1.0,28.4,2028
2.0,3.7,10.0,10.0,4190.0,1.0,39.0,2019
2.0,4.4,3.0,11.0,2200.0,1.0,29.0,1964
4.0,3.9,18.0,10.9,8950.0,1.0,38.45,2028
2.0,2.5,3.0,5.0,4200.0,1.0,40.0,1989
2.0,2.9,2.0,3.0,2700.0,1.0,20.1,1972
4.0,3.4,2.0,10.7,5200.0,1.0,35.1,2027
2.0,2.9,1.0,16.5,4280.0,1.0,41.0,2023
2.0,3.7,1.0,6.0,2800.0,1.0,29.1,1979
4.0,3.7,4.0,11.4,6000.0,1.0,35.3,2028
2.0,3.7,13.0,8.0,4299.0,1.0,37.0,2014
2.0,2.5,5.0,25.700000000000003,7800.0,1.0,45.7,2016
4.0,3.9,23.0,27.349999999999998,10590.0,1.0,42.15,2025
2.0,4.0,4.0,6.0,2450.0,1.0,29.5,1963
4.0,3.8,18.0,2.0,8581.0,1.0,37.31,2026
2.0,2.5,7.0,11.0,4490.0,1.0,40.1,2020
2.0,2.5,5.0,9.0,7499.0,1.0,43.2,2020
4.0,2.9,2.0,21.400000000000002,4180.0,1.0,39.2,2024
2.0,4.2,1.0,12.0,4450.0,1.0,42.0,2005
2.0,4.4,3.0,5.5200000000000005,2999.0,1.0,27.6,2015
4.0,3.7,2.0,17.4,6880.0,1.0,46.0,2028
2.0,4.0,4.0,6.0,4450.0,1.0,31.7,1988
5.0,2.5,7.0,13.8,2800.0,1.0,48.0,2027
4.0,4.0,14.0,8.9,6100.0,1.0,44.5,2010
2.0,2.5,4.0,12.0,3230.0,1.0,32.5,2011
4.0,2.9,14.0,18.800000000000004,4900.0,1.0,33.7,2025
2.0,3.3,2.0,11.1,4750.0,1.0,34.2,2017
2.0,4.0,7.0,6.0,4000.0,1.0,30.0,1987
4.0,3.7,2.0,6.164000000000001,4600.0,1.0,30.82,2026
2.0,3.7,4.0,11.0,4000.0,1.0,40.1,2022
4.0,3.7,4.0,17.4,7100.0,1.0,44.3,2028
2.0,3.3,1.0,4.08,2000.0,1.0,20.4,2013
4.0,3.4,17.0,7.414000000000001,7414.0,1.0,37.07,2025
2.0,3.3,5.0,21.299999999999997,4750.0,1.0,37.3,2020
4.0,3.7,3.0,5.93,4700.0,1.0,29.65,2026
2.0,3.7,4.0,10.0,4800.0,1.0,43.5,2001
2.0,2.9,4.0,10.0,3800.0,1.0,36.8,2016
4.0,2.5,5.0,8.459999999999999,6865.0,1.0,42.3,2027
4.0,3.7,20.0,11.4,5900.0,1.0,35.3,2025
2.0,3.7,10.0,3.8600000000000003,2499.0,1.0,19.3,2015
4.0,3.4,13.0,9.708,8760.0,1.0,48.54,2027
2.0,2.5,1.0,4.0,2950.0,1.0,32.5,2020
4.0,3.7,4.0,9.1,5400.0,1.0,37.1,2028
2.0,2.5,10.0,10.0,8400.0,1.0,37.2,2024
4.0,3.3,5.0,6.956,4973.0,1.0,34.78,2026
4.0,2.5,7.0,6.58,5925.0,1.0,32.9,2027
2.0,3.2,10.0,10.0,4810.0,1.0,47.4,2024
2.0,4.4,2.0,5.7,2400.0,1.0,30.5,1967
5.0,2.5,11.0,18.8,7100.0,1.0,48.9,2026
5.0,4.2,5.0,6.0,740.0,1.0,33.0,1993
2.0,3.3,4.0,8.28,5560.0,1.0,41.4,2027
4.0,3.3,1.0,6.840000000000001,5000.0,1.0,34.2,2027
2.0,3.3,1.0,8.0,2950.0,1.0,36.0,1988
4.0,3.9,18.0,9.48,12600.0,1.0,47.4,2024
2.0,2.9,2.0,5.5,3000.0,1.0,29.0,1974
2.0,4.4,2.0,5.2,3090.0,1.0,30.6,1974
4.0,3.7,3.0,19.1,7560.0,1.0,46.7,2028
2.0,3.3,4.0,5.7,3640.0,1.0,30.3,1989
2.0,2.9,1.0,5.0,3300.0,1.0,34.0,2015
2.0,3.7,5.0,5.140000000000001,3161.0,1.0,25.7,2026
2.0,4.0,4.0,5.0,4700.0,1.0,27.6,1965
2.0,3.7,5.0,8.0,3550.0,1.0,25.0,2015
4.0,4.0,19.0,4.8,12200.0,1.0,42.0,2024
2.0,4.0,5.0,5.8,3900.0,1.0,31.2,2022
2.0,2.9,1.0,7.0,3699.0,1.0,29.5,1985
4.0,3.7,2.0,16.8,9860.0,1.0,51.9,2028
2.0,4.4,12.0,4.62,2390.0,1.0,23.1,2014
4.0,3.7,2.0,10.5,5150.0,1.0,33.9,2028
2.0,2.5,6.0,5.2,5500.0,1.0,29.5,1972
2.0,2.9,1.0,3.94,2650.0,1.0,19.7,2018
4.0,3.7,2.0,5.664000000000001,4600.0,1.0,28.32,2026
2.0,3.7,8.0,9.0,5300.0,1.0,34.0,2017
2.0,3.7,4.0,9.6,3150.0,1.0,37.2,1987
4.0,4.0,16.0,12.0,9372.0,1.0,40.3,2025
2.0,4.2,1.0,9.0,3600.0,1.0,40.1,1989
2.0,3.7,17.0,5.0,2470.0,1.0,25.1,2012
4.0,3.9,14.0,7.82,10200.0,1.0,39.1,2024
2.0,2.5,5.0,11.0,7090.0,1.0,38.2,2016
2.0,3.7,3.0,5.8,2850.0,1.0,30.5,1981
4.0,3.4,4.0,10.9,5800.0,1.0,38.2,2027
2.0,3.7,2.0,10.0,3900.0,1.0,34.3,2007
2.0,3.7,7.0,4.16,2600.0,1.0,20.8,2016
4.0,4.0,15.0,12.0,9357.0,1.0,40.7,2025
2.0,4.4,9.0,4.0,2280.0,1.0,19.5,2012
4.0,3.3,8.0,8.28,5700.0,1.0,41.4,2026
2.0,3.7,19.0,10.0,4700.0,1.0,37.9,2019
2.0,2.9,6.0,9.0,3200.0,1.0,37.4,2015
4.0,3.3,1.0,8.22,6084.0,1.0,41.1,2024
2.0,3.7,7.0,7.0,3990.0,1.0,34.5,2004
4.0,3.4,7.0,14.0,6759.0,1.0,39.4,2026
2.0,3.9,2.0,12.0,7490.0,1.0,41.0,2002
2.0,2.9,10.0,22.6,4550.0,1.0,38.6,2015
2.0,4.0,16.0,12.3,6600.0,1.0,37.3,2022
2.0,3.3,7.0,8.6,4800.0,1.0,37.3,2014
2.0,4.0,16.0,12.7,7200.0,1.0,42.4,2022
2.0,3.4,16.0,8.200000000000003,4850.0,1.0,38.2,2019
2.0,2.9,15.0,12.0,4900.0,1.0,46.0,2016
4.0,2.9,1.0,13.4,8200.0,1.0,42.1,2026
2.0,2.5,10.0,16.0,4900.0,1.0,46.0,2005
2.0,2.5,18.0,13.0,8300.0,1.0,42.1,2024
2.0,4.0,8.0,11.0,4950.0,1.0,34.9,2022
2.0,2.5,24.0,9.882,8828.0,1.0,49.41,2024
2.0,4.4,1.0,4.7,5000.0,1.0,37.6,2020
2.0,4.4,9.0,10.0,5200.0,1.0,37.0,2013
2.0,2.5,21.0,8.13,6666.0,1.0,40.65,2026
2.0,3.3,8.0,8.8,5200.0,1.0,36.6,2021
2.0,3.3,9.0,10.0,5380.0,1.0,47.2,2024
4.0,2.9,14.0,24.300000000000004,4500.0,1.0,41.7,2026
2.0,3.3,8.0,10.0,5390.0,1.0,47.2,2024
2.0,4.0,5.0,5.0,5400.0,1.0,32.4,2023
4.0,2.9,11.0,19.2,4190.0,1.0,37.0,2024
2.0,4.0,2.0,9.0,5499.0,1.0,38.4,1998
2.0,3.7,24.0,10.0,5600.0,1.0,38.0,2015
4.0,3.3,5.0,8.28,5600.0,1.0,41.4,2027
2.0,2.9,8.0,8.6,3950.0,1.0,31.3,2025
2.0,3.4,16.0,7.1,6000.0,1.0,39.3,2024
4.0,4.4,2.0,12.2,6531.0,1.0,41.0,2026
2.0,2.9,12.0,12.5,5500.0,1.0,42.4,2020
2.0,3.3,4.0,5.0,3200.0,1.0,29.5,1989
2.0,3.3,2.0,8.28,5800.0,1.0,41.4,2026
2.0,3.7,2.0,7.0,5600.0,1.0,32.0,1964
2.0,3.3,3.0,6.7,3100.0,1.0,29.9,1982
4.0,2.5,2.0,8.28,6104.0,1.0,41.4,2026
2.0,3.7,20.0,9.0,4100.0,1.0,35.0,2022
2.0,4.2,6.0,16.0,5723.0,1.0,38.64,2028
2.0,3.7,3.0,12.0,3200.0,1.0,39.5,2015
2.0,3.7,2.0,3.6799999999999997,2000.0,1.0,18.4,2017
4.0,3.7,10.0,8.272,4670.0,1.0,41.36,2025
2.0,2.9,6.0,10.0,3800.0,1.0,35.0,2016
2.0,3.4,10.0,9.0,4050.0,1.0,42.0,2018
2.0,3.8,6.0,7.048000000000001,6977.0,1.0,35.24,2028
4.0,2.5,1.0,16.7,10910.0,1.0,66.57,2028
2.0,3.7,13.0,8.7,4150.0,1.0,31.3,2024
2.0,3.7,6.0,8.4,3149.0,1.0,31.3,1986
4.0,3.4,3.0,14.0,6736.0,1.0,39.6,2026
2.0,4.4,1.0,6.0,2800.0,1.0,28.3,1972
2.0,2.9,3.0,5.5,3000.0,1.0,28.5,1975
4.0,3.9,17.0,9.120000000000001,11600.0,1.0,45.6,2024
2.0,2.9,6.0,10.0,3999.0,1.0,32.0,1972
2.0,3.3,4.0,8.28,5500.0,1.0,41.4,2027
2.0,3.7,1.0,6.0,4200.0,1.0,42.6,1970
4.0,2.9,1.0,9.020000000000001,4600.0,1.0,45.1,2026
2.0,3.4,1.0,6.0,3789.0,1.0,28.7,2019
4.0,3.3,1.0,8.58,6193.0,1.0,42.9,2024
2.0,3.7,17.0,12.0,4000.0,1.0,47.0,2022
2.0,2.5,1.0,5.0,3230.0,1.0,32.7,2019
4.0,2.5,18.0,14.5,5910.0,1.0,34.32,2026
2.0,4.2,3.0,9.0,3990.0,1.0,31.8,1994
4.0,3.3,7.0,5.34,4150.0,1.0,26.7,2027
2.0,3.7,9.0,7.4,3100.0,1.0,31.8,1987
2.0,3.7,5.0,18.2,4150.0,1.0,37.0,2017
4.0,3.3,5.0,8.74,6399.0,1.0,43.7,2024
4.0,3.4,2.0,5.282,4750.0,1.0,26.41,2026
2.0,3.9,17.0,15.0,11200.0,1.0,52.0,2002
2.0,3.7,6.0,9.2,3000.0,1.0,36.3,2014
4.0,2.5,6.0,11.3,6800.0,1.0,39.2,2026
2.0,3.7,7.0,7.0,4200.0,1.0,33.0,2014
4.0,3.7,15.0,7.4,6350.0,1.0,37.0,2026
2.0,2.5,1.0,9.0,4300.0,1.0,36.6,1988
2.0,4.2,6.0,5.8,3000.0,1.0,29.9,1978
2.0,2.5,19.0,7.920000000000001,6534.0,1.0,39.6,2026
2.0,3.7,6.0,11.5,4350.0,1.0,35.2,2024
2.0,4.4,5.0,4.38,2050.0,1.0,21.9,2011
4.0,2.5,1.0,7.88,5905.0,1.0,39.4,2026
2.0,3.4,19.0,15.0,11000.0,1.0,40.3,2019
2.0,2.9,4.0,5.6,2600.0,1.0,29.2,1978
2.0,2.9,14.0,6.740000000000001,5000.0,1.0,33.7,2025
2.0,4.0,3.0,5.9,4800.0,1.0,30.6,1962
2.0,3.3,1.0,5.300000000000001,3900.0,1.0,26.5,2027
4.0,2.9,10.0,15.9,5510.0,1.0,42.23,2026
2.0,3.7,1.0,11.0,4450.0,1.0,38.5,2007
2.0,3.7,8.0,7.0,2950.0,1.0,34.0,1972
4.0,4.0,17.0,13.3,7700.0,1.0,42.7,2025
2.0,3.4,1.0,5.0,4600.0,1.0,40.0,1969
2.0,4.2,3.0,5.8,3250.0,1.0,30.2,1994
4.0,3.4,24.0,8.314,7200.0,1.0,41.57,2026
2.0,3.7,16.0,10.0,4300.0,1.0,41.2,2024
2.0,3.7,7.0,8.7,3250.0,1.0,33.1,1991
4.0,4.0,1.0,10.58,9513.0,1.0,52.9,2023
2.0,2.5,12.0,3.0,4255.0,1.0,23.0,2024
2.0,3.8,1.0,6.634,6302.0,1.0,33.17,2028
2.0,2.9,17.0,10.0,4600.0,1.0,40.7,2015
2.0,4.4,4.0,3.3,2500.0,1.0,21.6,2013
2.0,4.2,2.0,16.9,6276.0,1.0,40.17,2028
2.0,2.5,2.0,10.0,4250.0,1.0,41.0,1996
5.0,2.9,11.0,8.7,5950.0,1.0,34.0,2025
2.0,3.3,3.0,5.7,3300.0,1.0,31.1,2017
2.0,3.7,4.0,8.6,3300.0,1.0,32.5,2017
2.0,3.3,2.0,5.7,3300.0,1.0,28.4,1968
2.0,2.5,1.0,5.0,3300.0,1.0,32.5,2018
2.0,3.7,8.0,5.0,3300.0,1.0,38.1,2016
2.0,3.7,3.0,6.0,3300.0,1.0,29.3,1989
2.0,2.5,9.0,6.1,3300.0,1.0,27.5,1989
2.0,3.7,3.0,8.6,3300.0,1.0,39.7,1992
2.0,3.7,4.0,6.0,3300.0,1.0,29.0,1978
2.0,3.7,6.0,4.1,3300.0,1.0,31.3,2016
2.0,3.7,4.0,8.0,3309.0,1.0,33.8,1973
2.0,2.9,2.0,6.0,3300.0,1.0,28.6,1977
2.0,2.9,2.0,6.0,3300.0,1.0,31.2,1959
2.0,2.9,2.0,5.6,3300.0,1.0,30.2,1969
2.0,3.7,3.0,9.0,3300.0,1.0,32.7,2001
2.0,4.4,3.0,7.0,3300.0,1.0,32.0,2013
2.0,3.4,5.0,7.0,3390.0,1.0,31.9,2019
2.0,3.4,1.0,6.0,3380.0,1.0,32.0,1960
2.0,2.9,5.0,4.0,3350.0,1.0,22.5,2014
2.0,3.7,2.0,5.0,3350.0,1.0,32.4,2018
2.0,3.7,14.0,4.0200000000000005,3350.0,1.0,20.1,2024
2.0,2.9,2.0,6.0,3360.0,1.0,31.9,1963
2.0,3.7,5.0,5.0,3350.0,1.0,28.2,2016
2.0,4.4,4.0,5.6,3350.0,1.0,30.3,1969
2.0,4.4,11.0,4.0,3350.0,1.0,20.0,2021
2.0,3.4,1.0,7.4,3350.0,1.0,28.5,1992
2.0,2.9,7.0,5.0,3350.0,1.0,32.0,2024
2.0,3.7,8.0,6.0,3350.0,1.0,25.8,2015
2.0,3.7,1.0,9.9,3350.0,1.0,37.9,2016
2.0,3.7,4.0,9.0,3399.0,1.0,32.4,2012
2.0,3.4,5.0,6.0,3400.0,1.0,30.5,1967
2.0,3.7,2.0,4.0,3400.0,1.0,37.8,2019
2.0,2.9,5.0,5.640000000000001,3400.0,1.0,28.2,2021
2.0,3.7,9.0,4.4,3400.0,1.0,37.6,2022
2.0,3.3,1.0,7.4,3400.0,1.0,34.4,1987
2.0,2.9,17.0,5.0,3400.0,1.0,26.0,2019
2.0,3.7,2.0,6.0,3400.0,1.0,29.0,2015
2.0,4.4,8.0,12.0,3400.0,1.0,30.0,2011
2.0,3.3,1.0,9.0,3400.0,1.0,37.6,1989
2.0,3.7,10.0,6.0,3400.0,1.0,29.0,2020
2.0,2.9,1.0,5.9,3400.0,1.0,28.1,1981
2.0,2.9,5.0,8.5,3450.0,1.0,37.0,2016
2.0,3.4,7.0,5.5,3470.0,1.0,32.6,1975
2.0,2.5,10.0,6.800000000000001,3450.0,1.0,34.0,2024
2.0,4.0,5.0,5.0,3450.0,1.0,22.1,2012
2.0,3.7,9.0,6.48,3450.0,1.0,32.4,2018
2.0,4.2,12.0,5.1000000000000005,3450.0,1.0,25.5,2017
2.0,2.9,2.0,8.3,3470.0,1.0,34.0,2016
2.0,2.5,9.0,11.0,3499.0,1.0,40.9,2020
2.0,2.5,10.0,13.8,3470.0,1.0,48.94,2020
2.0,3.7,5.0,10.0,3450.0,1.0,31.3,2016
2.0,3.7,3.0,5.8,3500.0,1.0,28.8,2017
2.0,4.2,2.0,9.0,3500.0,1.0,38.6,1994
2.0,3.7,6.0,10.6,3500.0,1.0,42.0,2022
2.0,3.7,8.0,5.0,3500.0,1.0,29.9,1985
2.0,3.3,1.0,5.0,3500.0,1.0,31.4,2017
2.0,2.9,5.0,5.8,3500.0,1.0,29.7,1977
2.0,3.7,10.0,10.9,3500.0,1.0,40.4,2018
2.0,3.3,3.0,4.6000000000000005,3500.0,1.0,23.0,2014
2.0,3.3,1.0,8.8,3500.0,1.0,38.2,1980
2.0,3.7,7.0,5.8,3500.0,1.0,29.4,1985
2.0,3.7,3.0,10.1,3500.0,1.0,32.8,2017
2.0,3.3,1.0,6.0,3500.0,1.0,32.3,2017
2.0,3.3,5.0,5.9,3500.0,1.0,30.1,2017
2.0,3.7,3.0,11.7,3500.0,1.0,35.2,2014
2.0,2.5,10.0,5.0,3500.0,1.0,32.7,2019
2.0,4.0,9.0,5.074000000000001,3500.0,1.0,25.37,2025
2.0,4.4,2.0,6.0,3500.0,1.0,28.0,2013
2.0,2.5,10.0,5.0,3500.0,1.0,37.8,2024
2.0,3.7,2.0,6.0,3500.0,1.0,34.1,2019
2.0,3.7,4.0,5.4,3500.0,1.0,29.7,1973
2.0,3.7,1.0,8.0,3500.0,1.0,39.2,2016
2.0,4.0,4.0,4.0,3500.0,1.0,25.2,1961
2.0,3.7,2.0,9.0,3500.0,1.0,36.5,2015
2.0,3.4,1.0,6.0,3500.0,1.0,30.0,1960
2.0,4.4,9.0,9.0,3500.0,1.0,30.0,2010
2.0,4.4,4.0,9.0,3500.0,1.0,31.6,2011
2.0,2.9,2.0,5.8,3500.0,1.0,29.7,1991
2.0,3.7,1.0,9.0,3500.0,1.0,35.0,2022
2.0,3.7,4.0,6.0,3500.0,1.0,30.0,2017
2.0,3.7,1.0,10.1,3550.0,1.0,37.3,2017
2.0,3.4,5.0,6.0,3590.0,1.0,31.9,1960
2.0,3.7,11.0,11.0,3550.0,1.0,32.0,2017
2.0,2.5,7.0,9.0,3550.0,1.0,39.3,2027
2.0,3.7,15.0,11.3,3550.0,1.0,36.1,2013
2.0,2.9,1.0,6.2,3550.0,1.0,29.5,1966
2.0,2.5,4.0,12.0,3580.0,1.0,42.2,2015
2.0,2.9,5.0,5.0,3550.0,1.0,27.6,2018
2.0,2.9,1.0,6.0,3590.0,1.0,28.9,1979
2.0,2.9,1.0,4.6000000000000005,3550.0,1.0,23.0,2015
2.0,3.4,4.0,5.9,3550.0,1.0,29.9,2019
2.0,2.9,3.0,10.0,3600.0,1.0,38.9,2016
2.0,4.4,2.0,5.9,3600.0,1.0,32.0,1961
2.0,2.9,1.0,4.9,3600.0,1.0,28.1,2024
2.0,3.7,2.0,9.0,3600.0,1.0,40.5,2018
2.0,3.3,8.0,4.0,3600.0,1.0,28.0,2015
2.0,3.7,2.0,5.8,3600.0,1.0,32.4,1963
2.0,3.3,9.0,5.8,3600.0,1.0,33.8,1971
2.0,3.3,14.0,4.1,3640.0,1.0,24.0,2015
2.0,3.8,3.0,5.0,3600.0,1.0,22.5,1972
2.0,3.4,3.0,10.0,3600.0,1.0,34.8,1982
2.0,2.5,6.0,5.0,3600.0,1.0,33.0,2017
2.0,3.4,5.0,5.6,3600.0,1.0,28.7,1977
2.0,3.7,10.0,7.68,3600.0,1.0,38.4,2021
2.0,2.5,8.0,13.8,3600.0,1.0,48.3,2024
2.0,2.9,8.0,10.1,3600.0,1.0,36.4,1981
2.0,4.2,1.0,9.2,3600.0,1.0,38.3,1990
2.0,4.0,3.0,6.0,3600.0,1.0,30.7,2022
2.0,3.7,2.0,11.3,3600.0,1.0,41.8,2013
2.0,2.9,2.0,8.0,3600.0,1.0,35.0,2014
2.0,3.4,4.0,7.0,3600.0,1.0,30.8,1971
2.0,4.4,8.0,8.6,3635.0,1.0,28.9,2013
2.0,4.0,3.0,7.2,3600.0,1.0,34.2,1998
2.0,3.7,2.0,7.0,3600.0,1.0,34.8,1989
2.0,4.0,2.0,5.0,3600.0,1.0,28.2,1961
2.0,2.9,3.0,6.0,3650.0,1.0,30.2,1974
2.0,3.4,2.0,6.0,3650.0,1.0,31.2,2019
2.0,2.9,13.0,8.0,3690.0,1.0,28.0,2014
2.0,2.5,1.0,4.9,3690.0,1.0,29.1,1970
2.0,3.7,5.0,14.0,3650.0,1.0,48.0,2023
2.0,2.5,3.0,14.0,3650.0,1.0,48.5,2023
2.0,2.9,8.0,5.3,3650.0,1.0,29.7,1970
2.0,3.7,2.0,11.3,3650.0,1.0,37.8,2015
2.0,3.7,11.0,5.0,3650.0,1.0,30.2,2022
2.0,4.4,2.0,3.5,3650.0,1.0,34.3,2013
2.0,3.7,7.0,9.1,3690.0,1.0,32.0,2022
2.0,2.5,2.0,6.0,3700.0,1.0,32.7,1970
2.0,3.7,3.0,6.0,3700.0,1.0,30.0,1966
2.0,3.3,1.0,5.7,3700.0,1.0,30.9,1960
2.0,4.0,1.0,15.0,3720.0,1.0,31.5,2022
2.0,3.3,3.0,6.0,3700.0,1.0,31.6,1968
2.0,2.9,4.0,5.8,3710.0,1.0,32.6,1963
2.0,3.7,3.0,5.0,3700.0,1.0,46.6,2013
2.0,2.9,7.0,7.0,3700.0,1.0,32.3,1980
2.0,4.4,2.0,6.2,3700.0,1.0,28.5,1975
2.0,3.7,4.0,9.0,3700.0,1.0,37.7,2014
2.0,2.9,4.0,5.3,3700.0,1.0,29.8,1974
2.0,3.7,7.0,10.2,3700.0,1.0,37.5,2011
