floor,kitchen_meters,price,rooms_count,total_meters,year_of_construction
1.0,4.0,2550.0,1.0,20.9,1978
2.0,5.0,5020.0,1.0,28.4,2028
10.0,10.0,4190.0,1.0,39.0,2019
3.0,11.0,2200.0,1.0,29.0,1964
18.0,10.9,8950.0,1.0,38.45,2028
3.0,5.0,4200.0,1.0,40.0,1989
2.0,3.0,2700.0,1.0,20.1,1972
2.0,10.7,5200.0,1.0,35.1,2027
1.0,16.5,4280.0,1.0,41.0,2023
1.0,6.0,2800.0,1.0,29.1,1979
4.0,11.4,6000.0,1.0,35.3,2028
13.0,8.0,4299.0,1.0,37.0,2014
5.0,25.700000000000003,7800.0,1.0,45.7,2016
23.0,27.349999999999998,10590.0,1.0,42.15,2025
4.0,6.0,2450.0,1.0,29.5,1963
18.0,2.0,8581.0,1.0,37.31,2026
7.0,11.0,4490.0,1.0,40.1,2020
5.0,9.0,7499.0,1.0,43.2,2020
2.0,21.400000000000002,4180.0,1.0,39.2,2024
1.0,12.0,4450.0,1.0,42.0,2005
3.0,5.5200000000000005,2999.0,1.0,27.6,2015
2.0,17.4,6880.0,1.0,46.0,2028
4.0,6.0,4450.0,1.0,31.7,1988
7.0,13.8,2800.0,1.0,48.0,2027
14.0,8.9,6100.0,1.0,44.5,2010
4.0,12.0,3230.0,1.0,32.5,2011
14.0,18.800000000000004,4900.0,1.0,33.7,2025
2.0,11.1,4750.0,1.0,34.2,2017
7.0,6.0,4000.0,1.0,30.0,1987
2.0,6.164000000000001,4600.0,1.0,30.82,2026
4.0,11.0,4000.0,1.0,40.1,2022
4.0,17.4,7100.0,1.0,44.3,2028
1.0,4.08,2000.0,1.0,20.4,2013
17.0,7.414000000000001,7414.0,1.0,37.07,2025
5.0,21.299999999999997,4750.0,1.0,37.3,2020
3.0,5.93,4700.0,1.0,29.65,2026
4.0,10.0,4800.0,1.0,43.5,2001
4.0,10.0,3800.0,1.0,36.8,2016
5.0,8.459999999999999,6865.0,1.0,42.3,2027
20.0,11.4,5900.0,1.0,35.3,2025
10.0,3.8600000000000003,2499.0,1.0,19.3,2015
13.0,9.708,8760.0,1.0,48.54,2027
1.0,4.0,2950.0,1.0,32.5,2020
4.0,9.1,5400.0,1.0,37.1,2028
10.0,10.0,8400.0,1.0,37.2,2024
5.0,6.956,4973.0,1.0,34.78,2026
7.0,6.58,5925.0,1.0,32.9,2027
10.0,10.0,4810.0,1.0,47.4,2024
2.0,5.7,2400.0,1.0,30.5,1967
11.0,18.8,7100.0,1.0,48.9,2026
5.0,6.0,740.0,1.0,33.0,1993
4.0,8.28,5560.0,1.0,41.4,2027
1.0,6.840000000000001,5000.0,1.0,34.2,2027
1.0,8.0,2950.0,1.0,36.0,1988
18.0,9.48,12600.0,1.0,47.4,2024
2.0,5.5,3000.0,1.0,29.0,1974
2.0,5.2,3090.0,1.0,30.6,1974
3.0,19.1,7560.0,1.0,46.7,2028
4.0,5.7,3640.0,1.0,30.3,1989
1.0,5.0,3300.0,1.0,34.0,2015
5.0,5.140000000000001,3161.0,1.0,25.7,2026
4.0,5.0,4700.0,1.0,27.6,1965
5.0,8.0,3550.0,1.0,25.0,2015
19.0,4.8,12200.0,1.0,42.0,2024
5.0,5.8,3900.0,1.0,31.2,2022
1.0,7.0,3699.0,1.0,29.5,1985
2.0,16.8,9860.0,1.0,51.9,2028
12.0,4.62,2390.0,1.0,23.1,2014
2.0,10.5,5150.0,1.0,33.9,2028
6.0,5.2,5500.0,1.0,29.5,1972
1.0,3.94,2650.0,1.0,19.7,2018
2.0,5.664000000000001,4600.0,1.0,28.32,2026
8.0,9.0,5300.0,1.0,34.0,2017
4.0,9.6,3150.0,1.0,37.2,1987
16.0,12.0,9372.0,1.0,40.3,2025
1.0,9.0,3600.0,1.0,40.1,1989
17.0,5.0,2470.0,1.0,25.1,2012
14.0,7.82,10200.0,1.0,39.1,2024
5.0,11.0,7090.0,1.0,38.2,2016
3.0,5.8,2850.0,1.0,30.5,1981
4.0,10.9,5800.0,1.0,38.2,2027
2.0,10.0,3900.0,1.0,34.3,2007
7.0,4.16,2600.0,1.0,20.8,2016
15.0,12.0,9357.0,1.0,40.7,2025
9.0,4.0,2280.0,1.0,19.5,2012
8.0,8.28,5700.0,1.0,41.4,2026
19.0,10.0,4700.0,1.0,37.9,2019
6.0,9.0,3200.0,1.0,37.4,2015
1.0,8.22,6084.0,1.0,41.1,2024
7.0,7.0,3990.0,1.0,34.5,2004
7.0,14.0,6759.0,1.0,39.4,2026
2.0,12.0,7490.0,1.0,41.0,2002
10.0,22.6,4550.0,1.0,38.6,2015
16.0,12.3,6600.0,1.0,37.3,2022
7.0,8.6,4800.0,1.0,37.3,2014
16.0,12.7,7200.0,1.0,42.4,2022
16.0,8.200000000000003,4850.0,1.0,38.2,2019
15.0,12.0,4900.0,1.0,46.0,2016
1.0,13.4,8200.0,1.0,42.1,2026
10.0,16.0,4900.0,1.0,46.0,2005
18.0,13.0,8300.0,1.0,42.1,2024
8.0,11.0,4950.0,1.0,34.9,2022
24.0,9.882,8828.0,1.0,49.41,2024
1.0,4.7,5000.0,1.0,37.6,2020
9.0,10.0,5200.0,1.0,37.0,2013
21.0,8.13,6666.0,1.0,40.65,2026
8.0,8.8,5200.0,1.0,36.6,2021
9.0,10.0,5380.0,1.0,47.2,2024
14.0,24.300000000000004,4500.0,1.0,41.7,2026
8.0,10.0,5390.0,1.0,47.2,2024
5.0,5.0,5400.0,1.0,32.4,2023
11.0,19.2,4190.0,1.0,37.0,2024
2.0,9.0,5499.0,1.0,38.4,1998
24.0,10.0,5600.0,1.0,38.0,2015
5.0,8.28,5600.0,1.0,41.4,2027
8.0,8.6,3950.0,1.0,31.3,2025
16.0,7.1,6000.0,1.0,39.3,2024
2.0,12.2,6531.0,1.0,41.0,2026
12.0,12.5,5500.0,1.0,42.4,2020
4.0,5.0,3200.0,1.0,29.5,1989
2.0,8.28,5800.0,1.0,41.4,2026
2.0,7.0,5600.0,1.0,32.0,1964
3.0,6.7,3100.0,1.0,29.9,1982
2.0,8.28,6104.0,1.0,41.4,2026
20.0,9.0,4100.0,1.0,35.0,2022
6.0,16.0,5723.0,1.0,38.64,2028
3.0,12.0,3200.0,1.0,39.5,2015
2.0,3.6799999999999997,2000.0,1.0,18.4,2017
10.0,8.272,4670.0,1.0,41.36,2025
6.0,10.0,3800.0,1.0,35.0,2016
10.0,9.0,4050.0,1.0,42.0,2018
6.0,7.048000000000001,6977.0,1.0,35.24,2028
1.0,16.7,10910.0,1.0,66.57,2028
13.0,8.7,4150.0,1.0,31.3,2024
6.0,8.4,3149.0,1.0,31.3,1986
3.0,14.0,6736.0,1.0,39.6,2026
1.0,6.0,2800.0,1.0,28.3,1972
3.0,5.5,3000.0,1.0,28.5,1975
17.0,9.120000000000001,11600.0,1.0,45.6,2024
6.0,10.0,3999.0,1.0,32.0,1972
4.0,8.28,5500.0,1.0,41.4,2027
1.0,6.0,4200.0,1.0,42.6,1970
1.0,9.020000000000001,4600.0,1.0,45.1,2026
1.0,6.0,3789.0,1.0,28.7,2019
1.0,8.58,6193.0,1.0,42.9,2024
17.0,12.0,4000.0,1.0,47.0,2022
1.0,5.0,3230.0,1.0,32.7,2019
18.0,14.5,5910.0,1.0,34.32,2026
3.0,9.0,3990.0,1.0,31.8,1994
7.0,5.34,4150.0,1.0,26.7,2027
9.0,7.4,3100.0,1.0,31.8,1987
5.0,18.2,4150.0,1.0,37.0,2017
5.0,8.74,6399.0,1.0,43.7,2024
2.0,5.282,4750.0,1.0,26.41,2026
17.0,15.0,11200.0,1.0,52.0,2002
6.0,9.2,3000.0,1.0,36.3,2014
6.0,11.3,6800.0,1.0,39.2,2026
7.0,7.0,4200.0,1.0,33.0,2014
15.0,7.4,6350.0,1.0,37.0,2026
1.0,9.0,4300.0,1.0,36.6,1988
6.0,5.8,3000.0,1.0,29.9,1978
19.0,7.920000000000001,6534.0,1.0,39.6,2026
6.0,11.5,4350.0,1.0,35.2,2024
5.0,4.38,2050.0,1.0,21.9,2011
1.0,7.88,5905.0,1.0,39.4,2026
19.0,15.0,11000.0,1.0,40.3,2019
4.0,5.6,2600.0,1.0,29.2,1978
14.0,6.740000000000001,5000.0,1.0,33.7,2025
3.0,5.9,4800.0,1.0,30.6,1962
1.0,5.300000000000001,3900.0,1.0,26.5,2027
10.0,15.9,5510.0,1.0,42.23,2026
1.0,11.0,4450.0,1.0,38.5,2007
8.0,7.0,2950.0,1.0,34.0,1972
17.0,13.3,7700.0,1.0,42.7,2025
1.0,5.0,4600.0,1.0,40.0,1969
3.0,5.8,3250.0,1.0,30.2,1994
24.0,8.314,7200.0,1.0,41.57,2026
16.0,10.0,4300.0,1.0,41.2,2024
7.0,8.7,3250.0,1.0,33.1,1991
1.0,10.58,9513.0,1.0,52.9,2023
12.0,3.0,4255.0,1.0,23.0,2024
1.0,6.634,6302.0,1.0,33.17,2028
17.0,10.0,4600.0,1.0,40.7,2015
4.0,3.3,2500.0,1.0,21.6,2013
2.0,16.9,6276.0,1.0,40.17,2028
2.0,10.0,4250.0,1.0,41.0,1996
11.0,8.7,5950.0,1.0,34.0,2025
3.0,5.7,3300.0,1.0,31.1,2017
4.0,8.6,3300.0,1.0,32.5,2017
2.0,5.7,3300.0,1.0,28.4,1968
1.0,5.0,3300.0,1.0,32.5,2018
8.0,5.0,3300.0,1.0,38.1,2016
3.0,6.0,3300.0,1.0,29.3,1989
9.0,6.1,3300.0,1.0,27.5,1989
3.0,8.6,3300.0,1.0,39.7,1992
4.0,6.0,3300.0,1.0,29.0,1978
6.0,4.1,3300.0,1.0,31.3,2016
4.0,8.0,3309.0,1.0,33.8,1973
2.0,6.0,3300.0,1.0,28.6,1977
2.0,6.0,3300.0,1.0,31.2,1959
2.0,5.6,3300.0,1.0,30.2,1969
3.0,9.0,3300.0,1.0,32.7,2001
3.0,7.0,3300.0,1.0,32.0,2013
5.0,7.0,3390.0,1.0,31.9,2019
1.0,6.0,3380.0,1.0,32.0,1960
5.0,4.0,3350.0,1.0,22.5,2014
2.0,5.0,3350.0,1.0,32.4,2018
14.0,4.0200000000000005,3350.0,1.0,20.1,2024
2.0,6.0,3360.0,1.0,31.9,1963
5.0,5.0,3350.0,1.0,28.2,2016
4.0,5.6,3350.0,1.0,30.3,1969
11.0,4.0,3350.0,1.0,20.0,2021
1.0,7.4,3350.0,1.0,28.5,1992
7.0,5.0,3350.0,1.0,32.0,2024
8.0,6.0,3350.0,1.0,25.8,2015
1.0,9.9,3350.0,1.0,37.9,2016
4.0,9.0,3399.0,1.0,32.4,2012
5.0,6.0,3400.0,1.0,30.5,1967
2.0,4.0,3400.0,1.0,37.8,2019
5.0,5.640000000000001,3400.0,1.0,28.2,2021
9.0,4.4,3400.0,1.0,37.6,2022
1.0,7.4,3400.0,1.0,34.4,1987
17.0,5.0,3400.0,1.0,26.0,2019
2.0,6.0,3400.0,1.0,29.0,2015
8.0,12.0,3400.0,1.0,30.0,2011
1.0,9.0,3400.0,1.0,37.6,1989
10.0,6.0,3400.0,1.0,29.0,2020
1.0,5.9,3400.0,1.0,28.1,1981
5.0,8.5,3450.0,1.0,37.0,2016
7.0,5.5,3470.0,1.0,32.6,1975
10.0,6.800000000000001,3450.0,1.0,34.0,2024
5.0,5.0,3450.0,1.0,22.1,2012
9.0,6.48,3450.0,1.0,32.4,2018
12.0,5.1000000000000005,3450.0,1.0,25.5,2017
2.0,8.3,3470.0,1.0,34.0,2016
9.0,11.0,3499.0,1.0,40.9,2020
10.0,13.8,3470.0,1.0,48.94,2020
5.0,10.0,3450.0,1.0,31.3,2016
3.0,5.8,3500.0,1.0,28.8,2017
2.0,9.0,3500.0,1.0,38.6,1994
6.0,10.6,3500.0,1.0,42.0,2022
8.0,5.0,3500.0,1.0,29.9,1985
1.0,5.0,3500.0,1.0,31.4,2017
5.0,5.8,3500.0,1.0,29.7,1977
10.0,10.9,3500.0,1.0,40.4,2018
3.0,4.6000000000000005,3500.0,1.0,23.0,2014
1.0,8.8,3500.0,1.0,38.2,1980
7.0,5.8,3500.0,1.0,29.4,1985
3.0,10.1,3500.0,1.0,32.8,2017
1.0,6.0,3500.0,1.0,32.3,2017
5.0,5.9,3500.0,1.0,30.1,2017
3.0,11.7,3500.0,1.0,35.2,2014
10.0,5.0,3500.0,1.0,32.7,2019
9.0,5.074000000000001,3500.0,1.0,25.37,2025
2.0,6.0,3500.0,1.0,28.0,2013
10.0,5.0,3500.0,1.0,37.8,2024
2.0,6.0,3500.0,1.0,34.1,2019
4.0,5.4,3500.0,1.0,29.7,1973
1.0,8.0,3500.0,1.0,39.2,2016
4.0,4.0,3500.0,1.0,25.2,1961
2.0,9.0,3500.0,1.0,36.5,2015
1.0,6.0,3500.0,1.0,30.0,1960
9.0,9.0,3500.0,1.0,30.0,2010
4.0,9.0,3500.0,1.0,31.6,2011
2.0,5.8,3500.0,1.0,29.7,1991
1.0,9.0,3500.0,1.0,35.0,2022
4.0,6.0,3500.0,1.0,30.0,2017
1.0,10.1,3550.0,1.0,37.3,2017
5.0,6.0,3590.0,1.0,31.9,1960
11.0,11.0,3550.0,1.0,32.0,2017
7.0,9.0,3550.0,1.0,39.3,2027
15.0,11.3,3550.0,1.0,36.1,2013
1.0,6.2,3550.0,1.0,29.5,1966
4.0,12.0,3580.0,1.0,42.2,2015
5.0,5.0,3550.0,1.0,27.6,2018
1.0,6.0,3590.0,1.0,28.9,1979
1.0,4.6000000000000005,3550.0,1.0,23.0,2015
4.0,5.9,3550.0,1.0,29.9,2019
3.0,10.0,3600.0,1.0,38.9,2016
2.0,5.9,3600.0,1.0,32.0,1961
1.0,4.9,3600.0,1.0,28.1,2024
2.0,9.0,3600.0,1.0,40.5,2018
8.0,4.0,3600.0,1.0,28.0,2015
2.0,5.8,3600.0,1.0,32.4,1963
9.0,5.8,3600.0,1.0,33.8,1971
14.0,4.1,3640.0,1.0,24.0,2015
3.0,5.0,3600.0,1.0,22.5,1972
3.0,10.0,3600.0,1.0,34.8,1982
6.0,5.0,3600.0,1.0,33.0,2017
5.0,5.6,3600.0,1.0,28.7,1977
10.0,7.68,3600.0,1.0,38.4,2021
8.0,13.8,3600.0,1.0,48.3,2024
8.0,10.1,3600.0,1.0,36.4,1981
1.0,9.2,3600.0,1.0,38.3,1990
3.0,6.0,3600.0,1.0,30.7,2022
2.0,11.3,3600.0,1.0,41.8,2013
2.0,8.0,3600.0,1.0,35.0,2014
4.0,7.0,3600.0,1.0,30.8,1971
8.0,8.6,3635.0,1.0,28.9,2013
3.0,7.2,3600.0,1.0,34.2,1998
2.0,7.0,3600.0,1.0,34.8,1989
2.0,5.0,3600.0,1.0,28.2,1961
3.0,6.0,3650.0,1.0,30.2,1974
2.0,6.0,3650.0,1.0,31.2,2019
13.0,8.0,3690.0,1.0,28.0,2014
1.0,4.9,3690.0,1.0,29.1,1970
5.0,14.0,3650.0,1.0,48.0,2023
3.0,14.0,3650.0,1.0,48.5,2023
8.0,5.3,3650.0,1.0,29.7,1970
2.0,11.3,3650.0,1.0,37.8,2015
11.0,5.0,3650.0,1.0,30.2,2022
2.0,3.5,3650.0,1.0,34.3,2013
7.0,9.1,3690.0,1.0,32.0,2022
2.0,6.0,3700.0,1.0,32.7,1970
3.0,6.0,3700.0,1.0,30.0,1966
1.0,5.7,3700.0,1.0,30.9,1960
1.0,15.0,3720.0,1.0,31.5,2022
3.0,6.0,3700.0,1.0,31.6,1968
4.0,5.8,3710.0,1.0,32.6,1963
3.0,5.0,3700.0,1.0,46.6,2013
7.0,7.0,3700.0,1.0,32.3,1980
2.0,6.2,3700.0,1.0,28.5,1975
4.0,9.0,3700.0,1.0,37.7,2014
4.0,5.3,3700.0,1.0,29.8,1974
7.0,10.2,3700.0,1.0,37.5,2011
8.0,6.0,3700.0,1.0,29.4,1969
1.0,5.0,3700.0,1.0,25.4,2010
9.0,9.0,3700.0,1.0,32.3,2015
1.0,6.0,3700.0,1.0,31.6,1977
4.0,6.0,3700.0,1.0,31.0,2019
1.0,5.0,3700.0,1.0,29.0,2017
7.0,16.6,3700.0,1.0,59.0,2024
4.0,10.6,3700.0,1.0,41.1,1993
9.0,5.6,3700.0,1.0,29.5,1977
10.0,6.0,3700.0,1.0,38.3,2023
2.0,5.5,3700.0,1.0,32.1,1978
1.0,8.4,3750.0,1.0,36.7,2015
1.0,5.7,3750.0,1.0,31.9,1966
9.0,9.1,3750.0,1.0,38.0,1995
5.0,5.0,3790.0,1.0,24.0,2023
7.0,7.1,3750.0,1.0,30.5,1990
8.0,5.0,3799.0,1.0,30.0,1987
1.0,5.6,3790.0,1.0,30.0,1987
1.0,4.0,3750.0,1.0,21.1,1980
10.0,4.0200000000000005,3750.0,1.0,20.1,2024
5.0,6.0,3750.0,1.0,30.8,2022
2.0,6.0,3790.0,1.0,31.0,1966
2.0,9.0,3750.0,1.0,36.4,2017
1.0,9.8,3770.0,1.0,37.5,1990
5.0,15.0,3750.0,1.0,42.6,2014
3.0,6.5,3780.0,1.0,30.5,1973
7.0,9.4,3750.0,1.0,39.3,2020
6.0,6.0,3800.0,1.0,31.3,1974
2.0,6.0,3800.0,1.0,29.7,1974
5.0,6.0,3800.0,1.0,31.3,2019
10.0,7.0,3800.0,1.0,37.0,2011
2.0,8.0,3800.0,1.0,27.0,2015
3.0,5.0,3800.0,1.0,32.2,2013
9.0,4.1,3800.0,1.0,26.6,2020
2.0,10.9,3800.0,1.0,40.7,2013
1.0,8.8,3800.0,1.0,35.6,1959
1.0,7.9,3800.0,1.0,31.0,2017
1.0,9.3,3800.0,1.0,33.9,2012
4.0,6.0,3800.0,1.0,32.0,2015
6.0,5.8,3800.0,1.0,29.4,1973
9.0,9.0,3800.0,1.0,29.5,2014
2.0,5.2,3800.0,1.0,29.0,1975
5.0,12.0,3800.0,1.0,48.0,2017
3.0,10.0,3850.0,1.0,33.0,2016
10.0,9.0,3850.0,1.0,36.9,2012
1.0,8.7,3850.0,1.0,34.5,2013
4.0,5.7,3880.0,1.0,29.3,2020
5.0,5.5,3850.0,1.0,30.2,1974
7.0,4.0,3850.0,1.0,31.0,2025
1.0,8.6,3850.0,1.0,38.0,2015
10.0,10.0,3860.0,1.0,34.9,2019
5.0,9.0,3850.0,1.0,32.6,2023
1.0,5.5,3850.0,1.0,29.0,2017
3.0,9.0,3900.0,1.0,36.0,2015
2.0,6.0,3900.0,1.0,32.5,1969
2.0,6.0,3900.0,1.0,31.0,1976
7.0,4.0,3920.0,1.0,37.8,2018
10.0,8.9,3900.0,1.0,32.3,2017
6.0,7.3,3900.0,1.0,32.1,1972
2.0,5.7,3900.0,1.0,30.4,1965
6.0,8.9,3900.0,1.0,36.1,1987
3.0,10.0,3900.0,1.0,42.0,2011
7.0,5.0,3900.0,1.0,27.0,2022
10.0,5.0,3910.0,1.0,32.5,2024
6.0,8.4,3900.0,1.0,36.6,2020
1.0,6.0,3900.0,1.0,30.9,2019
4.0,6.0,3900.0,1.0,31.0,1965
3.0,5.0,3900.0,1.0,28.7,1994
1.0,13.4,3900.0,1.0,51.7,2012
7.0,8.4,3900.0,1.0,36.8,2015
9.0,6.7,3930.0,1.0,30.2,1979
5.0,6.1,3900.0,1.0,32.5,1965
13.0,10.6,3900.0,1.0,41.9,2022
5.0,9.0,3900.0,1.0,37.0,1989
3.0,6.0,3900.0,1.0,29.0,2017
17.0,14.1,3900.0,1.0,42.8,2013
5.0,6.0,3950.0,1.0,31.0,1962
6.0,9.0,3990.0,1.0,38.0,1994
2.0,10.0,3950.0,1.0,45.0,2017
1.0,5.0,3970.0,1.0,22.0,2007
6.0,10.0,3950.0,1.0,40.5,2018
4.0,5.9,3999.0,1.0,28.9,1964
7.0,8.6,3950.0,1.0,33.0,2015
15.0,6.0,3999.0,1.0,28.1,2014
16.0,8.3,3999.0,1.0,32.7,2014
8.0,8.8,3999.0,1.0,20.8,2013
1.0,9.0,3980.0,1.0,36.5,2017
1.0,5.8,3999.0,1.0,28.6,1967
8.0,12.0,3990.0,1.0,42.4,2020
3.0,9.0,3950.0,1.0,39.0,2014
3.0,5.0,3990.0,1.0,31.0,1963
1.0,10.1,3997.0,1.0,37.4,2017
7.0,7.0,3950.0,1.0,38.0,2017
1.0,8.4,3950.0,1.0,42.0,2013
3.0,5.0,4010.0,1.0,29.1,2018
1.0,5.7,4000.0,1.0,31.1,1962
3.0,8.2,4000.0,1.0,34.2,1992
13.0,7.2,4000.0,1.0,34.7,2015
7.0,12.2,4000.0,1.0,42.2,2011
2.0,5.6,4000.0,1.0,30.7,1963
3.0,10.0,4000.0,1.0,39.0,2014
1.0,5.8,4000.0,1.0,29.9,1970
4.0,5.9,4000.0,1.0,31.5,1963
6.0,9.3,4000.0,1.0,35.9,1987
10.0,8.6,4000.0,1.0,32.6,2009
3.0,8.6,4000.0,1.0,38.9,2015
1.0,10.2,4000.0,1.0,33.43,2015
12.0,8.0,4000.0,1.0,37.9,2024
4.0,6.0,4000.0,1.0,32.0,1974
7.0,9.0,4000.0,1.0,40.0,2011
1.0,8.4,4090.0,1.0,36.8,2012
3.0,10.0,4050.0,1.0,37.6,2012
8.0,12.0,4050.0,1.0,42.5,2011
12.0,4.32,4050.0,1.0,21.6,2023
1.0,6.0,4050.0,1.0,30.2,1967
1.0,8.1,4050.0,1.0,34.1,1995
2.0,8.0,4050.0,1.0,33.4,1991
8.0,4.0,4100.0,1.0,30.6,2022
2.0,6.0,4100.0,1.0,29.2,1969
5.0,6.0,4100.0,1.0,32.6,1959
5.0,8.6,4100.0,1.0,37.3,2014
4.0,6.0,4100.0,1.0,24.5,2020
3.0,8.4,4140.0,1.0,34.2,2014
10.0,4.0,4100.0,1.0,25.8,2023
8.0,11.8,4100.0,1.0,36.7,2010
2.0,6.3,4100.0,1.0,31.7,1960
9.0,9.0,4100.0,1.0,38.0,2017
7.0,7.0,4100.0,1.0,33.0,2018
4.0,5.0,4100.0,1.0,21.0,1994
2.0,9.0,4100.0,1.0,39.0,1994
5.0,4.6,4100.0,1.0,34.5,1999
3.0,10.0,4100.0,1.0,40.0,2018
9.0,12.1,4100.0,1.0,45.2,2020
2.0,5.7,4100.0,1.0,29.7,1965
2.0,13.8,4100.0,1.0,48.1,2017
4.0,12.0,4100.0,1.0,43.0,2020
2.0,5.0,4100.0,1.0,31.0,2017
1.0,5.9,4100.0,1.0,30.0,2019
7.0,9.0,4100.0,1.0,34.0,2008
4.0,6.800000000000001,4100.0,1.0,34.0,2015
1.0,6.0,4100.0,1.0,31.6,1961
1.0,6.0,4100.0,1.0,30.0,1988
10.0,10.4,4100.0,1.0,35.9,2016
3.0,9.0,4150.0,1.0,37.2,2017
2.0,4.0600000000000005,4150.0,1.0,20.3,2023
1.0,5.4,4150.0,1.0,29.4,2011
2.0,8.0,4150.0,1.0,34.5,2016
5.0,5.6,4150.0,1.0,30.3,1964
2.0,5.7,4150.0,1.0,30.9,1959
4.0,5.5,4199.0,1.0,30.8,1965
1.0,3.0,4150.0,1.0,43.8,2012
7.0,12.3,4150.0,1.0,42.6,2012
7.0,7.5,4150.0,1.0,29.6,1973
5.0,8.0,4150.0,1.0,41.3,2017
6.0,5.0,4150.0,1.0,63.6,2015
6.0,11.5,4192.0,1.0,36.83,2015
7.0,5.6,4150.0,1.0,32.3,1975
9.0,16.0,4150.0,1.0,48.1,2017
3.0,8.5,4200.0,1.0,40.0,2015
3.0,11.0,4240.0,1.0,42.0,2016
5.0,10.9,4200.0,1.0,40.2,2023
8.0,5.800000000000001,4200.0,1.0,29.0,2023
8.0,5.6,4200.0,1.0,45.4,1994
6.0,12.0,4200.0,1.0,42.0,2022
3.0,16.0,4200.0,1.0,46.5,2015
7.0,9.0,4200.0,1.0,32.0,1987
3.0,5.7,4200.0,1.0,31.0,1964
17.0,12.0,4200.0,1.0,36.9,2019
7.0,9.2,4200.0,1.0,37.3,1996
4.0,8.0,4200.0,1.0,29.8,2001
13.0,5.0,4200.0,1.0,23.9,2014
12.0,11.0,4200.0,1.0,37.7,2025
7.0,9.0,4200.0,1.0,37.8,1997
1.0,10.0,4200.0,1.0,43.0,2015
2.0,5.8,4200.0,1.0,30.9,1966
4.0,8.6,4200.0,1.0,31.9,2024
1.0,10.9,4200.0,1.0,36.1,2026
2.0,6.0,4200.0,1.0,32.2,1961
8.0,14.0,4200.0,1.0,45.0,2023
10.0,10.0,4200.0,1.0,32.0,2015
8.0,10.3,4200.0,1.0,36.3,2000
2.0,6.0,4200.0,1.0,28.7,2019
5.0,9.4,4200.0,1.0,30.5,2023
4.0,11.0,4200.0,1.0,35.0,2014
9.0,9.5,4200.0,1.0,32.9,2011
2.0,9.0,4200.0,1.0,37.0,1994
1.0,9.0,4200.0,1.0,38.1,2020
4.0,6.6000000000000005,4200.0,1.0,33.0,2022
4.0,6.0,4200.0,1.0,29.0,1959
3.0,6.3,4250.0,1.0,31.2,1968
10.0,12.3,4280.0,1.0,42.4,2011
14.0,5.0,4250.0,1.0,26.1,2013
9.0,8.0,4250.0,1.0,29.1,2016
8.0,10.6,4250.0,1.0,36.0,2025
7.0,10.3,4250.0,1.0,39.8,2023
3.0,11.6,4250.0,1.0,37.2,2017
6.0,10.0,4250.0,1.0,36.9,2017
16.0,8.0,4290.0,1.0,43.7,2016
9.0,14.0,4280.0,1.0,49.0,2023
3.0,10.8,4250.0,1.0,34.4,1992
1.0,8.5,4250.0,1.0,36.7,2009
2.0,15.0,4250.0,1.0,45.0,2023
6.0,9.0,4300.0,1.0,32.5,2018
10.0,11.0,4300.0,1.0,40.0,2023
8.0,8.0,4300.0,1.0,34.7,2021
1.0,6.24,4320.0,1.0,31.2,1962
1.0,5.0,4300.0,1.0,29.4,1971
2.0,5.0,4300.0,1.0,31.0,2014
1.0,5.4,4300.0,1.0,28.0,1968
5.0,8.6,4300.0,1.0,32.4,2023
8.0,8.8,4345.0,1.0,40.3,1986
2.0,8.5,4300.0,1.0,37.0,2015
2.0,8.0,4300.0,1.0,41.0,1991
4.0,9.2,4300.0,1.0,33.0,2023
3.0,6.0,4300.0,1.0,31.5,2017
13.0,10.7,4305.0,1.0,39.7,2024
3.0,6.4,4300.0,1.0,39.7,1962
2.0,10.6,4300.0,1.0,36.2,2015
2.0,14.0,4350.0,1.0,48.0,2020
8.0,9.0,4350.0,1.0,42.8,2017
2.0,11.0,4380.0,1.0,41.0,2014
4.0,10.2,4350.0,1.0,35.9,2012
11.0,5.0,4350.0,1.0,32.7,2016
2.0,8.4,4350.0,1.0,34.3,2013
5.0,10.0,4350.0,1.0,37.6,2014
1.0,4.2,4395.0,1.0,44.3,2013
1.0,5.7,4350.0,1.0,30.4,2015
5.0,8.0,4350.0,1.0,32.0,2025
2.0,9.3,4350.0,1.0,34.3,2020
4.0,6.0,4350.0,1.0,32.2,1963
1.0,6.0,4400.0,1.0,30.9,2022
3.0,9.0,4440.0,1.0,30.0,2015
3.0,6.0,4400.0,1.0,30.0,1967
7.0,4.8,4400.0,1.0,27.4,2016
7.0,9.0,4400.0,1.0,38.0,1987
2.0,9.4,4400.0,1.0,37.7,2004
9.0,6.9,4400.0,1.0,32.4,1981
13.0,10.3,4400.0,1.0,40.3,2014
8.0,8.6,4400.0,1.0,37.0,2018
5.0,4.5,4430.0,1.0,30.2,2024
17.0,5.0,4400.0,1.0,32.6,2020
5.0,8.7,4400.0,1.0,40.4,1998
18.0,10.7,4400.0,1.0,36.4,2015
5.0,9.0,4400.0,1.0,41.0,2024
3.0,6.66,4400.0,1.0,33.3,2014
15.0,17.4,4400.0,1.0,47.2,2011
2.0,5.9,4400.0,1.0,31.0,1979
1.0,3.0,4490.0,1.0,27.7,2017
6.0,10.0,4450.0,1.0,38.0,2013
3.0,12.3,4490.0,1.0,42.4,2012
6.0,5.0,4450.0,1.0,34.9,2025
