accommodation_type;author;author_type;deal_type;district;floor;floors_count;house_number;location;price;residential_complex;rooms_count;street;total_meters;underground;url
flat;ВОЛНА development;developer;sale;Заельцовский;26;30;101/1;Новосибирск;9200000;Апарт-отель GAGARIN CITY;1;Красный проспект;28.98;Заельцовская;https://novosibirsk.cian.ru/sale/flat/325857099/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Ленинский;7;9;20/3;Новосибирск;3600000;;1; Немировича-Данченко;34.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326341921/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Октябрьский;6;10;9;Новосибирск;3350000;Плющихинский;1; Плющихинская;42.0;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/326307929/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Брусника;developer;sale;Заельцовский;2;9;1/4;Новосибирск;5890000;Лебедевский;1;Лебедевский кв-л;36.4;Заельцовская;https://novosibirsk.cian.ru/sale/flat/322957846/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;2;10;18/1;Новосибирск;3650000;Просторный;1; Виктора Шевелева;37.8;Студенческая;https://novosibirsk.cian.ru/sale/flat/321448172/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Главное звено;real_estate_agent;sale;Дзержинский;5;5;81/1;Новосибирск;3430000;;1;проспект Дзержинского;30.4;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/324012392/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Сибирские Жилые Кварталы;developer;sale;Заельцовский;11;11;;Новосибирск;63971000;Флора и Фауна ЖК;1;;142.2;Красный Проспект;https://novosibirsk.cian.ru/sale/flat/317441318/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;1;24;56;Новосибирск;3700000;Новые Матрёшки;1; Бородина;35.5;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326261764/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;METRAGE;real_estate_agent;sale;Дзержинский;5;5;51/1;Новосибирск;3499000;;1; Есенина;32.4;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/321763491/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Брусника;developer;sale;Дзержинский;3;9;;Новосибирск;9180000;Город-на-озере ЖК;1;;37.71;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/325308755/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Ленинский;10;12;2;Новосибирск;3800000;Дивногорский;1; Надежды;40.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/325235125/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;8;9;74;Новосибирск;3500000;;1; Петухова;33.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326573646/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;ВОЛНА development;developer;sale;Заельцовский;23;30;101/1;Новосибирск;8650000;Апарт-отель GAGARIN CITY;1;Красный проспект;23.33;Заельцовская;https://novosibirsk.cian.ru/sale/flat/314820380/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Советский;5;6;160;Новосибирск;3800000;;1; Ивлева;41.9;Студенческая;https://novosibirsk.cian.ru/sale/flat/322260729/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Поиск Метров;real_estate_agent;sale;Кировский;5;7;6/4;Новосибирск;3500000;На Петухова (ЖСК);1; Петухова;36.1;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/324871876/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Астон;developer;sale;Кировский;6;26;6к11;Новосибирск;5900000;Астон. Шесть звёзд;1; Аникина;39.51;Студенческая;https://novosibirsk.cian.ru/sale/flat/321542205/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Первомайский;4;17;22/1;Новосибирск;3800000;Берёзовое;1; Твардовского;39.5;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/321450745/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;3;9;60;Новосибирск;3500000;;1; Сибиряков-Гвардейцев;34.6;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/323305625/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Брусника;developer;sale;Дзержинский;3;9;;Новосибирск;13730000;Город-на-озере ЖК;1;;47.29;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/325308738/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Всем Квартиру;real_estate_agent;sale;Кировский;2;3;33;Новосибирск;3950000;;1; Палласа;45.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/321197195/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Города Новосибирск;real_estate_agent;sale;Ленинский;7;9;20/3;Новосибирск;3600000;;1; Немировича-Данченко;34.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326342639/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Брусника;developer;sale;Заельцовский;4;9;1/4;Новосибирск;6730000;Лебедевский;1;Лебедевский кв-л;42.9;Заельцовская;https://novosibirsk.cian.ru/sale/flat/326594926/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Ленинский;9;9;41;Новосибирск;3990000;;1;Троллейная ;42.0;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326170279/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;2;10;32;Новосибирск;3600000;Просторный;1; Виктора Шевелева;40.6;Студенческая;https://novosibirsk.cian.ru/sale/flat/326397103/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Страна Девелопмент;developer;sale;Октябрьский;5;9;с23;Новосибирск;10929412;Страна.Тополёвая;1;Тополевая ;43.37;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/325663945/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;4;17;4;Новосибирск;4000000;Просторный;1; Александра Чистякова;40.1;Студенческая;https://novosibirsk.cian.ru/sale/flat/325364694/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Советский;1;9;9;Новосибирск;3600000;;1; Печатников;40.1;Студенческая;https://novosibirsk.cian.ru/sale/flat/327059167/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Телецентр 19|56;real_estate_agent;sale;Ленинский;14;17;19/1;Новосибирск;7390000;1956. Кварталы Телецентра;1; Костычева;40.48;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/323741349/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Советский;5;6;160;Новосибирск;4000000;;1; Ивлева;42.0;Студенческая;https://novosibirsk.cian.ru/sale/flat/326609192/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
flat;Этажи;real_estate_agent;sale;Кировский;14;17;10;Новосибирск;3600000;Матрешкин двор;1; Дмитрия Шмонина;33.9;Студенческая;https://novosibirsk.cian.ru/sale/flat/321180025/?mlSearchSessionGuid=e0f94a0489a6b836ae41be0818b8e690
