accommodation_type;author;author_type;deal_type;district;floor;floors_count;house_number;location;price;residential_complex;rooms_count;street;total_meters;underground;url
flat;Города Новосибирск;real_estate_agent;sale;Октябрьский;4;4;22;Новосибирск;1100000;;-1; Стофато;82.0;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/326640247/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Первый Строительный;developer;sale;Ленинский;29;31;;Новосибирск;11514500;Урбан Пикс ЖК;5;;85.82;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/314873787/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;МакроМир;real_estate_agent;sale;Октябрьский;15;24;25;Новосибирск;31900000;Статус;5; Шевченко;147.0;Октябрьская;https://novosibirsk.cian.ru/sale/flat/320336504/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;2ПН;real_estate_agent;sale;Ленинский;4;5;14;Новосибирск;8700000;;5; Пархоменко;95.6;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/322994176/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Мета;developer;sale;Советский;24;24;17;Новосибирск;30611100;Пульсар;5; Мусы Джалиля;122.2;Студенческая;https://novosibirsk.cian.ru/sale/flat/317449538/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Центр Недвижимости;real_estate_agent;sale;Советский;10;10;10;Новосибирск;13850000;;5; Российская;103.4;;https://novosibirsk.cian.ru/sale/flat/324677229/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;МАРКОВЪ ДОМЪ;real_estate_agent;sale;Дзержинский;6;13;61;Новосибирск;16400000;;5; Фрунзе;106.0;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/325026914/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Сибирские Жилые Кварталы;developer;sale;Заельцовский;8;8;;Новосибирск;91700000;Флора и Фауна ЖК;5;;255.75;Сибирская;https://novosibirsk.cian.ru/sale/flat/304565956/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;METRAGE;real_estate_agent;sale;Заельцовский;14;14;17;Новосибирск;33000000;;5; Галущака;153.0;Гагаринская;https://novosibirsk.cian.ru/sale/flat/327069376/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 52899534;realtor;sale;Заельцовский;1;3;41;Новосибирск;31500000;;5;Кедровая ;207.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/322423363/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Дом-Строй;developer;sale;Железнодорожный;10;25;;Новосибирск;22003000;Лемонт ЖК;5;;92.1;Гагаринская;https://novosibirsk.cian.ru/sale/flat/323689571/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Заельцовский;5;10;99;Новосибирск;58000000;;5;Красный проспект;171.0;Гагаринская;https://novosibirsk.cian.ru/sale/flat/318538659/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ФОРУМ;real_estate_agent;sale;Центральный;3;12;20/1;Новосибирск;17000000;;5; Мичурина;157.0;Сибирская;https://novosibirsk.cian.ru/sale/flat/322524632/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;TS Group;real_estate_agent;sale;Заельцовский;24;24;;Новосибирск;25090000;Невский ЖК;5;;130.87;Заельцовская;https://novosibirsk.cian.ru/sale/flat/323115881/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Корона;real_estate_agent;sale;Железнодорожный;10;16;57;Новосибирск;34999995;;5;Сибирская ;189.0;Красный Проспект;https://novosibirsk.cian.ru/sale/flat/325291388/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Октябрьский;5;6;108/1;Новосибирск;25000000;;5; Кирова;273.6;Октябрьская;https://novosibirsk.cian.ru/sale/flat/323142273/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Сибирские Жилые Кварталы;developer;sale;Заельцовский;8;8;;Новосибирск;96600000;Флора и Фауна ЖК;5;;258.52;Октябрьская;https://novosibirsk.cian.ru/sale/flat/323745226/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Планета;real_estate_agent;sale;Железнодорожный;7;8;10;Новосибирск;36000000;;5; Вокзальная магистраль;166.0;Площадь Гарина-Михайловского;https://novosibirsk.cian.ru/sale/flat/308627631/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 138751767;homeowner;sale;Дзержинский;25;25;22;Новосибирск;14999999;;5;Закаменский мкр;101.0;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/326161062/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ПОЛЯКОВ;developer;sale;Калининский;1;18;40/2;Новосибирск;20150000;Миниполис ;5;Игарская ;170.94;Заельцовская;https://novosibirsk.cian.ru/sale/flat/300268288/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Этажи;real_estate_agent;sale;Дзержинский;4;9;25;Новосибирск;7999999;;5; Толбухина;91.5;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/326728531/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 99765601;homeowner;sale;Центральный;7;8;86;Новосибирск;45000000;;5; Максима Горького;292.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/285046999/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;TS Group;real_estate_agent;sale;Заельцовский;24;24;;Новосибирск;24880000;Невский ЖК;5;;129.78;Заельцовская;https://novosibirsk.cian.ru/sale/flat/321544360/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Октябрьский;2;3;44;Новосибирск;16500000;;5;1-я Родниковая ;174.0;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/318000463/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 133129555;homeowner;sale;Железнодорожный;10;14;71;Новосибирск;16200000;;5; 1905 года;98.8;Красный Проспект;https://novosibirsk.cian.ru/sale/flat/326158693/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;РНГС;developer;sale;Советский;11;16;24;Новосибирск;20300000;Квартал на Российской;5; Российская;102.38;Студенческая;https://novosibirsk.cian.ru/sale/flat/326220517/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Агентство Единый Центр Недвижимости;real_estate_agent;sale;Железнодорожный;8;10;4/1;Новосибирск;22000000;;5; Вокзальная магистраль;138.0;Площадь Гарина-Михайловского;https://novosibirsk.cian.ru/sale/flat/304066185/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Кировский;7;11;23/1;Новосибирск;19000000;;5; Сибиряков-Гвардейцев;183.6;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/315126980/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Novostroy-expert;real_estate_agent;sale;Октябрьский;23;24;21;Новосибирск;155000000;На Декабристов;5; Сакко и Ванцетти;479.0;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/325785476/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Хаус Брокер;real_estate_agent;sale;Железнодорожный;3;9;28;Новосибирск;16000000;;5; Ленина;121.1;Площадь Гарина-Михайловского;https://novosibirsk.cian.ru/sale/flat/324843046/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 94978698;real_estate_agent;sale;Заельцовский;5;6;153Б;Новосибирск;38200000;;5;Красный проспект;288.8;Заельцовская;https://novosibirsk.cian.ru/sale/flat/324560335/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;SIBWILL;real_estate_agent;sale;Заельцовский;24;24;;Новосибирск;24880000;Невский ЖК;5;;129.78;Заельцовская;https://novosibirsk.cian.ru/sale/flat/323179144/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Октябрьский;3;7;42/1;Новосибирск;12000000;Плющихинский;5; В. Высоцкого;70.0;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/320443005/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Советский;8;9;18;Новосибирск;13200000;;5; Демакова;101.0;;https://novosibirsk.cian.ru/sale/flat/326521825/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Novostroy-expert;real_estate_agent;sale;Советский;24;24;17;Новосибирск;36721100;Пульсар;5; Мусы Джалиля;122.2;Студенческая;https://novosibirsk.cian.ru/sale/flat/325716070/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Дзержинский;4;10;10/2;Новосибирск;10000000;;5; Есенина;98.0;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/325439281/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Этажи;real_estate_agent;sale;Центральный;3;11;10;Новосибирск;47800000;;5;Трудовая ;184.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/324602079/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;SIBWILL;real_estate_agent;sale;Заельцовский;24;24;;Новосибирск;25090000;Невский ЖК;5;;130.87;Заельцовская;https://novosibirsk.cian.ru/sale/flat/323179143/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Октябрьский;4;4;22;Новосибирск;1190000;;-1; Стофато;80.0;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/325289542/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 11220127;homeowner;sale;Центральный;1;6;9;Новосибирск;16000000;;5;Серебренниковская ;150.0;Октябрьская;https://novosibirsk.cian.ru/sale/flat/318234379/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;;;sale;Октябрьский;17;19;17;Новосибирск;52557600;Римский квартал;5;Садовая ;227.65;Октябрьская;https://novosibirsk.cian.ru/sale/flat/325759076/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ДОМАШНИЙ ОЧАГ;real_estate_agent;sale;Заельцовский;6;10;99;Новосибирск;18000000;;5;Красный проспект;125.7;Гагаринская;https://novosibirsk.cian.ru/sale/flat/326940216/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Всем Квартиру;real_estate_agent;sale;Калининский;8;9;323/2;Новосибирск;18500000;Онега;5;Красный проспект;117.2;Заельцовская;https://novosibirsk.cian.ru/sale/flat/319249944/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 87424980;homeowner;sale;Ленинский;6;9;31;Новосибирск;7500000;;5;Ударная ;102.2;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/326017469/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Вместе;real_estate_agent;sale;Дзержинский;8;14;63;Новосибирск;20000000;;5; Фрунзе;136.0;Березовая Роща;https://novosibirsk.cian.ru/sale/flat/321467885/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Красный Проспект Недвижимость;real_estate_agent;sale;Центральный;6;7;86;Новосибирск;60000000;;5; Максима Горького;292.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/322911654/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Этажи;real_estate_agent;sale;Заельцовский;15;16;252;Новосибирск;34850000;;5; Дуси Ковальчук;190.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/314983777/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Ленинский;1;16;72;Новосибирск;14500000;;5;;123.7;Студенческая;https://novosibirsk.cian.ru/sale/flat/326344416/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ИП Кислицина А.О.;real_estate_agent;sale;Заельцовский;9;18;56;Новосибирск;41000000;Русское солнце;5;Плановая ;129.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/322904868/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Советский;4;4;35;Новосибирск;81500000;;5;Золотодолинская ;267.9;;https://novosibirsk.cian.ru/sale/flat/327029510/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Созвездие Весов;real_estate_agent;sale;Железнодорожный;3;5;23;Новосибирск;20200000;;5; Щетинкина;148.6;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/315290440/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Центральный;7;7;18;Новосибирск;29990000;;5;Ядринцевская ;161.3;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/316114222/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Ленинский;5;9;54;Новосибирск;8930000;;5; Забалуева;99.5;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/327028112/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Дельта;real_estate_agent;sale;Советский;1;9;31/1;Новосибирск;45000000;;5;Золотодолинская ;155.1;;https://novosibirsk.cian.ru/sale/flat/308491471/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;"Компания ""НАЗАРОВ""";real_estate_agent;sale;Заельцовский;2;2;2/3;Новосибирск;44000000;;5;Дачное шоссе;176.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/319300206/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Бизнес Джет;real_estate_agent;sale;Заельцовский;4;18;250;Новосибирск;16000000;;5; Дуси Ковальчук;122.5;Заельцовская;https://novosibirsk.cian.ru/sale/flat/324526139/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Сибриэлт;real_estate_agent;sale;Советский;4;9;6;Новосибирск;18000000;;5; Демакова;116.1;;https://novosibirsk.cian.ru/sale/flat/308929798/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Железнодорожный;2;5;32;Новосибирск;30500000;;5; Щетинкина;168.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/322674701/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;MetroPolis;real_estate_agent;sale;Октябрьский;17;17;9/1;Новосибирск;17990000;;5;Военная ;173.0;Октябрьская;https://novosibirsk.cian.ru/sale/flat/324829019/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 107520950;homeowner;sale;Железнодорожный;5;7;34;Новосибирск;35000000;;5;Октябрьская ;182.2;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/301165494/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Самолет Плюс;real_estate_agent;sale;Железнодорожный;2;5;18;Новосибирск;17499000;;5; Ленина;120.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/325038618/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Ольга Губанова;realtor;sale;Кировский;1;10;82;Новосибирск;12500000;;5; Сибиряков-Гвардейцев;125.2;Площадь Маркса;https://novosibirsk.cian.ru/sale/flat/321805584/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Домофонд;real_estate_agent;sale;Центральный;2;15;81;Новосибирск;60000000;;5;Октябрьская ;182.7;Октябрьская;https://novosibirsk.cian.ru/sale/flat/325144919/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;БК НЕДВИЖИМОСТЬ;real_estate_agent;sale;Центральный;9;17;39;Новосибирск;65000000;;5; Романова;178.2;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/300003058/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Заельцовский;1;2;73;Новосибирск;17500000;;5; Бестужева;230.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/326761693/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Октябрьский;17;17;15;Новосибирск;31900000;;5; Шевченко;194.7;Октябрьская;https://novosibirsk.cian.ru/sale/flat/323130806/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Квартирный портал;real_estate_agent;sale;Дзержинский;5;9;12;Новосибирск;10100000;;5; Есенина;87.1;Золотая Нива;https://novosibirsk.cian.ru/sale/flat/324520593/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Октябрьский;6;7;124/2;Новосибирск;14000000;;5;Выборная ;230.0;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/321280377/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Дельта;real_estate_agent;sale;Советский;8;10;2;Новосибирск;7600000;;5; Лесосечная;89.4;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/318934595/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Калининский;13;13;323/8;Новосибирск;15800000;Онега;5;Красный проспект;136.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/326438213/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ЖИЛФОНД;real_estate_agent;sale;Заельцовский;5;6;234;Новосибирск;15100000;;5;Красный проспект;120.9;Заельцовская;https://novosibirsk.cian.ru/sale/flat/305646110/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Ленинский;10;11;39;Новосибирск;15500000;;5;;143.5;Студенческая;https://novosibirsk.cian.ru/sale/flat/322608715/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Города Новосибирск;real_estate_agent;sale;Центральный;7;8;86;Новосибирск;45000000;;5; Максима Горького;299.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/327075780/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;Владис Центральное;real_estate_agent;sale;Ленинский;10;10;4;Новосибирск;30000000;Радужный каскад;5;Стартовая ;170.0;Студенческая;https://novosibirsk.cian.ru/sale/flat/326095658/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;ID 52899534;realtor;sale;Заельцовский;1;3;41;Новосибирск;45000000;;5;Кедровая ;227.0;Заельцовская;https://novosibirsk.cian.ru/sale/flat/320770079/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
flat;PRO Недвижимость;real_estate_agent;sale;Центральный;7;9;4;Новосибирск;19499000;;4; Крылова;138.0;Красный Проспект;https://novosibirsk.cian.ru/sale/flat/326417574/
flat;Все Новые Дома;real_estate_agent;sale;Центральный;4;7;23;Новосибирск;11990000;;4;Серебренниковская ;115.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/325611622/
flat;НИЦ;real_estate_agent;sale;Центральный;7;9;115;Новосибирск;45000000;Дом на Чаплыгина;3; Чаплыгина;100.0;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/314465343/
flat;Город N;real_estate_agent;sale;Октябрьский;1;22;88;Новосибирск;33000000;мкр. Европейский Берег;4;Большевистская ;133.4;Речной вокзал;https://novosibirsk.cian.ru/sale/flat/326505241/
flat;Николай Самойлов;realtor;sale;Октябрьский;8;25;50;Новосибирск;23900000;Richmond Residence;2; Кирова;57.0;Октябрьская;https://novosibirsk.cian.ru/sale/flat/325652375/
flat;ДОКТОР КЛЮЧ;real_estate_agent;sale;Железнодорожный;2;5;12;Новосибирск;14500000;;4; Урицкого;89.3;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/319672041/
flat;Города Новосибирск;real_estate_agent;sale;Октябрьский;26;29;77;Новосибирск;32000000;Чикаго;4;Московская ;128.72;Октябрьская;https://novosibirsk.cian.ru/sale/flat/318545609/
flat;БК НЕДВИЖИМОСТЬ;real_estate_agent;sale;Октябрьский;11;24;25;Новосибирск;21600000;Статус;3; Шевченко;103.6;Октябрьская;https://novosibirsk.cian.ru/sale/flat/321655678/
flat;Этажи;real_estate_agent;sale;Центральный;8;8;23;Новосибирск;18500000;;3; Орджоникидзе;155.4;Площадь Ленина;https://novosibirsk.cian.ru/sale/flat/323342826/
flat;МакроМир;real_estate_agent;sale;Октябрьский;15;28;25;Новосибирск;31900000;Статус;5; Шевченко;147.0;Октябрьская;https://novosibirsk.cian.ru/sale/flat/322701701/?mlSearchSessionGuid=0857b5fde7bec9177f0053b06e176afa
